date,team,1,2,3,4,5,6,7,8,9,선발투수
2020-05-08,한화,정은원,정진호,호잉,이성열,송광민,김태균,오선진,이해창,이용규,장민재
2020-05-08,키움,서건창,김하성,이정후,박병호,박동원,김규민,모터,임병욱,이지영,이승호
2020-05-08,KIA,박찬호,황윤호,김선빈,터커,최형우,나지완,유민상,한승택,최원준,가뇽
2020-05-08,삼성,박해민,김동엽,구자욱,살라디노,김상수,이원석,김헌곤,김응민,이성규,최채흥
2020-05-08,SK,정진기,고종욱,최정,로맥,한유섬,채태인,이현석,김창평,정현,문승원
2020-05-08,롯데,민병헌,전준우,손아섭,이대호,안치홍,정훈,마차도,신본기,김준태,노경은
2020-05-08,LG,이천웅,정근우,김현수,라모스,채은성,박용택,김민성,유강남,오지환,윌슨
2020-05-08,NC,박민우,이명기,나성범,양의지,모창민,노진혁,권희동,김태진,김성욱,이재학
2020-05-09,한화,정진호,정은원,호잉,이성열,송광민,오선진,하주석,최재훈,장진혁,김도현
2020-05-09,키움,서건창,김하성,이정후,박병호,이택근,박동원,모터,임병욱,박준태,한현희
2020-05-09,KIA,최원준,김선빈,터커,최형우,장영석,유민상,박찬호,최정용,백용환,임기영
2020-05-09,삼성,박해민,김동엽,김상수,살라디노,이원석,김헌곤,강민호,박찬도,이성규,원태인
2020-05-10,KT,심우준,김민혁,강백호,유한준,로하스,황재균,박경수,장성우,배정대,김민
2020-05-10,두산,박건우,페르난데스,오재일,김재환,최주환,김재호,박세혁,허경민,정수빈,이용찬
2020-05-10,한화,정진호,이용규,호잉,이성열,김태균,오선진,하주석,최재훈,김회성,서폴드
2020-05-10,키움,서건창,김하성,이정후,박병호,임병욱,이지영,모터,김혜성,박준태,브리검
2020-05-10,KIA,박찬호,김선빈,터커,최형우,장영석,나지완,나주환,한승택,최원준,양현종
2020-05-10,삼성,박해민,김동엽,김상수,살라디노,이원석,김헌곤,강민호,이성규,김성표,백정현
2020-05-10,SK,정진기,고종욱,최정,로맥,한유섬,정의윤,이홍구,김창평,김성현,김태훈
2020-05-10,롯데,민병헌,전준우,손아섭,이대호,안치홍,정훈,마차도,한동희,정보근,스트레일리
2020-05-10,LG,이천웅,김현수,채은성,라모스,김민성,박용택,오지환,유강남,정주현,켈리
2020-05-10,NC,박민우,이명기,나성범,양의지,알테어,박석민,노진혁,이원재,김준완,김영규
2020-05-12,SK,김강민,윤석민,최정,로맥,정의윤,한유섬,이현석,김창평,김성현,킹엄
2020-05-12,LG,이천웅,김현수,채은성,라모스,김민성,박용택,정근우,유강남,오지환,차우찬
2020-05-12,삼성,김헌곤,김동엽,김상수,이원석,살라디노,이학주,강민호,박해민,박찬도,라이블리
2020-05-12,키움,서건창,김하성,이정후,박병호,박동원,임병욱,모터,김혜성,박준태,요키시
2020-05-12,KIA,최원준,박찬호,김선빈,터커,최형우,장영석,유민상,나지완,한승택,브룩스
2020-05-12,한화,정진호,이용규,호잉,이성열,송광민,김태균,하주석,최재훈,오선진,김민우
2020-05-12,두산,박건우,페르난데스,오재일,김재환,최주환,김재호,박세혁,허경민,정수빈,알칸타라
2020-05-12,롯데,민병헌,전준우,손아섭,이대호,안치홍,정훈,마차도,한동희,정보근,장원삼
2020-05-12,KT,심우준,김민혁,강백호,유한준,로하스,황재균,박경수,장성우,배정대,데스파이네
2020-05-12,NC,박민우,이명기,나성범,알테어,박석민,노진혁,이원재,김태군,김준완,루친스키
2020-05-13,SK,정진기,고종욱,최정,로맥,한유섬,정의윤,이현석,김창평,정현,핀토
2020-05-13,LG,이천웅,김현수,채은성,라모스,김민성,박용택,정근우,유강남,오지환,임찬규
2020-05-13,삼성,김헌곤,박해민,김동엽,살라디노,김상수,이원석,이학주,강민호,박찬도,뷰캐넌
2020-05-13,키움,서건창,김하성,이정후,박병호,박동원,임병욱,모터,김혜성,박준태,최원태
2020-05-13,KIA,최원준,김선빈,터커,최형우,나지완,유민상,백용환,황윤호,박찬호,이민우
2020-05-13,한화,정진호,하주석,송광민,호잉,김태균,이성열,오선진,최재훈,이용규,장시환
2020-05-13,두산,박건우,페르난데스,오재일,김재환,오재원,김재호,박세혁,허경민,정수빈,이영하
2020-05-13,롯데,정훈,전준우,손아섭,이대호,안치홍,마차도,한동희,추재현,정보근,서준원
2020-05-13,KT,심우준,김민혁,강백호,유한준,로하스,황재균,박경수,장성우,배정대,쿠에바스
2020-05-13,NC,박민우,이명기,나성범,양의지,박석민,알테어,노진혁,이원재,김성욱,라이트
2020-05-14,SK,정진기,오준혁,최정,로맥,한유섬,정의윤,이홍구,김창평,정현,박종훈
2020-05-14,LG,이천웅,김현수,채은성,라모스,김민성,박용택,오지환,유강남,정주현,윌슨
2020-05-14,삼성,김상수,김동엽,이성규,이원석,이학주,김헌곤,박해민,김응민,박찬도,최채흥
2020-05-14,키움,김혜성,김하성,이정후,박병호,이택근,이지영,김규민,임병욱,전병우,이승호
2020-05-14,KIA,최원준,박찬호,김선빈,터커,최형우,나지완,유민상,장영석,한승택,가뇽
2020-05-14,한화,정진호,하주석,호잉,이성열,송광민,오선진,장진혁,이해창,정은원,장민재
2020-05-14,두산,박건우,페르난데스,오재일,김재환,최주환,김재호,허경민,정상호,정수빈,플렉센
2020-05-14,롯데,민병헌,전준우,손아섭,이대호,안치홍,마차도,한동희,추재현,정보근,박세웅
2020-05-14,KT,심우준,강백호,로하스,유한준,황재균,박경수,김민혁,장성우,배정대,배제성
2020-05-14,NC,박민우,알테어,나성범,양의지,박석민,노진혁,권희동,김태진,강진성,구창모
2020-05-15,NC,박민우,이명기,나성범,알테어,강진성,노진혁,이원재,김태군,김태진,이재학
2020-05-15,SK,정진기,오준혁,한유섬,로맥,정의윤,윤석민,김창평,이홍구,정현,문승원
2020-05-15,삼성,김상수,김동엽,구자욱,이원석,이학주,이성규,김헌곤,강민호,박찬도,원태인
2020-05-15,KT,심우준,김민혁,강백호,유한준,로하스,황재균,박경수,장성우,배정대,소형준
2020-05-15,롯데,민병헌,전준우,안치홍,이대호,정훈,마차도,추재현,한동희,정보근,스트레일리
2020-05-15,한화,정진호,정은원,하주석,이성열,송광민,오선진,장진혁,최재훈,이시원,김도현
2020-05-15,두산,박건우,페르난데스,오재일,김재환,최주환,김재호,박세혁,허경민,정수빈,유희관
2020-05-15,KIA,박찬호,김선빈,터커,최형우,나지완,백용환,나주환,황윤호,최원준,임기영
2020-05-16,NC,이상호,이명기,나성범,알테어,박석민,권희동,강진성,김태군,김찬형,김영규
2020-05-16,SK,김강민,정의윤,최정,로맥,한유섬,남태혁,이홍구,김창평,정현,김태훈
2020-05-16,삼성,김상수,김동엽,구자욱,이원석,이학주,박계범,박해민,김응민,박승규,윤성환
2020-05-16,KT,심우준,김민혁,강백호,유한준,로하스,황재균,박경수,장성우,배정대,김민
2020-05-16,롯데,민병헌,전준우,손아섭,이대호,안치홍,허일,마차도,한동희,김준태,노경은
2020-05-16,한화,정진호,정은원,하주석,이성열,송광민,오선진,장진혁,최재훈,이시원,서폴드
2020-05-16,두산,박건우,페르난데스,오재일,김재환,최주환,김재호,허경민,정상호,정수빈,이용찬
2020-05-16,KIA,박찬호,김선빈,터커,최형우,나지완,최원준,황윤호,유민상,한승택,양현종
2020-05-17,키움,서건창,김하성,이정후,박병호,이택근,박동원,김혜성,이지영,박준태,요키시
2020-05-17,LG,이천웅,김현수,채은성,라모스,정근우,유강남,정주현,구본혁,백승현,차우찬
2020-05-17,NC,박민우,알테어,나성범,양의지,박석민,강진성,노진혁,권희동,김준완,루친스키
2020-05-17,SK,정진기,오준혁,로맥,한유섬,최정,김강민,이홍구,김창평,김성현,백승건
2020-05-17,삼성,김지찬,김동엽,이학주,이원석,박계범,박해민,강민호,박찬도,박승규,라이블리
2020-05-17,KT,심우준,김민혁,조용호,강백호,로하스,황재균,박승욱,강현우,배정대,데스파이네
2020-05-17,롯데,민병헌,전준우,손아섭,이대호,안치홍,마차도,한동희,허일,정보근,이승헌
2020-05-17,한화,정진호,정은원,하주석,이성열,김태균,김문호,최재훈,김회성,장진혁,김민우
2020-05-17,두산,박건우,페르난데스,오재일,김재환,최주환,김재호,허경민,정상호,정수빈,알칸타라
2020-05-17,KIA,박찬호,김선빈,터커,최형우,나지완,최원준,황윤호,유민상,백용환,브룩스
2020-05-19,NC,박민우,알테어,나성범,양의지,박석민,노진혁,강진성,이명기,권희동,라이트
2020-05-19,두산,박건우,페르난데스,오재일,김재환,최주환,김재호,박세혁,허경민,정수빈,이영하
2020-05-19,SK,김강민,오준혁,로맥,한유섬,최정,정의윤,이홍구,김창평,정현,핀토
2020-05-19,키움,서건창,김하성,이정후,박병호,이택근,박동원,김혜성,이지영,박준태,최원태
2020-05-19,한화,정은원,김문호,정진호,이성열,김태균,송광민,최재훈,노시환,장진혁,장시환
2020-05-19,KT,심우준,김민혁,조용호,강백호,로하스,황재균,박경수,장성우,배정대,쿠에바스
2020-05-19,LG,이천웅,김현수,채은성,라모스,김민성,박용택,오지환,이성우,정주현,임찬규
2020-05-19,삼성,김상수,김동엽,구자욱,이원석,이학주,살라디노,박계범,강민호,박해민,뷰캐넌
2020-05-19,롯데,민병헌,손아섭,전준우,이대호,안치홍,마차도,한동희,정보근,신본기,서준원
2020-05-19,KIA,박찬호,김선빈,터커,최형우,나지완,최원준,황대인,황윤호,한승택,이민우
2020-05-20,NC,박민우,알테어,나성범,양의지,박석민,노진혁,강진성,권희동,이명기,구창모
2020-05-20,두산,박건우,페르난데스,오재일,김재환,최주환,김재호,허경민,정수빈,정상호,플렉센
2020-05-20,SK,김강민,정의윤,최정,로맥,한유섬,남태혁,이홍구,김창평,김성현,박종훈
2020-05-20,키움,서건창,김하성,이정후,박병호,김혜성,이택근,김규민,이지영,박준태,이승호
2020-05-20,한화,정은원,이용규,김문호,이성열,송광민,정진호,이해창,박한결,노태형,장민재
2020-05-20,KT,심우준,김민혁,조용호,강백호,로하스,황재균,박경수,장성우,배정대,배제성
2020-05-20,LG,이천웅,김현수,채은성,라모스,김민성,정근우,오지환,유강남,정주현,윌슨
2020-05-20,삼성,김상수,김동엽,구자욱,이원석,이학주,살라디노,김헌곤,김응민,박해민,최채흥
2020-05-20,롯데,민병헌,전준우,손아섭,이대호,안치홍,마차도,한동희,정보근,신본기,스트레일리
2020-05-20,KIA,박찬호,김선빈,터커,최형우,나지완,최원준,황대인,나주환,한승택,가뇽
2020-05-21,NC,박민우,이명기,나성범,양의지,권희동,노진혁,강진성,알테어,김태진,이재학
2020-05-21,두산,박건우,김인태,페르난데스,최주환,오재원,김재호,박세혁,허경민,정수빈,유희관
2020-05-21,SK,노수광,오준혁,로맥,한유섬,정진기,최정,김창평,이홍구,김성현,문승원
2020-05-21,키움,서건창,김하성,이정후,박병호,박동원,이지영,김혜성,변상권,박준태,한현희
2020-05-21,한화,정진호,정은원,호잉,이성열,김문호,송광민,최재훈,노시환,이용규,김도현
2020-05-21,KT,심우준,김민혁,조용호,강백호,로하스,박경수,배정대,장성우,김병희,소형준
2020-05-21,LG,이천웅,김현수,채은성,라모스,김민성,박용택,정근우,유강남,오지환,이민호
2020-05-21,삼성,김상수,김동엽,구자욱,이원석,이학주,김헌곤,살라디노,강민호,박해민,원태인
2020-05-21,롯데,민병헌,손아섭,전준우,이대호,안치홍,마차도,김동한,정보근,신본기,박세웅
2020-05-21,KIA,박찬호,김선빈,터커,최형우,나지완,최원준,황대인,나주환,백용환,임기영
2020-05-22,KT,심우준,김민혁,조용호,로하스,박경수,배정대,장성우,김병희,박승욱,데스파이네
2020-05-22,LG,이천웅,김현수,채은성,라모스,박용택,정근우,오지환,유강남,백승현,켈리
2020-05-22,KIA,박찬호,김선빈,터커,최형우,나지완,황대인,최원준,황윤호,한승택,양현종
2020-05-22,SK,김강민,정의윤,최정,로맥,남태혁,한유섬,정현,이홍구,김성현,김주한
2020-05-22,두산,박건우,페르난데스,최주환,김재환,오재원,김재호,박세혁,정수빈,류지혁,이용찬
2020-05-22,삼성,김상수,구자욱,이학주,김동엽,이원석,이성곤,살라디노,김응민,김헌곤,라이블리
2020-05-22,키움,서건창,박동원,이정후,박병호,이지영,김주형,김혜성,박정음,김규민,브리검
2020-05-22,롯데,민병헌,손아섭,전준우,이대호,안치홍,마차도,한동희,김준태,추재현,노경은
2020-05-22,한화,정은원,김문호,호잉,이성열,송광민,최재훈,정진호,노시환,이용규,서폴드
2020-05-22,NC,박민우,이명기,나성범,박석민,노진혁,강진성,알테어,김태군,김준완,김영규
2020-05-23,KT,심우준,오태곤,조용호,로하스,박경수,배정대,강현우,강민국,김병희,김민
2020-05-23,LG,홍창기,김현수,채은성,라모스,박용택,김민성,정근우,유강남,오지환,차우찬
2020-05-23,KIA,박찬호,김선빈,터커,나지완,최형우,황대인,이우성,나주환,한승택,브룩스
2020-05-23,SK,노수광,오준혁,로맥,한유섬,최정,정진기,김창평,이홍구,정현,김태훈
2020-05-23,두산,박건우,페르난데스,최주환,김재환,오재원,허경민,정수빈,류지혁,정상호,알칸타라
2020-05-23,삼성,김상수,김지찬,구자욱,김동엽,이학주,이원석,살라디노,강민호,김헌곤,김대우
2020-05-23,키움,서건창,김하성,이정후,박병호,박동원,이지영,이택근,김규민,김주형,요키시
2020-05-23,롯데,민병헌,손아섭,전준우,이대호,안치홍,한동희,김동한,김준태,마차도,이인복
2020-05-23,한화,정은원,김문호,호잉,이성열,송광민,정진호,최재훈,노시환,장진혁,김민우
2020-05-23,NC,박민우,이명기,나성범,양의지,박석민,노진혁,강진성,알테어,권희동,루친스키
2020-05-24,KT,심우준,배정대,조용호,로하스,박경수,장성우,오태곤,문상철,강민국,쿠에바스
2020-05-24,LG,홍창기,김현수,채은성,라모스,김민성,정근우,김용의,유강남,오지환,임찬규
2020-05-24,KIA,박찬호,터커,최형우,나지완,유민상,백용환,최원준,나주환,황윤호,이민우
2020-05-24,SK,노수광,정진기,한유섬,로맥,남태혁,최항,김창평,이현석,정현,핀토
2020-05-24,두산,박건우,페르난데스,최주환,김재환,오재원,허경민,정수빈,류지혁,정상호,이영하
2020-05-24,삼성,김상수,김지찬,이학주,김동엽,이원석,김헌곤,살라디노,강민호,박찬도,뷰캐넌
2020-05-24,키움,서건창,김하성,이정후,박병호,박동원,이지영,이택근,김규민,김주형,최원태
2020-05-24,롯데,민병헌,전준우,손아섭,이대호,한동희,김동한,허일,정보근,마차도,서준원
2020-05-24,한화,정은원,이용규,김문호,호잉,정진호,이성열,송광민,최재훈,노시환,장시환
2020-05-24,NC,박민우,이명기,나성범,박석민,강진성,노진혁,이원재,김태군,김태진,라이트
2020-05-26,SK,노수광,오준혁,최정,로맥,정진기,정의윤,최준우,이홍구,정현,박종훈
2020-05-26,두산,박건우,페르난데스,최주환,김재환,오재원,김재호,허경민,정수빈,정상호,플렉센
2020-05-26,KIA,박찬호,김선빈,터커,최형우,나지완,유민상,나주환,한승택,최원준,가뇽
2020-05-26,KT,심우준,김민혁,조용호,로하스,황재균,박경수,배정대,장성우,강민국,배제성
2020-05-26,LG,이천웅,김현수,채은성,라모스,김민성,정근우,정주현,유강남,오지환,윌슨
2020-05-26,한화,정은원,이용규,정진호,호잉,김문호,송광민,이성열,최재훈,노시환,채드벨
2020-05-26,삼성,김상수,김지찬,이학주,김동엽,이원석,김헌곤,살라디노,김응민,박찬도,최채흥
2020-05-26,롯데,민병헌,손아섭,전준우,이대호,안치홍,한동희,허일,정보근,마차도,스트레일리
2020-05-26,키움,서건창,김하성,이정후,박병호,박동원,이지영,이택근,모터,김주형,이승호
2020-05-26,NC,박민우,이명기,나성범,강진성,박석민,권희동,알테어,김찬형,김태군,구창모
2020-05-27,SK,노수광,최지훈,최정,로맥,정진기,정의윤,최준우,이홍구,김성현,문승원
2020-05-27,두산,정수빈,페르난데스,최주환,김재환,오재원,김재호,박세혁,허경민,박건우,유희관
2020-05-27,KIA,박찬호,김선빈,터커,최형우,나지완,황대인,나주환,백용환,최원준,임기영
2020-05-27,KT,심우준,김민혁,조용호,로하스,황재균,박경수,배정대,장성우,박승욱,데스파이네
2020-05-27,LG,이천웅,김현수,채은성,라모스,김민성,박용택,정근우,유강남,오지환,정찬헌
2020-05-27,한화,정은원,정진호,김문호,호잉,이성열,송광민,이해창,노시환,이용규,장민재
2020-05-27,삼성,김상수,박계범,김동엽,이원석,김헌곤,살라디노,박찬도,강민호,박승규,원태인
2020-05-27,롯데,민병헌,전준우,손아섭,이대호,안치홍,한동희,신본기,정보근,마차도,박세웅
2020-05-27,키움,서건창,김하성,이정후,박병호,박동원,이택근,김혜성,모터,김규민,한현희
2020-05-27,NC,박민우,이명기,나성범,양의지,박석민,노진혁,이원재,알테어,김준완,이재학
2020-05-28,SK,노수광,최지훈,최정,로맥,정진기,정의윤,최준우,이홍구,정현,이건욱
2020-05-28,두산,정수빈,페르난데스,최주환,김재환,오재원,김재호,박세혁,허경민,박건우,이용찬
2020-05-28,KIA,박찬호,터커,최형우,나지완,황대인,최원준,나주환,김규성,한승택,양현종
2020-05-28,KT,심우준,배정대,조용호,로하스,황재균,박경수,장성우,문상철,오태곤,소형준
2020-05-28,LG,이천웅,김현수,채은성,라모스,김민성,박용택,정근우,유강남,오지환,켈리
2020-05-28,한화,정은원,정진호,김문호,호잉,이성열,송광민,최재훈,노시환,이용규,서폴드
2020-05-28,삼성,김상수,박계범,이학주,이원석,살라디노,박찬도,김헌곤,강민호,박승규,허윤동
2020-05-28,롯데,민병헌,전준우,손아섭,이대호,안치홍,김동한,한동희,김준태,마차도,샘슨
2020-05-28,키움,서건창,김하성,이정후,박병호,박동원,이지영,이택근,김규민,김주형,정대현
2020-05-28,NC,박민우,이명기,나성범,양의지,박석민,강진성,알테어,노진혁,권희동,김영규
2020-05-29,롯데,민병헌,손아섭,전준우,이대호,안치홍,한동희,김준태,추재현,마차도,노경은
2020-05-29,두산,정수빈,페르난데스,최주환,김재환,김재호,박세혁,오재원,허경민,박건우,알칸타라
2020-05-29,KT,배정대,오태곤,조용호,로하스,황재균,문상철,강현우,김병희,강민국,김민
2020-05-29,키움,서건창,김하성,이정후,박병호,박동원,김웅빈,김혜성,박정음,박준태,요키시
2020-05-29,한화,정은원,정진호,호잉,이성열,송광민,이해창,최재훈,노시환,이용규,김민우
2020-05-29,SK,노수광,최지훈,최정,로맥,정진기,정의윤,최준우,이홍구,정현,김태훈
2020-05-29,NC,박민우,이명기,나성범,양의지,박석민,노진혁,강진성,알테어,이원재,루친스키
2020-05-29,삼성,김상수,박찬도,이학주,이원석,살라디노,김헌곤,이성곤,강민호,박승규,김대우
2020-05-29,LG,이천웅,김현수,채은성,라모스,박용택,정근우,오지환,유강남,백승현,차우찬
2020-05-29,KIA,박찬호,터커,나지완,최형우,황대인,이우성,백용환,김규성,황윤호,브룩스
2020-05-30,롯데,손아섭,전준우,안치홍,이대호,김준태,한동희,추재현,정보근,마차도,서준원
2020-05-30,두산,정수빈,페르난데스,오재일,김재환,김재호,최주환,박세혁,허경민,박건우,이영하
2020-05-30,KT,심우준,배정대,조용호,로하스,황재균,박경수,문상철,장성우,김민혁,쿠에바스
2020-05-30,키움,이정후,김하성,김웅빈,박병호,박동원,김규민,김혜성,김주형,박준태,최원태
2020-05-30,한화,이용규,정은원,정진호,호잉,이성열,김문호,노시환,최재훈,송광민,장시환
2020-05-30,SK,노수광,최지훈,최정,로맥,정진기,오준혁,최항,이흥련,정현,핀토
2020-05-30,NC,박민우,이명기,나성범,양의지,강진성,노진혁,알테어,김태진,권희동,라이트
2020-05-30,삼성,김상수,김동엽,이학주,이원석,살라디노,박찬도,김헌곤,강민호,박승규,뷰캐넌
2020-05-30,LG,홍창기,김현수,채은성,라모스,박용택,김민성,오지환,이성우,정주현,임찬규
2020-05-30,KIA,박찬호,김선빈,터커,최형우,나지완,유민상,나주환,한승택,최원준,이민우
2020-05-31,롯데,민병헌,전준우,손아섭,이대호,안치홍,마차도,한동희,정보근,신본기,스트레일리
2020-05-31,두산,정수빈,페르난데스,오재일,김재환,최주환,허경민,박건우,류지혁,정상호,플렉센
2020-05-31,KT,심우준,배정대,조용호,로하스,박경수,장성우,황재균,문상철,박승욱,배제성
2020-05-31,키움,김혜성,김하성,이정후,박병호,이지영,이택근,허정협,전병우,박준태,이승호
2020-05-31,한화,이용규,정은원,호잉,최진행,이성열,정진호,송광민,최재훈,노시환,채드벨
2020-05-31,SK,김강민,정의윤,최정,로맥,남태혁,이흥련,김성현,정현,노수광,박종훈
2020-05-31,NC,박민우,서호철,나성범,양의지,강진성,권희동,알테어,김태군,김찬형,구창모
2020-05-31,삼성,김지찬,박계범,이학주,이원석,살라디노,박찬도,김헌곤,김응민,박승규,최채흥
2020-05-31,LG,이천웅,김현수,채은성,라모스,김민성,홍창기,오지환,유강남,정주현,윌슨
2020-05-31,KIA,박찬호,김선빈,터커,최형우,나지완,유민상,황윤호,한승택,최원준,가뇽
2020-06-02,삼성,김상수,박찬도,살라디노,이원석,이학주,김동엽,이성규,강민호,김헌곤,원태인
2020-06-02,LG,이천웅,김현수,채은성,라모스,김민성,오지환,정주현,유강남,김용의,이민호
2020-06-02,두산,정수빈,페르난데스,오재일,김재환,최주환,김재호,박건우,박세혁,허경민,유희관
2020-06-02,KT,심우준,배정대,조용호,로하스,박경수,장성우,황재균,문상철,김민혁,데스파이네
2020-06-02,키움,김혜성,김하성,이정후,박병호,박동원,김웅빈,전병우,김규민,박준태,한현희
2020-06-02,한화,이용규,정은원,호잉,최진행,이성열,정진호,송광민,이해창,노시환,김도현
2020-06-02,롯데,민병헌,손아섭,전준우,이대호,안치홍,한동희,김준태,정보근,마차도,박세웅
2020-06-02,KIA,김호령,김선빈,터커,최형우,나지완,유민상,한승택,박찬호,황윤호,임기영
2020-06-02,SK,노수광,최지훈,로맥,정의윤,오준혁,최정,이흥련,최준우,정현,문승원
2020-06-02,NC,박민우,이명기,나성범,양의지,강진성,노진혁,권희동,알테어,김태진,이재학
2020-06-03,삼성,김상수,박찬도,살라디노,이원석,김헌곤,김동엽,이학주,강민호,박승규,허윤동
2020-06-03,LG,이천웅,김현수,채은성,라모스,김민성,정근우,오지환,유강남,정주현,켈리
2020-06-03,두산,정수빈,페르난데스,오재일,김재환,최주환,김재호,박건우,박세혁,이유찬,이용찬
2020-06-03,KT,심우준,배정대,조용호,로하스,박경수,장성우,황재균,문상철,천성호,소형준
2020-06-03,키움,서건창,김하성,이정후,박병호,박동원,김혜성,전병우,김규민,박준태,조영건
2020-06-03,한화,이용규,정은원,호잉,이성열,김태균,정진호,송광민,최재훈,노시환,서폴드
2020-06-03,롯데,민병헌,손아섭,전준우,이대호,안치홍,오윤석,신본기,김준태,마차도,샘슨
2020-06-03,KIA,김호령,김선빈,터커,최형우,나지완,유민상,백용환,황윤호,박찬호,양현종
2020-06-03,SK,김강민,정의윤,최정,로맥,남태혁,이흥련,김성현,정현,최지훈,이건욱
2020-06-03,NC,박민우,이명기,나성범,양의지,박석민,강진성,노진혁,알테어,권희동,최성영
2020-06-04,삼성,김상수,박찬도,살라디노,이원석,이학주,이성곤,김헌곤,강민호,박승규,백정현
2020-06-04,LG,이천웅,김현수,채은성,라모스,김민성,박용택,정근우,유강남,오지환,정찬헌
2020-06-04,두산,박건우,페르난데스,오재일,김재환,최주환,오재원,김재호,박세혁,김인태,알칸타라
2020-06-04,KT,심우준,배정대,조용호,로하스,박경수,장성우,황재균,문상철,천성호,김민
2020-06-04,키움,서건창,김하성,이정후,박병호,박동원,전병우,김혜성,허정협,박준태,요키시
2020-06-04,한화,이용규,정은원,호잉,이성열,김태균,최진행,김회성,최재훈,노시환,김민우
2020-06-04,롯데,손아섭,전준우,안치홍,이대호,허일,민병헌,오윤석,김준태,마차도,노경은
2020-06-04,KIA,김호령,김선빈,터커,최형우,나지완,유민상,장영석,한승택,박찬호,브룩스
2020-06-04,SK,노수광,최지훈,최정,로맥,정진기,정의윤,최항,이홍구,정현,김태훈
2020-06-04,NC,박민우,권희동,나성범,양의지,박석민,강진성,알테어,김찬형,김성욱,루친스키
2020-06-05,KIA,김호령,박찬호,터커,최형우,나지완,유민상,장영석,백용환,김규성,이민우
2020-06-05,두산,박건우,페르난데스,오재일,김재환,최주환,오재원,김재호,박세혁,양찬열,이영하
2020-06-05,LG,이천웅,김현수,채은성,라모스,김민성,박용택,정근우,유강남,오지환,임찬규
