date,team,1,2,3,4,5,6,7,8,9,선발투수
2021-04-13,키움,서건창,김혜성,이정후,박병호,프레이타스,김웅빈,박동원,김은성,이용규,스미스
2021-04-13,NC,권희동,노진혁,나성범,양의지,알테어,강진성,김태군,도태훈,지석훈,강동연
2021-04-13,SSG,최지훈,추신수,최정,최주환,한유섬,로맥,고종욱,이재원,박성한,폰트
2021-04-13,한화,강경학,박정현,하주석,힐리,노시환,임종찬,김민하,최재훈,유장혁,박주홍
2021-04-13,삼성,김상수,구자욱,피렐라,김동엽,강민호,박해민,이원석,김호재,이학주,원태인
2021-04-13,롯데,안치홍,손아섭,전준우,이대호,정훈,한동희,김준태,마차도,김재유,박세웅
2021-04-13,KIA,최원준,김선빈,터커,최형우,나지완,김민식,류지혁,김호령,박찬호,이민우
2021-04-14,KT,배정대,황재균,강백호,알몬테,유한준,박경수,조용호,장성우,심우준,배제성
2021-04-14,두산,허경민,페르난데스,박건우,김재환,양석환,박세혁,김재호,정수빈,박계범,이영하
2021-04-14,LG,홍창기,라모스,김현수,이형종,채은성,김민성,유강남,정주현,오지환,정찬헌
2021-04-14,키움,서건창,김혜성,이정후,박병호,프레이타스,김웅빈,이지영,김은성,이용규,김정인
2021-04-14,NC,박민우,이명기,나성범,양의지,알테어,노진혁,강진성,김태군,도태훈,파슨스
2021-04-14,SSG,고종욱,추신수,최정,로맥,최주환,한유섬,이재원,최지훈,김성현,문승원
2021-04-14,한화,정은원,박정현,하주석,힐리,노시환,장운호,김민하,이해창,유장혁,킹엄
2021-04-14,삼성,김상수,구자욱,피렐라,김동엽,박해민,강민호,김헌곤,김호재,이학주,이승민
2021-04-14,롯데,안치홍,손아섭,전준우,이대호,정훈,한동희,김준태,마차도,김재유,이승헌
2021-04-14,KIA,김선빈,터커,최형우,나지완,최원준,류지혁,이창진,한승택,박찬호,브룩스
2021-04-15,KT,배정대,조용호,강백호,황재균,알몬테,유한준,장성우,박승욱,심우준,쿠에바스
2021-04-15,두산,허경민,페르난데스,박건우,김재환,양석환,김인태,박계범,장승현,안재석,유희관
2021-04-15,LG,홍창기,이형종,김현수,라모스,채은성,김민성,오지환,정주현,김재성,함덕주
2021-04-15,키움,서건창,김혜성,이정후,박병호,프레이타스,김웅빈,박동원,김은성,이용규,요키시
2021-04-15,NC,박민우,이명기,나성범,알테어,노진혁,강진성,권희동,김태군,도태훈,김영규
2021-04-15,SSG,김강민,오태곤,최정,로맥,최주환,남태혁,김성현,이흥련,최지훈,이건욱
2021-04-15,한화,정은원,장운호,하주석,힐리,노시환,이성열,임종찬,최재훈,정진호,김민우
2021-04-15,삼성,김상수,구자욱,피렐라,김동엽,박해민,강민호,김지찬,김호재,이학주,뷰캐넌
2021-04-15,롯데,안치홍,손아섭,전준우,이대호,마차도,한동희,오윤석,지시완,추재현,김진욱
2021-04-15,KIA,최원준,김선빈,터커,최형우,나지완,류지혁,이창진,한승택,박찬호,이의리
2021-04-16,두산,허경민,페르난데스,박건우,김재환,양석환,박세혁,정수빈,박계범,안재석,로켓
2021-04-16,LG,홍창기,라모스,김현수,이형종,채은성,김민성,유강남,정주현,오지환,켈리
2021-04-16,KIA,최원준,김선빈,터커,최형우,나지완,김민식,이창진,나주환,박찬호,임기영
2021-04-16,SSG,고종욱,추신수,최정,로맥,최주환,한유섬,김성현,이재원,최지훈,르위키
2021-04-16,키움,서건창,김혜성,이정후,박병호,프레이타스,김웅빈,박동원,김은성,이용규,한현희
2021-04-16,KT,배정대,김민혁,강백호,알몬테,문상철,황재균,박경수,장성우,심우준,소형준
2021-04-16,삼성,김상수,구자욱,박해민,피렐라,박승규,김지찬,김호재,김민수,이학주,라이블리
2021-04-16,롯데,안치홍,손아섭,전준우,이대호,마차도,이병규,한동희,김준태,김재유,스트레일리
2021-04-16,한화,정은원,박정현,하주석,힐리,노시환,장운호,임종찬,최재훈,유장혁,장시환
2021-04-16,NC,박민우,이명기,나성범,양의지,알테어,강진성,노진혁,권희동,지석훈,루친스키
2021-04-17,KIA,최원준,김선빈,터커,최형우,이창진,류지혁,이우성,한승택,박찬호,멩덴
2021-04-17,SSG,오태곤,추신수,최정,로맥,최주환,한유섬,김강민,이재원,박성한,박종훈
2021-04-17,두산,허경민,조수행,박건우,김재환,양석환,국해성,장승현,박계범,안재석,최원준
2021-04-17,LG,홍창기,이천웅,김현수,라모스,채은성,오지환,김민성,유강남,신민재,수아레즈
2021-04-17,키움,서건창,김혜성,이정후,박병호,프레이타스,김웅빈,박동원,김은성,이용규,안우진
2021-04-17,KT,조용호,배정대,강백호,알몬테,문상철,황재균,박경수,이홍구,심우준,데스파이네
2021-04-17,삼성,김지찬,구자욱,박해민,피렐라,강민호,강한울,이원석,김헌곤,이학주,백정현
2021-04-17,롯데,안치홍,손아섭,전준우,이대호,마차도,오윤석,한동희,김준태,신용수,프랑코
2021-04-17,한화,정은원,강경학,하주석,힐리,이성열,임종찬,정진호,이해창,유장혁,김범수
2021-04-17,NC,박민우,이명기,나성범,양의지,알테어,강진성,권희동,노진혁,박준영,송명기
2021-04-18,두산,허경민,조수행,박건우,김재환,양석환,페르난데스,박계범,안재석,장승현,미란다
2021-04-18,LG,홍창기,이형종,김현수,라모스,채은성,유강남,정주현,김주성,구본혁,이민호
2021-04-18,KIA,최원준,김선빈,터커,최형우,이창진,류지혁,김민식,이우성,김규성,남재현
2021-04-18,SSG,김강민,추신수,최주환,로맥,한유섬,이흥련,김성현,김창평,박성한,폰트
2021-04-18,키움,서건창,김혜성,이정후,박병호,프레이타스,김웅빈,박동원,박정음,이용규,최원태
2021-04-18,KT,조용호,배정대,강백호,유한준,알몬테,황재균,장성우,심우준,신본기,고영표
2021-04-18,삼성,김지찬,구자욱,박해민,피렐라,강민호,강한울,이원석,김헌곤,이학주,원태인
2021-04-18,롯데,안치홍,손아섭,전준우,이대호,정훈,마차도,한동희,강태율,강로한,박세웅
2021-04-18,한화,정은원,박정현,하주석,힐리,노시환,장운호,김민하,최재훈,유장혁,카펜터
2021-04-18,NC,박민우,권희동,나성범,양의지,알테어,모창민,박준영,김태군,지석훈,이재학
2021-04-20,KIA,최원준,김선빈,터커,최형우,나지완,류지혁,이창진,한승택,박찬호,브룩스
2021-04-20,LG,홍창기,라모스,김현수,이형종,채은성,김민성,유강남,정주현,오지환,정찬헌
2021-04-20,키움,이용규,서건창,이정후,박병호,프레이타스,김웅빈,김혜성,박동원,송우현,김정인
2021-04-20,한화,정은원,박정현,하주석,힐리,노시환,장운호,임종찬,최재훈,유장혁,킹엄
2021-04-20,SSG,김강민,추신수,최정,로맥,최주환,남태혁,한유섬,이재원,김성현,문승원
2021-04-20,삼성,김상수,구자욱,박해민,피렐라,강민호,이원석,김지찬,이학주,김헌곤,이승민
2021-04-20,두산,허경민,조수행,박건우,김재환,양석환,페르난데스,오재원,안재석,장승현,이영하
2021-04-20,롯데,안치홍,손아섭,전준우,이대호,정훈,마차도,김준태,한동희,강로한,노경은
2021-04-20,KT,조용호,황재균,강백호,유한준,알몬테,배정대,장성우,권동진,신본기,배제성
2021-04-20,NC,이명기,권희동,나성범,양의지,알테어,노진혁,모창민,박준영,지석훈,파슨스
2021-04-21,KIA,최원준,김선빈,터커,최형우,이창진,류지혁,이우성,김민식,박찬호,김유신
2021-04-21,LG,홍창기,이형종,김현수,라모스,유강남,김민성,이천웅,정주현,오지환,함덕주
2021-04-21,키움,이용규,서건창,이정후,박병호,김웅빈,김혜성,전병우,박동원,송우현,요키시
2021-04-21,한화,정은원,박정현,하주석,힐리,노시환,김민하,정진호,이해창,유장혁,김민우
2021-04-21,SSG,김강민,추신수,최주환,로맥,한유섬,최정,최지훈,이재원,김성현,이건욱
2021-04-21,삼성,김상수,구자욱,박해민,피렐라,강민호,강한울,이원석,김동엽,김지찬,뷰캐넌
2021-04-21,두산,허경민,조수행,박건우,김재환,양석환,페르난데스,최용제,김재호,박계범,유희관
2021-04-21,롯데,안치홍,손아섭,전준우,이대호,정훈,마차도,오윤석,한동희,강태율,김진욱
2021-04-21,KT,조용호,황재균,강백호,문상철,알몬테,배정대,장성우,신본기,심우준,쿠에바스
2021-04-21,NC,이명기,전민수,나성범,양의지,알테어,노진혁,이원재,박준영,최정원,김영규
2021-04-22,KIA,최원준,김선빈,터커,최형우,이창진,김민식,나지완,류지혁,김규성,이의리
2021-04-22,LG,홍창기,이형종,김현수,라모스,유강남,김민성,이천웅,정주현,오지환,켈리
2021-04-22,키움,김혜성,이정후,서건창,김웅빈,프레이타스,이지영,전병우,송우현,이용규,한현희
2021-04-22,한화,정은원,장운호,하주석,힐리,노시환,이성열,정진호,최재훈,임종찬,장시환
2021-04-22,SSG,김강민,추신수,최정,로맥,최주환,한유섬,오준혁,이흥련,김성현,오원석
2021-04-22,삼성,김상수,구자욱,피렐라,강민호,이원석,박해민,김동엽,강한울,김지찬,라이블리
2021-04-22,두산,허경민,페르난데스,박건우,김재환,양석환,김인태,김재호,박계범,장승현,로켓
2021-04-22,롯데,안치홍,손아섭,전준우,오윤석,정훈,한동희,김준태,추재현,마차도,스트레일리
2021-04-22,KT,조용호,김민혁,강백호,알몬테,배정대,황재균,이홍구,신본기,심우준,데스파이네
2021-04-22,NC,이명기,전민수,나성범,양의지,알테어,노진혁,이원재,박준영,최정원,루친스키
2021-04-23,NC,김준완,노진혁,나성범,양의지,알테어,박석민,이원재,박준영,최정원,송명기
2021-04-23,두산,허경민,페르난데스,박건우,김재환,양석환,김인태,김재호,박계범,장승현,최원준
2021-04-23,SSG,최지훈,추신수,최정,로맥,최주환,한유섬,오준혁,이재원,김성현,박종훈
2021-04-23,키움,김혜성,이정후,서건창,김웅빈,프레이타스,박병호,송우현,전병우,이용규,안우진
2021-04-23,롯데,안치홍,손아섭,전준우,이대호,정훈,이병규,한동희,강태율,마차도,프랑코
2021-04-23,KT,조용호,김민혁,강백호,알몬테,배정대,황재균,이홍구,신본기,심우준,이정현
2021-04-23,LG,홍창기,오지환,라모스,김현수,이형종,유강남,김민성,이천웅,정주현,수아레즈
2021-04-23,한화,정은원,박정현,하주석,힐리,노시환,장운호,유장혁,최재훈,임종찬,카펜터
2021-04-23,삼성,김상수,구자욱,박해민,피렐라,강한울,이원석,송준석,김민수,이학주,백정현
2021-04-23,KIA,최원준,김선빈,터커,최형우,이창진,나지완,황윤호,한승택,박찬호,멩덴
2021-04-24,NC,권희동,노진혁,나성범,양의지,알테어,박석민,윤형준,김태군,지석훈,강동연
2021-04-24,두산,허경민,페르난데스,박건우,김재환,양석환,김인태,김재호,박계범,장승현,미란다
2021-04-24,SSG,김강민,추신수,최정,로맥,최주환,한유섬,오준혁,이재원,김성현,폰트
2021-04-24,키움,김혜성,이정후,서건창,김웅빈,프레이타스,박병호,송우현,박동원,이용규,최원태
2021-04-24,롯데,안치홍,손아섭,전준우,이대호,정훈,한동희,마차도,김준태,추재현,박세웅
2021-04-24,KT,김민혁,황재균,강백호,알몬테,유한준,배정대,장성우,신본기,심우준,고영표
2021-04-24,LG,홍창기,오지환,라모스,김현수,이형종,김민성,한석현,김재성,정주현,임찬규
2021-04-24,한화,정은원,박정현,하주석,이성열,노시환,장운호,김민하,이해창,유장혁,김도현
2021-04-24,삼성,김상수,구자욱,피렐라,강민호,박해민,강한울,이원석,송준석,김지찬,원태인
2021-04-24,KIA,최원준,터커,최형우,이창진,김민식,류지혁,오선우,박찬호,김규성,이민우
2021-04-25,NC,이명기,권희동,나성범,양의지,알테어,박석민,노진혁,이원재,지석훈,파슨스
2021-04-25,두산,허경민,페르난데스,박건우,김재환,양석환,김재호,박계범,조수행,장승현,이영하
2021-04-25,SSG,최지훈,추신수,최정,로맥,최주환,한유섬,오태곤,이흥련,박성한,문승원
2021-04-25,키움,김혜성,이정후,서건창,김웅빈,프레이타스,박병호,송우현,이지영,이용규,김정인
2021-04-25,롯데,안치홍,손아섭,전준우,이대호,정훈,이병규,한동희,김준태,배성근,이승헌
2021-04-25,KT,조용호,김민혁,강백호,알몬테,배정대,장성우,신본기,천성호,심우준,배제성
2021-04-25,LG,홍창기,오지환,김현수,라모스,유강남,이천웅,김민성,한석현,정주현,이민호
2021-04-25,한화,정은원,강경학,노시환,힐리,이성열,장운호,정진호,최재훈,임종찬,킹엄
2021-04-25,삼성,김지찬,구자욱,피렐라,강민호,박해민,강한울,이원석,송준석,김상수,이승민
2021-04-25,KIA,최원준,김선빈,터커,최형우,나지완,황윤호,이우성,한승택,박찬호,브룩스
2021-04-27,롯데,안치홍,손아섭,전준우,이대호,정훈,김준태,추재현,한동희,마차도,노경은
2021-04-27,LG,홍창기,오지환,김현수,라모스,유강남,이천웅,김민성,한석현,정주현,정찬헌
2021-04-27,두산,허경민,페르난데스,박건우,김재환,양석환,김재호,김인태,박계범,장승현,유희관
2021-04-27,키움,김혜성,이정후,서건창,김웅빈,프레이타스,송우현,전병우,박동원,이용규,요키시
2021-04-27,KT,배정대,김민혁,강백호,알몬테,유한준,장성우,신본기,김병희,심우준,데스파이네
2021-04-27,SSG,오준혁,추신수,최정,로맥,한유섬,이재원,정진기,김성현,박성한,정수민
2021-04-27,NC,이명기,전민수,나성범,양의지,알테어,박석민,노진혁,이원재,김찬형,김영규
2021-04-27,삼성,김상수,구자욱,피렐라,강민호,오재일,이원석,박해민,김동엽,김지찬,뷰캐넌
2021-04-27,한화,정은원,노수광,하주석,힐리,노시환,김민하,임종찬,최재훈,박정현,김민우
2021-04-27,KIA,최원준,김선빈,터커,최형우,류지혁,이창진,나지완,한승택,박찬호,임기영
2021-04-28,롯데,안치홍,손아섭,전준우,이대호,정훈,김준태,추재현,한동희,마차도,스트레일리
2021-04-28,LG,홍창기,오지환,김현수,라모스,유강남,이천웅,김민성,한석현,정주현,켈리
2021-04-28,두산,허경민,페르난데스,박건우,김재환,양석환,김재호,오재원,김인태,장승현,로켓
2021-04-28,키움,김혜성,이정후,서건창,김웅빈,프레이타스,송우현,전병우,박동원,이용규,한현희
2021-04-28,KT,배정대,신본기,강백호,알몬테,유한준,장성우,김병희,송민섭,권동진,쿠에바스
2021-04-28,SSG,김강민,추신수,최정,로맥,한유섬,오준혁,김성현,이흥련,박성한,오원석
2021-04-28,NC,이명기,박준영,나성범,양의지,알테어,노진혁,박석민,이원재,지석훈,루친스키
2021-04-28,삼성,김상수,구자욱,피렐라,강민호,오재일,박해민,이원석,송준석,김지찬,라이블리
2021-04-28,한화,정은원,장운호,하주석,노시환,힐리,김민하,이해창,유장혁,박정현,장시환
2021-04-28,KIA,최원준,김선빈,터커,최형우,김민식,이진영,류지혁,이우성,박찬호,이의리
2021-04-29,롯데,안치홍,손아섭,전준우,이대호,정훈,한동희,김민수,강태율,마차도,프랑코
2021-04-29,LG,홍창기,오지환,김현수,라모스,김호은,김민성,유강남,한석현,정주현,수아레즈
2021-04-29,두산,허경민,페르난데스,박건우,김재환,양석환,김인태,박계범,안재석,장승현,최원준
2021-04-29,키움,김혜성,이정후,서건창,김웅빈,프레이타스,송우현,김수환,박동원,이용규,장재영
2021-04-29,KT,조용호,배정대,강백호,알몬테,유한준,장성우,김병희,신본기,심우준,소형준
2021-04-29,SSG,정진기,추신수,최정,로맥,한유섬,정의윤,김성현,이재원,박성한,박종훈
2021-04-29,NC,이명기,권희동,나성범,양의지,알테어,박석민,노진혁,윤형준,김찬형,신민혁
2021-04-29,삼성,김상수,구자욱,피렐라,오재일,박해민,이원석,강한울,김민수,김지찬,백정현
2021-04-29,한화,정은원,노수광,하주석,힐리,노시환,이성열,정진호,최재훈,임종찬,카펜터
2021-04-29,KIA,최원준,김선빈,터커,최형우,이진영,황윤호,한승택,이우성,박찬호,멩덴
2021-04-30,SSG,추신수,김성현,최정,로맥,정의윤,김강민,고명준,이재원,정현,폰트
2021-04-30,두산,허경민,페르난데스,박건우,김재환,양석환,김인태,박계범,안재석,장승현,미란다
2021-04-30,KIA,최원준,터커,김선빈,유민상,김민식,김태진,김호령,박찬호,최정민,김유신
2021-04-30,KT,조용호,배정대,강백호,알몬테,유한준,장성우,김병희,신본기,심우준,고영표
2021-04-30,LG,홍창기,오지환,김현수,라모스,이형종,이천웅,김민성,김재성,정주현,김윤식
2021-04-30,삼성,김상수,구자욱,피렐라,강민호,오재일,이원석,김동엽,박승규,이학주,원태인
2021-04-30,한화,정은원,노수광,하주석,힐리,노시환,장운호,임종찬,최재훈,유장혁,김도현
2021-04-30,롯데,안치홍,손아섭,전준우,이대호,정훈,이병규,한동희,김준태,마차도,박세웅
2021-04-30,키움,김혜성,이정후,서건창,김웅빈,프레이타스,송우현,김수환,박동원,이용규,최원태
2021-04-30,NC,이명기,박민우,나성범,양의지,알테어,박석민,노진혁,이원재,김태군,강동연
2021-05-01,SSG,추신수,김강민,최정,로맥,한유섬,정의윤,김성현,이흥련,박성한,문승원
2021-05-01,두산,허경민,페르난데스,박건우,김재환,양석환,김인태,박계범,안재석,장승현,곽빈
2021-05-01,KIA,최원준,김선빈,터커,최형우,김태진,한승택,박찬호,김호령,박정우,브룩스
2021-05-01,KT,조용호,김민혁,강백호,알몬테,배정대,박경수,신본기,이홍구,심우준,배제성
2021-05-01,LG,홍창기,오지환,김현수,라모스,김민성,문보경,이천웅,유강남,정주현,이민호
2021-05-01,삼성,김상수,구자욱,피렐라,오재일,강민호,박해민,강한울,송준석,이학주,김윤수
2021-05-01,한화,정은원,장운호,하주석,힐리,노시환,김민하,이해창,박정현,유장혁,킹엄
2021-05-01,롯데,안치홍,손아섭,전준우,이대호,정훈,김준태,마차도,김민수,장두성,이승헌
2021-05-01,키움,김혜성,이정후,서건창,김웅빈,허정협,송우현,김수환,박동원,이용규,김정인
2021-05-01,NC,박민우,이명기,나성범,양의지,알테어,박석민,노진혁,이원재,최승민,파슨스
2021-05-02,SSG,추신수,김강민,최정,로맥,한유섬,정의윤,이흥련,박성한,김성현,김사윤
2021-05-02,두산,박건우,김재호,페르난데스,김재환,양석환,김인태,최용제,오재원,박계범,유희관
2021-05-02,KIA,최원준,김선빈,터커,최형우,김민식,김태진,박찬호,김호령,박정우,임기영
2021-05-02,KT,조용호,배정대,강백호,알몬테,유한준,박경수,장성우,신본기,심우준,데스파이네
2021-05-02,LG,홍창기,오지환,김현수,라모스,채은성,김민성,문보경,유강남,정주현,이상영
2021-05-02,삼성,김상수,구자욱,피렐라,강민호,오재일,이원석,박해민,김헌곤,이학주,뷰캐넌
2021-05-02,한화,정은원,노수광,하주석,힐리,이성열,정진호,임종찬,최재훈,박정현,김민우
2021-05-02,롯데,정훈,손아섭,전준우,이대호,마차도,오윤석,김준태,김민수,장두성,노경은
2021-05-02,키움,김혜성,이정후,서건창,김웅빈,허정협,송우현,프레이타스,전병우,박동원,요키시
2021-05-02,NC,박민우,이명기,나성범,양의지,알테어,윤형준,노진혁,박준영,권희동,박정수
2021-05-05,LG,홍창기,오지환,김현수,채은성,라모스,김민성,문보경,유강남,정주현,켈리
2021-05-05,두산,허경민,페르난데스,박건우,김재환,양석환,김인태,김재호,박계범,장승현,로켓
2021-05-05,KT,조용호,김민혁,강백호,알몬테,배정대,장성우,박경수,신본기,심우준,쿠에바스
2021-05-05,키움,이용규,김혜성,이정후,서건창,김웅빈,송우현,김수환,프레이타스,박동원,안우진
2021-05-05,삼성,김상수,구자욱,피렐라,강민호,오재일,이원석,박해민,김헌곤,이학주,라이블리
2021-05-05,한화,정은원,장운호,하주석,힐리,노시환,김민하,임종찬,최재훈,유장혁,카펜터
2021-05-05,KIA,최원준,김선빈,터커,이정훈,유민상,김태진,박찬호,한승택,김호령,멩덴
2021-05-05,롯데,안치홍,손아섭,전준우,이대호,정훈,한동희,장두성,김준태,마차도,스트레일리
2021-05-05,SSG,추신수,김강민,최정,로맥,한유섬,오준혁,박성한,이흥련,김성현,오원석
