순위,이름,팀,WAR,타격,도루,주루,수비,Rep.Wins,Pos.Wins,WAA_투수_선발,WAA_투수_구원,Rep.wins_선발,Rep.wins_구원,WAR_투수_선발,WAR_투수_구원
215,박진우,21NP,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.15,0.00,0.36
216,김진영,21한P,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.24,0.00,0.35
,최지광,21삼P,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.68,0.00,0.35
218,박치국,21두P,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.29,0.00,0.34
219,박세혁,21두C,0.33,-1.42,-0.01,0.05,0.10,1.12,0.49,0.00,0.00,0.00,0.00,0.00,0.00
,권동진,21KSS,0.33,0.26,-0.07,-0.20,-0.09,0.35,0.08,0.00,0.00,0.00,0.00,0.00,0.00
,김기중,21한P,0.33,0.00,0.00,0.00,0.00,0.00,0.00,-0.57,0.18,0.64,0.07,0.08,0.25
222,르위키,21SP,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.19,0.00,0.32,0.00
,김영규,21NP,0.32,0.00,0.00,0.00,0.00,0.00,0.00,-0.87,0.34,0.43,0.42,-0.44,0.76
,김상수,21SP,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.46,0.00,0.78,0.00,0.32
,장민재,21한P,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.11,-0.18,0.32,0.08,0.42,-0.10
226,이진영,21KCF,0.31,0.05,0.02,0.00,0.06,0.20,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,홍정우,21삼P,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.21,0.00,0.31
,최인호,21한LF,0.31,-0.25,-0.01,0.03,0.04,0.68,-0.18,0.00,0.00,0.00,0.00,0.00,0.00
,이정범,21SLF,0.31,0.12,-0.00,0.03,-0.05,0.28,-0.06,0.00,0.00,0.00,0.00,0.00,0.00
,문용익,21삼P,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.29,0.00,0.31
231,안재석,21두SS,0.30,-0.45,0.01,0.10,-0.49,0.93,0.20,0.00,0.00,0.00,0.00,0.00,0.00
,하재훈,21SP,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.24,0.00,0.30
,김준태,21롯C,0.30,-0.57,-0.00,0.08,-0.07,0.62,0.24,0.00,0.00,0.00,0.00,0.00,0.00
,배민서,21NP,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.26,-0.49,0.06,0.48,0.32,-0.01
,배재준,21LP,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.07,-0.20,0.25,0.19,0.32,-0.01
236,전상현,21KP,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.17,0.00,0.29
,이상영,21LP,0.29,0.00,0.00,0.00,0.00,0.00,0.00,-0.36,-0.01,0.44,0.23,0.08,0.21
238,윤호솔,21한P,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,0.00,0.65,0.00,0.27
,임정호,21NP,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.19,0.00,0.46,0.00,0.27
240,정현,21S2B,0.26,-0.44,-0.05,0.07,0.00,0.62,0.05,0.00,0.00,0.00,0.00,0.00,0.00
,장지수,21KP,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.19,0.00,0.26
242,진명호,21롯P,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.32,0.00,0.25
,최정민,21KCF,0.25,0.10,-0.09,0.10,0.06,0.08,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김준형,21키P,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.19,0.00,0.25
,정진호,21한LF,0.25,-0.87,0.03,-0.06,0.60,0.70,-0.22,0.00,0.04,0.00,0.02,0.00,0.06
246,송윤준,21한P,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.17,0.00,0.24
,채지선,21LP,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.23,0.00,0.24
,최형우,21KDH,0.24,-0.03,-0.01,-0.34,0.04,1.86,-1.28,0.00,0.00,0.00,0.00,0.00,0.00
,김동혁,21키P,0.24,0.00,0.00,0.00,0.00,0.00,0.00,-0.58,-0.27,0.48,0.61,-0.10,0.34
250,서동민,21SP,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,0.00,0.35,0.00,0.23
,최영진,21삼3B,0.23,0.11,0.02,-0.03,-0.08,0.26,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
,배동현,21한P,0.23,0.00,0.00,0.00,0.00,0.00,0.00,-0.45,0.18,0.19,0.32,-0.27,0.50
253,김인범,21키P,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.07,0.00,0.22
,이영빈,21L1B,0.22,-0.28,-0.02,0.01,-0.05,0.70,-0.15,0.00,0.00,0.00,0.00,0.00,0.00
255,김성표,21삼CF,0.21,0.11,-0.00,0.08,-0.08,0.10,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,이상호,21L2B,0.21,-0.21,-0.01,0.03,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,노건우,21삼P,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.25,0.00,0.21
,몽고메리,21삼P,0.21,0.00,0.00,0.00,0.00,0.00,0.00,-0.48,0.00,0.69,0.00,0.21,0.00
259,함덕주,21LP,0.20,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,0.10,0.11,0.17,-0.07,0.27
260,윤명준,21두P,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.44,0.00,0.61,0.00,0.17
,김지용,21LP,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.05,0.00,0.17
,박승규,21삼LF,0.17,-0.30,-0.03,-0.00,0.22,0.32,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
263,이재희,21삼P,0.16,0.00,0.00,0.00,0.00,0.00,0.00,-0.13,0.00,0.29,0.00,0.16,0.00
,심창민,21삼P,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.53,0.00,0.68,0.00,0.16
,손성빈,21롯C,0.16,0.03,-0.00,0.01,-0.01,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
,이태양,21SP,0.16,0.00,0.00,0.00,0.00,0.00,0.00,-0.97,-0.25,1.02,0.36,0.06,0.11
,변상권,21키LF,0.16,-0.94,-0.00,0.02,0.56,0.71,-0.18,0.00,0.00,0.00,0.00,0.00,0.00
268,천성호,21K2B,0.15,-0.05,0.02,0.05,-0.04,0.20,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,조한민,21한RF,0.15,-0.41,-0.03,-0.02,0.10,0.60,-0.10,0.00,0.00,0.00,0.00,0.00,0.00
270,이승현,21삼P,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,0.00,0.52,0.00,0.14
271,박건우,21KP,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.04,0.00,0.13
,이천웅,21LCF,0.13,-0.91,-0.03,0.12,0.11,0.88,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,문경찬,21NP,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.28,0.00,0.41,0.00,0.13
,이상민,21삼P,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,0.00,0.33,0.00,0.13
,김태경,21NP,0.13,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,0.07,0.13,0.07,-0.01,0.14
,김진욱,21롯P,0.13,0.00,0.00,0.00,0.00,0.00,0.00,-0.99,0.51,0.24,0.36,-0.74,0.88
277,김재호,21두SS,0.12,-1.31,-0.03,-0.01,0.14,1.05,0.28,0.00,0.00,0.00,0.00,0.00,0.00
,김대우,21롯P,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,0.47,0.00,0.12
,이병규,21롯DH,0.12,-0.03,-0.00,0.03,-0.02,0.18,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
280,최승용,21두P,0.11,0.00,0.00,0.00,0.00,0.00,0.00,-0.29,0.15,0.05,0.20,-0.24,0.35
,신재웅,21SP,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.11,0.00,0.11
,김종수,21한P,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.51,0.00,0.62,0.00,0.11
,박주성,21키P,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,0.00,0.24,0.00,0.11
,안상현,21S2B,0.11,-0.13,0.02,0.00,0.04,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
285,한석현,21LLF,0.10,0.11,0.04,-0.07,-0.06,0.11,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,최항,21S2B,0.10,-0.13,0.02,0.01,-0.12,0.33,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,송준석,21삼LF,0.10,-0.13,-0.00,0.02,0.04,0.23,-0.07,0.00,0.00,0.00,0.00,0.00,0.00
,김도규,21롯P,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.46,0.00,0.56,0.00,0.10
,송명기,21NP,0.10,0.00,0.00,0.00,0.00,0.00,0.00,-1.54,0.00,1.64,0.00,0.10,0.00
290,유민상,21K1B,0.09,0.03,-0.00,-0.01,-0.12,0.31,-0.12,0.00,0.00,0.00,0.00,0.00,0.00
,한승혁,21KP,0.09,0.00,0.00,0.00,0.00,0.00,0.00,-0.31,0.09,0.27,0.05,-0.04,0.14
,전유수,21KP,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.14,0.00,0.09
,지명성,21KP,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.05,0.00,0.09
294,노시훈,21NP,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.06,0.00,0.08
,문성주,21LLF,0.08,-0.39,-0.03,-0.01,0.21,0.37,-0.08,0.00,0.00,0.00,0.00,0.00,0.00
,남태혁,21S1B,0.08,0.09,-0.00,0.01,-0.07,0.09,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
,박지훈,21두1B,0.08,0.08,0.02,-0.04,-0.01,0.06,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,이정훈,21KDH,0.08,-0.03,-0.00,-0.12,-0.06,0.63,-0.33,0.00,0.00,0.00,0.00,0.00,0.00
,박선우,21롯P,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.03,0.00,0.08
300,김주온,21SP,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.07
,이재익,21삼P,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.06,0.00,0.13,0.00,0.07
,김민수,21롯2B,0.07,-0.62,-0.01,-0.15,-0.12,0.93,-0.01,0.00,0.02,0.00,0.01,0.00,0.03
,정동윤,21SP,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.00,0.07
304,박정음,21키LF,0.06,-0.29,-0.01,0.08,0.23,0.07,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,이우석,21NP,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.13,0.00,0.06
,정범모,21NC,0.06,-0.03,-0.00,-0.01,-0.04,0.10,0.05,0.00,0.00,0.00,0.00,0.00,0.00
,박승주,21키P,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06
,문동욱,21한P,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.06
309,김현준,21KP,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.00,0.26,0.00,0.05
,김태훈,21SP,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.72,0.00,0.77,0.00,0.05
,최세창,21두P,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.05
,김건태,21NP,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.09,0.00,0.05
,김범수,21한P,0.05,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,-0.79,0.08,0.87,-0.03,0.08
,신재영,21SP,0.05,0.00,0.00,0.00,0.00,0.00,0.00,-0.28,-0.04,0.04,0.34,-0.25,0.30
,김재현,21키C,0.05,-0.26,-0.04,0.00,0.02,0.21,0.12,0.00,0.00,0.00,0.00,0.00,0.00
,박웅,21두P,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.11,0.00,0.16,0.00,0.05
317,윤성빈,21롯P,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.04
,고효준,21LP,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.04
,지석훈,21N2B,0.04,-0.29,-0.00,0.03,0.09,0.18,0.03,0.00,0.00,0.00,0.00,0.00,0.00
,김기환,21NLF,0.04,-0.83,0.12,-0.10,0.40,0.62,-0.17,0.00,0.00,0.00,0.00,0.00,0.00
,김도윤,21두P,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.04
,조영건,21키P,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.04
323,김진수,21LP,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03
324,박진태,21KP,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.85,0.00,0.87,0.00,0.02
,최종은,21롯2B,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,가빌리오,21SP,0.02,0.00,0.00,0.00,0.00,0.00,0.00,-1.06,0.00,1.08,0.00,0.02,0.00
,문성현,21키P,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.04,0.00,0.02
,김용의,21L1B,0.02,-0.22,0.12,-0.01,0.09,0.17,-0.14,0.00,0.00,0.00,0.00,0.00,0.00
,김건우,21SP,0.02,0.00,0.00,0.00,0.00,0.00,0.00,-0.23,0.10,0.09,0.05,-0.14,0.15
,정보근,21롯C,0.02,-0.05,-0.04,-0.00,-0.02,0.08,0.05,0.00,0.00,0.00,0.00,0.00,0.00
,최민준,21SP,0.02,0.00,0.00,0.00,0.00,0.00,0.00,-1.07,-0.06,0.68,0.47,-0.39,0.41
332,양현,21키P,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.63,0.00,0.64,0.00,0.01
,강태경,21NP,0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,0.00,0.17,0.00,0.01,0.00
,오장한,21NDH,0.01,0.00,0.00,0.00,0.01,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,안인산,21NP,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,0.00,0.09,0.00,0.01
,고명성,21KSS,0.01,-0.03,0.00,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,신민재,21L2B,0.01,-0.28,-0.00,0.10,0.07,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00
338,강동호,21롯P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.02,0.00,0.00
,이승헌,21롯P,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.95,0.17,0.68,0.09,-0.27,0.27
,류원석,21LP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,0.00,0.08,0.00,0.00
,김태균,21한1B,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,전민수,21NDH,-0.00,-0.10,-0.00,-0.09,-0.15,0.45,-0.11,0.00,0.00,0.00,0.00,0.00,0.00
,윤산흠,21한P,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.04,0.00,-0.00
,김건국,21롯P,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30,0.00,0.29,0.00,-0.00
,오동욱,21한P,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.33,0.00,-0.00
,문대원,21두P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.02,0.00,0.00
,김주형,21키SS,-0.00,-0.12,0.02,0.02,-0.30,0.29,0.09,0.00,0.00,0.00,0.00,0.00,0.00
,문찬종,21키2B,0.00,-0.14,-0.00,0.00,0.06,0.07,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,안주형,21삼2B,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,박성재,21두P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
351,황경태,21두2B,-0.01,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김병휘,21키2B,-0.01,-0.09,-0.00,0.05,-0.02,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,이명기,21키1B,-0.01,-0.02,-0.00,0.00,-0.01,0.03,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김건형,21KRF,-0.01,-0.19,0.02,0.03,0.02,0.16,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
355,손정욱,21NP,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,0.00,0.16,0.00,-0.02
,박상언,21한DH,-0.02,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,오준혁,21SDH,-0.02,-0.15,-0.00,0.03,-0.02,0.21,-0.09,0.00,0.00,0.00,0.00,0.00,0.00
,정인욱,21한P,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,0.03,0.03,0.10,-0.15,0.13
,오태양,21NDH,-0.02,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,권정웅,21삼C,-0.02,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,박시원,21NDH,-0.02,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김준완,21NRF,-0.02,-0.06,-0.00,0.01,-0.02,0.06,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
363,최민창,21LCF,-0.03,-0.06,0.00,0.00,0.02,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,오정환,21K2B,-0.03,-0.10,-0.00,0.02,-0.02,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김주성,21L3B,-0.03,0.05,-0.00,0.00,-0.11,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,이호연,21롯DH,-0.03,-0.09,-0.00,0.00,0.02,0.05,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,윤형준,21N1B,-0.03,0.07,-0.05,-0.11,-0.18,0.34,-0.11,0.00,0.00,0.00,0.00,0.00,0.00
,오석주,21LP,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,0.00,0.11,0.00,-0.03
,황대인,21K1B,-0.03,-0.57,-0.01,-0.03,-0.14,1.28,-0.56,0.00,0.00,0.00,0.00,0.00,0.00
,정영일,21SP,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.03,0.00,-0.03
371,이주형,21키DH,-0.04,-0.06,-0.00,0.00,0.00,0.05,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,이재율,21NLF,-0.04,-0.05,-0.02,-0.09,0.07,0.07,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,유서준,21SCF,-0.04,-0.06,0.00,-0.00,0.01,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,최우재,21NDH,-0.04,-0.06,0.00,0.00,0.01,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,장규현,21한C,-0.04,-0.07,-0.00,0.00,-0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,홍민기,21롯P,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00,-0.04
,이형범,21두P,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,0.00,0.04,0.00,-0.04
,김은성,21키LF,-0.04,-0.03,-0.00,-0.01,-0.06,0.08,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,김동욱,21키P,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,0.00,0.04,0.00,-0.04
380,박승욱,21K2B,-0.05,0.02,0.02,0.01,-0.12,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,이태훈,21삼DH,-0.05,-0.06,0.00,0.00,0.00,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,최영환,21롯P,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,-0.28,-0.31,0.38,0.16,0.09,-0.14
,임지열,21키LF,-0.05,-0.30,-0.05,0.03,0.17,0.12,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,안권수,21두RF,-0.05,-0.30,0.06,0.03,0.03,0.20,-0.07,0.00,0.00,0.00,0.00,0.00,0.00
,권민석,21두2B,-0.05,-0.06,-0.00,0.02,-0.08,0.06,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김주현,21롯DH,-0.05,-0.10,-0.00,0.00,0.01,0.07,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
387,김응민,21삼C,-0.06,-0.06,0.00,0.00,-0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,이준영,21KP,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,-0.25,-0.28,0.02,0.45,-0.23,0.17
,조요한,21SP,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,0.00,0.09,0.00,-0.06
,임현준,21삼P,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.15,0.00,-0.06
,서예일,21두3B,-0.06,-0.03,0.00,0.00,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,박정우,21KCF,-0.06,-0.25,-0.09,-0.02,0.03,0.25,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,이승헌,21NP,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,0.00,0.07,0.00,-0.06
,이주형,21L1B,-0.06,-0.25,-0.00,0.02,0.12,0.08,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,김수환,21키1B,-0.06,-0.18,-0.00,0.01,-0.02,0.18,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
,이찬혁,21LP,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.01,0.00,-0.06
,황영국,21한P,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.25,0.00,0.20,0.00,-0.06
,나원탁,21롯P,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.03,0.00,-0.06
399,강민국,21K2B,-0.07,-0.31,-0.00,-0.01,0.02,0.21,0.02,0.00,0.00,0.00,0.00,0.00,0.00
,크레익,21키1B,-0.07,-0.19,-0.05,-0.07,-0.37,1.03,-0.42,0.00,0.00,0.00,0.00,0.00,0.00
,김민혁,21두DH,-0.07,-0.10,-0.00,0.00,0.00,0.03,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김현준,21삼RF,-0.07,-0.03,-0.00,-0.02,-0.02,0.02,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,장두성,21롯CF,-0.07,-0.11,-0.01,0.07,-0.20,0.17,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,이창진,21KCF,-0.07,-1.32,0.09,-0.22,0.12,1.22,0.04,0.00,0.00,0.00,0.00,0.00,0.00
405,스미스,21키P,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.13,0.00,-0.08,0.00
,차우찬,21LP,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,-0.37,0.00,0.30,0.00,-0.08,0.00
,전민재,21두3B,-0.08,-0.06,-0.00,0.02,-0.06,0.02,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,박준태,21키RF,-0.08,-0.10,0.02,-0.09,-0.12,0.24,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
,백승민,21삼DH,-0.08,-0.08,0.00,0.00,0.00,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,구본혁,21LSS,-0.08,-0.55,-0.00,-0.00,0.21,0.19,0.08,0.00,0.00,0.00,0.00,0.00,0.00
411,변시원,21KP,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,0.00,0.01,0.00,-0.09
,신지후,21한P,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,0.00,0.00,0.00,-0.09
,정상호,21SC,-0.09,-0.08,0.00,0.00,-0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,유재유,21두P,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.13,0.00,0.04,0.00,-0.09
,서균,21한P,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.11,0.00,0.02,0.00,-0.09
,국해성,21두RF,-0.09,-0.15,-0.00,0.00,0.03,0.03,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,문상철,21KDH,-0.09,-0.42,0.04,0.08,-0.02,0.44,-0.21,0.00,0.00,0.00,0.00,0.00,0.00
418,이상규,21LP,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,0.00,0.08,0.00,-0.10
,백동훈,21두CF,-0.10,-0.08,0.00,0.00,-0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,프레이타스,21키DH,-0.10,-0.34,-0.00,-0.03,-0.06,0.62,-0.29,0.00,0.00,0.00,0.00,0.00,0.00
,정우준,21롯P,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,0.00,0.08,0.00,-0.10
422,박세웅,21삼P,-0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,0.00,0.04,0.00,-0.11
,하준호,21KP,-0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.27,0.00,0.16,0.00,-0.11
,조이현,21SP,-0.11,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,-0.66,0.49,0.40,0.16,-0.26
,남호,21두P,-0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,0.00,0.04,0.00,-0.11
,장준원,21L3B,-0.11,-0.08,0.00,0.00,-0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
427,유원상,21KP,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30,0.00,0.17,0.00,-0.12
,김태형,21LP,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,0.00,0.01,0.00,-0.12
,오현택,21롯P,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.22,0.00,-0.12
