순위,이름,팀,WAR,타격,도루,주루,수비,Rep.Wins,Pos.Wins,WAA_투수_선발,WAA_투수_구원,Rep.wins_선발,Rep.wins_구원,WAR_투수_선발,WAR_투수_구원
62,페르난데스,21두DH,2.88,2.71,-0.11,-0.41,-0.19,2.57,-1.70,0.00,0.00,0.00,0.00,0.00,0.00
63,김택형,21SP,2.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.83,0.00,1.00,0.00,2.83
64,안치홍,21롯2B,2.79,1.42,-0.21,0.08,-0.66,2.04,0.12,0.00,0.00,0.00,0.00,0.00,0.00
65,채은성,21LRF,2.77,1.51,-0.02,0.14,-0.09,1.87,-0.64,0.00,0.00,0.00,0.00,0.00,0.00
66,손아섭,21롯RF,2.69,1.37,-0.06,0.09,-0.65,2.54,-0.61,0.00,0.00,0.00,0.00,0.00,0.00
67,최원준,21KRF,2.67,0.68,0.21,0.06,-0.47,2.78,-0.58,0.00,0.00,0.00,0.00,0.00,0.00
68,신민혁,21NP,2.65,0.00,0.00,0.00,0.00,0.00,0.00,0.81,-0.10,1.85,0.08,2.67,-0.02
69,김인태,21두RF,2.63,0.67,-0.10,-0.16,0.88,1.74,-0.41,0.00,0.00,0.00,0.00,0.00,0.00
70,최주환,21S2B,2.59,0.63,-0.02,0.02,0.23,1.96,-0.23,0.00,0.00,0.00,0.00,0.00,0.00
71,배제성,21KP,2.55,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,1.89,0.00,2.55,0.00
72,정훈,21롯1B,2.51,1.48,0.10,-0.57,0.05,2.34,-0.89,0.00,0.00,0.00,0.00,0.00,0.00
,이용규,21키LF,2.51,0.82,0.21,0.27,-0.59,2.28,-0.49,0.00,0.00,0.00,0.00,0.00,0.00
74,김강률,21두P,2.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.69,0.00,2.49
75,안우진,21키P,2.45,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.00,1.44,0.00,2.45,0.00
76,황재균,21K3B,2.41,0.50,0.03,0.14,-0.52,2.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00
77,이의리,21KP,2.35,0.00,0.00,0.00,0.00,0.00,0.00,1.09,0.00,1.26,0.00,2.35,0.00
78,김원중,21롯P,2.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,0.84,0.00,2.26
79,유강남,21LC,2.13,-0.38,0.03,-0.11,-0.06,1.84,0.82,0.00,0.00,0.00,0.00,0.00,0.00
80,김대유,21LP,2.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,0.00,0.68,0.00,2.09
81,브룩스,21KP,2.06,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,1.04,0.00,2.06,0.00
82,김태연,21한3B,2.05,1.02,-0.04,0.08,0.14,0.92,-0.08,0.00,0.00,0.00,0.00,0.00,0.00
83,카펜터,21한P,2.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.31,0.05,2.25,0.01,1.95,0.07
84,심우준,21KSS,1.99,-0.96,0.05,0.19,0.24,1.92,0.55,0.00,0.00,0.00,0.00,0.00,0.00
85,임기영,21KP,1.98,0.00,0.00,0.00,0.00,0.00,0.00,-0.06,0.00,2.04,0.00,1.98,0.00
86,쿠에바스,21KP,1.94,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,1.78,0.00,1.94,0.00
,최준용,21롯P,1.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.31,0.00,0.63,0.00,1.94
88,이정용,21LP,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.93,0.00,1.88
89,문보경,21L1B,1.85,-0.13,0.01,0.10,0.79,1.37,-0.29,0.00,0.00,0.00,0.00,0.00,0.00
90,박계범,21두SS,1.84,0.21,-0.06,0.04,-0.22,1.60,0.27,0.00,0.00,0.00,0.00,0.00,0.00
91,유한준,21KDH,1.79,1.23,0.01,0.06,-0.08,1.40,-0.82,0.00,0.00,0.00,0.00,0.00,0.00
92,송우현,21키RF,1.74,0.59,-0.03,0.08,0.23,1.17,-0.30,0.00,0.00,0.00,0.00,0.00,0.00
93,이용찬,21NP,1.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.22,0.00,0.49,0.00,1.71
,김성현,21S2B,1.71,0.32,0.00,-0.01,0.07,1.14,0.19,0.00,0.00,0.00,0.00,0.00,0.00
95,서진용,21SP,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.90,0.00,1.70
96,정찬헌,21LP,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,1.52,0.00,1.67,0.00
,박병호,21키1B,1.67,0.35,-0.05,0.09,0.20,1.99,-0.90,0.00,0.00,0.00,0.00,0.00,0.00
98,김태훈,21키P,1.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.00,0.86,0.00,1.66
99,송성문,21키3B,1.65,-0.34,-0.01,0.08,0.71,1.14,0.07,0.00,0.00,0.00,0.00,0.00,0.00
100,장성우,21KC,1.63,-0.55,-0.08,-0.13,-0.10,1.92,0.57,0.00,0.00,0.00,0.00,0.00,0.00
101,김민성,21L3B,1.62,-1.03,-0.08,0.03,0.78,1.77,0.15,0.00,0.00,0.00,0.00,0.00,0.00
102,박종훈,21SP,1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.72,0.00,1.61,0.00
103,최채흥,21삼P,1.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.26,1.49,0.14,1.15,0.40
104,박석민,21N3B,1.51,0.53,-0.01,-0.04,0.19,0.85,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
105,윤대경,21한P,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.04,0.46,0.57,0.89,0.62
106,로맥,21S1B,1.49,0.27,0.01,-0.20,0.36,1.75,-0.70,0.00,0.00,0.00,0.00,0.00,0.00
107,조수행,21두CF,1.47,0.35,0.24,0.04,0.46,0.43,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
108,이재원,21SC,1.44,-0.20,-0.10,-0.09,-0.05,1.30,0.57,0.00,0.00,0.00,0.00,0.00,0.00
,브리검,21키P,1.44,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.81,0.00,1.44,0.00
110,정수빈,21두CF,1.42,-0.37,-0.07,0.33,-0.04,1.46,0.12,0.00,0.00,0.00,0.00,0.00,0.00
111,호잉,21KRF,1.39,-0.25,0.01,0.06,0.63,1.23,-0.28,0.00,0.00,0.00,0.00,0.00,0.00
,권희동,21NLF,1.39,0.75,0.03,0.01,0.07,0.71,-0.18,0.00,0.00,0.00,0.00,0.00,0.00
113,주권,21KP,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.00,0.65,0.00,1.38
,임찬규,21LP,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,1.21,0.00,1.38,0.00
,한현희,21키P,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.03,1.08,0.06,1.29,0.09
116,이민호,21LP,1.35,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,-0.08,1.50,0.03,1.40,-0.05
,허경민,21두3B,1.35,-0.22,-0.22,0.18,-0.72,2.16,0.17,0.00,0.00,0.00,0.00,0.00,0.00
118,곽빈,21두P,1.34,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,1.32,0.00,1.34,0.00
119,문승원,21SP,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.67,0.00,1.33,0.00
120,김헌곤,21삼LF,1.32,-0.10,-0.09,0.15,0.18,1.52,-0.35,0.00,0.00,0.00,0.00,0.00,0.00
121,이인복,21롯P,1.31,0.00,0.00,0.00,0.00,0.00,0.00,0.95,-0.46,0.56,0.26,1.51,-0.20
122,구승민,21롯P,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.83,0.00,1.27
123,윤중현,21KP,1.25,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.16,0.82,0.28,0.81,0.44
124,오태곤,21S1B,1.24,-0.10,-0.00,0.22,0.43,1.05,-0.36,0.00,0.00,0.00,0.00,0.00,0.00
125,박시영,21KP,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.60,0.00,1.23
126,조상우,21키P,1.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.59,0.00,1.19
127,김민수,21KP,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.34,0.07,0.71,0.13,1.05
128,심재민,21KP,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.39,0.12,0.51,0.26,0.90
129,강승호,21두2B,1.16,-0.77,0.07,0.12,0.22,1.42,0.11,0.00,0.00,0.00,0.00,0.00,0.00
130,류진욱,21NP,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.58,0.00,1.15
131,류지혁,21K3B,1.14,0.16,-0.01,-0.03,-0.13,1.36,-0.21,0.00,0.00,0.00,0.00,0.00,0.00
132,송민섭,21KRF,1.12,-0.21,0.25,0.26,0.67,0.27,-0.11,0.00,0.00,0.00,0.00,0.00,0.00
133,이대호,21롯DH,1.11,0.63,-0.01,-0.20,0.01,1.94,-1.25,0.00,0.00,0.00,0.00,0.00,0.00
,김웅빈,21키3B,1.11,0.04,-0.03,-0.25,0.32,1.16,-0.14,0.00,0.00,0.00,0.00,0.00,0.00
,장지훈,21SP,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,1.07,0.00,1.11
136,김강민,21SCF,1.08,-0.16,-0.08,-0.05,0.22,1.08,0.09,0.00,-0.03,0.00,0.01,0.00,-0.02
137,김병희,21K3B,1.04,0.74,0.06,0.04,-0.11,0.29,0.02,0.00,0.00,0.00,0.00,0.00,0.00
,주현상,21한P,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.67,0.00,1.04
139,우규민,21삼P,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.65,0.00,1.02
,소형준,21KP,1.02,0.00,0.00,0.00,0.00,0.00,0.00,-0.56,0.00,1.59,0.00,1.02,0.00
,오윤석,21롯2B,1.02,-0.14,0.11,0.07,-0.08,1.14,-0.10,0.00,0.02,0.00,0.01,0.00,0.03
142,안중열,21롯C,0.99,-0.03,-0.00,-0.01,0.07,0.65,0.31,0.00,0.00,0.00,0.00,0.00,0.00
143,이현승,21두P,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.31,0.00,0.97
144,힐리,21한1B,0.96,-0.31,-0.01,0.04,0.61,1.12,-0.49,0.00,0.00,0.00,0.00,0.00,0.00
,이명기,21NLF,0.96,0.73,-0.04,-0.04,-0.42,0.97,-0.24,0.00,0.00,0.00,0.00,0.00,0.00
146,김성민,21키P,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.62,0.00,0.95
,홍성민,21NP,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.55,0.00,0.95
,이원석,21삼3B,0.95,-0.62,0.01,-0.13,-0.27,2.00,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
,김재웅,21키P,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.71,0.00,0.95
150,엄상백,21KP,0.94,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.27,0.61,0.09,0.57,0.36
151,최성훈,21LP,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.54,0.00,0.92
,김민혁,21KLF,0.92,0.37,-0.02,-0.08,0.04,0.82,-0.23,0.00,0.00,0.00,0.00,0.00,0.00
153,지시완,21롯C,0.91,-0.08,-0.00,-0.03,-0.13,0.78,0.38,0.00,0.00,0.00,0.00,0.00,0.00
,원종현,21NP,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.71,0.00,0.91
155,진해수,21LP,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.59,0.00,0.89
156,조현우,21KP,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.41,0.00,0.88
157,박민호,21SP,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.55,0.00,0.82
,박민우,21N2B,0.82,-0.14,0.10,-0.09,-0.02,0.90,0.07,0.00,0.00,0.00,0.00,0.00,0.00
159,최정원,21N2B,0.80,-0.35,-0.11,0.20,-0.00,0.99,0.07,0.00,0.00,0.00,0.00,0.00,0.00
160,추재현,21롯CF,0.79,-0.38,-0.06,-0.05,0.10,1.25,-0.12,0.00,0.03,0.00,0.01,0.00,0.04
,김지찬,21삼SS,0.79,-1.11,0.27,-0.00,-0.11,1.40,0.34,0.00,0.00,0.00,0.00,0.00,0.00
,이형종,21LDH,0.79,0.16,0.01,0.03,-0.14,1.17,-0.43,0.00,0.00,0.00,0.00,0.00,0.00
163,페레즈,21한1B,0.78,-0.05,-0.14,0.06,0.09,1.05,-0.22,0.00,0.00,0.00,0.00,0.00,0.00
164,프랑코,21롯P,0.76,0.00,0.00,0.00,0.00,0.00,0.00,-1.45,0.20,1.82,0.18,0.37,0.39
,김태군,21NC,0.76,-0.94,-0.05,-0.11,0.13,1.15,0.57,0.00,0.00,0.00,0.00,0.00,0.00
166,한승택,21KC,0.75,-0.89,-0.01,-0.02,0.16,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
167,이성곤,21삼1B,0.74,0.34,-0.12,0.10,-0.03,0.87,-0.42,0.00,0.00,0.00,0.00,0.00,0.00
168,이승진,21두P,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.64,0.00,0.73
169,장승현,21두C,0.72,-0.47,-0.01,-0.27,0.15,0.88,0.43,0.00,0.00,0.00,0.00,0.00,0.00
170,김재유,21롯CF,0.70,-0.30,0.13,0.09,-0.05,0.80,0.04,0.00,0.00,0.00,0.00,0.00,0.00
171,이창재,21KP,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.36,0.00,0.68
172,이재원,21LRF,0.66,-0.08,0.05,-0.24,0.41,0.71,-0.19,0.00,0.00,0.00,0.00,0.00,0.00
,라이블리,21삼P,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.44,0.00,0.66,0.00
,박찬호,21KSS,0.66,-1.34,-0.01,-0.08,-0.49,2.01,0.57,0.00,0.00,0.00,0.00,0.00,0.00
175,임준형,21LP,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.35,-0.01,0.22,0.08,0.57,0.07
,김호령,21KCF,0.65,-0.43,0.03,0.05,0.28,0.64,0.07,0.00,0.00,0.00,0.00,0.00,0.00
,김주원,21NSS,0.65,-0.29,0.03,0.00,-0.07,0.79,0.20,0.00,0.00,0.00,0.00,0.00,0.00
178,김민식,21KC,0.62,-0.91,-0.01,-0.24,-0.00,1.25,0.52,0.00,0.00,0.00,0.00,0.00,0.00
,이흥련,21SC,0.62,-0.35,-0.00,0.03,0.02,0.61,0.32,0.00,0.00,0.00,0.00,0.00,0.00
180,백승현,21LP,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.22,0.00,0.61
181,김태진,21K3B,0.60,-1.24,-0.07,0.08,-0.04,1.73,0.14,0.00,0.00,0.00,0.00,0.00,0.00
182,권휘,21두P,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.27,0.00,0.59
183,라모스,21L1B,0.58,0.17,-0.00,-0.04,-0.01,0.85,-0.40,0.00,0.00,0.00,0.00,0.00,0.00
184,김명신,21두P,0.57,0.00,0.00,0.00,0.00,0.00,0.00,-0.11,-0.21,0.02,0.87,-0.08,0.66
,김상수,21삼2B,0.57,-1.76,-0.02,-0.09,0.19,2.07,0.18,0.00,0.00,0.00,0.00,0.00,0.00
186,최원태,21키P,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-1.37,0.00,1.91,0.00,0.54,0.00
,이대은,21KP,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.41,0.00,0.54
188,김윤식,21LP,0.53,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,0.35,0.10,0.79,-0.61,1.14
,이재학,21NP,0.53,0.00,0.00,0.00,0.00,0.00,0.00,-0.58,0.00,1.11,0.00,0.53,0.00
,신본기,21K2B,0.53,-0.65,-0.07,0.02,0.27,0.85,0.10,0.00,0.00,0.00,0.00,0.00,0.00
191,박준영,21N3B,0.52,-1.06,-0.06,0.00,0.08,1.31,0.24,0.00,0.00,0.00,0.00,0.00,0.00
,정주현,21L2B,0.52,-0.54,-0.08,0.07,0.09,0.89,0.09,0.00,0.00,0.00,0.00,0.00,0.00
193,안영명,21KP,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.47,0.00,0.51
,홍상삼,21KP,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.48,0.00,0.51
195,이현석,21SC,0.48,-0.06,-0.00,-0.11,0.09,0.37,0.19,0.00,0.00,0.00,0.00,0.00,0.00
196,최용제,21두C,0.46,-0.16,-0.00,0.04,-0.07,0.50,0.16,0.00,0.00,0.00,0.00,0.00,0.00
,박경수,21K2B,0.46,-0.96,-0.05,-0.12,0.36,1.17,0.07,0.00,0.00,0.00,0.00,0.00,0.00
198,전병우,21키3B,0.45,-0.70,0.01,0.06,0.01,1.08,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
199,노수광,21한CF,0.44,-0.53,0.21,-0.13,0.13,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김찬형,21N2B,0.44,-0.55,-0.00,0.21,0.03,0.67,0.09,0.00,0.00,0.00,0.00,0.00,0.00
,윤정현,21키P,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.16,0.00,0.44
202,송은범,21LP,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.50,0.00,0.43
,장민기,21KP,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.31,0.00,0.43
204,터커,21KLF,0.42,-0.61,-0.01,-0.17,-0.39,2.25,-0.64,0.00,0.00,0.00,0.00,0.00,0.00
,김민하,21한RF,0.42,-0.27,-0.02,-0.11,0.38,0.59,-0.16,0.00,0.00,0.00,0.00,0.00,0.00
,조용호,21KLF,0.42,-1.43,-0.17,0.31,0.03,2.15,-0.47,0.00,0.00,0.00,0.00,0.00,0.00
,알몬테,21KLF,0.42,0.07,0.01,-0.09,-0.15,1.04,-0.46,0.00,0.00,0.00,0.00,0.00,0.00
208,최금강,21NP,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.37,0.00,0.41
209,김민수,21삼C,0.40,-0.04,-0.00,-0.08,-0.02,0.36,0.17,0.00,0.00,0.00,0.00,0.00,0.00
210,임창민,21NP,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,0.00,0.54,0.00,0.39
,김재열,21KP,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.44,0.00,0.39
212,이지영,21키C,0.38,-0.92,0.01,-0.22,0.05,1.07,0.39,0.00,0.00,0.00,0.00,0.00,0.00
213,허도환,21KC,0.37,-0.28,-0.00,-0.20,0.08,0.52,0.25,0.00,0.00,0.00,0.00,0.00,0.00
,다카하시,21KP,0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,0.00,0.49,0.00,0.37,0.00
