순위,이름,팀,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
,조상우,21키P, 0.00 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,문대원,21두P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김상수,21SP, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,박종기,21두P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,진해수,21LP, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김태훈,21SP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,유원상,21KP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김강률,21두P, 0.00 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,권휘,21두P, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이찬혁,21LP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,배민서,21NP, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이영하,21두P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,조요한,21SP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김태훈,21키P, 0.00 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김정인,21키P, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,원종현,21NP, 0.00 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이창재,21KP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김성민,21키P, 0.00 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김재윤,21KP, 0.00 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,장지훈,21SP, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,윤호솔,21한P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김유영,21롯P, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,채지선,21LP, 0.00 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,임창민,21NP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,윤대경,21한P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,박승주,21키P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,임정호,21NP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,신재영,21SP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이용찬,21NP, 0.00 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,하재훈,21SP, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,신정락,21한P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이우석,21NP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,강재민,21한P, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이인복,21롯P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,최성훈,21LP, 0.00 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,정해영,21KP, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,윤명준,21두P, 0.00 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,양현,21키P, 0.00 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이승진,21두P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이대은,21KP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,정우람,21한P, 0.00 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,문성현,21키P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,류진욱,21NP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김민규,21두P, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김지용,21LP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이교훈,21두P, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김명신,21두P, 0.00 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,문용익,21삼P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,나균안,21롯P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,오승환,21삼P, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김윤수,21삼P, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김원중,21롯P, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,하준호,21KP, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,심재민,21KP, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김진수,21LP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김민수,21KP, 0.00 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,남호,21두P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김재웅,21키P, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,박시영,21KP, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이정용,21LP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이상영,21LP, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
275,이명기,21키1B, -0.00 , 3 , 8 , 6 , 0 , 1 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 2 , 0 , 0 , 3 , 0 , 0 , 0 , .167 , .375 , .167 , .542 , .304 , 76.8 , -0.00 , -0.04 
276,오준혁,21SDH, -0.00 , 26 , 50 , 46 , 7 , 10 , 2 , 0 , 2 , 18 , 5 , 0 , 0 , 4 , 0 , 0 , 15 , 2 , 0 , 0 , .217 , .280 , .391 , .671 , .309 , 76.5 , -0.00 , -0.18 
277,김준완,21NRF, -0.00 , 13 , 14 , 12 , 3 , 2 , 0 , 1 , 0 , 4 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , .167 , .286 , .333 , .619 , .292 , 63.3 , -0.00 , -0.08 
278,오정환,21K2B, -0.01 , 9 , 18 , 17 , 1 , 4 , 1 , 0 , 0 , 5 , 2 , 0 , 0 , 1 , 0 , 0 , 9 , 0 , 0 , 0 , .235 , .278 , .294 , .572 , .274 , 53.2 , -0.01 , -0.02 
279,고명성,21KSS, -0.01 , 7 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.01 , -0.00 
280,장규현,21한C, -0.02 , 7 , 12 , 12 , 0 , 3 , 1 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 4 , 1 , 0 , 0 , .250 , .250 , .333 , .583 , .270 , 54.8 , -0.02 , -0.05 
281,서예일,21두3B, -0.02 , 5 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.02 , -0.03 
282,김재호,21두SS, -0.02 , 89 , 251 , 211 , 23 , 44 , 8 , 0 , 1 , 55 , 24 , 1 , 1 , 29 , 2 , 0 , 34 , 7 , 6 , 3 , .209 , .306 , .261 , .567 , .275 , 58.2 , -0.02 , -1.73 
283,권정웅,21삼C, -0.02 , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.02 , -0.02 
284,오태양,21N, -0.02 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.02 , 0.00 
285,박상언,21한, -0.02 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.02 , -0.00 
,박시원,21N, -0.02 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.02 , -0.13 
287,전민재,21두3B, -0.02 , 9 , 5 , 4 , 1 , 1 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 1 , .250 , .200 , .250 , .450 , .192 , 0.1 , -0.02 , 0.05 
288,김건형,21KRF, -0.03 , 11 , 39 , 33 , 4 , 7 , 1 , 0 , 0 , 8 , 0 , 1 , 0 , 6 , 0 , 1 , 6 , 0 , 0 , 0 , .212 , .333 , .242 , .576 , .283 , 60.4 , -0.03 , 0.06 
289,김수환,21키1B, -0.04 , 13 , 43 , 40 , 5 , 8 , 2 , 0 , 2 , 16 , 5 , 0 , 0 , 2 , 0 , 0 , 17 , 2 , 0 , 1 , .200 , .233 , .400 , .633 , .281 , 65.6 , -0.04 , -0.08 
290,이학주,21삼SS, -0.04 , 66 , 174 , 155 , 17 , 32 , 8 , 0 , 4 , 52 , 20 , 2 , 2 , 14 , 1 , 0 , 61 , 3 , 4 , 0 , .206 , .277 , .335 , .612 , .282 , 60.5 , -0.04 , -0.39 
291,프레이타스,21키DH, -0.04 , 43 , 148 , 139 , 13 , 36 , 10 , 0 , 2 , 52 , 14 , 0 , 0 , 7 , 1 , 0 , 29 , 7 , 0 , 1 , .259 , .297 , .374 , .671 , .313 , 81.8 , -0.04 , -0.65 
292,이주형,21키DH, -0.04 , 5 , 11 , 10 , 1 , 1 , 0 , 0 , 1 , 4 , 3 , 0 , 0 , 1 , 0 , 0 , 7 , 0 , 0 , 0 , .100 , .182 , .400 , .582 , .254 , 55.4 , -0.04 , 0.19 
293,김응민,21삼C, -0.04 , 1 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.04 , -0.06 
294,박승규,21삼LF, -0.05 , 59 , 78 , 66 , 13 , 12 , 1 , 0 , 3 , 22 , 5 , 1 , 1 , 9 , 2 , 0 , 9 , 4 , 1 , 0 , .182 , .299 , .333 , .632 , .299 , 69.3 , -0.05 , -0.27 
295,이태훈,21삼, -0.05 , 3 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.05 , -0.00 
296,김현준,21삼RF, -0.05 , 13 , 4 , 4 , 2 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , .250 , .250 , .250 , .500 , .240 , 33.2 , -0.05 , -0.01 
297,최민창,21LCF, -0.05 , 3 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.05 , 0.00 
298,최우재,21N, -0.05 , 2 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.05 , -0.01 
299,신성현,21두3B, -0.05 , 11 , 15 , 11 , 3 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 3 , 1 , 0 , 6 , 0 , 0 , 0 , .182 , .400 , .182 , .582 , .327 , 90.7 , -0.05 , 0.05 
300,유서준,21SCF, -0.05 , 6 , 2 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.05 , -0.00 
301,지석훈,21N2B, -0.05 , 28 , 43 , 34 , 6 , 5 , 1 , 0 , 0 , 6 , 2 , 0 , 0 , 6 , 2 , 0 , 12 , 0 , 0 , 1 , .147 , .302 , .176 , .479 , .259 , 45.6 , -0.05 , 0.02 
302,이호연,21롯, -0.05 , 7 , 11 , 9 , 0 , 2 , 0 , 0 , 0 , 2 , 1 , 0 , 0 , 1 , 0 , 0 , 1 , 1 , 0 , 1 , .222 , .273 , .222 , .495 , .241 , 33.3 , -0.05 , -0.49 
303,황윤호,21K3B, -0.06 , 6 , 19 , 17 , 2 , 3 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 1 , 1 , 0 , 3 , 1 , 0 , 0 , .176 , .263 , .176 , .440 , .231 , 26.1 , -0.06 , -0.18 
304,문찬종,21키2B, -0.06 , 12 , 17 , 14 , 0 , 2 , 0 , 0 , 0 , 2 , 1 , 0 , 0 , 3 , 0 , 0 , 4 , 1 , 0 , 0 , .143 , .294 , .143 , .437 , .243 , 35.7 , -0.06 , -0.12 
305,신민재,21L2B, -0.06 , 32 , 27 , 23 , 8 , 3 , 0 , 0 , 0 , 3 , 2 , 2 , 1 , 4 , 0 , 0 , 6 , 0 , 0 , 0 , .130 , .259 , .130 , .390 , .216 , 17.1 , -0.06 , -0.32 
306,김주현,21롯DH, -0.06 , 8 , 17 , 16 , 1 , 4 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 1 , 0 , 0 , 6 , 0 , 0 , 0 , .250 , .294 , .250 , .544 , .269 , 51.5 , -0.06 , -0.34 
307,정상호,21SC, -0.06 , 3 , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.06 , -0.02 
308,김용의,21L1B, -0.07 , 102 , 41 , 27 , 19 , 4 , 2 , 0 , 0 , 6 , 2 , 6 , 0 , 9 , 0 , 0 , 5 , 1 , 4 , 1 , .148 , .351 , .222 , .574 , .273 , 57.4 , -0.07 , 0.36 
309,오명진,21두, -0.07 , 2 , 3 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.07 , 0.00 
310,장준원,21L3B, -0.07 , 5 , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.07 , 0.00 
311,백동훈,21두CF, -0.07 , 5 , 3 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.07 , -0.05 
312,문상철,21KDH, -0.07 , 53 , 105 , 95 , 14 , 20 , 6 , 0 , 2 , 32 , 16 , 2 , 0 , 8 , 2 , 0 , 33 , 1 , 0 , 0 , .211 , .286 , .337 , .623 , .295 , 67.8 , -0.07 , -0.84 
313,손호영,21LSS, -0.07 , 8 , 12 , 10 , 2 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 1 , 1 , 0 , 2 , 0 , 0 , 0 , .100 , .250 , .100 , .350 , .205 , 11.0 , -0.07 , 0.01 
314,김민혁,21두, -0.07 , 6 , 8 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 2 , 0 , 0 , 0 , .000 , .250 , .000 , .250 , .184 , -2.7 , -0.07 , 0.05 
315,백승민,21삼, -0.08 , 4 , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.08 , -0.01 
316,안권수,21두RF, -0.08 , 87 , 47 , 42 , 17 , 10 , 0 , 1 , 0 , 12 , 4 , 3 , 0 , 3 , 0 , 0 , 3 , 0 , 2 , 0 , .238 , .289 , .286 , .575 , .266 , 48.7 , -0.08 , -0.25 
317,오선진,21삼SS, -0.08 , 23 , 46 , 42 , 5 , 9 , 0 , 0 , 0 , 9 , 2 , 0 , 0 , 3 , 1 , 0 , 8 , 2 , 0 , 0 , .214 , .283 , .214 , .497 , .252 , 41.8 , -0.08 , -0.27 
318,안익훈,21LCF, -0.09 , 48 , 16 , 14 , 4 , 2 , 1 , 0 , 0 , 3 , 1 , 0 , 0 , 0 , 2 , 0 , 2 , 1 , 0 , 0 , .143 , .250 , .214 , .464 , .239 , 35.3 , -0.09 , -0.09 
319,도태훈,21N3B, -0.09 , 77 , 76 , 66 , 10 , 12 , 1 , 0 , 1 , 16 , 9 , 1 , 0 , 6 , 4 , 0 , 14 , 3 , 0 , 0 , .182 , .290 , .242 , .532 , .269 , 52.4 , -0.09 , -0.57 
320,박정우,21KCF, -0.09 , 32 , 61 , 48 , 3 , 9 , 1 , 0 , 0 , 10 , 4 , 0 , 2 , 10 , 2 , 0 , 8 , 2 , 1 , 0 , .188 , .350 , .208 , .558 , .294 , 67.6 , -0.09 , -0.24 
321,강민국,21K2B, -0.10 , 18 , 50 , 45 , 2 , 11 , 2 , 0 , 0 , 13 , 4 , 0 , 0 , 3 , 0 , 0 , 6 , 1 , 2 , 0 , .244 , .292 , .289 , .581 , .270 , 50.6 , -0.10 , -0.17 
322,이재율,21NLF, -0.11 , 23 , 17 , 15 , 5 , 3 , 2 , 0 , 0 , 5 , 1 , 1 , 1 , 0 , 2 , 0 , 3 , 1 , 0 , 0 , .200 , .294 , .333 , .628 , .303 , 76.4 , -0.11 , -0.25 
323,권혁경,21KC, -0.11 , 5 , 18 , 18 , 1 , 4 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 2 , 0 , 0 , .222 , .222 , .222 , .444 , .213 , 13.9 , -0.11 , -0.27 
