순위,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ
534,김현수,22LLF, -0.496 , 96 ,94.0,802.1, 178 , 172 ,4.0,2.0, .989 , 1.97 ,0.6,-1.54, 0.00 , 0.00 ,0.12,-0.82, -1.23 , -4.07 ,-4.89,-0.083
535,렉스,22롯RF, -0.513 , 52 ,52.0,449.1, 110 , 106 ,2.0,2.0, .982 , 2.16 ,-2.47,-1.32, 0.00 , 0.00 ,-0.07,-3.86, -10.28 , -1.22 ,-5.08,-0.389
536,김인태,22두RF, -0.528 , 70 ,66.0,490.0, 111 , 108 ,1.0,2.0, .982 , 2.00 ,-0.41,-2.32, 0.00 , 0.00 ,-0.03,-2.76, -6.74 , -2.37 ,-5.13,-0.284
537,이진영,22한RF, -0.537 , 65 ,55.0,486.1, 91 , 87 ,2.0,2.0, .978 , 1.65 ,-0.92,-1.81, 0.00 , 0.00 ,-0.02,-2.75, -6.77 , -2.40 ,-5.15,-0.286
538,이우성,22KLF, -0.569 , 61 ,27.0,280.0, 62 , 59 ,1.0,2.0, .968 , 1.93 ,-3.33,-0.66, 0.00 , 0.00 ,-0.2,-4.19, -17.92 , -1.34 ,-5.53,-0.432
539,정은원,22한2B, -0.579 , 117 ,115.0,990.2, 540 , 249 ,274.0,17.0, .969 , 4.75 ,-6.59,0.0, 0.00 , 0.00 ,-0.75,-7.35, -8.88 , 1.69 ,-5.66,-0.752
540,안치홍,22롯2B, -0.590 , 129 ,126.0,1060.0, 688 , 396 ,280.0,12.0, .983 , 5.74 ,-5.41,0.0, 0.00 , 0.00 ,0.24,-5.17, -5.84 , -0.59 ,-5.75,-0.53
541,오영수,22N1B, -0.592 , 77 ,63.0,554.2, 532 , 487 ,41.0,4.0, .993 , 8.57 ,-1.31,-0.08, 0.00 , 0.00 ,0.26,-1.12, -2.43 , -4.58 ,-5.7,-0.117
542,전의산,22S1B, -0.625 , 62 ,56.0,477.2, 479 , 442 ,29.0,8.0, .983 , 8.87 ,-1.41,0.0, 0.00 , 0.00 ,-0.69,-2.09, -5.25 , -3.98 ,-6.08,-0.215
543,김상수,22삼SS, -0.635 , 72 ,59.0,518.1, 294 , 122 ,163.0,9.0, .969 , 4.95 ,-8.1,0.0, 0.00 , 0.00 ,0.01,-8.09, -18.67 , 1.94 ,-6.14,-0.835
544,김헌곤,22삼CF, -0.677 , 75 ,62.0,545.2, 132 , 128 ,4.0,0.0, 1.000 , 2.18 ,-7.46,1.79, 0.00 , 0.00 ,0.39,-5.28, -11.58 , -1.15 ,-6.43,-0.556
545,피터스,22롯CF, -0.687 , 85 ,85.0,755.2, 168 , 163 ,2.0,3.0, .982 , 1.97 ,-5.85,-1.16, 0.00 , 0.00 ,-0.09,-7.09, -11.24 , 0.43 ,-6.67,-0.731
546,채은성,22L1B, -0.693 , 123 ,121.0,968.0, 966 , 903 ,53.0,10.0, .990 , 8.89 ,1.62,-0.21, 0.00 , 0.00 ,-0.18,1.23, 1.51 , -7.98 ,-6.76,0.126
547,이명기,22NLF, -0.742 , 73 ,67.0,550.0, 112 , 106 ,2.0,4.0, .964 , 1.77 ,-2.92,-1.46, 0.00 , 0.00 ,-0.44,-4.82, -10.49 , -2.33 ,-7.15,-0.5
548,나성범,22KRF, -0.791 , 132 ,132.0,1131.2, 230 , 223 ,4.0,3.0, .987 , 1.81 ,0.2,-2.59, 0.00 , 0.00 ,0.32,-2.08, -2.20 , -5.77 ,-7.85,-0.209
549,김재환,22두LF, -0.832 , 105 ,104.0,825.2, 200 , 191 ,6.0,3.0, .985 , 2.15 ,-1.86,-2.07, 0.00 , 0.00 ,-0.06,-3.99, -5.79 , -4.16 ,-8.15,-0.407
550,구자욱,22삼RF, -0.864 , 97 ,96.0,838.2, 176 , 167 ,5.0,4.0, .977 , 1.85 ,-4.7,0.61, 0.00 , 0.00 ,-0.12,-4.21, -6.01 , -4.20 ,-8.41,-0.433
551,알포드,22KLF, -0.963 , 66 ,66.0,522.0, 95 , 89 ,2.0,4.0, .958 , 1.57 ,-5.89,-0.66, 0.00 , 0.00 ,-0.45,-7.0, -16.04 , -2.52 ,-9.51,-0.708
552,오재일,22삼1B, -0.963 , 119 ,112.0,949.0, 959 , 878 ,76.0,5.0, .995 , 9.05 ,-2.28,0.0, 0.00 , 0.00 ,0.82,-1.46, -1.84 , -7.94 ,-9.4,-0.149
553,황성빈,22롯CF, -0.967 , 91 ,81.0,691.2, 167 , 158 ,2.0,7.0, .958 , 2.08 ,-6.73,-0.87, 0.00 , 0.00 ,-0.93,-8.54, -14.78 , -0.87 ,-9.41,-0.878
554,양석환,22두1B, -1.149 , 85 ,83.0,685.0, 695 , 631 ,54.0,10.0, .986 , 9.00 ,-4.78,0.0, 0.00 , 0.00 ,-0.69,-5.47, -9.56 , -5.72 ,-11.2,-0.561
555,푸이그,22키RF, -1.161 , 96 ,96.0,842.2, 164 , 150 ,8.0,6.0, .963 , 1.69 ,-7.08,0.44, 0.00 , 0.00 ,-0.52,-7.17, -10.18 , -4.27 ,-11.44,-0.728
556,황대인,22K1B, -1.171 , 129 ,127.0,1041.1, 1029 , 954 ,68.0,7.0, .993 , 8.83 ,-3.28,0.0, 0.00 , 0.00 ,0.59,-2.69, -3.09 , -8.64 ,-11.33,-0.278
557,마티니,22NLF, -1.301 , 120 ,120.0,1006.1, 499 , 461 ,26.0,12.0, .976 , 4.36 ,-5.19,0.05, 0.00 , 0.00 ,-1.23,-6.37, -7.57 , -6.43 ,-12.8,-0.647
558,전준우,22롯LF, -2.251 , 110 ,108.0,925.1, 223 , 216 ,5.0,2.0, .991 , 2.15 ,-14.14,-3.44, 0.00 , 0.00 ,0.29,-17.28, -22.36 , -4.94 ,-22.23,-1.75
