순위,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ
412,이상호,22L2B, -0.054 , 56 ,11.0,188.2, 120 , 57 ,59.0,4.0, .967 , 5.53 ,-0.28,0.0, 0.00 , 0.00 ,-0.29,-0.58, -3.66 , 0.05 ,-0.52,-0.06
413,김성윤,22삼CF, -0.054 , 29 ,11.0,117.0, 27 , 25 ,1.0,1.0, .963 , 2.00 ,-0.95,0.62, 0.00 , 0.00 ,-0.12,-0.44, -4.55 , -0.08 ,-0.53,-0.046
414,손아섭,22NRF, -0.056 , 108 ,108.0,894.2, 203 , 193 ,7.0,3.0, .985 , 2.01 ,6.5,-2.72, 0.00 , 0.00 ,0.12,3.91, 5.23 , -4.45 ,-0.54,0.404
415,이천웅,22LLF, -0.058 , 9 ,1.0,24.0, 4 , 4 ,0.0,0.0, 1.000 , 1.50 ,-0.34,-0.15, 0.00 , 0.00 ,0.02,-0.47, -23.50 , -0.09 ,-0.56,-0.049
416,박윤철,22한P, -0.060 , 11 ,7.0,33.1, 1 , 0 ,1.0,0.0, 1.000 , 0.27 ,-0.68,0.0, 0.00 , 0.02 ,0.08,-0.58, -20.81 , 0.00 ,-0.58,-0.06
417,하준호,22KP, -0.060 , 20 ,0.0,16.1, 4 , 0 ,3.0,1.0, .750 , 1.65 ,-0.24,0.0, -0.12 , -0.06 ,-0.16,-0.58, -42.42 , 0.00 ,-0.58,-0.06
418,류지혁,22K3B, -0.060 , 122 ,107.0,950.2, 384 , 219 ,152.0,13.0, .966 , 3.51 ,-0.65,0.0, 0.00 , 0.00 ,0.06,-0.59, -0.74 , 0.00 ,-0.59,-0.061
419,하영민,22키P, -0.063 , 41 ,0.0,39.1, 12 , 4 ,6.0,2.0, .833 , 2.29 ,-0.33,0.0, 0.00 , 0.02 ,-0.3,-0.61, -18.60 , 0.00 ,-0.61,-0.063
420,장두성,22롯CF, -0.066 , 36 ,3.0,93.1, 19 , 19 ,0.0,0.0, 1.000 , 1.83 ,-0.0,-0.84, 0.00 , 0.00 ,0.06,-0.79, -10.10 , 0.15 ,-0.63,-0.082
421,김윤식,22LP, -0.067 , 23 ,23.0,114.1, 29 , 4 ,23.0,2.0, .931 , 2.13 ,-0.59,0.0, 0.00 , 0.06 ,-0.12,-0.65, -6.77 , 0.00 ,-0.65,-0.067
422,이태양,22SP, -0.068 , 30 ,17.0,112.0, 18 , 5 ,12.0,1.0, .944 , 1.37 ,-0.79,0.0, 0.00 , 0.06 ,0.08,-0.66, -7.04 , 0.00 ,-0.66,-0.068
423,최원태,22키P, -0.069 , 26 ,20.0,105.2, 22 , 13 ,8.0,1.0, .955 , 1.79 ,-0.79,0.0, 0.00 , 0.05 ,0.06,-0.67, -7.60 , 0.00 ,-0.67,-0.069
424,김동주,22두P, -0.071 , 10 ,0.0,16.2, 3 , 2 ,0.0,1.0, .667 , 1.08 ,-0.54,0.0, 0.00 , 0.01 ,-0.16,-0.69, -49.46 , 0.00 ,-0.69,-0.071
425,원종현,22NP, -0.072 , 68 ,0.0,63.1, 13 , 3 ,8.0,2.0, .846 , 1.56 ,-0.24,0.0, -0.12 , -0.10 ,-0.24,-0.7, -13.23 , 0.00 ,-0.7,-0.072
426,놀린,22KP, -0.075 , 21 ,21.0,124.0, 22 , 2 ,19.0,1.0, .955 , 1.52 ,-0.9,0.0, 0.00 , 0.06 ,0.11,-0.73, -7.00 , 0.00 ,-0.73,-0.075
427,박준태,22키RF, -0.075 , 51 ,14.0,206.1, 43 , 43 ,0.0,0.0, 1.000 , 1.88 ,-0.33,0.2, 0.00 , 0.00 ,0.15,0.03, 0.16 , -0.75 ,-0.72,0.003
428,김도규,22롯P, -0.075 , 55 ,0.0,51.0, 6 , 1 ,5.0,0.0, 1.000 , 1.06 ,-0.49,0.0, -0.12 , -0.24 ,0.13,-0.73, -17.11 , 0.00 ,-0.73,-0.075
429,변우혁,22한1B, -0.075 , 15 ,10.0,91.1, 69 , 57 ,9.0,3.0, .957 , 6.50 ,0.05,0.0, 0.00 , 0.00 ,-0.39,-0.34, -4.45 , -0.39 ,-0.73,-0.035
430,김재윤,22KP, -0.076 , 61 ,0.0,66.1, 3 , 2 ,1.0,0.0, 1.000 , 0.41 ,-0.7,0.0, -0.24 , 0.03 ,0.17,-0.74, -13.31 , 0.00 ,-0.74,-0.076
431,김유영,22롯P, -0.077 , 68 ,0.0,51.0, 13 , 4 ,8.0,1.0, .923 , 2.12 ,-0.24,0.0, -0.12 , -0.31 ,-0.07,-0.74, -17.48 , 0.00 ,-0.74,-0.077
432,김태근,22두CF, -0.077 , 2 ,2.0,16.1, 4 , 4 ,0.0,0.0, 1.000 , 2.20 ,-0.83,-0.02, 0.00 , 0.00 ,0.01,-0.83, -60.79 , 0.03 ,-0.8,-0.08
433,임준형,22LP, -0.078 , 10 ,5.0,30.0, 8 , 0 ,6.0,2.0, .750 , 1.80 ,-0.44,0.0, 0.00 , 0.01 ,-0.33,-0.76, -30.13 , 0.00 ,-0.76,-0.078
434,박병호,22K1B, -0.078 , 107 ,105.0,873.0, 937 , 859 ,71.0,7.0, .993 , 9.59 ,6.29,0.0, 0.00 , 0.00 ,0.27,6.56, 8.99 , -7.33 ,-0.77,0.67
435,임정호,22NP, -0.079 , 33 ,0.0,25.0, 6 , 2 ,3.0,1.0, .833 , 1.80 ,-0.64,0.0, 0.00 , 0.01 ,-0.14,-0.77, -36.79 , 0.00 ,-0.77,-0.079
436,최상민,22SLF, -0.079 , 21 ,3.0,58.0, 23 , 23 ,0.0,0.0, 1.000 , 3.57 ,-0.52,-0.09, 0.00 , 0.00 ,0.04,-0.57, -11.75 , -0.19 ,-0.76,-0.059
437,박종훈,22SP, -0.080 , 11 ,11.0,48.0, 18 , 5 ,9.0,4.0, .778 , 2.63 ,-0.12,0.0, 0.00 , 0.02 ,-0.68,-0.78, -19.37 , 0.00 ,-0.78,-0.08
438,페냐,22한P, -0.081 , 13 ,13.0,67.2, 13 , 2 ,9.0,2.0, .846 , 1.46 ,-0.59,0.0, 0.00 , 0.03 ,-0.23,-0.79, -13.90 , 0.00 ,-0.79,-0.081
439,서준원,22롯P, -0.081 , 33 ,4.0,60.0, 8 , 1 ,7.0,0.0, 1.000 , 1.20 ,-0.97,0.0, 0.00 , 0.03 ,0.15,-0.79, -15.71 , 0.00 ,-0.79,-0.081
440,요키시,22키P, -0.082 , 30 ,30.0,185.1, 41 , 12 ,26.0,3.0, .927 , 1.85 ,-0.74,0.0, 0.00 , 0.09 ,-0.14,-0.79, -5.11 , 0.00 ,-0.79,-0.082
441,문상철,22K1B, -0.082 , 9 ,4.0,41.0, 37 , 35 ,2.0,0.0, 1.000 , 8.12 ,-0.56,0.02, 0.00 , 0.00 ,0.08,-0.46, -13.45 , -0.33 ,-0.79,-0.048
442,임창민,22두P, -0.083 , 32 ,0.0,27.1, 4 , 1 ,2.0,1.0, .750 , 0.99 ,-0.55,0.0, 0.00 , -0.12 ,-0.13,-0.8, -35.00 , 0.00 ,-0.8,-0.083
443,김시훈,22NP, -0.083 , 59 ,7.0,83.1, 15 , 2 ,10.0,3.0, .800 , 1.30 ,-0.32,0.0, 0.00 , -0.09 ,-0.39,-0.8, -11.56 , 0.00 ,-0.8,-0.083
444,윤동희,22롯1B, -0.084 , 4 ,4.0,28.0, 35 , 31 ,3.0,1.0, .971 , 10.93 ,-0.43,0.0, 0.00 , 0.00 ,-0.15,-0.57, -24.46 , -0.23 ,-0.8,-0.06
445,더모디,22NP, -0.085 , 8 ,8.0,39.2, 5 , 2 ,2.0,1.0, .800 , 0.91 ,-0.74,0.0, 0.00 , 0.02 ,-0.1,-0.82, -24.89 , 0.00 ,-0.82,-0.085
446,조세진,22롯RF, -0.085 , 30 ,20.0,192.1, 40 , 38 ,1.0,1.0, .975 , 1.83 ,-0.44,0.62, 0.00 , 0.00 ,-0.05,0.13, 0.84 , -0.94 ,-0.8,0.014
447,강현구,22두LF, -0.085 , 3 ,3.0,11.2, 4 , 2 ,0.0,2.0, .500 , 1.54 ,-0.2,-0.2, 0.00 , 0.00 ,-0.39,-0.79, -81.42 , -0.06 ,-0.85,-0.079
448,홍성호,22두RF, -0.085 , 10 ,3.0,30.0, 4 , 4 ,0.0,0.0, 1.000 , 1.20 ,-0.55,-0.17, 0.00 , 0.00 ,0.02,-0.7, -27.85 , -0.12 ,-0.82,-0.073
449,박계범,22두3B, -0.086 , 69 ,45.0,394.2, 157 , 52 ,97.0,8.0, .949 , 3.40 ,-1.48,0.0, 0.00 , 0.00 ,-0.36,-1.84, -5.57 , 1.01 ,-0.83,-0.191
450,정민규,22한1B, -0.087 , 8 ,7.0,58.0, 46 , 39 ,6.0,1.0, .978 , 6.98 ,-0.26,0.0, 0.00 , 0.00 ,-0.09,-0.35, -7.23 , -0.47 ,-0.82,-0.037
451,조요한,22SP, -0.088 , 23 ,0.0,19.1, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.37,0.0, 0.00 , -0.53 ,0.05,-0.85, -52.68 , 0.00 ,-0.85,-0.088
452,오원석,22SP, -0.090 , 31 ,24.0,144.0, 27 , 7 ,18.0,2.0, .926 , 1.56 ,-0.9,0.0, 0.00 , 0.07 ,-0.04,-0.87, -7.22 , 0.00 ,-0.87,-0.09
453,김규성,22K2B, -0.095 , 64 ,10.0,172.2, 92 , 58 ,32.0,2.0, .978 , 4.69 ,-0.95,0.0, 0.00 , 0.00 ,0.06,-0.89, -6.16 , -0.03 ,-0.92,-0.092
454,김현준,22삼CF, -0.098 , 113 ,98.0,868.0, 252 , 245 ,4.0,3.0, .988 , 2.58 ,-1.21,-0.71, 0.00 , 0.00 ,-0.02,-1.94, -2.67 , 0.99 ,-0.95,-0.2
455,스파크맨,22롯P, -0.098 , 19 ,19.0,84.2, 20 , 9 ,11.0,0.0, 1.000 , 2.13 ,-1.21,0.0, 0.00 , 0.04 ,0.21,-0.95, -13.48 , 0.00 ,-0.95,-0.098
456,강진성,22두1B, -0.099 , 33 ,20.0,178.2, 136 , 129 ,7.0,0.0, 1.000 , 6.85 ,0.31,-0.23, 0.00 , 0.00 ,0.29,0.37, 2.49 , -1.32 ,-0.95,0.039
457,장원준,22두P, -0.099 , 27 ,0.0,17.0, 1 , 0 ,0.0,1.0, .000 , 0.00 ,-0.74,0.0, 0.00 , -0.06 ,-0.16,-0.96, -67.51 , 0.00 ,-0.96,-0.099
458,조수행,22두LF, -0.104 , 101 ,22.0,355.1, 86 , 84 ,2.0,0.0, 1.000 , 2.18 ,0.43,-0.48, 0.00 , 0.00 ,0.25,0.19, 0.65 , -1.20 ,-1.0,0.02
459,이승진,22두P, -0.104 , 35 ,0.0,31.1, 3 , 2 ,1.0,0.0, 1.000 , 0.86 ,-0.74,0.0, -0.36 , 0.02 ,0.08,-1.01, -38.43 , 0.00 ,-1.01,-0.104
460,김성표,22삼CF, -0.105 , 12 ,4.0,49.0, 15 , 15 ,0.0,0.0, 1.000 , 2.76 ,-0.82,-0.29, 0.00 , 0.00 ,0.03,-1.08, -26.27 , 0.07 ,-1.01,-0.112
461,구창모,22NP, -0.105 , 19 ,19.0,111.2, 13 , 2 ,10.0,1.0, .923 , 0.97 ,-1.16,0.0, 0.00 , 0.06 ,0.08,-1.02, -10.95 , 0.00 ,-1.02,-0.105
462,권광민,22한LF, -0.111 , 27 ,20.0,184.2, 47 , 47 ,0.0,0.0, 1.000 , 2.29 ,-0.04,-0.24, 0.00 , 0.00 ,0.13,-0.15, -0.98 , -0.92 ,-1.07,-0.016
463,애플러,22키P, -0.111 , 33 ,25.0,140.1, 26 , 9 ,13.0,4.0, .846 , 1.41 ,-0.69,0.0, 0.00 , 0.07 ,-0.45,-1.07, -9.14 , 0.00 ,-1.07,-0.111
464,최충연,22삼P, -0.111 , 38 ,0.0,38.1, 8 , 2 ,5.0,1.0, .875 , 1.64 ,-0.73,0.0, -0.12 , -0.12 ,-0.1,-1.07, -33.55 , 0.00 ,-1.07,-0.111
465,정우람,22한P, -0.112 , 23 ,0.0,18.1, 2 , 0 ,0.0,2.0, .000 , 0.00 ,-0.74,0.0, 0.00 , 0.01 ,-0.35,-1.09, -71.10 , 0.00 ,-1.09,-0.112
466,홍상삼,22KP, -0.115 , 24 ,0.0,21.2, 4 , 0 ,2.0,2.0, .500 , 0.83 ,-0.78,0.0, 0.00 , 0.01 ,-0.35,-1.11, -61.53 , 0.00 ,-1.11,-0.115
467,이유찬,22두SS, -0.116 , 13 ,8.0,68.1, 29 , 9 ,17.0,3.0, .897 , 3.42 ,-0.98,-0.0, 0.00 , 0.00 ,-0.36,-1.34, -23.55 , 0.23 ,-1.12,-0.139
468,김재열,22KP, -0.116 , 47 ,0.0,43.0, 6 , 1 ,4.0,1.0, .833 , 1.05 ,-0.92,0.0, 0.00 , -0.11 ,-0.09,-1.13, -31.34 , 0.00 ,-1.13,-0.116
469,서예일,22두2B, -0.117 , 35 ,1.0,80.2, 37 , 10 ,24.0,3.0, .919 , 3.79 ,-0.9,0.0, 0.00 , 0.00 ,-0.37,-1.27, -18.90 , 0.15 ,-1.12,-0.132
470,서동민,22SP, -0.117 , 20 ,0.0,21.0, 3 , 0 ,1.0,2.0, .333 , 0.43 ,-0.8,0.0, 0.00 , 0.01 ,-0.35,-1.13, -64.60 , 0.00 ,-1.13,-0.117
471,라가레스,22SLF, -0.120 , 46 ,46.0,394.2, 101 , 97 ,2.0,2.0, .980 , 2.26 ,0.81,0.14, 0.00 , 0.00 ,-0.14,0.81, 2.46 , -1.98 ,-1.17,0.083
472,김민수,22KP, -0.125 , 76 ,0.0,80.2, 18 , 3 ,13.0,2.0, .889 , 1.79 ,-1.05,0.0, 0.00 , 0.04 ,-0.2,-1.21, -18.01 , 0.00 ,-1.21,-0.125
473,김민수,22롯3B, -0.126 , 52 ,40.0,337.1, 220 , 138 ,77.0,5.0, .977 , 5.74 ,-0.82,0.0, 0.00 , 0.00 ,-0.11,-0.93, -3.30 , -0.28 ,-1.21,-0.097
474,송명기,22NP, -0.127 , 25 ,22.0,107.2, 9 , 3 ,5.0,1.0, .889 , 0.67 ,-1.36,0.0, 0.00 , 0.05 ,0.07,-1.24, -13.75 , 0.00 ,-1.24,-0.127
475,박건우,22NCF, -0.128 , 85 ,85.0,693.2, 165 , 158 ,4.0,3.0, .982 , 2.10 ,-2.25,0.44, 0.00 , 0.00 ,-0.14,-1.95, -3.36 , 0.68 ,-1.26,-0.197
476,이의리,22KP, -0.132 , 29 ,28.0,154.0, 20 , 5 ,13.0,2.0, .900 , 1.05 ,-1.34,0.0, 0.00 , 0.08 ,-0.02,-1.28, -9.92 , 0.00 ,-1.28,-0.132
477,김석환,22KLF, -0.132 , 38 ,22.0,204.2, 60 , 60 ,0.0,0.0, 1.000 , 2.64 ,0.54,-0.86, 0.00 , 0.00 ,0.17,-0.15, -0.89 , -1.11 ,-1.26,-0.016
478,가르시아,22L2B, -0.139 , 39 ,38.0,330.1, 160 , 60 ,94.0,6.0, .963 , 4.20 ,-1.6,0.0, 0.00 , 0.00 ,-0.3,-1.91, -6.92 , 0.57 ,-1.34,-0.197
479,원혁재,22한LF, -0.141 , 9 ,7.0,55.0, 16 , 16 ,0.0,0.0, 1.000 , 2.62 ,-0.41,-0.71, 0.00 , 0.00 ,0.04,-1.07, -23.37 , -0.27 ,-1.34,-0.113
480,이원석,22삼3B, -0.148 , 56 ,54.0,447.0, 242 , 176 ,60.0,6.0, .975 , 4.75 ,-0.43,0.0, 0.00 , 0.00 ,-0.05,-0.48, -1.29 , -0.95 ,-1.43,-0.05
481,이창진,22KLF, -0.148 , 97 ,89.0,776.2, 184 , 181 ,3.0,0.0, 1.000 , 2.13 ,1.27,0.43, 0.00 , 0.00 ,0.51,2.21, 3.40 , -3.65 ,-1.44,0.228
482,최승용,22두P, -0.151 , 48 ,15.0,93.1, 19 , 2 ,13.0,4.0, .790 , 1.45 ,-0.82,0.0, -0.12 , 0.05 ,-0.57,-1.46, -18.71 , 0.00 ,-1.46,-0.151
483,이시원,22KRF, -0.154 , 27 ,2.0,58.0, 9 , 9 ,0.0,0.0, 1.000 , 1.40 ,-1.37,0.11, 0.00 , 0.00 ,0.04,-1.22, -25.23 , -0.26 ,-1.49,-0.126
484,윤호솔,22한P, -0.155 , 52 ,0.0,42.1, 4 , 1 ,2.0,1.0, .750 , 0.64 ,-1.3,0.0, -0.12 , 0.02 ,-0.09,-1.5, -42.34 , 0.00 ,-1.5,-0.155
485,김재현,22S3B, -0.157 , 17 ,6.0,59.0, 15 , 5 ,9.0,1.0, .933 , 2.14 ,-1.61,0.0, 0.00 , 0.00 ,-0.02,-1.63, -33.05 , 0.12 ,-1.51,-0.169
486,피렐라,22삼LF, -0.161 , 122 ,121.0,1031.1, 240 , 228 ,7.0,5.0, .979 , 2.05 ,1.84,2.16, 0.00 , 0.00 ,-0.33,3.67, 4.26 , -5.28 ,-1.6,0.369
487,고종욱,22KLF, -0.162 , 8 ,3.0,28.0, 3 , 3 ,0.0,0.0, 1.000 , 0.96 ,-1.33,-0.12, 0.00 , 0.00 ,0.02,-1.44, -61.38 , -0.14 ,-1.58,-0.148
488,유상빈,22한LF, -0.164 , 14 ,13.0,101.0, 14 , 14 ,0.0,0.0, 1.000 , 1.25 ,-0.08,-1.08, 0.00 , 0.00 ,0.07,-1.09, -12.95 , -0.50 ,-1.6,-0.112
489,양현종,22KP, -0.177 , 30 ,30.0,175.1, 28 , 6 ,19.0,3.0, .893 , 1.28 ,-1.64,0.0, 0.00 , 0.09 ,-0.16,-1.72, -11.73 , 0.00 ,-1.72,-0.177
490,김병희,22K1B, -0.177 , 23 ,13.0,113.0, 82 , 71 ,9.0,2.0, .976 , 6.37 ,-0.92,0.0, 0.00 , 0.00 ,-0.15,-1.07, -11.33 , -0.63 ,-1.7,-0.112
491,이원석,22한CF, -0.178 , 16 ,8.0,86.0, 22 , 21 ,0.0,1.0, .955 , 2.20 ,-0.03,-1.53, 0.00 , 0.00 ,-0.14,-1.7, -23.72 , -0.00 ,-1.71,-0.178
492,라모스,22KRF, -0.187 , 18 ,18.0,157.0, 30 , 27 ,1.0,2.0, .933 , 1.61 ,-1.36,0.61, 0.00 , 0.00 ,-0.27,-1.03, -7.83 , -0.78 ,-1.81,-0.106
493,이호연,22롯3B, -0.190 , 79 ,45.0,483.1, 275 , 172 ,99.0,4.0, .986 , 5.05 ,-1.7,0.0, 0.00 , 0.00 ,0.48,-1.22, -3.03 , -0.60 ,-1.82,-0.128
494,천재환,22NCF, -0.192 , 27 ,3.0,80.1, 20 , 19 ,1.0,0.0, 1.000 , 2.24 ,-1.4,-0.39, 0.00 , 0.00 ,0.06,-1.74, -25.87 , -0.11 ,-1.85,-0.18
495,오선진,22삼3B, -0.196 , 97 ,76.0,639.1, 251 , 102 ,139.0,10.0, .960 , 3.39 ,-3.56,0.0, 0.00 , 0.00 ,0.03,-3.52, -6.59 , 1.64 ,-1.88,-0.366
496,김주형,22키SS, -0.197 , 51 ,34.0,313.1, 164 , 50 ,103.0,11.0, .933 , 4.40 ,-2.41,0.0, 0.00 , 0.00 ,-0.98,-3.39, -12.96 , 1.49 ,-1.91,-0.351
497,페르난데스,22두1B, -0.198 , 29 ,29.0,243.0, 240 , 227 ,11.0,2.0, .992 , 8.82 ,0.04,0.0, 0.00 , 0.00 ,0.07,0.1, 0.51 , -2.02 ,-1.92,0.011
498,이성곤,22한1B, -0.200 , 28 ,20.0,175.1, 174 , 161 ,11.0,2.0, .989 , 8.83 ,-0.41,0.0, 0.00 , 0.00 ,-0.06,-0.47, -3.23 , -1.44 ,-1.91,-0.049
499,김대한,22두RF, -0.204 , 50 ,24.0,273.1, 66 , 65 ,1.0,0.0, 1.000 , 2.17 ,-1.08,-0.08, 0.00 , 0.00 ,0.21,-0.94, -4.14 , -1.04 ,-1.98,-0.097
500,김태진,22키1B, -0.204 , 44 ,42.0,355.2, 284 , 251 ,30.0,3.0, .989 , 7.11 ,0.46,-0.11, 0.00 , 0.00 ,0.01,0.36, 1.20 , -2.35 ,-2.0,0.04
501,송준석,22삼RF, -0.207 , 11 ,8.0,61.0, 10 , 10 ,0.0,0.0, 1.000 , 1.48 ,-1.57,-0.15, 0.00 , 0.00 ,0.05,-1.68, -32.90 , -0.30 ,-1.98,-0.176
502,김민혁,22두1B, -0.211 , 20 ,13.0,126.1, 115 , 106 ,7.0,2.0, .983 , 8.05 ,-0.8,0.0, -0.06 , -0.24 ,-0.15,-1.25, -11.84 , -0.82 ,-2.07,-0.128
503,추재현,22롯RF, -0.215 , 20 ,15.0,136.0, 30 , 29 ,0.0,1.0, .967 , 1.92 ,-1.28,-0.0, 0.00 , 0.00 ,-0.08,-1.36, -11.99 , -0.70 ,-2.07,-0.142
504,김준완,22키LF, -0.225 , 105 ,79.0,738.1, 185 , 174 ,8.0,3.0, .984 , 2.22 ,-2.81,3.93, 0.00 , 0.00 ,-0.08,1.04, 1.69 , -3.19 ,-2.15,0.109
505,최승민,22NCF, -0.226 , 31 ,6.0,94.2, 20 , 19 ,0.0,1.0, .950 , 1.81 ,-2.28,0.12, 0.00 , 0.00 ,-0.14,-2.3, -29.06 , 0.11 ,-2.19,-0.237
506,엄상백,22KP, -0.234 , 33 ,22.0,140.1, 18 , 3 ,12.0,3.0, .833 , 0.96 ,-2.09,0.0, 0.00 , 0.07 ,-0.25,-2.27, -19.39 , 0.00 ,-2.27,-0.234
507,하재훈,22SLF, -0.238 , 44 ,24.0,209.2, 49 , 45 ,3.0,1.0, .980 , 2.06 ,-2.58,1.3, 0.00 , 0.00 ,-0.06,-1.34, -7.68 , -0.96 ,-2.3,-0.139
508,이민석,22롯P, -0.248 , 27 ,1.0,33.2, 3 , 0 ,0.0,3.0, .000 , 0.00 ,-1.91,0.0, 0.00 , 0.02 ,-0.52,-2.41, -85.68 , 0.00 ,-2.41,-0.248
509,이해승,22삼SS, -0.255 , 43 ,27.0,261.1, 130 , 43 ,78.0,9.0, .931 , 4.17 ,-2.87,0.0, 0.00 , 0.00 ,-0.78,-3.65, -16.74 , 1.22 ,-2.44,-0.381
510,신용수,22롯RF, -0.263 , 33 ,15.0,146.0, 22 , 22 ,0.0,0.0, 1.000 , 1.36 ,-1.6,-0.39, 0.00 , 0.00 ,0.11,-1.88, -15.42 , -0.68 ,-2.56,-0.194
511,정수빈,22두CF, -0.266 , 124 ,109.0,979.2, 293 , 289 ,3.0,1.0, .997 , 2.68 ,-4.31,-0.3, 0.00 , 0.00 ,0.44,-4.18, -5.11 , 1.62 ,-2.56,-0.434
512,권희동,22NCF, -0.267 , 69 ,58.0,482.1, 119 , 113 ,3.0,3.0, .975 , 2.16 ,-0.28,-1.03, 0.00 , 0.00 ,-0.27,-1.58, -3.91 , -0.99 ,-2.57,-0.163
513,김태연,22한3B, -0.268 , 94 ,86.0,719.0, 284 , 117 ,153.0,14.0, .951 , 3.38 ,-2.62,0.53, 0.00 , 0.00 ,-0.93,-3.01, -5.02 , 0.43 ,-2.58,-0.313
514,안권수,22두RF, -0.274 , 71 ,57.0,511.2, 130 , 118 ,5.0,7.0, .946 , 2.16 ,1.08,-1.06, 0.00 , 0.00 ,-1.01,-0.98, -2.30 , -1.68 ,-2.66,-0.101
515,서건창,22L2B, -0.281 , 63 ,54.0,474.0, 257 , 98 ,155.0,4.0, .984 , 4.80 ,-3.95,0.0, 0.00 , 0.00 ,0.46,-3.49, -8.82 , 0.78 ,-2.71,-0.363
516,노수광,22한LF, -0.287 , 100 ,83.0,719.2, 201 , 192 ,5.0,4.0, .980 , 2.46 ,1.32,-0.66, 0.00 , 0.00 ,-0.33,0.33, 0.55 , -3.08 ,-2.75,0.035
517,유로결,22한LF, -0.288 , 27 ,17.0,160.2, 32 , 30 ,1.0,1.0, .969 , 1.74 ,-1.86,-0.09, 0.00 , 0.00 ,-0.09,-2.04, -15.21 , -0.68 ,-2.72,-0.216
518,박준영,22N3B, -0.305 , 72 ,57.0,503.1, 175 , 55 ,107.0,13.0, .926 , 2.90 ,-3.25,0.0, 0.00 , 0.00 ,-0.97,-4.22, -10.05 , 1.28 ,-2.95,-0.438
519,고승민,22롯RF, -0.321 , 76 ,62.0,521.2, 113 , 107 ,4.0,2.0, .982 , 1.92 ,-1.47,0.93, 0.00 , 0.00 ,0.02,-0.52, -1.19 , -2.62 ,-3.14,-0.053
520,김수환,22키1B, -0.325 , 44 ,42.0,297.0, 305 , 275 ,27.0,3.0, .990 , 9.15 ,-0.64,0.0, 0.00 , 0.00 ,-0.03,-0.67, -2.71 , -2.45 ,-3.12,-0.07
521,송승환,22두LF, -0.342 , 9 ,6.0,60.0, 16 , 16 ,0.0,0.0, 1.000 , 2.40 ,-2.41,-0.69, 0.00 , 0.00 ,0.04,-3.06, -61.10 , -0.31 ,-3.37,-0.311
522,정훈,22롯1B, -0.345 , 77 ,74.0,614.2, 608 , 562 ,43.0,3.0, .995 , 8.86 ,1.16,0.0, 0.00 , 0.00 ,0.58,1.74, 3.39 , -5.04 ,-3.3,0.182
523,손호영,22L2B, -0.353 , 33 ,22.0,193.0, 109 , 46 ,59.0,4.0, .963 , 4.90 ,-3.6,0.0, 0.00 , 0.00 ,-0.24,-3.84, -23.82 , 0.41 ,-3.43,-0.394
524,김인환,22한1B, -0.388 , 75 ,71.0,604.2, 628 , 568 ,56.0,4.0, .994 , 9.29 ,0.9,0.0, 0.00 , 0.00 ,0.36,1.26, 2.50 , -5.00 ,-3.74,0.131
525,박찬혁,22키LF, -0.395 , 27 ,22.0,167.0, 71 , 64 ,4.0,3.0, .958 , 3.67 ,-2.22,-0.19, 0.00 , 0.00 ,-0.43,-2.84, -20.34 , -0.98 ,-3.81,-0.294
526,김휘집,22키SS, -0.400 , 109 ,95.0,818.0, 425 , 141 ,269.0,15.0, .965 , 4.51 ,-8.11,0.0, 0.00 , 0.00 ,0.22,-7.89, -11.54 , 4.01 ,-3.87,-0.814
527,최주환,22S2B, -0.400 , 83 ,76.0,592.2, 380 , 223 ,146.0,11.0, .971 , 5.60 ,-2.53,0.0, 0.00 , 0.00 ,-0.74,-3.27, -6.61 , -0.58 ,-3.85,-0.339
528,전병우,22키1B, -0.432 , 112 ,43.0,548.1, 585 , 531 ,48.0,6.0, .990 , 9.50 ,0.12,0.0, 0.00 , 0.00 ,-0.11,0.01, 0.02 , -4.16 ,-4.15,0.001
529,이용규,22키LF, -0.439 , 63 ,57.0,465.1, 99 , 95 ,2.0,2.0, .980 , 1.88 ,-2.32,0.4, 0.00 , 0.00 ,-0.09,-2.02, -5.19 , -2.19 ,-4.2,-0.211
530,터크먼,22한CF, -0.440 , 136 ,135.0,1163.2, 387 , 373 ,9.0,5.0, .987 , 2.95 ,-4.45,-1.19, 0.00 , 0.00 ,-0.24,-5.87, -6.04 , 1.55 ,-4.31,-0.598
531,크론,22S1B, -0.465 , 63 ,61.0,533.2, 589 , 543 ,43.0,3.0, .995 , 9.88 ,-0.5,0.0, 0.00 , 0.00 ,0.42,-0.07, -0.17 , -4.38 ,-4.46,-0.008
532,노시환,22한3B, -0.479 , 95 ,94.0,826.2, 389 , 258 ,121.0,10.0, .974 , 4.13 ,-3.95,0.0, 0.00 , 0.00 ,0.21,-3.74, -5.42 , -0.94 ,-4.68,-0.384
533,한동희,22롯3B, -0.489 , 118 ,113.0,983.0, 262 , 65 ,178.0,19.0, .928 , 2.23 ,-5.47,0.0, 0.00 , 0.00 ,-0.89,-6.36, -7.74 , 1.57 ,-4.79,-0.649
