순위,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ
253,김기탁,20한P, 0.002 , 1 ,0.0,7.0, 1 , 1 ,0.0,0.0, 1.000 , 1.29 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.02, 3.18 , 0.00 ,0.02,0.002
254,장필준,20삼P, 0.002 , 2 ,2.0,36.0, 3 , 1 ,2.0,0.0, 1.000 , 0.75 ,-0.08,0.0, 0.00 , 0.02 ,0.07,0.02, 0.58 , 0.00 ,0.02,0.002
255,이상동,20KP, 0.002 , 1 ,0.0,6.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.02, 3.18 , 0.00 ,0.02,0.002
256,조제영,20두P, 0.002 , 2 ,1.0,6.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.02, 3.18 , 0.00 ,0.02,0.002
257,장원준,20두P, 0.001 , 1 ,2.0,5.2, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.02, 3.18 , 0.00 ,0.02,0.001
258,문대원,20두P, 0.001 , 2 ,0.0,5.2, 1 , 1 ,0.0,0.0, 1.000 , 1.59 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.02, 3.18 , 0.00 ,0.02,0.001
259,이우찬,20LP, 0.001 , 1 ,1.0,4.2, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.18 , 0.00 ,0.01,0.001
,류원석,20LP, 0.001 , 2 ,1.0,4.2, 2 , 2 ,0.0,0.0, 1.000 , 3.86 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.18 , 0.00 ,0.01,0.001
261,성재헌,20LP, 0.001 , 1 ,0.0,4.1, 1 , 1 ,0.0,0.0, 1.000 , 2.08 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.18 , 0.00 ,0.01,0.001
262,이교훈,20두P, 0.001 , 1 ,0.0,4.1, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.18 , 0.00 ,0.01,0.001
263,문광은,20LP, 0.001 , 2 ,0.0,4.0, 1 , 1 ,0.0,0.0, 1.000 , 2.25 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.18 , 0.00 ,0.01,0.001
264,김지용,20LP, 0.001 , 1 ,0.0,3.2, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.18 , 0.00 ,0.01,0.001
265,박승주,20키P, 0.001 , 1 ,0.0,3.2, 1 , 1 ,0.0,0.0, 1.000 , 2.46 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.18 , 0.00 ,0.01,0.001
266,박신지,20두P, 0.001 , 1 ,0.0,3.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.18 , 0.00 ,0.01,0.001
267,최세창,20두P, 0.001 , 1 ,0.0,3.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.18 , 0.00 ,0.01,0.001
268,윤희상,20SP, 0.001 , 1 ,1.0,3.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.18 , 0.00 ,0.01,0.001
269,김성훈,20KP, 0.001 , 1 ,0.0,3.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.18 , 0.00 ,0.01,0.001
270,정대현,20키P, 0.001 , 1 ,1.0,2.2, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.18 , 0.00 ,0.01,0.001
271,문경찬,20KNP, 0.001 , 2 ,0.0,52.0, 2 , 0 ,2.0,0.0, 1.000 , 0.35 ,-0.0,0.0, -0.13 , 0.03 ,0.1,0.01, 0.15 , 0.00 ,0.01,0.001
272,김대유,20LP, 0.001 , 2 ,0.0,2.1, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.01, 3.18 , 0.00 ,0.01,0.001
,금민철,20KP, 0.001 , 1 ,0.0,2.1, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.01, 3.18 , 0.00 ,0.01,0.001
274,이선우,20KP, 0.001 , 1 ,0.0,2.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.01, 3.18 , 0.00 ,0.01,0.001
275,김찬호,20SP, 0.001 , 1 ,0.0,2.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.01, 3.18 , 0.00 ,0.01,0.001
,박주성,20키P, 0.001 , 1 ,0.0,2.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.01, 3.18 , 0.00 ,0.01,0.001
277,정태승,20롯P, 0.000 , 1 ,0.0,1.2, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.18 , 0.00 ,0.0,0.0
278,정용운,20LP, 0.000 , 1 ,0.0,1.2, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.18 , 0.00 ,0.0,0.0
279,김주온,20SP, 0.000 , 2 ,0.0,31.0, 2 , 1 ,1.0,0.0, 1.000 , 0.58 ,-0.08,0.0, 0.00 , 0.02 ,0.06,0.0, 0.17 , 0.00 ,0.0,0.0
280,유원상,20KP, 0.000 , 3 ,0.0,64.0, 9 , 4 ,5.0,0.0, 1.000 , 1.27 ,-0.04,0.0, -0.13 , 0.04 ,0.13,0.0, 0.07 , 0.00 ,0.0,0.0
281,황동재,20삼P, 0.000 , 1 ,0.0,1.1, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.18 , 0.00 ,0.0,0.0
282,백청훈,20LP, 0.000 , 1 ,0.0,1.1, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.18 , 0.00 ,0.0,0.0
283,차재용,20키P, 0.000 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.18 , 0.00 ,0.0,0.0
,김승범,20KP, 0.000 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.18 , 0.00 ,0.0,0.0
,안인산,20NP, 0.000 , 1 ,0.0,1.0, 1 , 1 ,0.0,0.0, 1.000 , 9.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.18 , 0.00 ,0.0,0.0
,김태경,20NP, 0.000 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.18 , 0.00 ,0.0,0.0
,한선태,20LP, 0.000 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.18 , 0.00 ,0.0,0.0
288,김민규,20두P, 0.000 , 2 ,4.0,53.1, 5 , 3 ,2.0,0.0, 1.000 , 0.84 ,0.13,0.0, -0.13 , -0.10 ,0.11,0.0, 0.05 , 0.00 ,0.0,0.0
289,윤강민,20SP, 0.000 , 1 ,0.0,0.2, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.18 , 0.00 ,0.0,0.0
290,이재익,20삼P, 0.000 , 1 ,0.0,0.2, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.18 , 0.00 ,0.0,0.0
291,오태곤,20KLF, 0.000 , 0 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,-0.0, 0.00 , 0.00 ,0.0,-0.0, -0.63 , 0.00 ,0.0,-0.0
292,박시원,20NCF, 0.000 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,-0.0, 0.00 , 0.00 ,0.0,-0.0, -0.63 , 0.00 ,0.0,-0.0
293,구승민,20롯P, 0.000 , 2 ,0.0,60.1, 4 , 2 ,2.0,0.0, 1.000 , 0.60 ,-0.16,0.0, 0.00 , 0.04 ,0.12,0.0, 0.02 , 0.00 ,0.0,0.0
294,차명진,20KP, 0.000 , 1 ,0.0,0.1, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.18 , 0.00 ,0.0,0.0
,배창현,20두P, 0.000 , 1 ,0.0,0.1, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.18 , 0.00 ,0.0,0.0
,박관진,20키P, 0.000 , 1 ,0.0,0.1, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.18 , 0.00 ,0.0,0.0
,박세진,20KP, 0.000 , 1 ,0.0,0.1, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.18 , 0.00 ,0.0,0.0
298,임형원,20NP, 0.000 , 1 ,0.0,0.0, 0 , 0 ,0.0,0.0,  ,  ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0,  , 0.00 ,0.0,0.0
,한승지,20KP, 0.000 , 1 ,0.0,0.0, 0 , 0 ,0.0,0.0,  ,  ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0,  , 0.00 ,0.0,0.0
300,임지열,20키RF, -0.000 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 0.29 , -0.01 ,-0.01,0.0
301,김태훈,20KLF, -0.001 , 1 ,0.0,2.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.44 , -0.01 ,-0.01,0.0
302,임현준,20삼P, -0.001 , 3 ,0.0,25.1, 9 , 6 ,2.0,1.0, .889 , 2.84 ,0.26,0.0, -0.13 , 0.02 ,-0.15,-0.01, -0.39 , 0.00 ,-0.01,-0.001
303,강윤구,20NP, -0.002 , 2 ,0.0,21.0, 4 , 0 ,4.0,0.0, 1.000 , 1.71 ,0.19,0.0, -0.13 , -0.12 ,0.04,-0.02, -1.23 , 0.00 ,-0.02,-0.002
304,장현식,20NKP, -0.002 , 2 ,3.0,41.0, 7 , 2 ,5.0,0.0, 1.000 , 1.54 ,-0.0,0.0, 0.00 , -0.11 ,0.08,-0.03, -0.73 , 0.00 ,-0.03,-0.002
305,김정후,20키P, -0.003 , 1 ,0.0,3.0, 1 , 0 ,1.0,0.0, 1.000 , 3.00 ,0.1,0.0, -0.13 , 0.00 ,0.01,-0.03, -10.68 , 0.00 ,-0.03,-0.003
306,김도현,20한P, -0.003 , 2 ,15.0,64.2, 11 , 5 ,5.0,1.0, .909 , 1.39 ,-0.0,0.0, 0.00 , 0.04 ,-0.07,-0.03, -0.52 , 0.00 ,-0.03,-0.003
307,김재현,20키C, -0.003 , 1 ,0.0,7.0, 3 , 2 ,1.0,0.0, 1.000 , 3.86 ,0.0,0.0, -0.06 , -0.04 ,0.01,-0.09, -15.58 , 0.06 ,-0.03,-0.009
308,이거연,20S1B, -0.003 , 2 ,0.0,4.0, 3 , 3 ,0.0,0.0, 1.000 , 6.75 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 1.92 , -0.04 ,-0.03,0.001
309,김명신,20두P, -0.004 , 1 ,0.0,15.1, 2 , 1 ,1.0,0.0, 1.000 , 1.17 ,-0.08,0.0, 0.00 , 0.01 ,0.03,-0.04, -2.91 , 0.00 ,-0.04,-0.004
310,서예일,20두2B, -0.004 , 1 ,5.0,96.2, 43 , 13 ,27.0,3.0, .930 , 3.72 ,0.01,0.0, 0.00 , 0.00 ,-0.33,-0.32, -3.97 , 0.28 ,-0.04,-0.03
311,임준섭,20한P, -0.005 , 2 ,1.0,8.2, 1 , 0 ,1.0,0.0, 1.000 , 1.04 ,0.06,0.0, 0.00 , -0.13 ,0.02,-0.05, -6.74 , 0.00 ,-0.05,-0.005
312,채지선,20두P, -0.005 , 3 ,0.0,33.0, 7 , 5 ,2.0,0.0, 1.000 , 1.91 ,0.12,0.0, -0.13 , -0.11 ,0.07,-0.05, -1.95 , 0.00 ,-0.05,-0.005
313,유영준,20N2B, -0.005 , 1 ,0.0,10.0, 3 , 1 ,2.0,0.0, 1.000 , 2.70 ,-0.1,0.0, 0.00 , 0.00 ,0.03,-0.07, -8.55 , 0.02 ,-0.05,-0.007
314,강현우,20KC, -0.005 , 2 ,6.0,81.1, 62 , 50 ,11.0,1.0, .984 , 6.75 ,-0.04,0.0, -0.02 , -0.65 ,-0.08,-0.79, -11.67 , 0.74 ,-0.05,-0.075
315,김현민,20한2B, -0.005 , 1 ,0.0,8.0, 7 , 3 ,3.0,1.0, .857 , 6.75 ,0.11,0.0, 0.00 , 0.00 ,-0.18,-0.07, -10.43 , 0.01 ,-0.06,-0.007
316,윤수강,20NC, -0.006 , 1 ,0.0,5.0, 3 , 3 ,0.0,0.0, 1.000 , 5.40 ,0.0,0.0, 0.00 , -0.11 ,0.01,-0.11, -25.29 , 0.05 ,-0.06,-0.01
317,신성현,20두1B, -0.006 , 1 ,0.0,9.0, 6 , 6 ,0.0,0.0, 1.000 , 6.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 1.92 , -0.08 ,-0.07,0.001
318,심창민,20삼P, -0.007 , 1 ,0.0,20.1, 1 , 0 ,1.0,0.0, 1.000 , 0.44 ,0.34,0.0, -0.13 , -0.32 ,0.04,-0.07, -4.28 , 0.00 ,-0.07,-0.007
319,김선기,20키P, -0.007 , 1 ,0.0,22.0, 1 , 1 ,0.0,0.0, 1.000 , 0.41 ,-0.0,0.0, -0.13 , 0.01 ,0.04,-0.07, -3.98 , 0.00 ,-0.07,-0.007
320,허윤동,20삼P, -0.007 , 2 ,11.0,45.0, 5 , 0 ,5.0,0.0, 1.000 , 1.00 ,-0.19,0.0, 0.00 , 0.03 ,0.09,-0.07, -1.98 , 0.00 ,-0.07,-0.007
321,박지규,20L2B, -0.007 , 1 ,0.0,4.0, 5 , 3 ,2.0,0.0, 1.000 , 11.25 ,-0.09,0.0, 0.00 , 0.00 ,0.01,-0.08, -24.49 , 0.01 ,-0.07,-0.008
322,최정원,20N2B, -0.008 , 2 ,6.0,100.0, 43 , 22 ,19.0,2.0, .954 , 3.69 ,0.02,0.03, 0.00 , 0.00 ,-0.2,-0.16, -1.86 , 0.07 ,-0.08,-0.015
323,스트레일리,20롯DH, -0.008 , 2 ,31.0,194.2, 30 , 13 ,14.0,3.0, .900 , 1.25 ,-0.0,0.0, 0.00 , 0.13 ,-0.21,-0.08, -0.51 , 0.00 ,-0.08,-0.008
324,정영일,20SP, -0.008 , 2 ,0.0,23.1, 2 , 0 ,2.0,0.0, 1.000 , 0.77 ,-0.01,0.0, -0.13 , 0.02 ,0.05,-0.08, -4.29 , 0.00 ,-0.08,-0.008
325,핀토,20SP, -0.008 , 2 ,30.0,162.0, 33 , 11 ,22.0,0.0, 1.000 , 1.83 ,-0.52,0.0, 0.00 , 0.11 ,0.32,-0.09, -0.63 , 0.00 ,-0.09,-0.008
326,박상원,20한P, -0.008 , 2 ,0.0,58.0, 13 , 5 ,7.0,1.0, .923 , 1.86 ,0.09,0.0, -0.13 , 0.04 ,-0.08,-0.09, -1.82 , 0.00 ,-0.09,-0.008
327,김재현,20SLF, -0.009 , 2 ,4.0,36.1, 10 , 10 ,0.0,0.0, 1.000 , 2.48 ,0.3,-0.23, 0.00 , 0.00 ,0.02,0.1, 3.30 , -0.19 ,-0.09,0.01
328,백승민,20삼1B, -0.010 , 1 ,3.0,23.0, 29 , 26 ,3.0,0.0, 1.000 , 11.35 ,0.07,0.0, 0.00 , 0.00 ,0.04,0.11, 5.53 , -0.21 ,-0.1,0.01
329,이승민,20두C, -0.010 , 1 ,0.0,2.0, 3 , 2 ,1.0,0.0, 1.000 , 13.50 ,0.0,0.0, 0.00 , -0.12 ,0.0,-0.12, -72.21 , 0.02 ,-0.1,-0.011
330,윤명준,20두P, -0.010 , 2 ,0.0,40.0, 5 , 0 ,5.0,0.0, 1.000 , 1.13 ,-0.21,0.0, 0.00 , 0.03 ,0.08,-0.1, -3.10 , 0.00 ,-0.1,-0.01
331,신용수,20롯RF, -0.010 , 1 ,2.0,17.1, 2 , 2 ,0.0,0.0, 1.000 , 1.04 ,-0.11,0.09, 0.00 , 0.00 ,0.01,-0.01, -0.84 , -0.09 ,-0.11,-0.001
332,안우진,20키P, -0.010 , 2 ,0.0,36.0, 4 , 2 ,1.0,1.0, .750 , 0.75 ,-0.0,0.0, 0.00 , 0.02 ,-0.13,-0.1, -3.47 , 0.00 ,-0.1,-0.01
333,김성윤,20삼LF, -0.010 , 1 ,1.0,19.1, 4 , 4 ,0.0,0.0, 1.000 , 1.86 ,0.15,-0.2, 0.00 , 0.00 ,0.01,-0.04, -2.37 , -0.07 ,-0.11,-0.004
334,류지혁,20두K3B, -0.010 , 0 ,8.0,61.0, 25 , 5 ,18.0,2.0, .920 , 3.39 ,-0.0,0.0, 0.00 , 0.00 ,-0.22,-0.22, -4.38 , 0.11 ,-0.11,-0.021
335,김대우,20삼P, -0.011 , 2 ,9.0,77.2, 13 , 2 ,9.0,2.0, .846 , 1.28 ,0.22,0.0, 0.00 , -0.08 ,-0.24,-0.11, -1.73 , 0.00 ,-0.11,-0.011
336,김건국,20롯P, -0.011 , 1 ,0.0,31.2, 7 , 5 ,1.0,1.0, .857 , 1.71 ,-0.0,0.0, 0.00 , 0.02 ,-0.14,-0.12, -4.38 , 0.00 ,-0.12,-0.011
337,이재학,20NP, -0.011 , 2 ,19.0,90.2, 14 , 5 ,8.0,1.0, .929 , 1.29 ,-0.16,0.0, 0.00 , 0.06 ,-0.02,-0.12, -1.59 , 0.00 ,-0.12,-0.011
338,송은범,20LP, -0.011 , 3 ,1.0,56.0, 7 , 2 ,5.0,0.0, 1.000 , 1.13 ,-0.14,0.0, -0.13 , 0.04 ,0.11,-0.12, -2.60 , 0.00 ,-0.12,-0.011
339,이택근,20키LF, -0.012 , 2 ,8.0,54.0, 10 , 10 ,0.0,0.0, 1.000 , 1.67 ,0.22,-0.08, 0.00 , 0.00 ,0.03,0.17, 3.67 , -0.29 ,-0.13,0.016
340,김태현,20NP, -0.012 , 1 ,0.0,1.1, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , -0.13 ,0.0,-0.13, -117.12 , 0.00 ,-0.13,-0.012
341,이동원,20두P, -0.012 , 1 ,0.0,0.0, 0 , 0 ,0.0,0.0,  ,  ,0.0,0.0, -0.13 , 0.00 ,0.0,-0.13,  , 0.00 ,-0.13,-0.012
342,김주한,20SP, -0.012 , 2 ,7.0,46.0, 8 , 0 ,8.0,0.0, 1.000 , 1.57 ,-0.12,0.0, 0.00 , -0.10 ,0.09,-0.13, -3.43 , 0.00 ,-0.13,-0.012
343,안현준,20KP, -0.013 , 1 ,0.0,0.1, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , -0.13 ,0.0,-0.13, -478.01 , 0.00 ,-0.13,-0.013
344,조용호,20KLF, -0.014 , 3 ,92.0,720.1, 158 , 151 ,6.0,1.0, .994 , 1.96 ,2.77,0.79, 0.00 , 0.00 ,0.21,3.77, 6.26 , -3.91 ,-0.14,0.355
345,박민,20K3B, -0.014 , 1 ,0.0,5.0, 4 , 0 ,3.0,1.0, .750 , 5.40 ,0.03,0.0, 0.00 , 0.00 ,-0.18,-0.16, -37.26 , 0.01 ,-0.15,-0.015
346,알테어,20NCF, -0.014 , 4 ,129.0,1094.2, 331 , 326 ,3.0,2.0, .994 , 2.71 ,-1.0,-1.3, 0.00 , 0.00 ,0.13,-2.17, -2.37 , 2.02 ,-0.15,-0.202
347,이건욱,20SP, -0.014 , 2 ,25.0,122.0, 9 , 2 ,7.0,0.0, 1.000 , 0.66 ,-0.48,0.0, 0.00 , 0.08 ,0.24,-0.15, -1.48 , 0.00 ,-0.15,-0.014
348,홍건희,20K두P, -0.014 , 2 ,0.0,68.2, 13 , 3 ,9.0,1.0, .923 , 1.57 ,-0.0,0.0, 0.00 , -0.09 ,-0.06,-0.15, -2.64 , 0.00 ,-0.15,-0.014
349,이원준,20SP, -0.015 , 3 ,0.0,19.1, 2 , 0 ,2.0,0.0, 1.000 , 0.93 ,0.19,0.0, -0.13 , -0.26 ,0.04,-0.15, -9.56 , 0.00 ,-0.15,-0.015
350,김윤수,20삼P, -0.015 , 2 ,0.0,58.0, 6 , 0 ,6.0,0.0, 1.000 , 0.93 ,-0.18,0.0, 0.00 , -0.10 ,0.12,-0.15, -3.20 , 0.00 ,-0.15,-0.015
351,조병욱,20KP, -0.015 , 1 ,4.0,28.1, 7 , 2 ,5.0,0.0, 1.000 , 2.22 ,-0.23,0.0, 0.00 , 0.02 ,0.06,-0.16, -6.55 , 0.00 ,-0.16,-0.015
352,권정웅,20삼C, -0.015 , 1 ,0.0,5.2, 4 , 4 ,0.0,0.0, 1.000 , 6.35 ,-0.18,0.0, 0.00 , -0.04 ,0.01,-0.21, -44.46 , 0.05 ,-0.16,-0.02
353,홍성민,20NP, -0.015 , 1 ,0.0,26.0, 6 , 3 ,3.0,0.0, 1.000 , 2.08 ,-0.23,0.0, 0.00 , 0.02 ,0.05,-0.16, -7.34 , 0.00 ,-0.16,-0.015
354,오동욱,20한P, -0.016 , 1 ,1.0,10.0, 2 , 1 ,0.0,1.0, .500 , 0.90 ,-0.0,0.0, 0.00 , 0.01 ,-0.18,-0.17, -20.76 , 0.00 ,-0.17,-0.016
355,채드벨,20한P, -0.016 , 2 ,16.0,77.0, 15 , 5 ,10.0,0.0, 1.000 , 1.75 ,-0.38,0.0, 0.00 , 0.05 ,0.15,-0.17, -2.71 , 0.00 ,-0.17,-0.016
356,박세웅,20롯P, -0.017 , 2 ,28.0,147.1, 28 , 6 ,20.0,2.0, .929 , 1.59 ,-0.17,0.0, 0.00 , 0.10 ,-0.11,-0.18, -1.43 , 0.00 ,-0.18,-0.017
357,신재웅,20SP, -0.017 , 2 ,0.0,19.1, 4 , 0 ,4.0,0.0, 1.000 , 1.86 ,0.16,0.0, -0.39 , 0.01 ,0.04,-0.18, -11.31 , 0.00 ,-0.18,-0.017
358,이태양,20한SP, -0.017 , 3 ,0.0,56.0, 6 , 2 ,4.0,0.0, 1.000 , 0.96 ,-0.0,0.0, -0.13 , -0.16 ,0.11,-0.18, -3.91 , 0.00 ,-0.18,-0.017
359,이승헌,20롯P, -0.017 , 2 ,8.0,36.2, 8 , 0 ,7.0,1.0, .875 , 1.72 ,-0.08,0.0, 0.00 , 0.02 ,-0.13,-0.18, -5.98 , 0.00 ,-0.18,-0.017
360,손정욱,20NP, -0.017 , 1 ,0.0,12.0, 3 , 0 ,2.0,1.0, .667 , 1.50 ,-0.02,0.0, 0.00 , 0.01 ,-0.18,-0.18, -18.35 , 0.00 ,-0.18,-0.017
361,유희관,20두P, -0.018 , 3 ,27.0,136.1, 21 , 4 ,15.0,2.0, .905 , 1.25 ,-0.15,0.0, 0.00 , 0.09 ,-0.13,-0.19, -1.64 , 0.00 ,-0.19,-0.018
362,장시환,20한P, -0.018 , 2 ,26.0,132.2, 25 , 5 ,19.0,1.0, .960 , 1.63 ,-0.34,0.0, 0.00 , 0.09 ,0.07,-0.19, -1.69 , 0.00 ,-0.19,-0.018
363,김주형,20키3B, -0.018 , 3 ,9.0,116.0, 45 , 13 ,29.0,3.0, .933 , 3.26 ,-0.21,0.0, 0.00 , 0.00 ,-0.27,-0.47, -4.89 , 0.28 ,-0.19,-0.045
364,이찬혁,20LP, -0.018 , 1 ,0.0,3.1, 1 , 0 ,0.0,1.0, .000 , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,-0.19,-0.19, -68.64 , 0.00 ,-0.19,-0.018
365,박지훈,20두1B, -0.019 , 1 ,0.0,8.0, 9 , 8 ,1.0,0.0, 1.000 , 10.13 ,-0.18,0.0, 0.00 , 0.00 ,0.02,-0.16, -24.64 , -0.04 ,-0.2,-0.015
366,배재환,20NP, -0.020 , 3 ,0.0,43.0, 8 , 4 ,4.0,0.0, 1.000 , 1.67 ,0.08,0.0, -0.13 , -0.24 ,0.09,-0.21, -5.79 , 0.00 ,-0.21,-0.02
367,하재훈,20SP, -0.020 , 2 ,0.0,13.0, 4 , 1 ,3.0,0.0, 1.000 , 2.77 ,0.02,0.0, -0.26 , 0.01 ,0.03,-0.21, -19.33 , 0.00 ,-0.21,-0.02
368,샘슨,20롯P, -0.020 , 2 ,25.0,130.0, 38 , 4 ,29.0,5.0, .868 , 2.29 ,0.44,0.0, 0.00 , 0.09 ,-0.74,-0.21, -1.94 , 0.00 ,-0.21,-0.02
369,고장혁,20K3B, -0.021 , 1 ,3.0,30.0, 14 , 4 ,10.0,0.0, 1.000 , 4.20 ,-0.37,0.0, 0.00 , 0.00 ,0.09,-0.28, -11.11 , 0.05 ,-0.22,-0.027
370,박준표,20KP, -0.021 , 3 ,0.0,51.2, 11 , 6 ,4.0,1.0, .909 , 1.74 ,-0.16,0.0, 0.00 , 0.03 ,-0.1,-0.23, -5.27 , 0.00 ,-0.23,-0.021
371,박준혁,20KRF, -0.023 , 1 ,0.0,12.0, 3 , 3 ,0.0,0.0, 1.000 , 2.25 ,0.05,-0.24, 0.00 , 0.00 ,0.01,-0.18, -18.16 , -0.07 ,-0.25,-0.017
372,이도윤,20한2B, -0.024 , 1 ,6.0,66.0, 25 , 8 ,17.0,0.0, 1.000 , 3.41 ,-0.64,0.0, 0.00 , 0.00 ,0.17,-0.47, -8.50 , 0.22 ,-0.25,-0.044
373,박명현,20롯P, -0.024 , 1 ,0.0,0.2, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, -0.26 , 0.00 ,0.0,-0.26, -469.54 , 0.00 ,-0.26,-0.024
374,정주후,20K2B, -0.025 , 1 ,0.0,7.0, 3 , 2 ,0.0,1.0, .667 , 2.57 ,-0.09,0.0, 0.00 , 0.00 ,-0.18,-0.28, -47.03 , 0.01 ,-0.26,-0.026
375,전민수,20LRF, -0.025 , 1 ,1.0,8.0, 2 , 1 ,0.0,1.0, .500 , 1.13 ,-0.09,0.06, 0.00 , 0.00 ,-0.2,-0.22, -32.66 , -0.04 ,-0.26,-0.021
376,장민재,20한P, -0.025 , 2 ,10.0,57.1, 13 , 4 ,6.0,3.0, .769 , 1.57 ,0.45,0.0, -0.13 , -0.10 ,-0.49,-0.27, -5.58 , 0.00 ,-0.27,-0.025
377,양현종,20KP, -0.025 , 2 ,31.0,172.1, 23 , 2 ,19.0,2.0, .913 , 1.10 ,-0.33,0.0, 0.00 , 0.11 ,-0.06,-0.27, -1.86 , 0.00 ,-0.27,-0.025
