순위,이름,팀,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
,김민수,20KP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,진명호,20롯P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,손정욱,20NP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,홍정우,20삼P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,장지훈,20삼P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,정우영,20LP, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,양지율,20키P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,조성운,20키P, 0.00 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,양창섭,20삼P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김주온,20SP, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김강률,20두P, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,안우진,20키P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이보근,20KP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,함덕주,20두P, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,강동연,20NP, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김대우,20삼P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,오현택,20롯P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이찬혁,20LP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,조이현,20SP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이영하,20두P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김대우,20롯P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김태훈,20SP, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김동혁,20키P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,구승민,20롯P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,백청훈,20LP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이형범,20두P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,최동환,20LP, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,고효준,20롯P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,하재훈,20SP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,윤명준,20두P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,류희운,20KP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,홍건희,20두P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이상화,20KP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이창재,20KP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
248,김현준,20K, -0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , -0.00 , 0.02 
249,한석현,20LRF, -0.00 , 9 , 3 , 2 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .333 , .000 , .333 , .244 , 37.1 , -0.00 , -0.00 
250,박지규,20L2B, -0.00 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , -0.00 , 0.00 
251,박정음,20키CF, -0.00 , 86 , 47 , 43 , 20 , 8 , 0 , 1 , 0 , 10 , 2 , 9 , 1 , 2 , 2 , 0 , 14 , 0 , 0 , 0 , .186 , .255 , .233 , .488 , .238 , 28.9 , -0.00 , -0.14 
252,백동훈,20두RF, -0.00 , 27 , 19 , 16 , 5 , 3 , 1 , 0 , 0 , 4 , 0 , 0 , 0 , 1 , 2 , 0 , 4 , 0 , 0 , 0 , .188 , .316 , .250 , .566 , .286 , 64.3 , -0.00 , -0.41 
253,이성우,20LC, -0.00 , 72 , 88 , 77 , 7 , 18 , 1 , 0 , 3 , 28 , 11 , 0 , 0 , 6 , 0 , 0 , 14 , 3 , 5 , 0 , .234 , .289 , .364 , .653 , .282 , 64.4 , -0.00 , -0.28 
254,이승민,20두C, -0.01 , 3 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 ,  , -0.01 , -0.00 
255,박재욱,20LC, -0.01 , 15 , 17 , 15 , 0 , 4 , 0 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 1 , 0 , 4 , 2 , 1 , 0 , .267 , .313 , .267 , .579 , .266 , 49.2 , -0.01 , -0.22 
256,전민수,20LRF, -0.01 , 4 , 6 , 5 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , .200 , .333 , .200 , .533 , .279 , 57.8 , -0.01 , -0.11 
257,박지훈,20두, -0.01 , 9 , 2 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 ,  , -0.01 , -0.00 
258,윤수강,20NC, -0.01 , 4 , 4 , 4 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .250 , .250 , .250 , .500 , .235 , 29.8 , -0.01 , 0.00 
259,조수행,20두RF, -0.02 , 44 , 40 , 38 , 12 , 10 , 0 , 0 , 0 , 10 , 4 , 3 , 2 , 2 , 0 , 0 , 6 , 0 , 0 , 0 , .263 , .300 , .263 , .563 , .272 , 52.5 , -0.02 , 0.14 
260,정주후,20K2B, -0.02 , 10 , 2 , 1 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , .000 , .500 , .000 , .500 , .367 , 116.6 , -0.02 , -0.07 
261,류효승,20SDH, -0.02 , 8 , 9 , 8 , 2 , 1 , 0 , 0 , 1 , 4 , 2 , 0 , 0 , 1 , 0 , 0 , 4 , 0 , 0 , 0 , .125 , .222 , .500 , .722 , .300 , 62.8 , -0.02 , -0.05 
262,문찬종,20키SS, -0.02 , 5 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.02 , 0.00 
263,박시원,20N, -0.02 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.02 , -0.00 
264,라이블리,20삼, -0.02 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.02 , -0.00 
265,지석훈,20N3B, -0.03 , 87 , 142 , 121 , 22 , 25 , 8 , 0 , 1 , 36 , 12 , 1 , 0 , 15 , 2 , 0 , 33 , 4 , 2 , 2 , .207 , .300 , .298 , .598 , .281 , 57.8 , -0.03 , -0.86 
266,김강현,20롯C, -0.03 , 5 , 4 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , .000 , .250 , .000 , .250 , .183 , -5.1 , -0.03 , -0.00 
267,도태훈,20N3B, -0.04 , 11 , 13 , 11 , 0 , 2 , 0 , 0 , 0 , 2 , 1 , 0 , 0 , 2 , 0 , 0 , 3 , 0 , 0 , 0 , .182 , .308 , .182 , .490 , .258 , 43.5 , -0.04 , -0.18 
268,문상인,20KC, -0.04 , 3 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.04 , -0.03 
269,최정민,20K2B, -0.04 , 24 , 10 , 8 , 12 , 1 , 0 , 0 , 0 , 1 , 2 , 1 , 0 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , .125 , .300 , .125 , .425 , .241 , 31.3 , -0.04 , -0.12 
270,김재현,20삼SS, -0.05 , 35 , 18 , 14 , 4 , 2 , 0 , 0 , 0 , 2 , 4 , 0 , 0 , 3 , 0 , 0 , 3 , 1 , 1 , 0 , .143 , .294 , .143 , .437 , .227 , 23.3 , -0.05 , -0.01 
271,박준혁,20KRF, -0.05 , 12 , 2 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.05 , -0.00 
272,김용의,20L1B, -0.05 , 101 , 75 , 70 , 28 , 19 , 1 , 1 , 1 , 25 , 12 , 7 , 3 , 3 , 0 , 0 , 15 , 2 , 1 , 1 , .271 , .297 , .357 , .654 , .295 , 69.6 , -0.05 , 0.06 
273,이호연,20롯1B, -0.06 , 1 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.06 , -0.00 
274,이거연,20SDH, -0.06 , 8 , 10 , 8 , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 2 , 0 , 0 , 6 , 0 , 0 , 0 , .125 , .300 , .125 , .425 , .241 , 31.3 , -0.06 , 0.02 
275,화이트,20SDH, -0.06 , 9 , 30 , 22 , 3 , 3 , 1 , 0 , 1 , 7 , 4 , 0 , 0 , 6 , 2 , 0 , 1 , 0 , 0 , 0 , .136 , .367 , .318 , .685 , .337 , 92.6 , -0.06 , 0.02 
276,양성우,20한LF, -0.07 , 5 , 9 , 9 , 1 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , .222 , .222 , .222 , .444 , .209 , 14.1 , -0.07 , -0.06 
277,김재현,20키C, -0.07 , 4 , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.07 , -0.01 
278,권민석,20두3B, -0.07 , 55 , 57 , 50 , 6 , 13 , 2 , 0 , 0 , 15 , 7 , 1 , 0 , 3 , 0 , 0 , 15 , 0 , 2 , 2 , .260 , .291 , .300 , .591 , .266 , 49.2 , -0.07 , -0.45 
279,유영준,20N2B, -0.07 , 4 , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.07 , -0.07 
280,조한민,20한SS, -0.07 , 25 , 52 , 50 , 7 , 11 , 4 , 0 , 0 , 15 , 2 , 0 , 0 , 0 , 2 , 0 , 22 , 0 , 0 , 0 , .220 , .250 , .300 , .550 , .255 , 43.5 , -0.07 , -0.25 
281,이도윤,20한SS, -0.08 , 14 , 25 , 24 , 3 , 5 , 1 , 0 , 0 , 6 , 1 , 0 , 0 , 1 , 0 , 0 , 6 , 0 , 0 , 0 , .208 , .240 , .250 , .490 , .232 , 27.7 , -0.08 , -0.20 
282,고장혁,20K3B, -0.08 , 7 , 13 , 13 , 0 , 3 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , .231 , .231 , .231 , .462 , .217 , 14.5 , -0.08 , -0.22 
283,김태훈,20KDH, -0.08 , 2 , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.08 , -0.00 
284,김도환,20삼C, -0.08 , 34 , 49 , 41 , 2 , 9 , 2 , 0 , 0 , 11 , 9 , 0 , 0 , 5 , 0 , 0 , 16 , 0 , 1 , 2 , .220 , .292 , .268 , .560 , .262 , 46.9 , -0.08 , -0.32 
285,최진행,20한DH, -0.08 , 84 , 240 , 214 , 23 , 50 , 5 , 0 , 8 , 79 , 30 , 0 , 0 , 18 , 5 , 0 , 59 , 11 , 0 , 3 , .234 , .304 , .369 , .673 , .309 , 78.1 , -0.08 , -0.59 
286,백승현,20L3B, -0.09 , 27 , 39 , 28 , 5 , 7 , 1 , 0 , 0 , 8 , 2 , 0 , 0 , 4 , 1 , 0 , 8 , 0 , 6 , 0 , .250 , .364 , .286 , .649 , .273 , 54.4 , -0.09 , -0.17 
287,심우준,20KSS, -0.09 , 144 , 535 , 476 , 58 , 112 , 16 , 3 , 3 , 143 , 51 , 35 , 11 , 37 , 2 , 0 , 98 , 7 , 16 , 4 , .235 , .291 , .300 , .591 , .271 , 50.2 , -0.09 , -2.65 
288,황윤호,20K3B, -0.09 , 25 , 73 , 70 , 5 , 17 , 3 , 0 , 0 , 20 , 5 , 2 , 0 , 3 , 0 , 0 , 10 , 3 , 0 , 0 , .243 , .274 , .286 , .560 , .264 , 46.3 , -0.09 , -1.18 
289,이원재,20N1B, -0.09 , 73 , 146 , 132 , 15 , 34 , 5 , 2 , 4 , 55 , 17 , 1 , 0 , 11 , 0 , 1 , 26 , 3 , 2 , 1 , .258 , .313 , .417 , .729 , .321 , 82.5 , -0.09 , -0.45 
290,오준혁,20SLF, -0.09 , 70 , 161 , 148 , 19 , 40 , 7 , 0 , 3 , 56 , 18 , 0 , 3 , 11 , 1 , 1 , 34 , 1 , 0 , 1 , .270 , .323 , .378 , .701 , .320 , 83.7 , -0.09 , 0.08 
291,김준완,20NRF, -0.10 , 45 , 75 , 65 , 8 , 14 , 1 , 0 , 1 , 18 , 5 , 0 , 0 , 10 , 0 , 0 , 9 , 3 , 0 , 0 , .215 , .320 , .277 , .597 , .292 , 65.2 , -0.10 , -0.29 
292,이정훈,20KC, -0.10 , 3 , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.10 , -0.06 
293,박상언,20한C, -0.10 , 38 , 47 , 46 , 4 , 10 , 3 , 0 , 0 , 13 , 2 , 0 , 0 , 0 , 1 , 0 , 16 , 1 , 0 , 0 , .217 , .234 , .283 , .517 , .239 , 32.6 , -0.10 , -0.28 
294,정근우,20L2B, -0.10 , 72 , 177 , 154 , 23 , 37 , 4 , 0 , 1 , 44 , 14 , 7 , 2 , 17 , 2 , 1 , 23 , 4 , 3 , 1 , .240 , .322 , .286 , .608 , .287 , 64.4 , -0.10 , 0.10 
295,김성표,20삼CF, -0.10 , 15 , 8 , 8 , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .125 , .125 , .125 , .250 , .118 , -48.0 , -0.10 , 0.03 
296,오명진,20두, -0.10 , 5 , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.10 , -0.26 
297,김회성,20한1B, -0.10 , 15 , 25 , 18 , 1 , 3 , 1 , 0 , 0 , 4 , 1 , 0 , 0 , 3 , 1 , 0 , 6 , 2 , 2 , 1 , .167 , .304 , .222 , .527 , .245 , 35.9 , -0.10 , -0.22 
298,정기훈,20한3B, -0.12 , 29 , 36 , 31 , 9 , 5 , 2 , 0 , 0 , 7 , 2 , 0 , 1 , 3 , 2 , 0 , 15 , 0 , 0 , 0 , .161 , .278 , .226 , .504 , .254 , 41.7 , -0.12 , -0.34 
299,김민수,20삼C, -0.12 , 17 , 26 , 23 , 3 , 4 , 0 , 0 , 0 , 4 , 1 , 0 , 0 , 2 , 0 , 0 , 6 , 0 , 1 , 0 , .174 , .240 , .174 , .414 , .201 , 7.0 , -0.12 , -0.23 
300,김수환,20키1B, -0.13 , 9 , 12 , 11 , 1 , 2 , 1 , 0 , 0 , 3 , 2 , 0 , 0 , 1 , 0 , 0 , 5 , 1 , 0 , 0 , .182 , .250 , .273 , .523 , .247 , 37.2 , -0.13 , -0.45 
301,백승민,20삼1B, -0.13 , 7 , 12 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 2 , 0 , 2 , 0 , 0 , 0 , .000 , .250 , .000 , .250 , .188 , -4.1 , -0.13 , 0.02 
302,오선진,20한SS, -0.13 , 93 , 222 , 197 , 17 , 46 , 4 , 0 , 2 , 56 , 17 , 0 , 1 , 16 , 3 , 0 , 39 , 10 , 6 , 0 , .234 , .301 , .284 , .585 , .274 , 55.6 , -0.13 , -1.03 
303,김성욱,20NRF, -0.14 , 104 , 225 , 195 , 32 , 43 , 4 , 1 , 8 , 73 , 26 , 12 , 5 , 17 , 4 , 0 , 40 , 0 , 7 , 2 , .221 , .294 , .374 , .668 , .295 , 65.5 , -0.14 , -0.13 
304,주효상,20키C, -0.14 , 63 , 101 , 84 , 6 , 16 , 4 , 0 , 0 , 20 , 7 , 0 , 0 , 13 , 0 , 0 , 26 , 0 , 3 , 1 , .190 , .296 , .238 , .534 , .257 , 43.7 , -0.14 , 0.07 
305,국해성,20두RF, -0.14 , 46 , 94 , 86 , 10 , 20 , 1 , 0 , 3 , 30 , 17 , 1 , 1 , 6 , 1 , 2 , 21 , 2 , 0 , 1 , .233 , .287 , .349 , .636 , .282 , 64.4 , -0.14 , -0.04 
306,박찬도,20삼LF, -0.15 , 51 , 116 , 96 , 20 , 21 , 5 , 0 , 1 , 29 , 8 , 5 , 1 , 15 , 1 , 1 , 22 , 2 , 2 , 2 , .219 , .325 , .302 , .627 , .292 , 65.2 , -0.15 , -0.62 
307,김민준,20SLF, -0.15 , 12 , 5 , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.15 , 0.12 
308,최재원,20LCF, -0.15 , 6 , 6 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 1 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.15 , -0.07 
309,박주홍,20키DH, -0.16 , 13 , 25 , 24 , 0 , 6 , 2 , 0 , 0 , 8 , 1 , 0 , 1 , 1 , 0 , 0 , 10 , 0 , 0 , 0 , .250 , .280 , .333 , .613 , .283 , 60.9 , -0.16 , -0.15 
310,김민혁,20KLF, -0.16 , 108 , 249 , 222 , 35 , 53 , 5 , 2 , 5 , 77 , 25 , 8 , 4 , 22 , 2 , 0 , 42 , 4 , 2 , 1 , .239 , .312 , .347 , .659 , .304 , 73.1 , -0.16 , 0.86 
311,장운호,20한RF, -0.16 , 24 , 29 , 27 , 5 , 4 , 1 , 0 , 1 , 8 , 4 , 0 , 0 , 2 , 0 , 0 , 9 , 0 , 0 , 0 , .148 , .207 , .296 , .503 , .228 , 24.0 , -0.16 , 0.06 
312,김지수,20한LF, -0.17 , 14 , 26 , 25 , 2 , 4 , 0 , 0 , 1 , 7 , 4 , 0 , 0 , 1 , 0 , 0 , 7 , 0 , 0 , 0 , .160 , .192 , .280 , .472 , .213 , 14.6 , -0.17 , -0.15 
313,박한결,20한SS, -0.17 , 13 , 24 , 20 , 5 , 3 , 0 , 0 , 0 , 3 , 1 , 0 , 0 , 2 , 0 , 0 , 8 , 2 , 2 , 0 , .150 , .227 , .150 , .377 , .179 , -7.3 , -0.17 , -0.44 
314,이홍구,20SKC, -0.17 , 49 , 96 , 84 , 5 , 16 , 2 , 0 , 3 , 27 , 8 , 0 , 0 , 6 , 3 , 0 , 26 , 3 , 2 , 1 , .190 , .266 , .321 , .587 , .266 , 47.1 , -0.17 , -0.55 
315,김병희,20K3B, -0.18 , 29 , 22 , 21 , 4 , 3 , 0 , 0 , 1 , 6 , 2 , 0 , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 1 , .143 , .136 , .286 , .422 , .175 , -10.9 , -0.18 , -0.19 
316,최준우,20S2B, -0.18 , 66 , 207 , 182 , 23 , 43 , 4 , 0 , 3 , 56 , 14 , 1 , 1 , 19 , 0 , 0 , 28 , 3 , 5 , 1 , .236 , .307 , .308 , .615 , .285 , 60.3 , -0.18 , -0.59 
317,박준영,20NSS, -0.18 , 32 , 51 , 46 , 4 , 7 , 4 , 0 , 0 , 11 , 3 , 1 , 0 , 2 , 3 , 0 , 17 , 2 , 0 , 0 , .152 , .235 , .239 , .474 , .230 , 24.6 , -0.18 , -0.25 
318,송광민,20한3B, -0.19 , 94 , 298 , 277 , 31 , 65 , 12 , 0 , 9 , 104 , 43 , 0 , 0 , 14 , 3 , 1 , 69 , 17 , 1 , 3 , .235 , .276 , .375 , .652 , .291 , 66.5 , -0.19 , -1.29 
319,김재현,20SLF, -0.19 , 8 , 14 , 14 , 3 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , .143 , .143 , .143 , .286 , .135 , -37.6 , -0.19 , -0.06 
320,송우현,20키RF, -0.20 , 14 , 15 , 12 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 1 , 0 , 4 , 0 , 0 , 0 , .000 , .200 , .000 , .200 , .149 , -28.5 , -0.20 , -0.16 
321,문선재,20KRF, -0.20 , 15 , 6 , 6 , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .167 , .167 , .167 , .333 , .157 , -24.3 , -0.20 , -0.06 
