순위,이름,팀,WAR,타격,도루,주루,수비,Rep.Wins,Pos.Wins,WAA_투수_선발,WAA_투수_구원,Rep.wins_선발,Rep.wins_구원,WAR_투수_선발,WAR_투수_구원
,윤강민,20SP,-0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,0.00,0.01,0.00,-0.16
,김강률,20두P,-0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.53,0.00,0.37,0.00,-0.16
,윤성환,20삼P,-0.16,0.00,0.00,0.00,0.00,0.00,0.00,-0.41,0.00,0.25,0.00,-0.16,0.00
,류희운,20KP,-0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.27,0.00,0.11,0.00,-0.16
,배성근,20롯SS,-0.16,-0.21,-0.05,-0.00,0.06,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김성표,20삼CF,-0.16,-0.15,0.02,-0.00,-0.06,0.03,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
437,신정락,20한P,-0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,0.00,0.16,0.00,-0.17
,차명진,20KP,-0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,0.00,0.00,0.00,-0.17
,양승철,20KP,-0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.56,0.05,0.33,0.06,-0.23
,김민혁,20KLF,-0.17,-0.84,-0.03,-0.09,-0.02,1.04,-0.23,0.00,0.00,0.00,0.00,0.00,0.00
,김도현,20한P,-0.17,0.00,0.00,0.00,0.00,0.00,0.00,-1.11,0.07,0.80,0.06,-0.31,0.13
442,오원석,20SP,-0.18,0.00,0.00,0.00,0.00,0.00,0.00,-0.23,-0.09,0.03,0.10,-0.20,0.01
,김기탁,20한P,-0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.27,0.00,0.09,0.00,-0.18
,문선재,20KRF,-0.18,-0.09,-0.00,-0.13,0.02,0.03,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김재현,20SLF,-0.18,-0.24,-0.00,0.01,0.01,0.06,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,김재현,20삼SS,-0.18,-0.17,-0.00,0.03,-0.13,0.08,0.02,0.00,0.00,0.00,0.00,0.00,0.00
447,서호철,20N3B,-0.19,-0.25,0.00,0.00,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,장민재,20한P,-0.19,0.00,0.00,0.00,0.00,0.00,0.00,-1.27,0.32,0.57,0.19,-0.70,0.51
,김찬호,20SP,-0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.03,0.00,-0.19
,조영건,20키P,-0.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.93,0.15,0.44,0.16,-0.49,0.30
,박주홍,20키DH,-0.19,-0.12,-0.04,-0.05,-0.03,0.10,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
,이택근,20키LF,-0.19,-0.39,-0.00,0.03,0.02,0.27,-0.11,0.00,0.00,0.00,0.00,0.00,0.00
,김경호,20SLF,-0.19,-0.45,-0.16,0.04,0.02,0.46,-0.10,0.00,0.00,0.00,0.00,0.00,0.00
,김문호,20한1B,-0.19,-0.13,-0.00,0.03,-0.23,0.22,-0.07,0.00,0.00,0.00,0.00,0.00,0.00
455,이상규,20LP,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.62,0.00,0.41,0.00,-0.20
456,최영환,20롯P,-0.21,0.00,0.00,0.00,0.00,0.00,0.00,-0.29,-0.05,0.04,0.09,-0.25,0.04
,김응민,20삼C,-0.21,-0.69,-0.00,-0.07,0.01,0.35,0.18,0.00,0.00,0.00,0.00,0.00,0.00
,장진혁,20한RF,-0.21,-0.30,-0.01,-0.04,-0.00,0.15,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,문대원,20두P,-0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.29,0.00,0.08,0.00,-0.21
,김민준,20SLF,-0.21,-0.14,-0.02,0.01,-0.06,0.02,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,윤호솔,20한P,-0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.29,0.00,0.08,0.00,-0.21
,조제영,20두P,-0.21,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,0.03,0.04,0.04,-0.29,0.07
,정진기,20SRF,-0.21,-0.86,0.09,0.08,0.01,0.58,-0.11,0.00,0.00,0.00,0.00,0.00,0.00
,김단우,20LP,-0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.64,0.00,0.43,0.00,-0.21
,김대유,20LP,-0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,0.00,0.03,0.00,-0.21
466,홍종표,20K2B,-0.22,-0.63,-0.09,-0.02,0.12,0.37,0.03,0.00,0.00,0.00,0.00,0.00,0.00
467,김재열,20KP,-0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.46,0.00,0.23,0.00,-0.23
,고종욱,20SLF,-0.23,-0.60,-0.11,0.02,-0.25,1.20,-0.49,0.00,0.00,0.00,0.00,0.00,0.00
469,채현우,20SLF,-0.24,-0.36,0.06,0.01,-0.03,0.10,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,김진호,20NP,-0.24,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,0.00,0.14,0.00,-0.24,0.00
471,김지수,20한LF,-0.25,-0.28,-0.00,0.02,-0.08,0.11,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,이대은,20KP,-0.25,0.00,0.00,0.00,0.00,0.00,0.00,-0.13,-0.50,0.13,0.26,-0.00,-0.24
,신재웅,20SP,-0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.51,0.00,0.26,0.00,-0.25
,정영일,20SP,-0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.56,0.00,0.31,0.00,-0.25
475,정기훈,20한3B,-0.26,-0.26,-0.04,0.03,-0.14,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김동한,20롯3B,-0.26,-0.48,0.01,-0.10,-0.02,0.30,0.02,0.00,0.00,0.00,0.00,0.00,0.00
,조병욱,20KP,-0.26,0.00,0.00,0.00,0.00,0.00,0.00,-0.36,-0.28,0.24,0.14,-0.13,-0.13
,김정인,20키P,-0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.27,0.00,0.01,0.00,-0.26
479,여건욱,20LP,-0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.64,0.00,0.37,0.00,-0.27
,추재현,20롯CF,-0.27,-0.32,-0.00,-0.01,-0.06,0.12,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
481,김윤식,20LP,-0.28,0.00,0.00,0.00,0.00,0.00,0.00,-0.98,-0.20,0.70,0.20,-0.28,-0.00
,핀토,20SP,-0.28,0.00,0.00,0.00,0.00,0.00,0.00,-2.44,0.00,2.16,0.00,-0.28,0.00
483,유장혁,20한LF,-0.29,-0.49,-0.04,-0.05,0.15,0.19,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
,홍현빈,20KLF,-0.29,-0.43,-0.04,0.03,0.07,0.10,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
485,신재영,20키P,-0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.37,0.00,0.07,0.00,-0.30
,양우현,20삼2B,-0.30,-0.40,-0.00,-0.01,-0.01,0.10,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,최진행,20한DH,-0.30,-0.66,-0.00,0.08,-0.22,1.00,-0.50,0.00,0.00,0.00,0.00,0.00,0.00
488,정주현,20L2B,-0.31,-1.35,-0.16,-0.15,-0.34,1.55,0.15,0.00,0.00,0.00,0.00,0.00,0.00
489,킹엄,20SP,-0.32,0.00,0.00,0.00,0.00,0.00,0.00,-0.47,0.00,0.14,0.00,-0.32,0.00
,권오준,20삼P,-0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,0.00,0.21,0.00,-0.32
,박정음,20키CF,-0.32,-0.41,0.13,0.09,-0.32,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
492,송우현,20키RF,-0.33,-0.24,-0.00,0.00,-0.13,0.06,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,박찬도,20삼LF,-0.33,-0.51,0.05,-0.05,-0.19,0.48,-0.12,0.00,0.00,0.00,0.00,0.00,0.00
,조한민,20한SS,-0.33,-0.37,-0.00,0.02,-0.26,0.22,0.06,0.00,0.00,0.00,0.00,0.00,0.00
,박준영,20NSS,-0.33,-0.48,0.02,0.02,-0.15,0.21,0.05,0.00,0.00,0.00,0.00,0.00,0.00
,안권수,20두RF,-0.33,-0.27,-0.01,-0.17,-0.01,0.17,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
497,이홍구,20SC,-0.34,-0.64,-0.00,-0.13,-0.17,0.40,0.20,0.00,0.00,0.00,0.00,0.00,0.00
,박시영,20롯P,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.75,0.00,0.40,0.00,-0.34
499,황동재,20삼P,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.37,0.00,0.02,0.00,-0.35
500,권혁,20두P,-0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.46,0.00,0.10,0.00,-0.36
501,남태혁,20SDH,-0.37,-0.57,-0.00,0.04,-0.01,0.30,-0.13,0.00,0.00,0.00,0.00,0.00,0.00
502,장원준,20두P,-0.38,0.00,0.00,0.00,0.00,0.00,0.00,-0.46,0.00,0.08,0.00,-0.38,0.00
,이우성,20KLF,-0.38,-0.46,0.02,-0.02,-0.16,0.28,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
504,이형범,20두P,-0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.73,0.00,0.34,0.00,-0.39
,천성호,20K2B,-0.39,-0.54,-0.03,-0.02,-0.15,0.32,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김태균,20한1B,-0.39,-1.14,-0.00,0.04,0.14,1.06,-0.49,0.00,0.00,0.00,0.00,0.00,0.00
507,김영환,20K2B,-0.40,-0.46,-0.03,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
508,이재원,20LRF,-0.41,-0.43,-0.00,-0.01,-0.04,0.09,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,노태형,20한2B,-0.41,-0.69,-0.04,0.02,-0.14,0.47,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,장운호,20한RF,-0.41,-0.27,-0.00,0.01,-0.25,0.12,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
511,장원삼,20롯P,-0.42,0.00,0.00,0.00,0.00,0.00,0.00,-0.75,-0.13,0.26,0.20,-0.49,0.07
512,이재익,20삼P,-0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.44,0.00,0.01,0.00,-0.43
,김민,20KP,-0.43,0.00,0.00,0.00,0.00,0.00,0.00,-1.25,0.26,0.32,0.24,-0.93,0.50
,이현석,20SC,-0.43,-1.12,0.02,0.03,-0.06,0.45,0.24,0.00,0.00,0.00,0.00,0.00,0.00
,최정용,20K2B,-0.43,-0.59,-0.00,-0.02,-0.09,0.25,0.02,0.00,0.00,0.00,0.00,0.00,0.00
516,임종찬,20한RF,-0.44,-0.58,-0.04,-0.06,-0.11,0.50,-0.14,0.00,0.00,0.00,0.00,0.00,0.00
,김태훈,20SP,-0.44,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,-1.18,0.57,0.25,0.48,-0.93
518,박한결,20한SS,-0.47,-0.32,-0.00,0.02,-0.30,0.10,0.03,0.00,0.00,0.00,0.00,0.00,0.00
519,권민석,20두3B,-0.48,-0.36,0.02,0.01,-0.41,0.24,0.03,0.00,0.00,0.00,0.00,0.00,0.00
,김규민,20키LF,-0.48,-0.95,0.02,0.03,0.08,0.46,-0.12,0.00,0.00,0.00,0.00,0.00,0.00
521,김찬형,20NSS,-0.49,-0.09,0.01,-0.04,-0.75,0.30,0.09,0.00,0.00,0.00,0.00,0.00,0.00
,최준우,20S2B,-0.49,-1.03,-0.03,-0.05,-0.31,0.86,0.07,0.00,0.00,0.00,0.00,0.00,0.00
523,이재학,20NP,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,-1.71,0.00,1.21,0.00,-0.50,0.00
,김현준,20KDH,-0.50,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.69,0.00,0.19,0.00,-0.50
,박진태,20KP,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.75,0.00,0.25,0.00,-0.50
,박승주,20키P,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.05,0.00,-0.50
527,국해성,20두RF,-0.51,-0.42,-0.03,-0.00,-0.36,0.39,-0.09,0.00,0.00,0.00,0.00,0.00,0.00
,황영국,20한P,-0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.77,0.00,0.26,0.00,-0.51
529,윤석민,20S3B,-0.52,-0.66,-0.00,-0.05,-0.06,0.32,-0.06,0.00,0.00,0.00,0.00,0.00,0.00
,오동욱,20한P,-0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.27,-0.39,0.06,0.08,-0.21,-0.32
,박주홍,20한P,-0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.93,0.08,0.22,0.11,-0.71,0.19
532,임준섭,20한P,-0.53,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,-0.56,0.02,0.09,-0.07,-0.46
,홍성무,20NP,-0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.73,0.00,0.20,0.00,-0.53
534,심창민,20삼P,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.81,0.00,0.27,0.00,-0.54
,이용찬,20두P,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.90,0.00,0.36,0.00,-0.54,0.00
536,장영석,20K3B,-0.55,-0.44,-0.00,0.00,-0.26,0.15,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
537,이재원,20SC,-0.58,-2.17,-0.00,-0.01,0.10,1.05,0.46,0.00,0.00,0.00,0.00,0.00,0.00
,류원석,20LP,-0.58,0.00,0.00,0.00,0.00,0.00,0.00,-0.66,0.02,0.03,0.04,-0.64,0.06
539,백승건,20SP,-0.60,0.00,0.00,0.00,0.00,0.00,0.00,-1.05,0.05,0.30,0.09,-0.75,0.15
540,하재훈,20SP,-0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.80,0.00,0.17,0.00,-0.62
,모터,20키3B,-0.62,-0.59,-0.00,0.00,-0.19,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
542,정상호,20두C,-0.63,-1.22,-0.00,-0.03,0.05,0.38,0.19,0.00,0.00,0.00,0.00,0.00,0.00
,이시원,20한CF,-0.63,-0.73,-0.00,-0.00,-0.06,0.16,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
544,김민수,20KP,-0.66,0.00,0.00,0.00,0.00,0.00,0.00,-1.29,-0.76,1.19,0.19,-0.09,-0.57
,허일,20롯RF,-0.66,-0.80,-0.00,-0.07,-0.07,0.40,-0.12,0.00,0.00,0.00,0.00,0.00,0.00
546,박찬호,20KSS,-0.69,-4.03,-0.07,0.15,0.45,2.21,0.60,0.00,0.00,0.00,0.00,0.00,0.00
,최인호,20한LF,-0.69,-1.16,-0.00,0.04,0.04,0.56,-0.17,0.00,0.00,0.00,0.00,0.00,0.00
548,이상호,20N2B,-0.70,-1.01,-0.06,0.14,-0.01,0.27,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
,호잉,20한RF,-0.70,-0.87,-0.04,-0.06,-0.16,0.56,-0.14,0.00,0.00,0.00,0.00,0.00,0.00
550,김규성,20K2B,-0.72,-1.80,-0.01,-0.07,0.28,0.76,0.12,0.00,0.00,0.00,0.00,0.00,0.00
551,김택형,20SP,-0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.04,0.00,0.31,0.00,-0.74
,정현,20SSS,-0.74,-1.25,-0.09,0.11,-0.21,0.53,0.17,0.00,0.00,0.00,0.00,0.00,0.00
553,김주한,20SP,-0.75,0.00,0.00,0.00,0.00,0.00,0.00,-0.86,-0.50,0.38,0.23,-0.48,-0.27
,이민우,20KP,-0.75,0.00,0.00,0.00,0.00,0.00,0.00,-2.17,0.00,1.41,0.00,-0.75,0.00
555,정근우,20L2B,-0.76,-0.79,0.04,-0.06,-0.67,0.74,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
556,이성규,20삼1B,-0.77,-1.52,0.01,-0.07,0.14,1.02,-0.35,0.00,0.00,0.00,0.00,0.00,0.00
557,정의윤,20SDH,-0.80,-1.23,-0.05,-0.01,-0.02,0.85,-0.34,0.00,0.00,0.00,0.00,0.00,0.00
558,강민국,20K2B,-0.82,-1.05,-0.04,-0.00,-0.31,0.50,0.09,0.00,0.00,0.00,0.00,0.00,0.00
559,윤정현,20키P,-0.86,0.00,0.00,0.00,0.00,0.00,0.00,-0.61,-0.61,0.19,0.18,-0.42,-0.43
560,장지훈,20삼P,-0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.35,0.00,0.37,0.00,-0.98
561,이성열,20한DH,-1.02,-1.33,-0.03,0.02,-0.08,1.03,-0.64,0.00,0.00,0.00,0.00,0.00,0.00
562,김태진,20N3B,-1.03,-2.05,-0.05,-0.19,-0.01,1.17,0.10,0.00,0.00,0.00,0.00,0.00,0.00
563,팔카,20삼DH,-1.07,-1.08,0.04,-0.06,-0.41,0.90,-0.45,0.00,0.00,0.00,0.00,0.00,0.00
564,정보근,20롯C,-1.23,-2.00,-0.00,-0.18,-0.04,0.63,0.35,0.00,0.00,0.00,0.00,0.00,0.00
565,민병헌,20롯CF,-1.29,-2.11,-0.08,0.05,-0.61,1.42,0.03,0.00,0.00,0.00,0.00,0.00,0.00
566,박계범,20삼SS,-1.34,-1.63,-0.03,-0.12,-0.43,0.73,0.14,0.00,0.00,0.00,0.00,0.00,0.00
567,장현식,20NP,-1.67,0.00,0.00,0.00,0.00,0.00,0.00,-0.85,-1.37,0.08,0.46,-0.77,-0.91
