순위,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ
252,유재유,21두P, 0.006 , 4 ,0.0,3.1, 1 , 0 ,1.0,0.0, 1.000 , 2.70 ,0.05,0.0, 0.00 , 0.00 ,0.01,0.06, 21.66 , 0.00 ,0.06,0.006
253,남호,21두P, 0.006 , 5 ,0.0,2.2, 1 , 0 ,1.0,0.0, 1.000 , 3.38 ,0.05,0.0, 0.00 , 0.00 ,0.0,0.06, 26.37 , 0.00 ,0.06,0.006
254,엄상백,21KP, 0.006 , 10 ,9.0,52.2, 6 , 3 ,2.0,1.0, .833 , 0.85 ,0.14,0.0, 0.00 , 0.02 ,-0.1,0.06, 1.33 , 0.00 ,0.06,0.006
255,김창훈,21롯P, 0.005 , 6 ,0.0,8.0, 3 , 0 ,3.0,0.0, 1.000 , 3.38 ,0.03,0.0, 0.00 , 0.00 ,0.01,0.05, 7.72 , 0.00 ,0.05,0.005
256,김선기,21키P, 0.005 , 21 ,7.0,48.1, 9 , 4 ,4.0,1.0, .889 , 1.49 ,0.14,0.0, 0.00 , 0.02 ,-0.11,0.05, 1.17 , 0.00 ,0.05,0.005
257,심창민,21삼P, 0.005 , 59 ,0.0,51.1, 2 , 1 ,1.0,0.0, 1.000 , 0.35 ,0.06,0.0, -0.13 , 0.02 ,0.1,0.05, 1.10 , 0.00 ,0.05,0.005
258,이인복,21롯P, 0.005 , 25 ,8.0,61.1, 12 , 5 ,7.0,0.0, 1.000 , 1.76 ,-0.1,0.0, 0.00 , 0.03 ,0.11,0.05, 0.88 , 0.00 ,0.05,0.005
259,권정웅,21삼C, 0.004 , 2 ,1.0,3.0, 2 , 2 ,0.0,0.0, 1.000 , 6.00 ,-0.0,0.0, 0.00 , 0.01 ,0.0,0.02, 6.55 , 0.03 ,0.04,0.002
260,오장한,21NRF, 0.004 , 1 ,0.0,2.0, 1 , 1 ,0.0,0.0, 1.000 , 4.50 ,0.07,-0.02, 0.00 , 0.00 ,0.0,0.05, 31.28 , -0.01 ,0.04,0.005
261,강경학,21한K2B, 0.004 , 21 ,8.0,87.0, 48 , 23 ,23.0,2.0, .958 , 4.76 ,-0.01,0.0, 0.00 , 0.00 ,-0.14,-0.15, -2.08 , 0.19 ,0.04,-0.015
262,김주현,21롯1B, 0.004 , 2 ,1.0,11.0, 12 , 11 ,1.0,0.0, 1.000 , 9.82 ,0.11,0.0, 0.00 , 0.00 ,0.02,0.13, 14.53 , -0.09 ,0.04,0.013
263,정범모,21NC, 0.003 , 19 ,3.0,53.2, 46 , 45 ,1.0,0.0, 1.000 , 7.71 ,-0.4,0.0, -0.12 , 0.02 ,0.08,-0.43, -9.56 , 0.46 ,0.03,-0.043
264,르위키,21SP, 0.003 , 4 ,4.0,14.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.01 ,0.03,0.03, 2.82 , 0.00 ,0.03,0.003
265,고명준,21S1B, 0.003 , 1 ,0.0,1.0, 2 , 1 ,1.0,0.0, 1.000 , 18.00 ,0.04,0.0, 0.00 , 0.00 ,0.0,0.04, 47.63 , -0.01 ,0.03,0.004
266,안주형,21삼2B, 0.003 , 1 ,0.0,1.0, 1 , 0 ,1.0,0.0, 1.000 , 9.00 ,0.03,0.0, 0.00 , 0.00 ,0.0,0.03, 35.96 , 0.00 ,0.03,0.003
267,송윤준,21한P, 0.003 , 17 ,0.0,12.2, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.01 ,0.02,0.03, 2.82 , 0.00 ,0.03,0.003
268,류진욱,21NP, 0.003 , 44 ,0.0,43.1, 11 , 4 ,7.0,0.0, 1.000 , 2.29 ,0.06,0.0, 0.00 , -0.12 ,0.08,0.03, 0.79 , 0.00 ,0.03,0.003
269,전유수,21KP, 0.002 , 11 ,0.0,10.2, 1 , 1 ,0.0,0.0, 1.000 , 0.84 ,0.0,0.0, 0.00 , 0.00 ,0.02,0.03, 2.82 , 0.00 ,0.03,0.002
270,임준섭,21한P, 0.002 , 13 ,0.0,10.2, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.02,0.03, 2.82 , 0.00 ,0.03,0.002
271,정인욱,21한P, 0.002 , 8 ,1.0,9.1, 2 , 1 ,1.0,0.0, 1.000 , 1.93 ,0.0,0.0, 0.00 , 0.00 ,0.02,0.02, 2.82 , 0.00 ,0.02,0.002
272,현도훈,21두P, 0.002 , 5 ,2.0,8.2, 1 , 1 ,0.0,0.0, 1.000 , 1.04 ,0.0,0.0, 0.00 , 0.00 ,0.02,0.02, 2.82 , 0.00 ,0.02,0.002
273,신재웅,21SP, 0.002 , 8 ,0.0,8.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.02,0.02, 2.82 , 0.00 ,0.02,0.002
274,남재현,21KP, 0.002 , 5 ,1.0,8.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.02, 2.82 , 0.00 ,0.02,0.002
275,남지민,21한P, 0.002 , 3 ,3.0,7.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.02, 2.82 , 0.00 ,0.02,0.002
276,장웅정,21한P, 0.002 , 4 ,0.0,7.1, 2 , 2 ,0.0,0.0, 1.000 , 2.46 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.02, 2.82 , 0.00 ,0.02,0.002
277,안인산,21NP, 0.002 , 7 ,0.0,6.2, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.02, 2.82 , 0.00 ,0.02,0.002
278,류원석,21LP, 0.001 , 6 ,0.0,6.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 2.82 , 0.00 ,0.01,0.001
279,최영환,21롯P, 0.001 , 20 ,7.0,40.2, 11 , 2 ,8.0,1.0, .909 , 2.21 ,0.25,0.0, -0.13 , 0.02 ,-0.12,0.01, 0.39 , 0.00 ,0.01,0.001
280,김인범,21키P, 0.001 , 3 ,0.0,5.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 2.82 , 0.00 ,0.01,0.001
281,이승헌,21NP, 0.001 , 5 ,0.0,5.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 2.82 , 0.00 ,0.01,0.001
282,이채호,21SP, 0.001 , 3 ,0.0,5.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 2.82 , 0.00 ,0.01,0.001
283,노시훈,21NP, 0.001 , 5 ,0.0,4.2, 1 , 1 ,0.0,0.0, 1.000 , 1.93 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 2.82 , 0.00 ,0.01,0.001
284,박승주,21키P, 0.001 , 3 ,0.0,4.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 2.82 , 0.00 ,0.01,0.001
285,오윤석,21K2B, 0.001 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 4.32 , 0.01 ,0.01,0.0
286,김단우,21LP, 0.001 , 4 ,0.0,3.2, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 2.82 , 0.00 ,0.01,0.001
287,문성현,21키P, 0.001 , 4 ,0.0,3.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 2.82 , 0.00 ,0.01,0.001
288,박주홍,21한P, 0.001 , 2 ,1.0,3.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 2.82 , 0.00 ,0.01,0.001
289,박건우,21KP, 0.001 , 3 ,0.0,3.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 2.82 , 0.00 ,0.01,0.001
290,박세웅,21삼P, 0.001 , 4 ,0.0,3.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 2.82 , 0.00 ,0.01,0.001
291,김동욱,21키P, 0.001 , 3 ,0.0,3.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 2.82 , 0.00 ,0.01,0.001
292,라이블리,21삼P, 0.001 , 7 ,7.0,33.1, 2 , 2 ,0.0,0.0, 1.000 , 0.54 ,-0.07,0.0, 0.00 , 0.01 ,0.06,0.01, 0.23 , 0.00 ,0.01,0.001
293,이형범,21두P, 0.001 , 4 ,0.0,2.2, 1 , 1 ,0.0,0.0, 1.000 , 3.38 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.01, 2.82 , 0.00 ,0.01,0.001
294,박재민,21롯P, 0.001 , 5 ,0.0,2.2, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.01, 2.82 , 0.00 ,0.01,0.001
295,이종민,21키P, 0.001 , 2 ,0.0,2.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.01, 2.82 , 0.00 ,0.01,0.001
296,고효준,21LP, 0.001 , 3 ,0.0,2.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.01, 2.82 , 0.00 ,0.01,0.001
297,김강률,21두P, 0.001 , 49 ,0.0,51.2, 11 , 4 ,7.0,0.0, 1.000 , 1.92 ,-0.11,0.0, 0.00 , 0.02 ,0.1,0.01, 0.12 , 0.00 ,0.01,0.001
298,구준범,21삼P, 0.000 , 1 ,1.0,2.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
,정영일,21SP, 0.000 , 1 ,0.0,2.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
300,김주온,21SP, 0.000 , 2 ,0.0,2.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
301,나원탁,21롯P, 0.000 , 2 ,0.0,2.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
302,오태양,21N2B, 0.000 , 1 ,0.0,1.0, 1 , 1 ,0.0,0.0, 1.000 , 9.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.04 , 0.00 ,0.0,0.0
303,권동진,21KSS, 0.000 , 72 ,14.0,240.0, 130 , 47 ,75.0,8.0, .939 , 4.58 ,-0.09,0.0, 0.00 , 0.00 ,-0.8,-0.89, -4.43 , 0.89 ,0.0,-0.088
304,강동호,21롯P, 0.000 , 1 ,0.0,1.1, 1 , 1 ,0.0,0.0, 1.000 , 6.75 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
,문동욱,21한P, 0.000 , 1 ,0.0,1.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
,고봉재,21두P, 0.000 , 1 ,0.0,1.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
,최세창,21두P, 0.000 , 1 ,0.0,1.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
308,문대원,21두P, 0.000 , 2 ,0.0,1.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
309,강지광,21SP, 0.000 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
,김진호,21NP, 0.000 , 1 ,1.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
,양선률,21SP, 0.000 , 1 ,1.0,1.0, 1 , 1 ,0.0,0.0, 1.000 , 9.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
,김도윤,21두P, 0.000 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
313,김태형,21LP, 0.000 , 2 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
314,이찬혁,21LP, 0.000 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
,조영건,21키P, 0.000 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
316,강경학,21한2B, 0.000 , 1 ,0.0,0.2, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
,오윤석,21롯2B, 0.000 , 1 ,0.0,0.2, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
,변시원,21KP, 0.000 , 1 ,0.0,0.2, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
319,박관진,21키P, 0.000 , 2 ,0.0,0.2, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
320,홍민기,21롯P, 0.000 , 1 ,0.0,0.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
321,신지후,21한P, 0.000 , 2 ,0.0,0.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.82 , 0.00 ,0.0,0.0
322,김태균,21한1B, 0.000 , 1 ,1.0,0.0, 0 , 0 ,0.0,0.0,  ,  ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0,  , 0.00 ,0.0,0.0
323,권휘,21두P, -0.000 , 24 ,0.0,20.1, 4 , 1 ,3.0,0.0, 1.000 , 1.77 ,0.22,0.0, 0.00 , -0.26 ,0.04,-0.0, -0.21 , 0.00 ,-0.0,-0.0
324,이주형,21키LF, -0.000 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,-0.0, 0.00 , 0.00 ,0.0,0.0, 0.49 , -0.01 ,-0.0,0.0
325,이태훈,21삼1B, -0.001 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.11 , -0.01 ,-0.01,0.0
326,김찬형,21S2B, -0.001 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.11 , -0.01 ,-0.01,0.0
327,김민혁,21두1B, -0.001 , 2 ,0.0,3.0, 2 , 2 ,0.0,0.0, 1.000 , 6.00 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 2.62 , -0.02 ,-0.01,0.001
328,김대우,21롯P, -0.002 , 39 ,0.0,35.1, 5 , 1 ,4.0,0.0, 1.000 , 1.27 ,0.16,0.0, -0.13 , -0.12 ,0.07,-0.02, -0.52 , 0.00 ,-0.02,-0.002
329,김택형,21SP, -0.002 , 59 ,0.0,75.1, 21 , 6 ,14.0,1.0, .952 , 2.39 ,0.0,0.0, 0.00 , 0.03 ,-0.06,-0.02, -0.39 , 0.00 ,-0.02,-0.002
330,강재민,21한P, -0.003 , 57 ,0.0,63.1, 10 , 4 ,6.0,0.0, 1.000 , 1.42 ,-0.17,0.0, 0.00 , 0.03 ,0.12,-0.03, -0.48 , 0.00 ,-0.03,-0.003
331,이승관,21한P, -0.003 , 8 ,2.0,5.2, 1 , 0 ,1.0,0.0, 1.000 , 1.59 ,0.08,0.0, -0.13 , 0.00 ,0.01,-0.03, -6.54 , 0.00 ,-0.03,-0.003
332,송준석,21삼LF, -0.003 , 14 ,12.0,92.0, 24 , 24 ,0.0,0.0, 1.000 , 2.35 ,0.72,-0.32, 0.00 , 0.00 ,0.04,0.44, 5.75 , -0.47 ,-0.03,0.044
333,황영국,21한P, -0.003 , 18 ,0.0,14.2, 1 , 1 ,0.0,0.0, 1.000 , 0.61 ,0.0,0.0, 0.00 , -0.06 ,0.03,-0.03, -2.57 , 0.00 ,-0.03,-0.003
334,이승현,21삼P, -0.003 , 41 ,0.0,39.1, 8 , 2 ,6.0,0.0, 1.000 , 1.83 ,0.01,0.0, 0.00 , -0.12 ,0.07,-0.03, -1.02 , 0.00 ,-0.03,-0.003
335,백승민,21삼1B, -0.003 , 3 ,0.0,5.0, 3 , 3 ,0.0,0.0, 1.000 , 5.40 ,-0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 2.11 , -0.04 ,-0.03,0.001
336,이준영,21KP, -0.005 , 49 ,1.0,35.2, 6 , 0 ,6.0,0.0, 1.000 , 1.51 ,0.0,0.0, 0.00 , -0.12 ,0.07,-0.05, -1.59 , 0.00 ,-0.05,-0.005
337,오선우,21KLF, -0.005 , 6 ,4.0,33.1, 16 , 15 ,1.0,0.0, 1.000 , 4.32 ,-0.15,0.26, 0.00 , 0.00 ,0.02,0.12, 4.26 , -0.17 ,-0.05,0.012
338,이성열,21한1B, -0.006 , 10 ,7.0,64.0, 51 , 46 ,4.0,1.0, .980 , 7.03 ,0.57,0.0, 0.00 , 0.00 ,-0.08,0.49, 9.12 , -0.55 ,-0.06,0.049
339,안영명,21KP, -0.006 , 35 ,0.0,35.1, 8 , 1 ,7.0,0.0, 1.000 , 2.04 ,-0.15,0.0, 0.00 , 0.02 ,0.07,-0.06, -2.17 , 0.00 ,-0.06,-0.006
340,백용환,21K한C, -0.007 , 2 ,1.0,10.0, 6 , 6 ,0.0,0.0, 1.000 , 5.40 ,-0.0,0.0, 0.00 , 0.00 ,0.02,0.02, 2.11 , -0.09 ,-0.07,0.002
341,전병우,21키3B, -0.007 , 110 ,61.0,617.2, 297 , 158 ,130.0,9.0, .970 , 4.20 ,0.1,0.0, 0.00 , 0.00 ,-0.04,0.06, 0.11 , -0.12 ,-0.07,0.006
342,홍상삼,21KP, -0.007 , 49 ,0.0,36.0, 1 , 1 ,0.0,0.0, 1.000 , 0.25 ,-0.15,0.0, 0.00 , 0.02 ,0.07,-0.07, -2.30 , 0.00 ,-0.07,-0.007
343,김원중,21롯P, -0.007 , 59 ,0.0,62.2, 8 , 2 ,5.0,1.0, .875 , 1.01 ,-0.02,0.0, 0.00 , 0.03 ,-0.08,-0.07, -1.39 , 0.00 ,-0.07,-0.007
344,문승원,21SP, -0.007 , 9 ,9.0,50.1, 9 , 3 ,5.0,1.0, .889 , 1.43 ,0.01,0.0, 0.00 , 0.02 ,-0.11,-0.07, -1.75 , 0.00 ,-0.07,-0.007
345,김규남,21SLF, -0.009 , 3 ,2.0,14.0, 4 , 4 ,0.0,0.0, 1.000 , 2.57 ,-0.02,-0.0, 0.00 , 0.00 ,0.01,-0.01, -1.20 , -0.07 ,-0.08,-0.001
346,임정호,21NP, -0.009 , 60 ,0.0,34.2, 8 , 2 ,6.0,0.0, 1.000 , 2.08 ,-0.04,0.0, -0.13 , 0.01 ,0.06,-0.09, -3.12 , 0.00 ,-0.09,-0.009
347,장규현,21한C, -0.009 , 4 ,1.0,16.0, 12 , 12 ,0.0,0.0, 1.000 , 6.75 ,-0.0,0.0, -0.25 , -0.00 ,0.02,-0.23, -17.01 , 0.14 ,-0.09,-0.023
348,김응민,21삼C, -0.009 , 1 ,1.0,7.0, 4 , 4 ,0.0,0.0, 1.000 , 5.14 ,-0.0,0.0, -0.19 , 0.03 ,0.01,-0.15, -25.36 , 0.06 ,-0.09,-0.015
349,이승진,21두P, -0.010 , 47 ,0.0,48.1, 8 , 2 ,5.0,1.0, .875 , 1.30 ,0.12,0.0, -0.13 , 0.02 ,-0.11,-0.1, -2.42 , 0.00 ,-0.1,-0.01
350,유원상,21KP, -0.010 , 11 ,0.0,13.0, 2 , 0 ,2.0,0.0, 1.000 , 1.39 ,0.13,0.0, -0.13 , -0.13 ,0.02,-0.1, -9.27 , 0.00 ,-0.1,-0.01
351,김병휘,21키2B, -0.010 , 8 ,2.0,27.0, 15 , 5 ,9.0,1.0, .933 , 4.67 ,-0.03,0.0, 0.00 , 0.00 ,-0.13,-0.16, -7.03 , 0.06 ,-0.1,-0.016
352,전상현,21KP, -0.010 , 15 ,0.0,13.0, 2 , 2 ,0.0,0.0, 1.000 , 1.39 ,0.0,0.0, 0.00 , -0.13 ,0.02,-0.1, -9.52 , 0.00 ,-0.1,-0.01
353,양현,21키P, -0.011 , 44 ,0.0,48.0, 14 , 4 ,9.0,1.0, .929 , 2.44 ,-0.19,0.0, 0.17 , 0.02 ,-0.11,-0.11, -2.67 , 0.00 ,-0.11,-0.011
354,오현택,21롯P, -0.011 , 20 ,0.0,16.1, 4 , 2 ,2.0,0.0, 1.000 , 2.20 ,-0.02,0.0, -0.13 , 0.01 ,0.03,-0.11, -7.88 , 0.00 ,-0.11,-0.011
355,김현준,21KP, -0.011 , 19 ,0.0,19.2, 4 , 0 ,4.0,0.0, 1.000 , 1.83 ,-0.15,0.0, 0.00 , 0.01 ,0.04,-0.11, -6.68 , 0.00 ,-0.11,-0.011
356,박진형,21롯P, -0.012 , 22 ,0.0,16.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.15,0.0, 0.00 , 0.01 ,0.03,-0.12, -8.71 , 0.00 ,-0.12,-0.012
357,최민재,21롯LF, -0.012 , 13 ,6.0,60.0, 11 , 11 ,0.0,0.0, 1.000 , 1.65 ,0.16,-0.15, 0.00 , 0.00 ,0.03,0.03, 0.66 , -0.15 ,-0.12,0.003
358,김진수,21LP, -0.012 , 3 ,0.0,2.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, -0.13 , 0.00 ,0.0,-0.12, -61.97 , 0.00 ,-0.12,-0.012
359,정수민,21SP, -0.012 , 10 ,7.0,30.1, 4 , 1 ,2.0,1.0, .750 , 0.89 ,0.01,0.0, 0.00 , 0.01 ,-0.14,-0.12, -4.90 , 0.00 ,-0.12,-0.012
360,한승혁,21롯P, -0.012 , 7 ,0.0,4.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , -0.13 ,0.01,-0.12, -37.28 , 0.00 ,-0.12,-0.012
361,김기탁,21한P, -0.012 , 18 ,0.0,12.1, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.15,0.0, 0.00 , 0.01 ,0.02,-0.13, -12.14 , 0.00 ,-0.13,-0.012
362,김윤식,21LP, -0.012 , 35 ,3.0,66.2, 12 , 4 ,8.0,0.0, 1.000 , 1.62 ,-0.28,0.0, 0.00 , 0.03 ,0.12,-0.13, -2.25 , 0.00 ,-0.13,-0.012
363,박정수,21N두P, -0.013 , 12 ,5.0,30.1, 5 , 2 ,2.0,1.0, .800 , 1.19 ,0.0,0.0, 0.00 , 0.01 ,-0.14,-0.13, -5.07 , 0.00 ,-0.13,-0.013
364,이우석,21NP, -0.013 , 10 ,0.0,9.2, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.15,0.0, 0.00 , 0.00 ,0.02,-0.13, -16.27 , 0.00 ,-0.13,-0.013
365,오정환,21K2B, -0.013 , 4 ,3.0,31.0, 14 , 4 ,9.0,1.0, .929 , 3.77 ,-0.07,0.0, 0.00 , 0.00 ,-0.12,-0.18, -7.10 , 0.05 ,-0.13,-0.018
366,이승재,21KP, -0.014 , 25 ,0.0,24.0, 4 , 0 ,4.0,0.0, 1.000 , 1.50 ,-0.13,0.0, 0.00 , -0.06 ,0.04,-0.14, -6.78 , 0.00 ,-0.14,-0.014
367,정진기,21SNLF, -0.014 , 12 ,10.0,80.0, 22 , 19 ,2.0,1.0, .955 , 2.36 ,0.0,-0.12, 0.00 , 0.00 ,-0.16,-0.27, -4.09 , 0.14 ,-0.14,-0.027
368,정상호,21SC, -0.014 , 3 ,1.0,9.0, 5 , 4 ,0.0,1.0, .800 , 4.00 ,-0.0,0.0, -0.06 , 0.04 ,-0.19,-0.21, -28.33 , 0.08 ,-0.14,-0.022
369,최용준,21KP, -0.014 , 3 ,2.0,6.1, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.15,0.0, 0.00 , 0.00 ,0.01,-0.14, -26.31 , 0.00 ,-0.14,-0.014
370,프레이타스,21키C, -0.014 , 10 ,10.0,63.0, 53 , 44 ,8.0,1.0, .981 , 7.43 ,-0.29,0.0, -0.08 , -0.10 ,-0.1,-0.58, -10.96 , 0.44 ,-0.14,-0.058
371,신정락,21한P, -0.014 , 20 ,0.0,20.0, 5 , 2 ,3.0,0.0, 1.000 , 2.25 ,0.06,0.0, -0.25 , 0.01 ,0.04,-0.14, -8.57 , 0.00 ,-0.14,-0.014
372,김재유,21롯CF, -0.016 , 62 ,40.0,377.1, 106 , 99 ,3.0,4.0, .962 , 2.43 ,-0.85,0.92, 0.00 , 0.00 ,-0.62,-0.55, -1.73 , 0.39 ,-0.16,-0.054
373,김태훈,21키P, -0.016 , 66 ,0.0,64.1, 18 , 6 ,10.0,2.0, .889 , 2.24 ,0.09,0.0, 0.00 , 0.03 ,-0.28,-0.16, -2.99 , 0.00 ,-0.16,-0.016
374,송은범,21LP, -0.016 , 35 ,0.0,37.1, 9 , 2 ,6.0,1.0, .889 , 1.93 ,0.09,0.0, 0.00 , -0.12 ,-0.13,-0.16, -5.18 , 0.00 ,-0.16,-0.016
375,강윤구,21N롯P, -0.016 , 22 ,1.0,16.0, 3 , 0 ,2.0,1.0, .667 , 1.13 ,0.0,0.0, 0.00 , 0.01 ,-0.17,-0.16, -12.14 , 0.00 ,-0.16,-0.016
376,정우람,21한P, -0.017 , 50 ,0.0,44.2, 6 , 1 ,5.0,0.0, 1.000 , 1.21 ,-0.14,0.0, -0.13 , 0.02 ,0.08,-0.17, -4.49 , 0.00 ,-0.17,-0.017
377,오석주,21LP, -0.018 , 9 ,0.0,8.1, 2 , 1 ,0.0,1.0, .500 , 1.08 ,0.0,0.0, 0.00 , 0.00 ,-0.18,-0.18, -25.91 , 0.00 ,-0.18,-0.018
378,황경태,21두2B, -0.018 , 1 ,0.0,4.0, 3 , 2 ,0.0,1.0, .667 , 4.50 ,-0.0,0.0, 0.00 , 0.00 ,-0.19,-0.19, -56.81 , 0.01 ,-0.18,-0.019
