팀,이름,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ
KIA,가뇽,0.185,2,28,159.2,26,8,18,0,1.0,1.47,1.53,0.32,1.96,14.67,0.0,1.96,0.185
KIA,고영창,-0.061,2,0,58.0,10,2,7,1,0.9,1.4,-0.47,-0.08,-0.64,-13.28,0.0,-0.64,-0.061
KIA,김규성,0.23800000000000002,113,69,798.4,464,200,252,12,2.908,14.850000000000001,1.17,-0.25,0.92,-8.540000000000001,1.66,2.5900000000000003,0.07699999999999997
KIA,김기훈,-0.098,1,7,52.0,7,1,4,2,0.714,0.87,-0.79,-0.3,-1.05,-24.11,0.0,-1.05,-0.098
KIA,김도영,0.134,90,60,567.2,219,76,130,13,0.941,3.27,0.58,-0.75,-0.17,-0.37,1.47,1.29,-0.018
KIA,김민식,1.34,108,137,1224.1,1086,968,109,9,2.972,24.66,2.25,-0.009999999999999981,2.98,10.809999999999999,10.61,13.59,0.29000000000000004
KIA,김석환,-0.132,38,22,204.2,60,60,0,0,1.0,2.64,0.54,0.17,-0.15,-0.89,-1.11,-1.26,-0.016
KIA,김선빈,0.23800000000000002,259,338,2775.3,1488,611,857,20,2.9619999999999997,14.530000000000001,-5.289999999999999,3.13,-2.1700000000000004,0.6800000000000002,4.81,2.65,-0.24000000000000002
KIA,김유신,-0.142,15,11,54.1,14,0,12,2,0.857,1.99,-1.16,-0.3,-1.44,-31.62,0.0,-1.44,-0.142
KIA,김태진,-0.116,93,141,1231.2,410,127,259,24,1.887,5.74,-2.3899999999999997,-1.01,-3.3899999999999997,-9.540000000000001,2.1399999999999997,-1.25,-0.32699999999999996
KIA,김호령,0.43399999999999994,106,96,964.2,291,278,8,5,2.9370000000000003,8.1,-1.77,-0.49,2.4299999999999997,13.160000000000002,1.6700000000000002,4.1,0.26899999999999996
KIA,나성범,-0.791,132,132,1131.2,230,223,4,3,0.987,1.81,0.2,0.32,-2.08,-2.2,-5.77,-7.85,-0.209
KIA,나주환,-0.017,15,62,553.2,181,60,112,9,1.944,6.24,-0.8799999999999999,-0.13999999999999999,-0.9999999999999999,15.639999999999999,0.76,-0.2499999999999999,-0.089
KIA,나지완,-1.867,26,152,1194.2,248,244,3,1,1.995,3.79,-9.71,0.45,-13.17,-37.9,-6.54,-19.71,-1.252
KIA,놀린,-0.075,21,21,124.0,22,2,19,1,0.955,1.52,-0.9,0.11,-0.73,-7.0,0.0,-0.73,-0.075
KIA,류지혁,-0.396,205,184,1622.4,807,541,245,21,1.947,9.059999999999999,-2.08,0.16999999999999998,-1.9100000000000001,-3.09,-2.07,-3.98,-0.192
KIA,멩덴,0.052,21,21,120.0,21,7,14,0,1.0,1.58,0.25,0.22,0.53,5.24,0.0,0.53,0.052
KIA,박동원,0.887,107,92,818.0,736,665,67,4,0.995,8.05,-0.77,0.4,1.8,2.64,6.79,8.59,0.186
KIA,박민,0.14,13,11,94.2,39,13,24,2,0.949,3.52,0.93,-0.04,0.9,11.32,0.48,1.37,0.091
KIA,박정우,0.041,28,16,159.0,48,47,1,0,1.0,2.72,0.32,0.08,0.33,2.49,0.07,0.4,0.033
KIA,박준표,-0.021,3,0,51.2,11,6,4,1,0.909,1.74,-0.16,-0.1,-0.23,-5.27,0.0,-0.23,-0.021
KIA,박진태,0.014,59,0,65.0,8,0,8,0,1.0,1.11,0.25,0.12,0.14,2.6,0.0,0.14,0.014
KIA,박찬호,2.013,256,391,3379.2999999999997,1725,618,1046,61,2.893,13.29,2.91,-0.05999999999999995,2.84,2.77,17.38,20.21,0.279
KIA,백용환,0.157,2,20,199.0,169,158,8,3,0.982,7.51,0.01,-0.32,-0.15,-0.89,1.81,1.66,-0.014
KIA,브룩스,-0.08299999999999999,15,36,229.1,65,21,41,3,1.91,5.029999999999999,-0.84,-0.15000000000000002,-0.87,-9.76,0.0,-0.87,-0.08299999999999999
KIA,소크라테스,0.196,125,125,1084.2,328,321,2,5,0.985,2.68,5.55,-0.29,0.6,0.66,1.32,1.92,0.061
KIA,양현종,-0.20199999999999999,32,61,347.2,51,8,38,5,1.806,2.38,-1.97,-0.22,-1.99,-13.59,0.0,-1.99,-0.20199999999999999
KIA,오선우,-0.116,1,9,111.0,22,21,1,0,1.0,1.78,-1.07,0.07,-0.62,-6.74,-0.61,-1.23,-0.059
KIA,유민상,-1.3579999999999999,18,121,1050.0,1002,935,58,9,1.99,17.119999999999997,-4.6899999999999995,-0.11000000000000001,-4.8,-16.56,-9.49,-14.29,-0.457
KIA,윤중현,0.259,77,13,135.4,33,5,27,1,1.944,4.48,2.41,0.07999999999999999,2.56,45.79,0.0,2.56,0.259
KIA,이민우,-0.2,18,34,163.0,33,9,20,4,1.818,3.27,-1.7000000000000002,-0.48,-2.08,-31.08,0.0,-2.08,-0.2
KIA,이우성,-0.86,123,55,638.2,141,136,2,3,2.952,5.529999999999999,-4.15,-0.22000000000000003,-5.470000000000001,-36.230000000000004,-3.08,-8.55,-0.55
KIA,이의리,-0.094,48,47,248.2,30,8,19,3,1.8,1.9100000000000001,-0.9800000000000001,-0.04,-0.9,-5.14,0.0,-0.9,-0.094
KIA,이진영,0.052,16,11,107.0,26,25,1,0,1.0,2.19,0.2,0.06,0.56,6.22,-0.03,0.53,0.055
KIA,이창진,-0.231,194,182,1585.5,415,408,6,1,2.995,6.5600000000000005,1.3000000000000003,0.7,0.24999999999999978,-15.399999999999999,-2.75,-2.5,0.05700000000000002
KIA,임기영,0.388,57,76,409.29999999999995,63,9,51,3,2.893,3.92,3.4000000000000004,0.27,3.87,34.269999999999996,0.0,3.87,0.388
KIA,장영석,-0.269,2,10,84.0,43,29,11,3,0.93,4.29,-2.32,-0.38,-2.7,-38.43,-0.13,-2.83,-0.257
KIA,장현식,-0.099,122,0,128.2,23,5,16,2,1.826,3.07,-0.64,-0.13,-0.98,-18.25,0.0,-0.98,-0.099
KIA,정해영,0.045,119,0,121.1,27,7,18,2,1.852,3.7199999999999998,0.54,-0.14,0.45000000000000007,8.01,0.0,0.45000000000000007,0.045
KIA,최원준,-2.011,136,231,2040.0,546,521,14,11,1.9609999999999999,4.74,-11.83,-0.98,-15.86,-21.259999999999998,-5.08,-20.950000000000003,-1.505
KIA,최정민,0.062,20,3,59.0,14,13,1,0,1.0,2.14,0.7,0.05,0.65,13.27,-0.03,0.62,0.065
KIA,최정용,-0.016000000000000007,30,18,228.3,124,48,72,4,1.935,9.45,-0.4,-0.2,-0.6,-4.79,0.4,-0.19999999999999996,-0.05499999999999999
KIA,최형우,0.018,19,17,133.0,35,34,1,0,1.0,2.37,1.27,0.09,0.84,7.56,-0.67,0.17,0.086
KIA,터커,-3.019,118,262,2170.1,641,615,22,4,1.988,5.42,-12.6,0.71,-19.5,-20.54,-12.57,-32.07,-1.819
KIA,파노니,0.127,14,14,82.2,16,0,15,1,0.938,1.63,1.17,0.01,1.22,17.69,0.0,1.22,0.127
KIA,한승택,1.5010000000000001,147,172,1484.2,1402,1282,112,8,2.9859999999999998,25.15,0.8300000000000001,0.56,2.1599999999999997,7.26,12.86,15.01,0.228
KIA,한승혁,-0.03,24,16,80.1,15,4,9,2,0.867,1.46,-0.13,-0.2,-0.29,-4.31,0.0,-0.29,-0.03
KIA,홍종표,0.151,1,20,192.2,128,57,71,0,1.0,5.98,0.78,0.45,1.23,7.63,0.35,1.57,0.117
KIA,황대인,-1.911,199,219,1847.1999999999998,1857,1731,112,14,2.974,27.66,-3.75,0.6299999999999999,-3.12,-1.5999999999999996,-15.700000000000001,-18.82,-0.327
KIA,황윤호,0.141,2,17,160.1,58,9,45,4,0.931,3.03,1.5,-0.32,1.19,8.85,0.29,1.48,0.113
LG,가르시아,-0.139,39,38,330.1,160,60,94,6,0.963,4.2,-1.6,-0.3,-1.91,-6.92,0.57,-1.34,-0.197
LG,고우석,-0.0010000000000000009,123,0,118.2,27,6,19,2,1.857,3.8,-0.2,-0.14,0.010000000000000009,0.39000000000000057,0.0,0.010000000000000009,-0.0010000000000000009
LG,구본혁,0.6779999999999999,119,24,646.1,289,87,195,7,1.954,7.99,4.5,0.54,5.04,18.67,1.9500000000000002,6.99,0.489
LG,김대유,-0.167,64,0,50.2,12,2,8,2,0.833,1.78,-1.4,-0.31,-1.68,-39.67,0.0,-1.68,-0.167
LG,김민성,1.175,199,217,1858.5,492,134,342,16,2.897,6.89,6.119999999999999,2.49,8.61,11.33,3.23,11.84,0.8550000000000001
LG,김용의,-0.039,88,8,387.2,381,331,49,1,1.994,17.66,2.41,0.47,2.6399999999999997,16.02,-3.0300000000000002,-0.39,0.255
LG,김윤식,-0.05700000000000001,60,37,247.5,49,10,37,2,2.931,4.8100000000000005,-0.81,0.14,-0.54,-4.819999999999999,0.0,-0.54,-0.05700000000000001
LG,김재성,0.187,54,16,198.2,176,162,13,1,0.994,7.93,0.14,0.1,0.16,0.98,1.7,1.86,0.016
LG,김진성,0.019,67,0,58.0,10,0,10,0,1.0,1.55,0.01,0.14,0.19,3.82,0.0,0.19,0.019
LG,김현수,-1.438,179,282,2369.2,568,550,15,3,2.985,6.33,-1.1199999999999999,0.79,-1.98,-3.88,-12.76,-14.75,-0.202
LG,김호은,0.067,2,15,120.1,102,97,4,1,0.99,7.55,1.9,-0.03,1.73,17.2,-1.02,0.71,0.164
LG,라모스,-0.534,40,140,1114.1,1177,1086,81,10,1.98,19.060000000000002,4.71,-0.15000000000000002,4.550000000000001,6.41,-10.14,-5.59,0.421
LG,루이즈,0.031,25,24,209.0,66,25,38,3,0.955,2.71,-0.06,0.01,-0.05,-0.28,0.34,0.29,-0.005
LG,문보경,1.258,220,192,1670.3000000000002,976,707,257,12,1.975,11.07,14.26,1.9100000000000001,16.17,24.08,-3.78,12.39,1.638
LG,문성주,0.802,85,69,637.1,178,173,4,1,1.98,4.93,11.22,0.23000000000000004,10.780000000000001,36.53,-2.96,7.82,1.106
LG,박해민,1.858,144,142,1206.0,361,356,3,2,0.995,2.68,14.97,0.39,15.88,15.76,1.98,17.86,1.652
LG,백승현,0.094,3,11,112.0,34,8,25,1,0.971,2.65,0.6,0.14,0.74,7.9,0.25,0.99,0.07
LG,보어,-0.218,27,27,200.0,196,181,12,3,0.985,8.69,-0.24,-0.22,-0.46,-2.78,-1.7,-2.16,-0.047
LG,서건창,-0.10900000000000004,123,112,937.2,495,214,276,5,1.98,9.399999999999999,-4.04,1.47,-2.5700000000000003,-6.44,1.58,-0.99,-0.271
LG,손호영,-0.522,35,30,266.0,126,51,69,6,1.845,6.75,-5.33,-0.42,-5.76,-55.269999999999996,0.51,-5.24,-0.573
LG,송은범,-0.011,3,1,56.0,7,2,5,0,1.0,1.13,-0.14,0.11,-0.12,-2.6,0.0,-0.12,-0.011
LG,송찬의,0.003,27,18,163.0,110,66,40,4,0.964,5.85,0.96,-0.45,0.22,1.63,-0.19,0.03,0.023
LG,수아레즈,-0.044,23,22,115.1,17,4,12,1,0.941,1.25,-0.51,0.02,-0.44,-4.62,0.0,-0.44,-0.044
LG,신민재,0.198,23,7,154.0,60,41,18,1,1.964,7.0,2.03,0.0,1.8199999999999998,27.89,0.23,2.06,0.176
LG,안익훈,-0.182,43,0,82.0,11,11,0,0,1.0,1.21,-1.55,0.04,-1.67,-24.44,-0.16,-1.84,-0.166
LG,양석환,0.287,1,37,293.0,170,129,37,4,0.977,5.1,3.96,-0.09,3.87,15.8,-0.86,3.01,0.369
LG,오지환,4.933,271,402,3369.2,1734,568,1123,43,2.925,13.549999999999999,29.02,3.53,32.55,35.04,17.54,50.1,3.199
LG,윌슨,0.168,3,25,144.2,39,15,24,0,1.0,2.43,1.39,0.29,1.78,14.71,0.0,1.78,0.168
LG,유강남,2.546,263,356,2978.3,2645,2446,186,13,2.9859999999999998,23.87,-2.0700000000000003,1.74,0.010000000000000064,-0.030000000000000027,25.799999999999997,25.799999999999997,-0.007000000000000006
LG,이민호,-0.008000000000000002,53,64,331.3,63,18,39,6,2.751,4.64,0.24000000000000002,-0.49,-0.08000000000000002,-0.7100000000000001,0.0,-0.08000000000000002,-0.008000000000000002
LG,이상영,0.022,21,9,50.0,7,1,6,0,1.0,1.26,0.11,0.09,0.23,5.41,0.0,0.23,0.022
LG,이상호,0.061000000000000006,94,26,369.2,217,104,107,6,1.946,10.25,0.72,-0.20999999999999996,0.5100000000000001,3.5300000000000002,0.11,0.6299999999999999,0.049
LG,이성우,0.275,37,31,348.2,318,299,17,2,1.986,16.48,-0.25,0.11000000000000001,-0.27,-0.10000000000000009,3.1,2.83,-0.024
LG,이영빈,-0.024999999999999994,100,45,441.0,334,222,103,9,1.95,12.85,1.03,-0.62,0.4,5.45,-0.71,-0.31000000000000005,0.045
LG,이재원,0.229,101,77,676.0,154,148,5,1,1.9849999999999999,4.0600000000000005,4.53,0.22999999999999998,5.61,19.26,-3.33,2.29,0.567
LG,이정용,-0.013000000000000001,131,0,128.3,21,4,15,2,1.806,2.63,0.07,-0.12000000000000001,-0.13,-2.74,0.0,-0.13,-0.013000000000000001
LG,이천웅,-0.112,61,118,1058.4,245,241,3,1,1.994,4.12,-0.17000000000000015,0.31,-1.9000000000000001,-2.3000000000000003,0.6799999999999999,-1.23,-0.175
LG,이형종,-0.635,44,96,840.2,188,178,4,6,1.9369999999999998,3.84,-0.8500000000000001,-0.72,-2.21,-7.290000000000001,-4.43,-6.640000000000001,-0.21400000000000002
LG,임찬규,0.13799999999999998,42,66,340.6,62,18,41,3,2.841,4.67,1.14,0.12999999999999998,1.4500000000000002,10.47,0.0,1.4500000000000002,0.13799999999999998
LG,장준원,0.125,2,18,186.0,51,19,31,1,0.98,2.42,0.64,0.35,1.0,6.42,0.32,1.32,0.095
LG,정근우,-0.624,3,31,253.0,149,59,81,9,0.94,4.98,-5.84,-1.22,-7.05,-33.37,0.44,-6.61,-0.665
LG,정우영,0.251,140,0,198.0,71,14,56,1,2.963,9.48,2.66,0.21000000000000002,2.61,44.150000000000006,0.0,2.61,0.251
LG,정주현,-0.014000000000000012,73,178,1401.0,852,321,509,22,1.943,10.649999999999999,-1.72,-1.01,-2.74,-2.74,2.49,-0.25,-0.255
LG,정찬헌,0.076,14,31,168.1,32,15,16,1,1.929,3.49,0.5700000000000001,0.13,0.79,11.08,0.0,0.79,0.076
LG,진해수,-0.033,3,0,50.0,10,3,7,0,1.0,1.8,-0.09,0.1,-0.35,-8.49,0.0,-0.35,-0.033
LG,차우찬,0.002,3,13,64.0,9,0,8,1,0.889,1.13,0.05,-0.07,0.02,0.46,0.0,0.02,0.002
LG,채은성,-1.045,205,279,2288.2,1294,1220,61,13,2.972,13.32,5.75,0.05000000000000002,4.76,7.640000000000001,-15.07,-10.309999999999999,0.45399999999999996
LG,최동환,-0.071,50,0,107.0,12,4,5,3,1.514,1.51,-0.43,-0.37,-0.73,-15.93,0.0,-0.73,-0.071
LG,켈리,0.0020000000000000157,59,85,516.2,90,31,58,1,2.968,4.67,-1.14,0.8899999999999999,0.02000000000000013,0.5699999999999994,0.0,0.02000000000000013,0.0020000000000000157
LG,플럿코,0.055,28,28,162.0,12,1,11,0,1.0,0.67,0.05,0.4,0.53,3.94,0.0,0.53,0.055
LG,한석현,-0.084,10,7,58.0,8,7,0,1,0.875,1.09,0.03,-0.17,-0.6,-12.36,-0.25,-0.85,-0.059
LG,허도환,0.165,63,27,254.2,224,211,13,0,1.0,7.92,0.56,0.37,-0.52,-2.43,2.1,1.59,-0.054
LG,홍창기,0.754,243,335,2958.5,716,696,15,5,2.98,6.5,11.74,0.78,12.7,17.939999999999998,-4.8100000000000005,7.89,1.242
NC,강진성,-1.8619999999999999,117,213,1796.3000000000002,1612,1493,102,17,1.98,15.919999999999998,-2.6399999999999997,-0.30000000000000004,-3.26,-3.77,-15.78,-19.04,-0.333
NC,구창모,-0.03699999999999999,22,33,204.3,28,7,19,2,1.856,2.3200000000000003,-0.4899999999999999,0.07,-0.30000000000000004,-1.7799999999999994,0.0,-0.30000000000000004,-0.03699999999999999
NC,권희동,-0.30000000000000004,114,174,1525.4,366,346,14,6,2.947,6.210000000000001,0.19,-0.27,3.5,6.08,-6.41,-2.9099999999999997,0.31799999999999995
NC,김기환,0.6759999999999999,116,65,643.1,164,157,3,4,1.951,4.470000000000001,8.41,-0.44,8.41,31.27,-1.8499999999999999,6.5600000000000005,0.8620000000000001
NC,김성욱,0.298,4,41,472.1,121,118,3,0,1.0,2.31,2.93,0.27,5.01,12.69,-1.87,3.13,0.476
NC,김시훈,-0.083,59,7,83.1,15,2,10,3,0.8,1.3,-0.32,-0.39,-0.8,-11.56,0.0,-0.8,-0.083
NC,김영규,0.216,112,21,196.4,59,13,46,0,3.0,8.1,1.77,0.42000000000000004,2.16,39.17,0.0,2.16,0.216
NC,김응민,0.233,34,17,179.2,181,163,17,1,0.995,9.02,0.25,0.06,0.75,4.98,1.46,2.2,0.079
NC,김주원,1.178,155,134,1198.3,659,264,372,23,1.9249999999999998,9.469999999999999,6.26,-0.17000000000000004,6.09,9.28,5.3100000000000005,11.4,0.636
NC,김준완,0.321,2,16,176.0,50,46,4,0,1.0,2.56,0.63,0.1,3.94,26.8,-0.57,3.37,0.376
NC,김찬형,-0.797,19,21,260.29999999999995,132,45,76,11,1.8679999999999999,8.780000000000001,-8.21,-1.4,-9.62,-78.23,1.16,-8.46,-0.906
NC,김태군,1.026,101,110,1001.1,941,865,67,9,1.9809999999999999,16.8,1.01,-0.32999999999999996,1.69,3.72,8.73,10.43,0.167
NC,김태진,0.017,3,19,183.0,62,20,40,2,0.968,2.95,-0.14,0.07,-0.06,-0.38,0.22,0.16,-0.004
NC,김한별,0.11,24,4,78.2,38,11,23,4,0.895,3.89,1.17,-0.49,0.68,10.27,0.37,1.05,0.071
NC,김형준,0.2,3,13,164.1,153,142,10,1,0.994,8.33,0.41,0.03,0.63,4.58,1.5,2.13,0.059
NC,나성범,-0.608,128,175,1450.4,330,318,7,5,1.979,4.09,-0.54,-0.05999999999999997,1.3900000000000001,1.1400000000000001,-7.72,-6.33,0.139
NC,노진혁,1.031,214,325,2693.3,1097,403,661,33,2.904,10.57,-3.08,2.35,-0.7400000000000002,-0.3100000000000005,11.379999999999999,10.639999999999999,-0.07900000000000001
NC,도태훈,-0.01999999999999999,152,49,619.2,355,231,116,8,1.947,9.71,0.54,0.01999999999999999,0.5599999999999998,-1.6799999999999997,-0.8099999999999999,-0.25,0.065
NC,라이트,-0.086,3,29,157.2,16,9,7,0,1.0,0.91,-1.34,0.32,-0.92,-6.96,0.0,-0.92,-0.086
NC,루친스키,-0.08299999999999999,63,91,554.4,106,36,62,8,2.777,4.77,-0.6799999999999999,-0.42000000000000004,-0.8,-5.13,0.0,-0.8,-0.08299999999999999
NC,마티니,-1.301,120,120,1006.1,499,461,26,12,0.976,4.36,-5.19,-1.23,-6.37,-7.57,-6.43,-12.8,-0.647
NC,모창민,-0.226,3,18,147.2,134,121,11,2,0.985,8.05,-0.9,-0.17,-1.07,-8.64,-1.33,-2.4,-0.1
NC,박건우,-0.128,85,85,693.2,165,158,4,3,0.982,2.1,-2.25,-0.14,-1.95,-3.36,0.68,-1.26,-0.197
NC,박대온,0.284,98,64,572.3,543,513,26,4,1.9849999999999999,16.89,-0.9099999999999999,0.039999999999999994,-2.02,-9.129999999999999,4.74,2.73,-0.20700000000000002
NC,박민우,1.0459999999999998,151,261,2167.2,1203,549,633,21,2.949,14.75,5.87,1.21,7.08,8.899999999999999,3.78,10.86,0.675
NC,박석민,0.405,59,157,1233.4,388,131,233,24,2.822,9.83,3.2600000000000002,-1.04,2.2199999999999998,11.87,1.94,4.16,0.222
NC,박준영,-0.08499999999999999,175,143,1304.3000000000002,464,160,280,24,2.83,8.77,-4.54,-0.43999999999999995,-4.97,-26.740000000000002,4.180000000000001,-0.81,-0.505
NC,서호철,0.448,80,51,496.2,219,84,130,5,0.977,3.88,3.22,0.38,3.6,8.68,0.68,4.28,0.378
NC,손아섭,-0.056,108,108,894.2,203,193,7,3,0.985,2.01,6.5,0.12,3.91,5.23,-4.45,-0.54,0.404
NC,송명기,-0.2,52,58,317.5,37,8,24,5,2.597,2.72,-1.87,-0.32,-2.0300000000000002,-26.369999999999997,0.0,-2.0300000000000002,-0.2
NC,신민혁,0.031,56,48,263.1,44,16,26,2,1.909,2.91,0.010000000000000009,0.15999999999999998,0.29,3.5200000000000005,0.0,0.29,0.031
NC,알테어,0.15799999999999997,130,258,2172.4,656,645,7,4,1.988,5.41,1.54,0.24,-2.3,-2.5100000000000002,3.9,1.61,-0.21400000000000002
NC,양의지,2.234,144,224,1830.3000000000002,1713,1585,121,7,2.983,25.03,1.84,1.26,6.8100000000000005,10.23,16.189999999999998,22.990000000000002,0.665
NC,오영수,-0.592,77,63,554.2,532,487,41,4,0.993,8.57,-1.31,0.26,-1.12,-2.43,-4.58,-5.7,-0.117
NC,원종현,-0.192,132,0,173.1,34,10,20,4,2.652,4.66,-1.37,-0.43,-1.96,-40.019999999999996,0.0,-1.96,-0.192
NC,윤형준,-0.201,48,25,224.0,213,190,17,6,1.942,16.67,0.5899999999999999,-0.78,-0.19000000000000017,-4.989999999999998,-1.88,-2.06,-0.009000000000000008
NC,이명기,-1.62,123,222,1805.0,388,372,10,6,2.947,5.71,-8.94,-0.18000000000000005,-7.25,-21.450000000000003,-8.96,-16.21,-0.745
NC,이상호,-0.041,4,9,206.1,130,96,33,1,0.992,5.63,-0.35,0.27,-0.08,-0.44,-0.35,-0.43,-0.007
NC,이용찬,0.007,59,0,60.2,9,2,6,1,0.889,1.19,0.08,-0.05,0.06,1.25,0.0,0.06,0.007
NC,이원재,-0.482,26,45,416.1,374,344,27,3,1.979,15.99,-1.3399999999999999,0.09,-1.25,-13.04,-3.68,-4.93,-0.127
NC,이재학,0.11900000000000001,45,53,264.2,49,15,30,4,2.762,4.6,1.26,-0.24000000000000002,1.1600000000000001,16.07,0.0,1.1600000000000001,0.11900000000000001
NC,전민수,-0.191,24,8,72.0,12,12,0,0,1.0,1.5,-0.57,0.03,-1.54,-25.66,-0.37,-1.92,-0.153
NC,정범모,0.003,19,3,53.2,46,45,1,0,1.0,7.71,-0.4,0.08,-0.43,-9.56,0.46,0.03,-0.043
NC,정진기,-0.41,97,49,500.1,110,106,3,1,1.9889999999999999,3.7,-2.5700000000000003,0.07,-2.38,-5.26,-1.77,-4.15,-0.233
NC,정현,-0.289,44,24,239.2,96,42,52,2,0.979,3.53,-3.58,0.26,-3.32,-16.57,0.42,-2.9,-0.33
NC,지석훈,0.47,30,44,496.2,239,88,145,6,1.955,8.41,3.37,0.22,3.5900000000000003,17.93,1.29,4.88,0.346
NC,천재환,-0.192,27,3,80.1,20,19,1,0,1.0,2.24,-1.4,0.06,-1.74,-25.87,-0.11,-1.85,-0.18
NC,최성영,0.077,2,13,60.2,6,1,5,0,1.0,0.89,0.66,0.12,0.82,16.14,0.0,0.82,0.077
NC,최승민,-0.375,58,13,192.2,54,53,0,1,1.95,4.93,-3.21,-0.09000000000000001,-3.67,-45.79,-0.020000000000000004,-3.69,-0.373
NC,최정원,0.059000000000000004,66,63,573.0,285,125,151,9,1.9249999999999998,8.16,0.22,-0.41000000000000003,-0.19,-1.9300000000000002,0.77,0.5900000000000001,-0.018
NC,파슨스,0.094,24,24,133.0,22,6,16,0,1.0,1.49,0.63,0.25,0.94,8.46,0.0,0.94,0.094
SK,고종욱,-0.401,2,39,302.2,61,59,0,2,0.967,1.75,-0.19,-0.23,-2.59,-10.25,-1.65,-4.24,-0.245
SK,김강민,0.424,3,69,658.1,216,207,7,2,0.991,2.93,1.13,-0.08,3.29,5.98,1.19,4.48,0.312
SK,김경호,-0.071,2,20,228.0,50,49,1,0,1.0,1.97,0.24,0.13,0.23,1.23,-0.98,-0.75,0.022
SK,김성현,0.296,3,113,936.2,503,197,296,10,0.98,4.74,-1.46,0.6,-0.86,-1.1,3.97,3.11,-0.082
SK,김창평,-0.134,2,23,208.1,111,39,69,3,0.973,4.67,-1.67,-0.12,-1.79,-10.28,0.38,-1.41,-0.169
SK,김태훈,-0.065,2,8,62.0,6,1,3,2,0.667,0.58,-0.33,-0.28,-0.69,-13.41,0.0,-0.69,-0.065
SK,남태혁,-0.054,2,5,52.0,55,53,2,0,1.0,9.52,-0.18,0.08,-0.1,-2.3,-0.47,-0.57,-0.01
SK,노수광,-0.046,2,17,170.2,47,43,2,2,0.957,2.37,-0.15,-0.31,-0.25,-1.77,-0.23,-0.49,-0.024
SK,로맥,-1.333,3,127,1080.2,1018,950,56,12,0.988,8.38,-4.26,-0.63,-4.89,-5.41,-9.52,-14.41,-0.452
SK,문승원,0.009,3,25,145.2,23,4,16,3,0.87,1.24,0.31,-0.31,0.09,0.77,0.0,0.09,0.009
SK,박민호,0.079,3,0,52.0,12,1,11,0,1.0,2.08,0.7,0.1,0.84,19.34,0.0,0.84,0.079
SK,박성한,0.192,1,29,258.0,138,63,71,4,0.971,4.67,0.66,-0.03,0.63,2.93,1.39,2.02,0.06
SK,박종훈,0.132,3,28,157.1,23,5,18,0,1.0,1.32,0.98,0.31,1.4,10.65,0.0,1.4,0.132
SK,서진용,0.05,2,0,61.0,3,0,3,0,1.0,0.44,0.19,0.12,0.53,10.48,0.0,0.53,0.05
SK,오준혁,-0.051,2,27,196.2,43,43,0,0,1.0,1.97,1.19,0.11,0.53,3.25,-1.07,-0.53,0.051
SK,오태곤,-0.176,0,47,386.0,139,118,19,2,0.986,3.19,-0.2,0.07,-0.26,-0.82,-1.62,-1.88,-0.023
SK,윤석민,-0.081,2,12,115.0,55,40,13,2,0.964,4.15,-0.54,-0.1,-0.65,-6.72,-0.2,-0.85,-0.062
SK,이건욱,-0.014,2,25,122.0,9,2,7,0,1.0,0.66,-0.48,0.24,-0.15,-1.48,0.0,-0.15,-0.014
SK,이재원,0.571,3,65,545.1,461,422,36,3,0.994,7.56,-0.54,0.18,1.07,2.36,4.86,5.94,0.103
SK,이현석,0.182,3,28,283.1,226,202,22,2,0.991,7.12,0.11,0.0,-0.64,-2.72,2.55,1.9,-0.061
SK,이홍구,0.04,2,16,131.1,116,108,7,1,0.991,7.88,0.01,-0.01,-0.76,-6.92,1.18,0.42,-0.073
SK,이흥련,0.229,1,35,297.1,282,262,17,3,0.989,8.45,0.62,-0.18,-0.28,-1.12,2.68,2.4,-0.026
SK,정의윤,-0.11,2,22,174.0,44,43,1,0,1.0,2.28,-0.11,0.1,-0.22,-1.49,-0.94,-1.16,-0.021
SK,정진기,-0.098,3,31,280.0,82,78,0,4,0.951,2.51,2.25,-0.64,0.14,0.61,-1.17,-1.03,0.014
SK,정현,-0.042,3,32,358.0,183,54,122,7,0.962,4.43,-1.85,-0.33,-2.18,-7.3,1.74,-0.44,-0.207
SK,조이현,0.051,2,7,77.0,12,4,7,1,0.917,1.29,0.54,-0.05,0.54,8.45,0.0,0.54,0.051
SK,채태인,-0.052,1,11,75.1,71,69,2,0,1.0,8.48,0.01,0.12,0.13,2.08,-0.69,-0.56,0.012
SK,최정,0.342,3,118,987.2,257,76,170,11,0.957,2.24,1.03,0.83,1.86,2.25,1.82,3.68,0.172
SK,최준우,-0.239,3,52,441.1,255,104,143,8,0.969,5.04,-2.74,-0.57,-3.31,-8.99,0.8,-2.52,-0.315
SK,최지훈,0.667,3,118,1007.1,269,257,8,4,0.985,2.37,6.63,-0.25,9.45,11.23,-2.47,6.98,0.903
SK,최항,0.283,2,37,320.0,193,85,105,3,0.985,5.34,2.26,0.16,2.42,9.04,0.57,2.99,0.229
SK,핀토,-0.008,2,30,162.0,33,11,22,0,1.0,1.83,-0.52,0.32,-0.09,-0.63,0.0,-0.09,-0.008
