순위,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ
23,황재균,23K3B, 0.137 , 10 ,9.0,80.0, 23 , 6 ,17.0,0.0, 1.000 , 2.59 ,0.88,0.0, 0.00 , 0.00 ,0.25,1.13, 16.96 , 0.13 ,1.26,0.123
24,한승택,23KC, 0.136 , 19 ,14.0,129.1, 120 , 108 ,12.0,0.0, 1.000 , 8.35 ,0.28,0.0, 0.08 , -0.36 ,0.23,0.23, 2.16 , 1.03 ,1.26,0.025
25,메디나,23KP, 0.134 , 4 ,4.0,23.0, 11 , 3 ,8.0,0.0, 1.000 , 4.30 ,1.18,0.0, 0.00 , 0.01 ,0.05,1.24, 64.58 , 0.00 ,1.24,0.134
26,최지훈,23SCF, 0.133 , 22 ,22.0,189.1, 50 , 46 ,3.0,1.0, .980 , 2.33 ,-0.54,1.87, 0.00 , 0.00 ,-0.07,1.27, 8.00 , 0.02 ,1.28,0.132
27,한동희,23롯3B, 0.132 , 20 ,20.0,163.1, 40 , 8 ,29.0,3.0, .925 , 2.04 ,1.04,0.0, 0.00 , 0.00 ,-0.08,0.96, 7.05 , 0.26 ,1.22,0.104
28,김성윤,23삼CF, 0.132 , 15 ,6.0,83.2, 24 , 24 ,0.0,0.0, 1.000 , 2.58 ,1.06,0.06, 0.00 , 0.00 ,0.05,1.17, 16.70 , 0.06 ,1.22,0.126
29,정은원,23한2B, 0.128 , 22 ,20.0,176.2, 93 , 34 ,57.0,2.0, .979 , 4.64 ,0.66,0.0, 0.00 , 0.00 ,0.24,0.9, 6.11 , 0.28 ,1.18,0.098
30,노시환,23한3B, 0.124 , 22 ,22.0,195.2, 73 , 24 ,46.0,3.0, .959 , 3.22 ,0.87,0.0, 0.00 , 0.00 ,0.02,0.89, 5.43 , 0.31 ,1.2,0.092
31,문현빈,23한CF, 0.124 , 16 ,12.0,110.0, 43 , 26 ,16.0,1.0, .977 , 3.44 ,0.86,0.01, 0.00 , 0.00 ,0.01,0.88, 9.56 , 0.27 ,1.15,0.095
32,김혜성,23키2B, 0.119 , 23 ,23.0,193.0, 108 , 39 ,66.0,3.0, .972 , 4.90 ,0.73,0.0, 0.00 , 0.00 ,0.1,0.83, 5.14 , 0.32 ,1.15,0.086
33,이재현,23삼SS, 0.117 , 22 ,22.0,191.1, 95 , 40 ,54.0,1.0, .990 , 4.42 ,-0.33,0.0, 0.00 , 0.00 ,0.5,0.17, 1.07 , 0.92 ,1.09,0.018
34,최주환,23S2B, 0.110 , 20 ,19.0,154.1, 71 , 31 ,38.0,2.0, .972 , 4.02 ,0.64,0.0, 0.00 , 0.00 ,0.16,0.8, 6.19 , 0.25 ,1.05,0.084
35,박민우,23N2B, 0.110 , 21 ,19.0,153.2, 77 , 28 ,45.0,4.0, .948 , 4.28 ,1.05,0.0, 0.00 , 0.00 ,-0.24,0.8, 6.26 , 0.25 ,1.06,0.084
36,장성우,23KC, 0.102 , 17 ,17.0,145.0, 125 , 115 ,9.0,1.0, .992 , 7.70 ,0.08,0.0, -0.78 , 0.44 ,0.06,-0.21, -1.70 , 1.18 ,0.97,-0.022
37,주효상,23KC, 0.102 , 14 ,9.0,76.0, 84 , 80 ,4.0,0.0, 1.000 , 9.95 ,0.28,0.0, 0.05 , -0.13 ,0.13,0.34, 5.32 , 0.60 ,0.94,0.037
38,조수행,23두RF, 0.096 , 20 ,8.0,97.1, 25 , 25 ,0.0,0.0, 1.000 , 2.31 ,1.14,0.01, 0.00 , 0.00 ,0.08,1.23, 15.09 , -0.33 ,0.9,0.131
39,김호령,23KCF, 0.092 , 16 ,10.0,102.2, 34 , 34 ,0.0,0.0, 1.000 , 2.98 ,0.69,-0.04, 0.00 , 0.00 ,0.06,0.7, 8.16 , 0.16 ,0.86,0.075
40,오지환,23LSS, 0.092 , 13 ,11.0,109.0, 57 , 27 ,27.0,3.0, .947 , 4.46 ,0.55,0.0, 0.00 , 0.00 ,-0.2,0.35, 3.85 , 0.54 ,0.89,0.036
41,후라도,23키P, 0.091 , 5 ,5.0,28.2, 7 , 3 ,4.0,0.0, 1.000 , 2.20 ,0.77,0.0, 0.00 , 0.01 ,0.06,0.85, 35.56 , 0.00 ,0.85,0.091
42,이우성,23KRF, 0.087 , 10 ,5.0,51.1, 14 , 14 ,0.0,0.0, 1.000 , 2.46 ,1.71,-0.68, 0.00 , 0.00 ,0.03,1.07, 24.97 , -0.25 ,0.82,0.114
43,김준완,23키LF, 0.086 , 9 ,5.0,41.0, 16 , 16 ,0.0,0.0, 1.000 , 3.51 ,0.85,0.06, 0.00 , 0.00 ,0.03,0.94, 27.48 , -0.14 ,0.8,0.101
44,박승욱,23롯2B, 0.084 , 12 ,5.0,45.0, 23 , 9 ,14.0,0.0, 1.000 , 4.60 ,0.57,0.0, 0.00 , 0.00 ,0.16,0.73, 19.41 , 0.07 ,0.8,0.077
45,추신수,23SRF, 0.073 , 1 ,1.0,8.0, 4 , 4 ,0.0,0.0, 1.000 , 4.50 ,0.72,0.01, 0.00 , 0.00 ,0.01,0.73, 109.58 , -0.04 ,0.69,0.077
46,최상민,23SCF, 0.073 , 7 ,2.0,27.0, 9 , 9 ,0.0,0.0, 1.000 , 3.00 ,0.53,0.13, 0.00 , 0.00 ,0.02,0.68, 30.01 , 0.01 ,0.69,0.072
47,한석현,23NLF, 0.073 , 24 ,12.0,136.2, 45 , 43 ,0.0,2.0, .956 , 2.83 ,2.09,-0.79, 0.00 , 0.00 ,-0.35,0.95, 8.28 , -0.27 ,0.68,0.101
48,이재원,23SC, 0.073 , 9 ,7.0,63.0, 60 , 52 ,8.0,0.0, 1.000 , 8.57 ,0.0,0.0, -0.09 , 0.14 ,0.11,0.17, 3.17 , 0.49 ,0.65,0.019
49,허경민,23두3B, 0.072 , 22 ,22.0,190.1, 46 , 20 ,25.0,1.0, .978 , 2.13 ,-0.03,0.0, 0.00 , 0.00 ,0.4,0.38, 2.38 , 0.31 ,0.69,0.04
50,김한별,23NSS, 0.071 , 6 ,2.0,18.2, 12 , 3 ,9.0,0.0, 1.000 , 5.79 ,0.51,0.0, 0.00 , 0.00 ,0.07,0.58, 37.14 , 0.08 ,0.66,0.062
51,황성빈,23롯LF, 0.070 , 11 ,11.0,85.1, 34 , 33 ,1.0,0.0, 1.000 , 3.59 ,0.64,0.42, 0.00 , 0.00 ,0.02,1.08, 15.19 , -0.42 ,0.66,0.114
52,박경수,23K2B, 0.069 , 18 ,14.0,113.0, 75 , 28 ,45.0,2.0, .973 , 5.81 ,0.46,0.0, 0.00 , 0.00 ,0.01,0.47, 4.96 , 0.18 ,0.65,0.049
53,이창진,23KLF, 0.069 , 21 ,20.0,174.1, 41 , 37 ,4.0,0.0, 1.000 , 2.12 ,-0.67,1.99, 0.00 , 0.00 ,0.1,1.42, 9.72 , -0.77 ,0.65,0.15
54,이지영,23키C, 0.064 , 21 ,16.0,145.0, 145 , 130 ,12.0,3.0, .979 , 8.81 ,-0.41,0.0, 0.07 , 0.11 ,-0.34,-0.57, -4.73 , 1.17 ,0.6,-0.061
55,유강남,23롯C, 0.059 , 22 ,20.0,168.1, 162 , 146 ,14.0,2.0, .988 , 8.55 ,0.15,0.0, -0.73 , -0.13 ,-0.1,-0.8, -5.69 , 1.36 ,0.56,-0.085
56,뷰캐넌,23삼P, 0.058 , 5 ,5.0,32.2, 9 , 2 ,7.0,0.0, 1.000 , 2.48 ,0.46,0.0, 0.00 , 0.02 ,0.07,0.55, 20.12 , 0.00 ,0.55,0.058
57,박동원,23LC, 0.057 , 24 ,22.0,198.0, 165 , 148 ,15.0,2.0, .988 , 7.41 ,-0.41,0.0, -0.57 , -0.06 ,-0.05,-1.09, -6.57 , 1.63 ,0.55,-0.113
58,김규성,23K2B, 0.052 , 19 ,9.0,94.1, 45 , 17 ,27.0,1.0, .978 , 4.20 ,0.11,0.0, 0.00 , 0.00 ,0.14,0.25, 3.18 , 0.24 ,0.49,0.027
59,김태군,23삼C, 0.052 , 4 ,3.0,26.2, 13 , 12 ,1.0,0.0, 1.000 , 4.39 ,0.14,0.0, 0.03 , 0.05 ,0.05,0.27, 12.23 , 0.21 ,0.49,0.029
60,김인태,23두LF, 0.052 , 6 ,6.0,46.0, 13 , 13 ,0.0,0.0, 1.000 , 2.54 ,0.91,-0.24, 0.00 , 0.00 ,0.03,0.7, 18.25 , -0.22 ,0.48,0.075
61,김원중,23롯P, 0.051 , 13 ,0.0,13.2, 4 , 1 ,3.0,0.0, 1.000 , 2.63 ,0.44,0.0, 0.00 , 0.01 ,0.03,0.48, 42.19 , 0.00 ,0.48,0.051
62,오그레디,23한LF, 0.050 , 13 ,12.0,103.2, 33 , 31 ,1.0,1.0, .970 , 2.78 ,0.53,0.57, 0.00 , 0.00 ,-0.16,0.94, 10.81 , -0.48 ,0.45,0.103
63,박상언,23한C, 0.047 , 7 ,6.0,57.0, 54 , 47 ,7.0,0.0, 1.000 , 8.53 ,0.14,0.0, 0.09 , -0.35 ,0.1,-0.01, -0.29 , 0.45 ,0.44,-0.001
64,곽빈,23두P, 0.046 , 5 ,5.0,30.2, 6 , 2 ,4.0,0.0, 1.000 , 1.76 ,0.35,0.0, 0.00 , 0.02 ,0.07,0.44, 17.09 , 0.00 ,0.44,0.046
65,최영환,23롯P, 0.046 , 3 ,0.0,3.2, 2 , 0 ,2.0,0.0, 1.000 , 4.91 ,0.42,0.0, 0.00 , 0.00 ,0.01,0.43, 139.98 , 0.00 ,0.43,0.046
66,오윤석,23K2B, 0.045 , 10 ,4.0,47.1, 35 , 23 ,12.0,0.0, 1.000 , 6.66 ,0.32,0.0, 0.00 , 0.00 ,0.16,0.48, 12.19 , -0.06 ,0.42,0.052
67,김휘집,23키3B, 0.043 , 20 ,16.0,149.0, 54 , 14 ,36.0,4.0, .926 , 3.02 ,0.33,0.0, 0.00 , 0.00 ,-0.31,0.03, 0.21 , 0.39 ,0.41,0.003
68,김동주,23두P, 0.043 , 4 ,4.0,21.0, 2 , 0 ,2.0,0.0, 1.000 , 0.86 ,0.35,0.0, 0.00 , 0.01 ,0.05,0.4, 23.03 , 0.00 ,0.4,0.043
69,슐서,23KP, 0.042 , 4 ,4.0,25.0, 6 , 0 ,6.0,0.0, 1.000 , 2.16 ,0.33,0.0, 0.00 , 0.01 ,0.06,0.4, 19.05 , 0.00 ,0.4,0.042
70,이민호,23LP, 0.041 , 1 ,1.0,5.1, 5 , 0 ,5.0,0.0, 1.000 , 8.44 ,0.36,0.0, 0.00 , 0.00 ,0.01,0.38, 85.02 , 0.00 ,0.38,0.041
71,신성현,23두1B, 0.041 , 7 ,2.0,27.1, 17 , 16 ,1.0,0.0, 1.000 , 5.60 ,0.32,0.18, 0.00 , 0.00 ,0.06,0.56, 24.33 , -0.17 ,0.38,0.059
72,김영현,23KP, 0.040 , 10 ,0.0,10.1, 4 , 1 ,3.0,0.0, 1.000 , 3.48 ,0.35,0.0, 0.00 , 0.01 ,0.02,0.38, 44.14 , 0.00 ,0.38,0.04
73,박주홍,23키1B, 0.040 , 10 ,10.0,63.0, 56 , 54 ,2.0,0.0, 1.000 , 8.00 ,0.53,0.16, 0.00 , 0.00 ,0.16,0.85, 16.19 , -0.48 ,0.37,0.091
74,김진욱,23롯P, 0.038 , 10 ,0.0,11.2, 5 , 1 ,4.0,0.0, 1.000 , 3.86 ,0.33,0.0, 0.00 , 0.01 ,0.03,0.36, 36.93 , 0.00 ,0.36,0.038
75,임기영,23KP, 0.038 , 8 ,0.0,13.0, 4 , 0 ,4.0,0.0, 1.000 , 2.77 ,0.32,0.0, 0.00 , 0.01 ,0.03,0.36, 32.92 , 0.00 ,0.36,0.038
76,김수환,23키1B, 0.037 , 7 ,1.0,22.0, 19 , 19 ,0.0,0.0, 1.000 , 7.77 ,0.45,0.0, 0.00 , 0.00 ,0.06,0.52, 28.03 , -0.17 ,0.34,0.056
77,김동헌,23키C, 0.036 , 14 ,8.0,67.0, 56 , 52 ,4.0,0.0, 1.000 , 7.52 ,-0.06,0.0, -0.15 , -0.11 ,0.12,-0.2, -3.61 , 0.54 ,0.34,-0.021
78,문승원,23SP, 0.035 , 3 ,3.0,17.2, 4 , 0 ,4.0,0.0, 1.000 , 2.04 ,0.28,0.0, 0.00 , 0.01 ,0.04,0.33, 22.21 , 0.00 ,0.33,0.035
79,박석민,23N3B, 0.035 , 10 ,10.0,66.0, 13 , 4 ,9.0,0.0, 1.000 , 1.77 ,0.01,0.0, 0.00 , 0.00 ,0.21,0.22, 4.01 , 0.11 ,0.33,0.023
80,전준우,23롯LF, 0.033 , 2 ,2.0,16.0, 3 , 3 ,0.0,0.0, 1.000 , 1.69 ,0.32,0.08, 0.00 , 0.00 ,0.0,0.4, 29.78 , -0.08 ,0.32,0.042
81,박정현,23한SS, 0.033 , 15 ,13.0,108.0, 61 , 22 ,34.0,5.0, .918 , 4.67 ,0.4,0.0, 0.00 , 0.00 ,-0.61,-0.21, -2.28 , 0.52 ,0.31,-0.022
82,김기중,23한P, 0.032 , 10 ,0.0,9.1, 3 , 0 ,3.0,0.0, 1.000 , 2.89 ,0.28,0.0, 0.00 , 0.00 ,0.02,0.3, 39.00 , 0.00 ,0.3,0.032
83,구승민,23롯P, 0.031 , 12 ,0.0,12.0, 4 , 0 ,3.0,1.0, .750 , 2.25 ,0.46,0.0, 0.00 , 0.01 ,-0.17,0.3, 29.49 , 0.00 ,0.3,0.031
84,요키시,23키P, 0.031 , 5 ,5.0,29.0, 7 , 2 ,5.0,0.0, 1.000 , 2.17 ,0.21,0.0, 0.00 , 0.01 ,0.06,0.29, 12.11 , 0.00 ,0.29,0.031
85,김민우,23한P, 0.030 , 5 ,5.0,25.0, 5 , 2 ,3.0,0.0, 1.000 , 1.80 ,0.21,0.0, 0.00 , 0.01 ,0.06,0.28, 13.44 , 0.00 ,0.28,0.03
86,정보근,23롯C, 0.029 , 10 ,2.0,27.0, 27 , 24 ,3.0,0.0, 1.000 , 9.00 ,-0.06,0.0, 0.15 , -0.08 ,0.05,0.06, 2.59 , 0.22 ,0.28,0.006
87,박해민,23LCF, 0.029 , 25 ,25.0,216.0, 59 , 59 ,0.0,0.0, 1.000 , 2.46 ,0.93,-1.13, 0.00 , 0.00 ,0.12,-0.08, -0.42 , 0.35 ,0.28,-0.008
88,윤대경,23한P, 0.028 , 8 ,0.0,9.2, 2 , 0 ,2.0,0.0, 1.000 , 1.86 ,0.24,0.0, 0.00 , 0.00 ,0.02,0.26, 32.44 , 0.00 ,0.26,0.028
89,이해승,23삼3B, 0.027 , 9 ,1.0,19.1, 9 , 4 ,5.0,0.0, 1.000 , 4.19 ,0.14,0.0, 0.00 , 0.00 ,0.07,0.2, 12.47 , 0.06 ,0.26,0.021
90,김상수,23롯P, 0.027 , 13 ,0.0,10.1, 2 , 0 ,2.0,0.0, 1.000 , 1.74 ,0.35,0.0, -0.12 , 0.01 ,0.02,0.26, 29.66 , 0.00 ,0.26,0.027
91,김영규,23NP, 0.027 , 12 ,0.0,13.0, 3 , 0 ,3.0,0.0, 1.000 , 2.08 ,0.22,0.0, 0.00 , 0.01 ,0.03,0.25, 23.27 , 0.00 ,0.25,0.027
92,전병우,23키1B, 0.026 , 10 ,3.0,42.0, 53 , 52 ,1.0,0.0, 1.000 , 11.36 ,0.47,0.0, 0.00 , 0.00 ,0.12,0.59, 16.75 , -0.34 ,0.25,0.062
93,장현식,23KP, 0.026 , 3 ,0.0,3.0, 2 , 0 ,2.0,0.0, 1.000 , 6.00 ,0.23,0.0, 0.00 , 0.00 ,0.01,0.24, 96.94 , 0.00 ,0.24,0.026
94,임찬규,23LP, 0.026 , 7 ,3.0,21.2, 6 , 1 ,5.0,0.0, 1.000 , 2.49 ,0.18,0.0, 0.00 , 0.01 ,0.05,0.24, 13.37 , 0.00 ,0.24,0.026
95,문성현,23키P, 0.025 , 8 ,0.0,8.2, 4 , 1 ,3.0,0.0, 1.000 , 4.15 ,0.22,0.0, 0.00 , 0.00 ,0.02,0.24, 33.21 , 0.00 ,0.24,0.025
96,신윤후,23롯LF, 0.025 , 7 ,1.0,15.2, 4 , 4 ,0.0,0.0, 1.000 , 2.30 ,0.28,0.03, 0.00 , 0.00 ,0.0,0.31, 23.94 , -0.08 ,0.24,0.033
97,장민재,23한P, 0.025 , 4 ,4.0,20.0, 9 , 1 ,7.0,1.0, .889 , 3.60 ,0.38,0.0, 0.00 , 0.01 ,-0.16,0.24, 14.29 , 0.00 ,0.24,0.025
98,장승현,23두C, 0.024 , 11 ,4.0,51.1, 52 , 51 ,1.0,0.0, 1.000 , 9.12 ,0.0,0.0, -0.30 , 0.03 ,0.09,-0.19, -4.40 , 0.42 ,0.23,-0.02
99,송승환,23두LF, 0.024 , 11 ,10.0,81.0, 27 , 26 ,1.0,0.0, 1.000 , 3.00 ,1.23,-0.66, 0.00 , 0.00 ,0.03,0.6, 8.88 , -0.38 ,0.22,0.065
100,이호성,23삼P, 0.024 , 3 ,0.0,7.0, 6 , 1 ,5.0,0.0, 1.000 , 7.71 ,0.2,0.0, 0.00 , 0.00 ,0.02,0.22, 38.18 , 0.00 ,0.22,0.024
101,이우찬,23LP, 0.023 , 9 ,0.0,12.0, 5 , 1 ,4.0,0.0, 1.000 , 3.75 ,0.19,0.0, 0.00 , 0.01 ,0.03,0.22, 21.83 , 0.00 ,0.22,0.023
102,김광현,23SP, 0.023 , 4 ,4.0,18.0, 3 , 0 ,3.0,0.0, 1.000 , 1.50 ,0.17,0.0, 0.00 , 0.01 ,0.04,0.22, 14.48 , 0.00 ,0.22,0.023
103,정철원,23두P, 0.022 , 13 ,0.0,16.0, 2 , 0 ,2.0,0.0, 1.000 , 1.13 ,0.16,0.0, 0.00 , 0.01 ,0.04,0.21, 15.45 , 0.00 ,0.21,0.022
104,안중열,23NC, 0.021 , 14 ,10.0,87.1, 97 , 88 ,6.0,3.0, .969 , 9.69 ,0.0,0.0, 0.02 , -0.08 ,-0.45,-0.5, -6.89 , 0.70 ,0.2,-0.054
105,김호재,23삼3B, 0.021 , 7 ,4.0,40.0, 9 , 2 ,7.0,0.0, 1.000 , 2.03 ,-0.01,0.0, 0.00 , 0.00 ,0.13,0.12, 3.58 , 0.08 ,0.2,0.013
106,양창섭,23삼P, 0.020 , 3 ,2.0,8.1, 3 , 0 ,3.0,0.0, 1.000 , 3.24 ,0.16,0.0, 0.00 , 0.00 ,0.02,0.18, 26.43 , 0.00 ,0.18,0.02
107,김태오,23KP, 0.019 , 5 ,0.0,7.1, 2 , 0 ,2.0,0.0, 1.000 , 2.46 ,0.16,0.0, 0.00 , 0.00 ,0.02,0.18, 29.57 , 0.00 ,0.18,0.019
108,이태양,23한P, 0.018 , 9 ,1.0,13.1, 3 , 0 ,3.0,0.0, 1.000 , 2.03 ,0.13,0.0, 0.00 , 0.01 ,0.03,0.17, 15.01 , 0.00 ,0.17,0.018
109,홍종표,23K2B, 0.017 , 6 ,0.0,13.0, 5 , 2 ,3.0,0.0, 1.000 , 3.46 ,0.09,0.0, 0.00 , 0.00 ,0.05,0.14, 12.92 , 0.02 ,0.16,0.015
110,이유찬,23두SS, 0.017 , 19 ,17.0,140.0, 67 , 27 ,37.0,3.0, .955 , 4.11 ,-0.33,0.0, 0.00 , 0.00 ,-0.09,-0.42, -3.61 , 0.58 ,0.16,-0.045
111,유로결,23한RF, 0.017 , 6 ,4.0,36.0, 7 , 7 ,0.0,0.0, 1.000 , 1.75 ,0.45,-0.16, 0.00 , 0.00 ,0.04,0.33, 10.96 , -0.17 ,0.16,0.036
112,양현종,23KP, 0.017 , 4 ,4.0,24.0, 7 , 3 ,4.0,0.0, 1.000 , 2.63 ,0.09,0.0, 0.00 , 0.01 ,0.05,0.16, 8.01 , 0.00 ,0.16,0.017
113,정우영,23LP, 0.016 , 13 ,0.0,10.2, 2 , 1 ,1.0,0.0, 1.000 , 1.69 ,0.12,0.0, 0.00 , 0.01 ,0.02,0.15, 16.56 , 0.00 ,0.15,0.016
114,나균안,23롯P, 0.015 , 5 ,5.0,33.2, 1 , 0 ,1.0,0.0, 1.000 , 0.27 ,0.05,0.0, 0.00 , 0.02 ,0.08,0.15, 5.16 , 0.00 ,0.15,0.015
115,장재영,23키P, 0.014 , 2 ,2.0,6.1, 1 , 0 ,1.0,0.0, 1.000 , 1.42 ,0.12,0.0, 0.00 , 0.00 ,0.01,0.14, 25.68 , 0.00 ,0.14,0.014
116,홍정우,23삼P, 0.014 , 5 ,0.0,5.2, 2 , 1 ,1.0,0.0, 1.000 , 3.18 ,0.12,0.0, 0.00 , 0.00 ,0.01,0.13, 28.17 , 0.00 ,0.13,0.014
117,고우석,23LP, 0.014 , 6 ,0.0,5.2, 1 , 0 ,1.0,0.0, 1.000 , 1.59 ,0.12,0.0, 0.00 , 0.00 ,0.01,0.13, 28.17 , 0.00 ,0.13,0.014
118,장지수,23한P, 0.013 , 1 ,0.0,2.0, 1 , 0 ,1.0,0.0, 1.000 , 4.50 ,0.12,0.0, 0.00 , 0.00 ,0.0,0.12, 73.56 , 0.00 ,0.12,0.013
119,박세진,23KP, 0.013 , 4 ,0.0,2.0, 1 , 0 ,1.0,0.0, 1.000 , 4.50 ,0.12,0.0, 0.00 , 0.00 ,0.0,0.12, 73.56 , 0.00 ,0.12,0.013
120,곽도규,23KP, 0.013 , 2 ,0.0,1.2, 1 , 0 ,1.0,0.0, 1.000 , 5.40 ,0.12,0.0, 0.00 , 0.00 ,0.0,0.12, 87.59 , 0.00 ,0.12,0.013
121,신정락,23롯P, 0.012 , 6 ,0.0,6.2, 2 , 0 ,2.0,0.0, 1.000 , 2.70 ,0.1,0.0, 0.00 , 0.00 ,0.01,0.12, 21.10 , 0.00 ,0.12,0.012
122,백승건,23SP, 0.012 , 10 ,0.0,10.2, 2 , 0 ,2.0,0.0, 1.000 , 1.69 ,0.09,0.0, 0.00 , 0.01 ,0.02,0.12, 13.07 , 0.00 ,0.12,0.012
123,하준영,23NP, 0.012 , 11 ,0.0,10.2, 5 , 1 ,4.0,0.0, 1.000 , 4.22 ,0.21,0.0, -0.12 , 0.01 ,0.02,0.12, 13.03 , 0.00 ,0.12,0.012
124,이승원,23키SS, 0.012 , 1 ,0.0,2.0, 4 , 1 ,3.0,0.0, 1.000 , 18.00 ,0.09,0.0, 0.00 , 0.00 ,0.01,0.1, 59.84 , 0.01 ,0.11,0.011
125,최정용,23K2B, 0.012 , 2 ,0.0,2.0, 3 , 1 ,2.0,0.0, 1.000 , 13.50 ,0.1,0.0, 0.00 , 0.00 ,0.01,0.11, 63.83 , 0.00 ,0.11,0.011
