순위,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ
126,최지강,23두P, 0.011 , 12 ,0.0,10.2, 4 , 0 ,3.0,1.0, .750 , 2.53 ,0.28,0.0, 0.00 , 0.01 ,-0.18,0.11, 12.10 , 0.00 ,0.11,0.011
127,김윤식,23LP, 0.011 , 5 ,5.0,20.0, 1 , 0 ,1.0,0.0, 1.000 , 0.45 ,0.05,0.0, 0.00 , 0.01 ,0.04,0.11, 6.36 , 0.00 ,0.11,0.011
128,스트레일리,23롯P, 0.011 , 5 ,5.0,21.2, 2 , 1 ,1.0,0.0, 1.000 , 0.83 ,0.05,0.0, 0.00 , 0.01 ,0.05,0.1, 5.79 , 0.00 ,0.1,0.011
129,김대유,23KP, 0.011 , 12 ,0.0,6.1, 2 , 1 ,1.0,0.0, 1.000 , 2.84 ,0.09,0.0, 0.00 , 0.00 ,0.01,0.1, 19.69 , 0.00 ,0.1,0.011
130,플럿코,23LP, 0.011 , 5 ,5.0,29.1, 4 , 1 ,3.0,0.0, 1.000 , 1.23 ,0.02,0.0, 0.00 , 0.01 ,0.07,0.1, 4.23 , 0.00 ,0.1,0.011
131,박상원,23한P, 0.010 , 3 ,0.0,3.0, 5 , 2 ,3.0,0.0, 1.000 , 15.00 ,0.09,0.0, 0.00 , 0.00 ,0.01,0.09, 37.77 , 0.00 ,0.09,0.01
132,강효종,23LP, 0.010 , 5 ,5.0,16.2, 1 , 0 ,1.0,0.0, 1.000 , 0.54 ,0.04,0.0, 0.00 , 0.01 ,0.04,0.09, 6.50 , 0.00 ,0.09,0.01
133,남지민,23한P, 0.009 , 5 ,4.0,16.1, 1 , 0 ,1.0,0.0, 1.000 , 0.55 ,0.04,0.0, 0.00 , 0.01 ,0.04,0.09, 6.56 , 0.00 ,0.09,0.009
134,켈리,23LP, 0.009 , 6 ,6.0,35.0, 7 , 1 ,5.0,1.0, .857 , 1.54 ,0.19,0.0, 0.00 , 0.02 ,-0.12,0.09, 2.95 , 0.00 ,0.09,0.009
135,정해영,23KP, 0.009 , 12 ,0.0,12.0, 1 , 0 ,1.0,0.0, 1.000 , 0.75 ,0.05,0.0, 0.00 , 0.01 ,0.03,0.08, 8.32 , 0.00 ,0.08,0.009
136,고종욱,23KLF, 0.008 , 10 ,8.0,58.1, 13 , 13 ,0.0,0.0, 1.000 , 2.01 ,0.32,0.04, 0.00 , 0.00 ,0.01,0.37, 7.57 , -0.29 ,0.08,0.038
137,윤영철,23KP, 0.008 , 3 ,3.0,13.0, 1 , 0 ,1.0,0.0, 1.000 , 0.69 ,0.04,0.0, 0.00 , 0.01 ,0.03,0.08, 7.37 , 0.00 ,0.08,0.008
138,서진용,23SP, 0.008 , 12 ,0.0,12.1, 1 , 0 ,1.0,0.0, 1.000 , 0.73 ,0.04,0.0, 0.00 , 0.01 ,0.03,0.08, 7.59 , 0.00 ,0.08,0.008
139,김기훈,23KP, 0.008 , 11 ,0.0,12.0, 2 , 0 ,2.0,0.0, 1.000 , 1.50 ,0.04,0.0, 0.00 , 0.01 ,0.03,0.08, 7.70 , 0.00 ,0.08,0.008
140,이원석,23삼3B, 0.007 , 11 ,11.0,84.0, 22 , 7 ,13.0,2.0, .909 , 2.14 ,0.07,0.0, 0.00 , 0.00 ,-0.13,-0.07, -0.95 , 0.14 ,0.07,-0.007
141,구창모,23NP, 0.007 , 5 ,5.0,30.1, 4 , 2 ,2.0,0.0, 1.000 , 1.19 ,-0.01,0.0, 0.00 , 0.02 ,0.07,0.07, 2.74 , 0.00 ,0.07,0.007
142,윤명준,23롯P, 0.007 , 6 ,0.0,6.1, 1 , 0 ,1.0,0.0, 1.000 , 1.42 ,0.05,0.0, 0.00 , 0.00 ,0.01,0.07, 12.72 , 0.00 ,0.07,0.007
143,이재희,23삼P, 0.007 , 2 ,1.0,8.0, 1 , 0 ,1.0,0.0, 1.000 , 1.13 ,0.04,0.0, 0.00 , 0.00 ,0.02,0.07, 9.85 , 0.00 ,0.07,0.007
144,류진욱,23NP, 0.007 , 8 ,0.0,8.0, 2 , 1 ,1.0,0.0, 1.000 , 2.25 ,0.04,0.0, 0.00 , 0.00 ,0.02,0.07, 9.85 , 0.00 ,0.07,0.007
145,김재웅,23키P, 0.007 , 8 ,0.0,7.1, 1 , 0 ,1.0,0.0, 1.000 , 1.23 ,0.04,0.0, 0.00 , 0.00 ,0.02,0.06, 10.44 , 0.00 ,0.06,0.007
146,김민,23KP, 0.006 , 6 ,0.0,5.2, 1 , 0 ,1.0,0.0, 1.000 , 1.59 ,0.04,0.0, 0.00 , 0.00 ,0.01,0.06, 12.51 , 0.00 ,0.06,0.006
147,장필준,23삼P, 0.006 , 2 ,2.0,5.0, 1 , 0 ,1.0,0.0, 1.000 , 1.80 ,0.04,0.0, 0.00 , 0.00 ,0.01,0.06, 13.72 , 0.00 ,0.06,0.006
148,벤자민,23KP, 0.006 , 5 ,5.0,27.1, 3 , 1 ,2.0,0.0, 1.000 , 0.99 ,-0.02,0.0, 0.00 , 0.01 ,0.06,0.05, 2.40 , 0.00 ,0.05,0.006
149,박대온,23NC, 0.006 , 2 ,0.0,8.0, 5 , 5 ,0.0,0.0, 1.000 , 5.63 ,0.0,0.0, -0.06 , 0.04 ,0.01,-0.01, -1.75 , 0.07 ,0.06,-0.001
150,신헌민,23SP, 0.005 , 3 ,0.0,3.0, 1 , 0 ,1.0,0.0, 1.000 , 3.00 ,0.04,0.0, 0.00 , 0.00 ,0.01,0.05, 20.59 , 0.00 ,0.05,0.005
151,김도영,23K3B, 0.005 , 2 ,2.0,11.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.03,0.03, 3.80 , 0.02 ,0.05,0.004
152,최준용,23롯P, 0.005 , 4 ,0.0,2.0, 1 , 0 ,1.0,0.0, 1.000 , 4.50 ,0.04,0.0, 0.00 , 0.00 ,0.0,0.05, 29.18 , 0.00 ,0.05,0.005
153,강진성,23두1B, 0.005 , 1 ,0.0,1.0, 2 , 2 ,0.0,0.0, 1.000 , 18.00 ,0.05,0.0, 0.00 , 0.00 ,0.0,0.05, 63.75 , -0.01 ,0.05,0.006
154,송승기,23LP, 0.005 , 1 ,0.0,1.0, 1 , 0 ,1.0,0.0, 1.000 , 9.00 ,0.04,0.0, 0.00 , 0.00 ,0.0,0.05, 54.96 , 0.00 ,0.05,0.005
155,이승진,23두P, 0.005 , 1 ,0.0,0.2, 1 , 0 ,1.0,0.0, 1.000 , 13.50 ,0.04,0.0, 0.00 , 0.00 ,0.0,0.04, 80.73 , 0.00 ,0.04,0.005
156,안주형,23삼SS, 0.005 , 3 ,0.0,6.0, 2 , 2 ,0.0,0.0, 1.000 , 3.00 ,0.0,0.0, 0.00 , 0.00 ,0.02,0.02, 4.35 , 0.02 ,0.04,0.002
157,허관회,23한C, 0.005 , 1 ,0.0,3.0, 2 , 2 ,0.0,0.0, 1.000 , 6.00 ,0.0,0.0, 0.00 , 0.01 ,0.01,0.02, 7.37 , 0.02 ,0.04,0.002
158,김동혁,23키P, 0.004 , 12 ,0.0,14.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.01 ,0.03,0.04, 3.41 , 0.00 ,0.04,0.004
,박영현,23KP, 0.004 , 14 ,0.0,14.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.01 ,0.03,0.04, 3.41 , 0.00 ,0.04,0.004
160,이승현,23삼P, 0.004 , 12 ,0.0,13.1, 1 , 1 ,0.0,0.0, 1.000 , 0.68 ,0.0,0.0, 0.00 , 0.01 ,0.03,0.04, 3.41 , 0.00 ,0.04,0.004
161,김진성,23LP, 0.004 , 14 ,0.0,13.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.01 ,0.03,0.04, 3.41 , 0.00 ,0.04,0.004
162,조이현,23KP, 0.003 , 6 ,2.0,11.1, 1 , 1 ,0.0,0.0, 1.000 , 0.79 ,0.0,0.0, 0.00 , 0.01 ,0.03,0.03, 3.41 , 0.00 ,0.03,0.003
163,이용찬,23NP, 0.003 , 11 ,0.0,11.1, 1 , 1 ,0.0,0.0, 1.000 , 0.79 ,0.0,0.0, 0.00 , 0.01 ,0.03,0.03, 3.41 , 0.00 ,0.03,0.003
164,노경은,23SP, 0.003 , 12 ,0.0,11.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.01 ,0.03,0.03, 3.41 , 0.00 ,0.03,0.003
165,김태훈,23키삼P, 0.003 , 11 ,0.0,11.0, 2 , 0 ,2.0,0.0, 1.000 , 1.64 ,0.0,0.0, 0.00 , 0.01 ,0.02,0.03, 3.41 , 0.00 ,0.03,0.003
166,김범수,23한P, 0.003 , 12 ,0.0,12.2, 2 , 0 ,2.0,0.0, 1.000 , 1.42 ,0.12,0.0, -0.12 , 0.01 ,0.03,0.03, 2.79 , 0.00 ,0.03,0.003
167,양현,23키P, 0.003 , 9 ,0.0,10.1, 1 , 0 ,1.0,0.0, 1.000 , 0.87 ,0.0,0.0, 0.00 , 0.01 ,0.02,0.03, 3.41 , 0.00 ,0.03,0.003
168,김수윤,23N3B, 0.003 , 2 ,1.0,6.0, 1 , 1 ,0.0,0.0, 1.000 , 1.50 ,0.0,0.0, 0.00 , 0.00 ,0.02,0.02, 3.80 , 0.01 ,0.03,0.002
169,백정현,23삼P, 0.003 , 5 ,5.0,24.0, 4 , 0 ,4.0,0.0, 1.000 , 1.50 ,-0.04,0.0, 0.00 , 0.01 ,0.05,0.03, 1.39 , 0.00 ,0.03,0.003
170,이로운,23SP, 0.003 , 8 ,0.0,9.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.02,0.03, 3.41 , 0.00 ,0.03,0.003
171,김시훈,23NP, 0.003 , 11 ,0.0,8.2, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.02,0.02, 3.41 , 0.00 ,0.02,0.003
172,최민준,23SP, 0.003 , 14 ,0.0,14.1, 2 , 0 ,2.0,0.0, 1.000 , 1.26 ,-0.02,0.0, 0.00 , 0.01 ,0.03,0.02, 2.00 , 0.00 ,0.02,0.003
173,신본기,23K3B, 0.003 , 14 ,9.0,82.0, 32 , 15 ,16.0,1.0, .969 , 3.40 ,-0.25,0.0, 0.00 , 0.00 ,0.07,-0.18, -2.56 , 0.20 ,0.02,-0.019
174,이준영,23KP, 0.003 , 11 ,0.0,8.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.02,0.02, 3.41 , 0.00 ,0.02,0.003
175,정우람,23한P, 0.003 , 12 ,0.0,8.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.02,0.02, 3.41 , 0.00 ,0.02,0.003
176,하영민,23키P, 0.002 , 9 ,0.0,8.0, 1 , 1 ,0.0,0.0, 1.000 , 1.13 ,0.0,0.0, 0.00 , 0.00 ,0.02,0.02, 3.41 , 0.00 ,0.02,0.002
177,전상현,23KP, 0.002 , 13 ,0.0,10.0, 1 , 0 ,1.0,0.0, 1.000 , 0.90 ,0.12,0.0, -0.12 , 0.00 ,0.02,0.02, 2.62 , 0.00 ,0.02,0.002
178,우규민,23삼P, 0.002 , 10 ,0.0,7.2, 1 , 0 ,1.0,0.0, 1.000 , 1.17 ,0.0,0.0, 0.00 , 0.00 ,0.02,0.02, 3.41 , 0.00 ,0.02,0.002
179,임창민,23키P, 0.002 , 8 ,0.0,7.1, 1 , 0 ,1.0,0.0, 1.000 , 1.23 ,0.0,0.0, 0.00 , 0.00 ,0.02,0.02, 3.41 , 0.00 ,0.02,0.002
180,김서현,23한P, 0.002 , 5 ,0.0,6.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.02, 3.41 , 0.00 ,0.02,0.002
181,고효준,23SP, 0.002 , 10 ,0.0,7.2, 2 , 0 ,2.0,0.0, 1.000 , 2.35 ,0.12,0.0, -0.12 , 0.00 ,0.02,0.02, 2.38 , 0.00 ,0.02,0.002
182,고봉재,23두P, 0.002 , 6 ,0.0,7.1, 4 , 3 ,1.0,0.0, 1.000 , 4.91 ,0.12,0.0, -0.12 , 0.00 ,0.02,0.01, 2.34 , 0.00 ,0.01,0.002
183,송영진,23SP, 0.001 , 5 ,3.0,18.2, 5 , 2 ,2.0,1.0, .800 , 1.93 ,0.16,0.0, 0.00 , 0.01 ,-0.16,0.01, 0.86 , 0.00 ,0.01,0.001
184,오태곤,23S1B, 0.001 , 19 ,11.0,114.1, 100 , 95 ,4.0,1.0, .990 , 7.79 ,0.74,0.04, 0.00 , 0.00 ,0.09,0.86, 9.00 , -0.85 ,0.01,0.091
185,김도규,23롯P, 0.001 , 6 ,0.0,4.2, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.41 , 0.00 ,0.01,0.001
186,이채호,23KP, 0.001 , 7 ,0.0,4.2, 1 , 1 ,0.0,0.0, 1.000 , 1.93 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.41 , 0.00 ,0.01,0.001
187,최충연,23삼P, 0.001 , 4 ,0.0,4.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.41 , 0.00 ,0.01,0.001
188,윤정빈,23삼LF, 0.001 , 2 ,2.0,10.0, 1 , 1 ,0.0,0.0, 1.000 , 0.90 ,0.06,-0.01, 0.00 , 0.00 ,0.0,0.05, 6.07 , -0.04 ,0.01,0.006
189,백승현,23LP, 0.001 , 3 ,0.0,3.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.41 , 0.00 ,0.01,0.001
190,박정수,23두P, 0.001 , 1 ,0.0,3.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.41 , 0.00 ,0.01,0.001
191,허윤동,23삼P, 0.001 , 2 ,0.0,3.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.41 , 0.00 ,0.01,0.001
,김태현,23NP, 0.001 , 2 ,0.0,3.0, 2 , 1 ,1.0,0.0, 1.000 , 6.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.41 , 0.00 ,0.01,0.001
193,이태연,23롯P, 0.001 , 9 ,0.0,3.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.41 , 0.00 ,0.01,0.001
194,스미스,23한P, 0.001 , 1 ,1.0,2.2, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.41 , 0.00 ,0.01,0.001
,이승호,23키P, 0.001 , 1 ,1.0,2.2, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.41 , 0.00 ,0.01,0.001
196,소형준,23KP, 0.001 , 1 ,1.0,2.1, 1 , 0 ,1.0,0.0, 1.000 , 3.86 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.41 , 0.00 ,0.01,0.001
197,최동환,23LP, 0.001 , 2 ,0.0,2.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.41 , 0.00 ,0.01,0.001
198,최이준,23롯P, 0.001 , 3 ,0.0,2.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.01,0.01, 3.41 , 0.00 ,0.01,0.001
199,박치국,23두P, 0.001 , 14 ,0.0,10.1, 2 , 0 ,2.0,0.0, 1.000 , 1.74 ,-0.02,0.0, 0.00 , 0.01 ,0.02,0.01, 0.74 , 0.00 ,0.01,0.001
200,김재영,23한P, 0.001 , 2 ,0.0,2.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.01, 3.41 , 0.00 ,0.01,0.001
201,변시원,23키P, 0.001 , 3 ,0.0,2.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.01, 3.41 , 0.00 ,0.01,0.001
,장시환,23한P, 0.001 , 3 ,0.0,2.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.01, 3.41 , 0.00 ,0.01,0.001
,주현상,23한P, 0.001 , 3 ,0.0,2.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.01, 3.41 , 0.00 ,0.01,0.001
,심창민,23NP, 0.001 , 3 ,0.0,2.0, 1 , 0 ,1.0,0.0, 1.000 , 4.50 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.01, 3.41 , 0.00 ,0.01,0.001
205,이영준,23키P, 0.001 , 2 ,0.0,1.2, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.41 , 0.00 ,0.0,0.001
206,이민석,23롯P, 0.000 , 1 ,0.0,1.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.41 , 0.00 ,0.0,0.0
,김창훈,23롯P, 0.000 , 1 ,0.0,1.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.41 , 0.00 ,0.0,0.0
208,이진하,23롯P, 0.000 , 3 ,0.0,1.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.41 , 0.00 ,0.0,0.0
209,박신지,23두P, 0.000 , 2 ,0.0,1.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.41 , 0.00 ,0.0,0.0
210,한두솔,23SP, 0.000 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.41 , 0.00 ,0.0,0.0
,김유성,23두P, 0.000 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.41 , 0.00 ,0.0,0.0
,문용익,23삼P, 0.000 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.41 , 0.00 ,0.0,0.0
,유승철,23KP, 0.000 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.41 , 0.00 ,0.0,0.0
214,김영준,23LP, 0.000 , 1 ,0.0,0.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 3.41 , 0.00 ,0.0,0.0
215,문경찬,23롯P, 0.000 , 1 ,0.0,0.0, 0 , 0 ,0.0,0.0,  ,  ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0,  , 0.00 ,0.0,0.0
216,강현우,23KC, -0.000 , 6 ,3.0,30.0, 16 , 12 ,3.0,1.0, .938 , 4.50 ,-0.14,0.0, 0.00 , 0.06 ,-0.15,-0.23, -9.02 , 0.23 ,-0.0,-0.024
217,이병규,23키RF, -0.000 , 1 ,0.0,1.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , 0.00 ,0.0,0.0, 2.51 , -0.00 ,-0.0,0.0
218,수아레즈,23삼P, -0.001 , 4 ,4.0,22.0, 8 , 2 ,6.0,0.0, 1.000 , 3.27 ,-0.07,0.0, 0.00 , 0.01 ,0.05,-0.01, -0.39 , 0.00 ,-0.01,-0.001
219,오장한,23NRF, -0.001 , 3 ,2.0,17.0, 4 , 4 ,0.0,0.0, 1.000 , 2.12 ,-0.04,0.1, 0.00 , 0.00 ,0.01,0.07, 5.14 , -0.08 ,-0.01,0.008
220,송찬의,23L1B, -0.001 , 5 ,3.0,20.0, 17 , 16 ,1.0,0.0, 1.000 , 7.65 ,0.09,0.0, 0.00 , 0.00 ,0.06,0.15, 9.04 , -0.16 ,-0.01,0.016
221,이천웅,23LLF, -0.001 , 2 ,0.0,2.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,-0.0, 0.00 , 0.00 ,0.0,-0.0, -0.90 , -0.01 ,-0.01,-0.0
222,신민혁,23NP, -0.001 , 5 ,5.0,25.0, 2 , 0 ,1.0,1.0, .500 , 0.36 ,0.12,0.0, 0.00 , 0.01 ,-0.14,-0.01, -0.56 , 0.00 ,-0.01,-0.001
223,김정민,23SRF, -0.001 , 1 ,0.0,2.0, 1 , 1 ,0.0,0.0, 1.000 , 4.50 ,0.0,-0.01, 0.00 , 0.00 ,0.0,-0.0, -2.42 , -0.01 ,-0.01,-0.0
224,김성현,23S2B, -0.002 , 16 ,8.0,82.0, 39 , 16 ,21.0,2.0, .949 , 4.06 ,-0.1,0.0, 0.00 , 0.00 ,-0.11,-0.21, -3.07 , 0.19 ,-0.02,-0.022
225,박세웅,23롯P, -0.002 , 4 ,4.0,19.1, 5 , 0 ,5.0,0.0, 1.000 , 2.33 ,-0.08,0.0, 0.00 , 0.01 ,0.04,-0.02, -1.37 , 0.00 ,-0.02,-0.002
226,페디,23NP, -0.002 , 6 ,6.0,38.0, 7 , 1 ,6.0,0.0, 1.000 , 1.66 ,-0.13,0.0, 0.00 , 0.02 ,0.09,-0.02, -0.73 , 0.00 ,-0.02,-0.002
227,이병헌,23삼C, -0.003 , 4 ,2.0,21.0, 15 , 15 ,0.0,0.0, 1.000 , 6.43 ,0.0,0.0, -0.12 , -0.11 ,0.04,-0.19, -10.86 , 0.17 ,-0.02,-0.021
228,엄상백,23KP, -0.004 , 3 ,3.0,17.0, 4 , 2 ,1.0,1.0, .750 , 1.59 ,0.12,0.0, 0.00 , 0.01 ,-0.16,-0.03, -2.42 , 0.00 ,-0.03,-0.004
229,한승혁,23한P, -0.004 , 10 ,0.0,10.0, 3 , 0 ,3.0,0.0, 1.000 , 2.70 ,-0.35,0.0, 0.28 , 0.00 ,0.02,-0.04, -4.76 , 0.00 ,-0.04,-0.004
230,이정용,23LP, -0.005 , 15 ,0.0,13.2, 2 , 1 ,1.0,0.0, 1.000 , 1.32 ,0.04,0.0, 0.00 , -0.13 ,0.03,-0.05, -4.56 , 0.00 ,-0.05,-0.005
231,송민섭,23KRF, -0.007 , 15 ,0.0,29.2, 10 , 10 ,0.0,0.0, 1.000 , 3.03 ,-0.14,0.1, 0.00 , 0.00 ,0.02,-0.02, -0.67 , -0.05 ,-0.07,-0.002
232,맥카티,23SP, -0.007 , 5 ,5.0,30.0, 8 , 1 ,6.0,1.0, .875 , 2.10 ,0.05,0.0, 0.00 , 0.01 ,-0.13,-0.07, -2.75 , 0.00 ,-0.07,-0.007
233,김민수,23삼C, -0.008 , 2 ,0.0,3.0, 3 , 3 ,0.0,0.0, 1.000 , 9.00 ,0.0,0.0, -0.12 , 0.01 ,0.01,-0.1, -41.28 , 0.02 ,-0.08,-0.011
234,송준석,23삼RF, -0.008 , 3 ,2.0,8.0, 1 , 1 ,0.0,0.0, 1.000 , 1.13 ,0.15,-0.2, 0.00 , 0.00 ,0.01,-0.04, -5.89 , -0.04 ,-0.08,-0.004
235,이진영,23한LF, -0.009 , 2 ,1.0,10.0, 2 , 2 ,0.0,0.0, 1.000 , 1.80 ,-0.03,-0.01, 0.00 , 0.00 ,0.0,-0.03, -4.12 , -0.05 ,-0.08,-0.004
236,손민석,23KSS, -0.010 , 1 ,0.0,1.0, 1 , 1 ,0.0,0.0, 1.000 , 9.00 ,-0.11,0.0, 0.00 , 0.00 ,0.0,-0.1, -122.38 , 0.00 ,-0.1,-0.011
237,한유섬,23SRF, -0.010 , 18 ,16.0,132.1, 24 , 23 ,0.0,1.0, .958 , 1.56 ,0.35,0.24, 0.00 , 0.00 ,-0.05,0.54, 4.84 , -0.63 ,-0.1,0.058
238,김민혁,23두1B, -0.011 , 1 ,0.0,5.0, 5 , 3 ,1.0,1.0, .800 , 7.20 ,0.12,0.0, 0.00 , 0.00 ,-0.19,-0.06, -15.13 , -0.04 ,-0.1,-0.007
239,임정호,23NP, -0.011 , 12 ,0.0,9.2, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , -0.13 ,0.02,-0.11, -13.18 , 0.00 ,-0.11,-0.011
240,고영표,23KP, -0.012 , 6 ,5.0,34.1, 6 , 0 ,6.0,0.0, 1.000 , 1.57 ,-0.2,0.0, 0.00 , 0.02 ,0.08,-0.11, -3.82 , 0.00 ,-0.11,-0.012
241,함덕주,23LP, -0.012 , 15 ,0.0,13.0, 3 , 0 ,3.0,0.0, 1.000 , 2.08 ,-0.02,0.0, -0.12 , 0.01 ,0.03,-0.11, -10.11 , 0.00 ,-0.11,-0.012
242,임준섭,23SP, -0.012 , 5 ,0.0,4.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, -0.12 , 0.00 ,0.01,-0.11, -30.78 , 0.00 ,-0.11,-0.012
243,김성진,23키P, -0.012 , 10 ,0.0,8.2, 1 , 0 ,1.0,0.0, 1.000 , 1.04 ,-0.14,0.0, 0.00 , 0.00 ,0.02,-0.12, -15.96 , 0.00 ,-0.12,-0.012
244,이병헌,23두P, -0.012 , 10 ,0.0,6.1, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , -0.13 ,0.01,-0.12, -21.92 , 0.00 ,-0.12,-0.012
245,최원태,23키P, -0.012 , 5 ,5.0,31.0, 12 , 2 ,10.0,0.0, 1.000 , 3.48 ,-0.2,0.0, 0.00 , 0.02 ,0.07,-0.12, -4.50 , 0.00 ,-0.12,-0.012
246,심재민,23KP, -0.012 , 4 ,0.0,2.0, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, -0.12 , 0.00 ,0.0,-0.12, -70.67 , 0.00 ,-0.12,-0.012
247,이상민,23삼P, -0.012 , 9 ,0.0,8.2, 1 , 0 ,1.0,0.0, 1.000 , 1.04 ,-0.14,0.0, 0.00 , 0.00 ,0.02,-0.12, -15.96 , 0.00 ,-0.12,-0.012
248,진해수,23LP, -0.013 , 6 ,0.0,4.2, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , -0.13 ,0.01,-0.12, -30.96 , 0.00 ,-0.12,-0.013
249,조형우,23SC, -0.013 , 6 ,3.0,29.0, 28 , 25 ,2.0,1.0, .964 , 8.38 ,-0.2,0.0, 0.00 , -0.00 ,-0.15,-0.36, -14.66 , 0.23 ,-0.12,-0.038
250,김태훈,23삼LF, -0.013 , 2 ,1.0,10.0, 2 , 2 ,0.0,0.0, 1.000 , 1.80 ,-0.0,-0.07, 0.00 , 0.00 ,0.0,-0.07, -8.10 , -0.05 ,-0.12,-0.007
251,이재익,23삼P, -0.014 , 2 ,0.0,1.2, 0 , 0 ,0.0,0.0,  , 0.00 ,0.0,0.0, 0.00 , -0.13 ,0.0,-0.13, -92.83 , 0.00 ,-0.13,-0.014
252,최경모,23S3B, -0.014 , 6 ,1.0,16.0, 8 , 3 ,4.0,1.0, .875 , 3.94 ,-0.01,0.0, 0.00 , 0.00 ,-0.15,-0.16, -11.95 , 0.03 ,-0.13,-0.017
