순위,이름,팀,WAR,타격,도루,주루,수비,Rep.Wins,Pos.Wins,WAA_투수_선발,WAA_투수_구원,Rep.wins_선발,Rep.wins_구원,WAR_투수_선발,WAR_투수_구원
128,최원준,23두P,0.25,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,0.00,0.39,0.00,0.25,0.00
,이승현,23삼P,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.18,0.00,0.25
130,양찬열,23두RF,0.24,-0.03,-0.00,0.01,0.17,0.11,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,김윤식,23LP,0.24,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,0.00,0.27,0.00,0.24,0.00
,이승현,23삼P,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.15,0.00,0.24
,박민호,23SP,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.08,0.00,0.24
134,김성진,23키P,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.12,0.00,0.23
135,김범수,23한P,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.17,0.00,0.22
,박병호,23K1B,0.22,0.01,0.02,0.01,-0.05,0.37,-0.15,0.00,0.00,0.00,0.00,0.00,0.00
137,오원석,23SP,0.21,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,0.00,0.36,0.00,0.21,0.00
,박세혁,23NC,0.21,-0.19,-0.05,-0.02,0.08,0.27,0.11,0.00,0.00,0.00,0.00,0.00,0.00
139,임준섭,23SP,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.06,0.00,0.20
140,백승현,23LP,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.04,0.00,0.19
141,이지영,23키C,0.18,-0.20,0.02,0.03,-0.06,0.27,0.12,0.00,0.00,0.00,0.00,0.00,0.00
,이호성,23삼P,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.00,0.18
,이우성,23KRF,0.18,0.08,0.02,-0.10,0.11,0.10,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,김재웅,23키P,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.10,0.00,0.18
145,변우혁,23K1B,0.17,-0.06,-0.00,0.04,0.02,0.20,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
,최준용,23롯P,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.03,0.00,0.17
,이재희,23삼P,0.17,0.00,0.00,0.00,0.00,0.00,0.00,-0.11,0.18,0.05,0.05,-0.06,0.23
148,하준영,23NP,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.14,0.00,0.16
,수아레즈,23삼P,0.16,0.00,0.00,0.00,0.00,0.00,0.00,-0.13,0.00,0.29,0.00,0.16,0.00
,이천웅,23LDH,0.16,0.15,-0.00,0.00,-0.00,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,이로운,23SP,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.12,0.00,0.15
,최상민,23SCF,0.15,-0.00,-0.00,0.03,0.07,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,이재현,23삼SS,0.15,-0.25,-0.05,-0.03,0.02,0.37,0.09,0.00,0.00,0.00,0.00,0.00,0.00
154,박치국,23두P,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14
,김기훈,23KP,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.16,0.00,0.14
156,조수행,23두RF,0.13,-0.16,-0.07,0.06,0.13,0.20,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
,오승환,23삼P,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.13,0.00,0.13
,신본기,23K3B,0.13,0.05,-0.00,-0.06,-0.02,0.14,0.02,0.00,0.00,0.00,0.00,0.00,0.00
,박석민,23N3B,0.13,-0.04,-0.00,-0.04,0.02,0.22,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,김도영,23K3B,0.13,0.10,-0.02,0.02,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김준태,23KC,0.13,0.07,0.02,-0.03,-0.09,0.17,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,노수광,23한LF,0.13,-0.10,-0.00,-0.03,0.01,0.30,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
163,박대온,23NC,0.12,0.09,-0.00,-0.00,-0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,정우람,23한P,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.11,0.00,0.12
,김동헌,23키C,0.12,-0.04,-0.00,-0.00,-0.02,0.15,0.04,0.00,0.00,0.00,0.00,0.00,0.00
166,최동환,23LP,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.03,0.00,0.11
,김태연,23한1B,0.11,-0.39,0.02,-0.05,0.38,0.24,-0.09,0.00,0.00,0.00,0.00,0.00,0.00
,장승현,23두C,0.11,-0.00,-0.00,0.00,-0.02,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00
,전상현,23KP,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,0.00,0.13,0.00,0.11
,신정락,23롯P,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.09,0.00,0.11
,김민식,23SC,0.11,-0.37,-0.00,0.02,0.17,0.19,0.10,0.00,0.00,0.00,0.00,0.00,0.00
172,이민석,23롯P,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.02,0.00,0.10
,윤명준,23롯P,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.08,0.00,0.10
,하영민,23키P,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.11,0.00,0.10
,이민호,23LP,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.07,0.00,0.10,0.00
176,오재일,23삼1B,0.09,-0.23,-0.00,0.02,0.08,0.39,-0.18,0.00,0.00,0.00,0.00,0.00,0.00
,임정호,23NP,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.13,0.00,0.09
178,임병욱,23키LF,0.08,-0.07,-0.00,0.03,-0.02,0.18,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,전병우,23키1B,0.08,-0.02,-0.00,-0.02,0.06,0.09,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
,이병헌,23두P,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.08,0.00,0.08
,임기영,23KP,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,0.00,0.17,0.00,0.08
182,김태진,23키3B,0.07,-0.17,-0.00,0.04,-0.06,0.30,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,고효준,23SP,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,0.00,0.10,0.00,0.07
,김규성,23K2B,0.07,-0.16,0.04,0.01,0.03,0.13,0.03,0.00,0.00,0.00,0.00,0.00,0.00
185,강승호,23두2B,0.06,-0.13,0.04,0.04,-0.28,0.37,0.03,0.00,0.00,0.00,0.00,0.00,0.00
,김광현,23SP,0.06,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,0.00,0.24,0.00,0.06,0.00
,마틴,23NCF,0.06,0.07,-0.00,-0.01,-0.05,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,안치홍,23롯2B,0.06,-0.01,-0.00,-0.10,-0.17,0.36,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,신헌민,23SP,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.04,0.00,0.06
,김인태,23두LF,0.06,-0.04,-0.00,-0.03,0.08,0.09,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
191,윤형준,23N1B,0.05,0.10,-0.00,-0.00,-0.08,0.05,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,송민섭,23KRF,0.05,0.04,0.02,-0.03,-0.00,0.03,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,백승건,23SP,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.14,0.00,0.05
,이해승,23삼3B,0.05,0.00,0.00,0.01,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김태군,23삼C,0.05,-0.08,-0.00,0.00,0.03,0.10,0.01,0.00,0.00,0.00,0.00,0.00,0.00
196,윤영철,23KP,0.04,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,0.00,0.17,0.00,0.04,0.00
,김유성,23두P,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.04
,송승기,23LP,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.04
,문용익,23삼P,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.04
,김호령,23KCF,0.04,-0.28,0.02,0.04,0.07,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
,안주형,23삼SS,0.04,0.05,-0.00,-0.04,0.00,0.03,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,유승철,23KP,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.04
,신민재,23LDH,0.04,0.05,0.06,-0.03,-0.04,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
204,김태훈,23키P,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.11,0.00,0.15,0.00,0.03
,유강남,23롯C,0.03,-0.19,-0.00,-0.15,-0.09,0.32,0.14,0.00,0.00,0.00,0.00,0.00,0.00
,박주홍,23키1B,0.03,-0.17,-0.00,0.01,0.09,0.15,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
,김준완,23키RF,0.03,-0.13,-0.00,0.01,0.10,0.07,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,장운호,23한RF,0.03,-0.02,-0.00,0.02,-0.00,0.05,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
209,김시훈,23NP,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.12,0.00,0.02
,주현상,23한P,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.03,0.00,0.02
,이승원,23키DH,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,심창민,23NP,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.03,0.00,0.02
,최정용,23K2B,0.02,-0.03,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,박찬혁,23키DH,0.02,-0.02,-0.00,0.02,0.00,0.08,-0.06,0.00,0.00,0.00,0.00,0.00,0.00
,홍종표,23K2B,0.02,0.01,-0.00,-0.02,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,정보근,23롯C,0.02,-0.05,-0.00,-0.00,0.01,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00
