순위,이름,팀,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WPA
137,문경찬,21N, 0.13 , 35 , 0 , 0 , 0 , 0 , 1 , 0 , 4 , 31.0 , 20 , 17 , 142 , 25 , 6 , 0 , 6 , 20 , 1 , 0 , 25 , 0 , 1 , 4.94 , 6.07 , 1.45 , 92.0 , 74.8 , -0.19 
138,김태경,21N, 0.13 , 7 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 15.0 , 8 , 8 , 63 , 11 , 4 , 0 , 1 , 9 , 0 , 1 , 10 , 0 , 1 , 4.80 , 4.87 , 1.33 , 94.6 , 92.6 , -0.05 
139,박건우,21K, 0.13 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 0 , 0 , 11 , 2 , 0 , 0 , 0 , 1 , 0 , 1 , 3 , 0 , 0 , 0.00 , 3.33 , 1.00 ,  , 135.1 , 0.01 
140,김대우,21롯, 0.12 , 39 , 0 , 0 , 0 , 2 , 2 , 0 , 9 , 35.1 , 22 , 20 , 160 , 32 , 7 , 0 , 4 , 24 , 0 , 4 , 31 , 0 , 5 , 5.09 , 5.43 , 1.59 , 89.2 , 82.3 , -0.71 
141,김종수,21한, 0.11 , 49 , 0 , 0 , 0 , 1 , 1 , 0 , 6 , 46.2 , 29 , 25 , 208 , 34 , 10 , 0 , 7 , 32 , 0 , 3 , 38 , 0 , 2 , 4.82 , 5.90 , 1.41 , 90.8 , 75.5 , -0.20 
142,신재웅,21S, 0.11 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8.1 , 4 , 4 , 37 , 6 , 1 , 0 , 0 , 5 , 0 , 0 , 9 , 1 , 0 , 4.32 , 2.97 , 1.32 , 103.9 , 151.0 , 0.03 
143,최승용,21두, 0.11 , 15 , 0 , 0 , 2 , 0 , 0 , 0 , 2 , 18.1 , 10 , 8 , 83 , 20 , 3 , 1 , 3 , 10 , 0 , 1 , 16 , 0 , 0 , 3.93 , 5.51 , 1.64 , 109.8 , 77.2 , -0.27 
144,박주성,21키, 0.11 , 13 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 18.1 , 11 , 10 , 89 , 24 , 1 , 0 , 1 , 9 , 0 , 2 , 12 , 0 , 1 , 4.91 , 4.53 , 1.80 , 90.3 , 96.5 , -0.51 
145,송명기,21N, 0.10 , 24 , 0 , 0 , 24 , 8 , 9 , 0 , 0 , 123.1 , 83 , 81 , 574 , 147 , 39 , 2 , 12 , 58 , 1 , 9 , 102 , 1 , 2 , 5.91 , 4.55 , 1.66 , 76.8 , 99.3 , -0.74 
146,김도규,21롯, 0.10 , 43 , 0 , 0 , 0 , 2 , 1 , 0 , 5 , 42.0 , 28 , 27 , 182 , 41 , 5 , 1 , 3 , 22 , 1 , 0 , 39 , 0 , 2 , 5.79 , 3.90 , 1.50 , 78.6 , 114.2 , 0.51 
147,지명성,21K, 0.09 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 4.0 , 1 , 0 , 16 , 1 , 0 , 0 , 0 , 1 , 0 , 1 , 4 , 0 , 0 , 0.00 , 2.83 , 0.50 ,  , 156.7 , 0.02 
148,한승혁,21K, 0.09 , 8 , 0 , 0 , 5 , 0 , 3 , 0 , 0 , 23.2 , 15 , 12 , 103 , 25 , 5 , 1 , 0 , 10 , 0 , 2 , 17 , 0 , 2 , 4.56 , 3.42 , 1.48 , 97.4 , 131.4 , -0.33 
149,전유수,21K, 0.09 , 11 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 10.2 , 6 , 4 , 46 , 9 , 1 , 0 , 1 , 6 , 0 , 0 , 9 , 0 , 0 , 3.38 , 4.55 , 1.41 , 133.1 , 97.6 , -0.07 
150,박선우,21롯, 0.08 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.0 , 0 , 0 , 9 , 1 , 0 , 0 , 0 , 0 , 0 , 2 , 1 , 0 , 0 , 0.00 , 5.33 , 0.50 ,  , 84.3 , 0.00 
151,노시훈,21N, 0.08 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4.2 , 2 , 2 , 22 , 4 , 1 , 0 , 1 , 4 , 0 , 0 , 2 , 0 , 0 , 3.86 , 7.83 , 1.71 , 117.7 , 57.9 , -0.03 
152,배성근,21롯, 0.08 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.0 , 0 , 0 , 9 , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0.00 , 3.83 , 1.50 ,  , 116.2 , 0.00 
153,김주온,21S, 0.07 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.0 , 0 , 0 , 10 , 1 , 1 , 0 , 0 , 2 , 0 , 1 , 3 , 0 , 0 , 0.00 , 4.83 , 1.50 ,  , 94.1 , 0.00 
154,이재익,21삼, 0.07 , 11 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 10.0 , 6 , 5 , 51 , 11 , 0 , 0 , 1 , 12 , 1 , 0 , 5 , 0 , 0 , 4.50 , 6.93 , 2.30 , 100.3 , 65.1 , -0.22 
155,정동윤,21S, 0.07 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.0 , 0 , 0 , 7 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0.00 , 4.83 , 1.00 ,  , 92.2 , 0.00 
156,정진호,21한, 0.06 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.2 , 0 , 0 , 6 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0.00 , 5.13 , 1.20 ,  , 87.0 , 0.00 
157,박승주,21키, 0.06 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4.1 , 2 , 2 , 18 , 3 , 1 , 0 , 0 , 3 , 0 , 0 , 1 , 0 , 0 , 4.15 , 4.95 , 1.39 , 106.7 , 89.4 , -0.00 
158,이우석,21N, 0.06 , 10 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 9.2 , 6 , 6 , 49 , 13 , 4 , 0 , 1 , 7 , 0 , 3 , 8 , 0 , 0 , 5.59 , 6.13 , 2.07 , 81.3 , 73.5 , 0.06 
159,문동욱,21한, 0.06 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.1 , 0 , 0 , 6 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 2 , 0 , 0 , 0.00 , 2.58 , 1.50 ,  , 172.9 , 0.00 
160,최세창,21두, 0.05 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.1 , 0 , 0 , 5 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0.00 , 5.58 , 1.50 ,  , 79.4 , 0.00 
161,김범수,21한, 0.05 , 56 , 0 , 0 , 2 , 4 , 9 , 1 , 9 , 70.2 , 44 , 41 , 319 , 68 , 11 , 2 , 2 , 42 , 1 , 2 , 70 , 1 , 8 , 5.22 , 3.55 , 1.56 , 83.9 , 125.8 , -1.36 
162,김태훈,21S, 0.05 , 65 , 0 , 0 , 0 , 2 , 4 , 1 , 16 , 58.0 , 35 , 32 , 269 , 55 , 5 , 0 , 7 , 39 , 3 , 9 , 49 , 1 , 4 , 4.97 , 5.54 , 1.62 , 90.4 , 82.1 , -0.06 
163,신재영,21S, 0.05 , 20 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 28.1 , 18 , 18 , 124 , 35 , 5 , 1 , 3 , 2 , 0 , 4 , 27 , 0 , 1 , 5.72 , 3.44 , 1.31 , 78.5 , 133.3 , -0.54 
164,김건태,21N, 0.05 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6.2 , 4 , 4 , 29 , 2 , 0 , 0 , 1 , 7 , 0 , 0 , 5 , 0 , 3 , 5.40 , 6.93 , 1.35 , 84.1 , 65.3 , -0.27 
165,김현준,21K, 0.05 , 19 , 0 , 0 , 0 , 0 , 1 , 0 , 2 , 19.2 , 13 , 12 , 83 , 15 , 1 , 0 , 4 , 12 , 0 , 0 , 19 , 0 , 0 , 5.49 , 5.88 , 1.37 , 81.0 , 75.4 , -0.24 
166,박웅,21두, 0.05 , 10 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 11.2 , 7 , 7 , 49 , 12 , 1 , 1 , 0 , 4 , 0 , 3 , 7 , 0 , 0 , 5.40 , 3.93 , 1.37 , 79.9 , 112.5 , -0.02 
167,윤성빈,21롯, 0.04 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0.00 , 6.33 , 1.00 ,  , 70.4 , 0.00 
168,고효준,21L, 0.04 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.1 , 1 , 1 , 10 , 3 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 3.86 , 2.48 , 1.29 , 111.8 , 180.1 , -0.14 
169,추재현,21롯, 0.04 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0.00 , 9.33 , 2.00 ,  , 47.8 , 0.00 
170,김도윤,21두, 0.04 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0.00 , -0.67 , 0.00 ,  , -651.2 , 0.00 
171,조영건,21키, 0.04 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 6 , 1 , 0 , 0 , 0 , 2 , 0 , 0 , 3 , 0 , 0 , 0.00 , 3.33 , 3.00 ,  , 128.9 , -0.00 
172,김민수,21롯, 0.03 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0.00 , 4.33 , 1.00 ,  , 102.8 , 0.00 
173,김진수,21L, 0.03 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.1 , 1 , 1 , 9 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 3.86 , 1.62 , 0.86 , 111.8 , 276.3 , -0.04 
174,오윤석,21롯, 0.03 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.2 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00 , 3.33 , 0.00 ,  , 133.6 , 0.00 
175,문성현,21키, 0.02 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.1 , 2 , 2 , 18 , 3 , 2 , 0 , 0 , 6 , 0 , 0 , 3 , 0 , 1 , 5.40 , 6.93 , 2.70 , 82.1 , 63.4 , -0.01 
176,가빌리오,21S, 0.02 , 15 , 0 , 0 , 15 , 6 , 4 , 0 , 0 , 81.1 , 54 , 53 , 351 , 88 , 18 , 0 , 7 , 30 , 1 , 6 , 70 , 0 , 3 , 5.86 , 4.02 , 1.45 , 76.5 , 113.0 , -0.68 
177,박진태,21K, 0.02 , 59 , 0 , 0 , 0 , 3 , 3 , 0 , 9 , 65.0 , 44 , 43 , 305 , 68 , 11 , 0 , 6 , 36 , 0 , 13 , 45 , 0 , 5 , 5.95 , 5.41 , 1.60 , 74.7 , 82.3 , -1.08 
178,최민준,21S, 0.02 , 38 , 0 , 0 , 12 , 3 , 3 , 0 , 4 , 86.0 , 56 , 56 , 398 , 93 , 17 , 0 , 11 , 50 , 0 , 7 , 62 , 1 , 5 , 5.86 , 5.54 , 1.66 , 76.6 , 81.9 , -1.71 
179,김건우,21S, 0.02 , 6 , 0 , 0 , 4 , 0 , 1 , 0 , 0 , 11.0 , 7 , 6 , 54 , 8 , 1 , 0 , 1 , 12 , 0 , 0 , 7 , 0 , 1 , 4.91 , 6.51 , 1.82 , 91.4 , 69.2 , -0.10 
180,강태율,21롯, 0.01 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.1 , 0 , 0 , 3 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00 , 3.33 , 6.00 ,  , 133.6 , 0.00 
181,최정용,21K, 0.01 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.1 , 0 , 0 , 2 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00 , 3.33 , 3.00 ,  , 133.6 , -0.00 
182,안인산,21N, 0.01 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6.2 , 5 , 4 , 34 , 3 , 1 , 0 , 0 , 7 , 0 , 3 , 9 , 0 , 3 , 5.40 , 5.13 , 1.50 , 84.1 , 87.1 , -0.08 
183,양현,21키, 0.01 , 45 , 0 , 0 , 0 , 1 , 2 , 0 , 5 , 48.0 , 31 , 25 , 225 , 59 , 11 , 0 , 3 , 26 , 4 , 1 , 22 , 0 , 1 , 4.69 , 4.67 , 1.77 , 94.6 , 93.4 , -0.52 
184,강태경,21N, 0.01 , 3 , 0 , 0 , 3 , 0 , 1 , 0 , 0 , 12.2 , 8 , 8 , 61 , 13 , 3 , 0 , 2 , 10 , 0 , 2 , 10 , 0 , 2 , 5.68 , 6.65 , 1.82 , 79.9 , 68.0 , -0.36 
185,강동호,21롯, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.1 , 1 , 1 , 7 , 1 , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 1 , 6.75 , 6.33 , 1.50 , 67.3 , 70.8 , 0.00 
186,류원석,21L, 0.00 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6.0 , 4 , 4 , 28 , 1 , 1 , 0 , 0 , 9 , 0 , 1 , 8 , 0 , 0 , 6.00 , 5.67 , 1.67 , 71.9 , 78.0 , 0.04 
187,문대원,21두, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.1 , 1 , 1 , 9 , 2 , 0 , 0 , 1 , 2 , 0 , 0 , 1 , 0 , 0 , 6.75 , 16.08 , 3.00 , 63.9 , 25.8 , 0.00 
188,이승헌,21롯, -0.00 , 16 , 0 , 0 , 12 , 0 , 3 , 0 , 0 , 57.2 , 39 , 37 , 278 , 65 , 10 , 0 , 2 , 43 , 0 , 7 , 32 , 1 , 11 , 5.77 , 5.28 , 1.87 , 78.7 , 84.6 , -0.93 
189,윤산흠,21한, -0.00 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 2 , 2 , 19 , 7 , 0 , 0 , 0 , 2 , 0 , 2 , 2 , 0 , 0 , 6.00 , 6.00 , 3.00 , 73.0 , 74.3 , -0.06 
190,오동욱,21한, -0.00 , 34 , 0 , 0 , 0 , 0 , 1 , 0 , 2 , 25.0 , 17 , 15 , 117 , 21 , 9 , 0 , 3 , 16 , 0 , 5 , 13 , 0 , 0 , 5.40 , 6.37 , 1.48 , 81.1 , 70.0 , -0.32 
191,김건국,21롯, -0.00 , 13 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 22.0 , 16 , 16 , 104 , 27 , 8 , 0 , 3 , 14 , 0 , 0 , 17 , 0 , 2 , 6.55 , 5.47 , 1.86 , 69.4 , 81.6 , 0.09 
192,손정욱,21N, -0.02 , 15 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 12.1 , 9 , 9 , 61 , 17 , 2 , 3 , 1 , 7 , 0 , 0 , 8 , 0 , 1 , 6.57 , 4.79 , 1.95 , 69.1 , 94.2 , -0.45 
193,황윤호,21K, -0.02 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.2 , 1 , 0 , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00 , 3.33 , 3.00 ,  , 133.6 , 0.00 
194,정인욱,21한, -0.02 , 8 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 9.1 , 6 , 5 , 44 , 6 , 1 , 0 , 2 , 10 , 0 , 0 , 6 , 0 , 0 , 4.82 , 8.05 , 1.71 , 90.8 , 55.4 , -0.19 
195,김강민,21S, -0.02 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.2 , 1 , 1 , 4 , 1 , 0 , 0 , 1 , 1 , 0 , 0 , 1 , 0 , 0 , 13.50 , 24.33 , 3.00 , 33.2 , 19.1 , 0.00 
196,정영일,21S, -0.03 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.0 , 2 , 2 , 9 , 4 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 9.00 , 9.83 , 2.00 , 49.9 , 46.7 , -0.00 
197,오석주,21L, -0.03 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8.1 , 6 , 6 , 38 , 9 , 1 , 0 , 0 , 6 , 0 , 0 , 7 , 0 , 0 , 6.48 , 3.81 , 1.80 , 66.6 , 116.4 , -0.05 
198,홍민기,21롯, -0.04 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.1 , 1 , 1 , 3 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 27.00 , 21.33 , 6.00 , 16.8 , 20.9 , -0.01 
199,김동욱,21키, -0.04 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 3 , 3 , 16 , 7 , 0 , 1 , 2 , 1 , 0 , 0 , 2 , 0 , 0 , 9.00 , 11.67 , 2.67 , 49.3 , 35.7 , -0.00 
200,이형범,21두, -0.04 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.2 , 2 , 0 , 16 , 2 , 0 , 0 , 0 , 5 , 0 , 1 , 2 , 0 , 0 , 0.00 , 8.58 , 2.63 ,  , 51.4 , -0.55 
201,최영환,21롯, -0.05 , 20 , 0 , 0 , 7 , 1 , 2 , 0 , 0 , 40.2 , 30 , 28 , 181 , 45 , 10 , 0 , 4 , 24 , 0 , 2 , 28 , 0 , 4 , 6.20 , 5.15 , 1.70 , 73.3 , 86.7 , -0.58 
202,이찬혁,21L, -0.06 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 2 , 2 , 6 , 1 , 1 , 0 , 0 , 2 , 0 , 0 , 2 , 0 , 1 , 18.00 , 5.33 , 3.00 , 24.0 , 82.9 , 0.00 
203,이준영,21K, -0.06 , 50 , 0 , 0 , 1 , 3 , 2 , 1 , 9 , 35.2 , 25 , 22 , 159 , 30 , 5 , 0 , 3 , 19 , 1 , 0 , 26 , 0 , 3 , 5.55 , 4.48 , 1.37 , 80.1 , 99.1 , -0.65 
204,황영국,21한, -0.06 , 18 , 0 , 0 , 0 , 0 , 2 , 0 , 2 , 14.2 , 10 , 9 , 71 , 16 , 1 , 0 , 0 , 10 , 0 , 1 , 15 , 0 , 2 , 5.52 , 3.54 , 1.77 , 79.3 , 126.2 , -0.60 
205,나원탁,21롯, -0.06 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.0 , 3 , 3 , 10 , 1 , 0 , 1 , 0 , 3 , 0 , 0 , 3 , 0 , 1 , 13.50 , 4.83 , 2.00 , 33.7 , 92.2 , 0.00 
206,조요한,21S, -0.06 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 7.0 , 6 , 6 , 38 , 10 , 3 , 0 , 0 , 9 , 0 , 0 , 4 , 0 , 0 , 7.71 , 6.05 , 2.71 , 58.2 , 73.9 , -0.23 
207,임현준,21삼, -0.06 , 27 , 0 , 0 , 0 , 1 , 2 , 0 , 5 , 11.0 , 8 , 8 , 52 , 11 , 1 , 2 , 0 , 7 , 0 , 4 , 8 , 0 , 0 , 6.55 , 4.88 , 1.64 , 69.0 , 91.3 , -0.68 
208,이승헌,21N, -0.06 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5.1 , 5 , 4 , 27 , 9 , 3 , 0 , 0 , 1 , 0 , 0 , 7 , 0 , 0 , 6.75 , 1.27 , 1.88 , 67.3 , 350.0 , -0.03 
209,차우찬,21L, -0.08 , 5 , 0 , 0 , 5 , 2 , 1 , 0 , 0 , 22.1 , 14 , 13 , 99 , 16 , 3 , 0 , 2 , 13 , 0 , 3 , 12 , 0 , 0 , 5.24 , 5.57 , 1.30 , 82.3 , 77.8 , -0.36 
210,스미스,21키, -0.08 , 2 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 10.0 , 7 , 7 , 43 , 9 , 2 , 0 , 1 , 5 , 0 , 0 , 5 , 0 , 0 , 6.30 , 5.13 , 1.40 , 70.4 , 84.4 , -0.14 
211,유재유,21두, -0.09 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.1 , 4 , 4 , 19 , 4 , 0 , 0 , 2 , 5 , 0 , 0 , 1 , 0 , 1 , 10.80 , 15.03 , 2.70 , 39.9 , 27.9 , -0.04 
212,변시원,21K, -0.09 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.2 , 2 , 2 , 7 , 1 , 0 , 0 , 0 , 3 , 0 , 1 , 0 , 0 , 0 , 27.00 , 21.33 , 6.00 , 16.5 , 21.0 , -0.03 
213,서균,21한, -0.09 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.2 , 2 , 2 , 10 , 2 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 10.80 , 6.93 , 1.20 , 40.6 , 64.1 , -0.19 
214,신지후,21한, -0.09 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.1 , 2 , 0 , 3 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0.00 , 12.33 , 3.00 ,  , 36.4 , -0.01 
215,이상규,21L, -0.10 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6.0 , 6 , 6 , 29 , 8 , 2 , 0 , 1 , 2 , 0 , 1 , 4 , 0 , 0 , 9.00 , 5.67 , 1.67 , 47.9 , 75.1 , 0.02 
216,정우준,21롯, -0.10 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5.2 , 6 , 6 , 29 , 6 , 2 , 0 , 1 , 5 , 0 , 2 , 4 , 0 , 0 , 9.53 , 7.92 , 1.94 , 47.7 , 56.5 , -0.19 
217,조이현,21S, -0.11 , 30 , 0 , 0 , 8 , 4 , 8 , 1 , 0 , 66.2 , 46 , 42 , 291 , 74 , 10 , 2 , 10 , 26 , 0 , 0 , 48 , 0 , 3 , 5.67 , 5.01 , 1.50 , 79.1 , 90.8 , -0.32 
218,하준호,21K, -0.11 , 10 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 12.0 , 10 , 9 , 56 , 16 , 1 , 1 , 2 , 6 , 0 , 0 , 10 , 0 , 1 , 6.75 , 5.33 , 1.83 , 66.5 , 83.1 , -0.20 
219,남호,21두, -0.11 , 5 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 2.2 , 3 , 3 , 13 , 3 , 1 , 0 , 0 , 3 , 0 , 0 , 2 , 0 , 0 , 10.13 , 5.21 , 2.25 , 42.6 , 85.1 , -0.15 
220,박세웅,21삼, -0.11 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 4 , 3 , 18 , 5 , 0 , 1 , 1 , 3 , 0 , 1 , 2 , 0 , 0 , 9.00 , 10.33 , 2.67 , 50.2 , 44.2 , -0.10 
221,오현택,21롯, -0.12 , 20 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 16.1 , 13 , 12 , 87 , 28 , 7 , 0 , 2 , 8 , 2 , 1 , 8 , 0 , 0 , 6.61 , 5.23 , 2.20 , 68.7 , 85.2 , -0.80 
222,고봉재,21두, -0.12 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.1 , 4 , 4 , 8 , 5 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 27.00 , 13.08 , 3.75 , 16.0 , 31.3 , 0.00 
223,박주홍,21한, -0.12 , 2 , 0 , 0 , 1 , 1 , 1 , 0 , 0 , 3.0 , 4 , 4 , 18 , 2 , 0 , 0 , 0 , 9 , 0 , 0 , 3 , 0 , 1 , 12.00 , 10.33 , 3.67 , 36.5 , 43.4 , -0.22 
224,유원상,21K, -0.12 , 11 , 0 , 0 , 0 , 1 , 1 , 0 , 1 , 13.0 , 10 , 9 , 60 , 15 , 2 , 0 , 0 , 6 , 0 , 0 , 13 , 0 , 3 , 6.23 , 2.72 , 1.62 , 72.1 , 164.4 , -0.08 
225,김태형,21L, -0.12 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 3 , 3 , 6 , 0 , 0 , 0 , 0 , 2 , 0 , 1 , 1 , 0 , 0 , 27.00 , 10.33 , 2.00 , 16.0 , 42.6 , 0.01 
226,강지광,21S, -0.13 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 4 , 4 , 10 , 3 , 0 , 0 , 0 , 4 , 0 , 0 , 1 , 0 , 0 , 36.00 , 13.33 , 7.00 , 12.5 , 33.5 , -0.00 
227,이용준,21N, -0.13 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.2 , 4 , 4 , 12 , 3 , 0 , 0 , 0 , 4 , 0 , 0 , 1 , 0 , 2 , 21.60 , 9.33 , 4.20 , 21.0 , 48.4 , -0.02 
228,남지민,21한, -0.13 , 3 , 0 , 0 , 3 , 0 , 1 , 0 , 0 , 7.1 , 6 , 6 , 41 , 9 , 2 , 0 , 1 , 7 , 0 , 3 , 3 , 0 , 0 , 7.36 , 8.38 , 2.18 , 59.5 , 53.2 , -0.24 
229,장웅정,21한, -0.13 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7.1 , 8 , 8 , 38 , 15 , 4 , 0 , 4 , 2 , 0 , 0 , 4 , 0 , 1 , 9.82 , 10.15 , 2.32 , 44.6 , 43.9 , -0.09 
230,강경학,21한, -0.14 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.2 , 4 , 4 , 8 , 3 , 1 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 0 , 54.00 , 16.83 , 7.50 , 8.1 , 26.6 , 0.00 
231,이채호,21S, -0.14 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5.0 , 7 , 4 , 27 , 8 , 0 , 0 , 2 , 3 , 0 , 0 , 3 , 0 , 1 , 7.20 , 9.13 , 2.20 , 62.3 , 50.2 , -0.01 
232,정성종,21롯, -0.14 , 12 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 12.0 , 12 , 11 , 65 , 19 , 1 , 0 , 2 , 8 , 0 , 1 , 4 , 0 , 2 , 8.25 , 7.08 , 2.25 , 55.1 , 63.1 , -0.10 
233,김세현,21S, -0.14 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4.1 , 5 , 5 , 28 , 9 , 2 , 0 , 0 , 7 , 1 , 0 , 5 , 1 , 0 , 10.38 , 5.18 , 3.69 , 43.2 , 86.9 , -0.05 
234,김동우,21롯, -0.15 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5.0 , 7 , 6 , 30 , 10 , 0 , 0 , 1 , 5 , 0 , 0 , 3 , 0 , 2 , 10.80 , 7.73 , 3.00 , 42.1 , 57.8 , -0.02 
