팀,이름,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,WPA
키움,브리검,3.84,31,0,0,31,16,8,0,0,168.0,70,63,706,147,15,2,12,68,1,9,154,0,11,1.3800000000000001
키움,송정인,-0.14,1,0,0,0,0,0,0,0,2.0,5,5,13,4,2,0,0,3,0,0,0,0,0,0.0
키움,스미스,-0.08,2,0,0,2,1,0,0,0,10.0,7,7,43,9,2,0,1,5,0,0,5,0,0,-0.14
키움,신재영,-0.3,7,0,0,0,0,0,0,0,5.0,8,7,34,13,4,1,2,4,0,0,1,0,0,-0.49
키움,안우진,11.75,93,1,0,51,24,19,2,13,339.2,110,97,1359,239,53,5,20,113,3,11,375,2,14,5.4
키움,애플러,1.33,33,1,1,25,6,8,0,0,140.1,69,67,622,172,34,1,13,40,1,6,86,0,4,-0.24
키움,양지율,0.5,24,0,0,0,0,1,0,1,23.1,10,10,99,24,3,0,3,10,1,1,12,0,2,0.11
키움,양현,1.82,128,0,0,1,12,7,4,21,144.2,77,68,637,156,25,1,11,60,6,5,69,0,3,-1.42
키움,오주원,-0.63,46,0,0,0,4,2,1,2,36.2,32,31,167,55,10,0,9,4,1,0,22,1,1,-1.13
키움,요키시,15.870000000000001,88,0,0,88,38,24,0,0,525.4,185,150,2125,484,81,6,26,104,2,15,400,1,14,8.39
키움,윤정현,-0.84,42,0,0,6,1,2,0,5,61.4,51,45,305,92,11,1,5,28,1,7,35,0,1,-0.9
키움,이명종,0.03,27,0,0,0,4,1,0,4,27.1,17,16,126,28,4,0,3,16,1,2,20,0,1,-0.1
키움,이승호,1.9499999999999997,115,0,0,26,10,11,10,15,215.4,130,116,956,231,36,2,26,98,3,9,154,1,17,0.6100000000000001
키움,이영준,0.83,78,0,0,0,4,5,0,29,61.0,33,31,278,68,5,0,5,32,1,4,48,1,4,-0.6799999999999999
키움,이종민,-0.18,2,0,0,0,0,0,0,0,2.1,6,6,17,4,0,0,1,7,0,0,3,0,0,-0.01
키움,임규빈,0.4099999999999999,38,0,0,0,2,0,0,2,45.400000000000006,30,29,205,59,13,0,14,14,0,2,26,0,2,-0.2
키움,장재영,-0.7200000000000001,33,0,0,2,0,1,0,0,31.2,30,30,162,38,9,0,2,31,0,4,33,0,6,-0.99
키움,정대현,-0.08,1,0,0,1,0,0,0,0,2.2,3,3,13,5,1,0,1,0,0,0,3,0,0,-0.16
키움,정찬헌,0.78,31,1,1,31,8,9,0,0,143.2,81,77,638,170,32,0,14,43,2,10,70,0,4,-0.8300000000000001
키움,조상우,4.17,97,0,0,0,11,8,48,5,98.1,33,30,419,80,10,0,7,37,4,4,111,0,3,2.63
키움,조성운,0.23,42,0,0,0,1,1,0,1,45.0,30,27,201,48,11,1,6,19,1,2,29,0,2,-0.78
키움,조영건,-0.15,21,0,0,10,3,3,0,0,45.1,30,26,213,48,7,1,8,30,1,3,26,1,0,-1.02
키움,주승우,-0.11,4,0,0,1,0,0,0,0,3.1,5,4,23,5,0,0,1,7,0,0,4,0,0,-0.07
키움,차재용,0.04,1,0,0,0,0,0,0,0,1.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.01
키움,최원태,2.37,75,0,0,69,23,22,0,0,358.3,207,179,1567,372,62,4,32,130,4,22,223,0,14,-0.52
키움,하영민,-0.15,41,0,0,0,5,3,0,2,39.1,27,15,178,35,8,2,4,21,0,0,23,0,2,-0.53
키움,한현희,2.83,64,0,0,54,19,15,0,1,297.6,163,153,1305,310,60,2,23,91,2,28,229,2,8,1.0899999999999999
한화,강경학,-0.14,1,0,0,0,0,0,0,0,0.2,4,4,8,3,1,0,0,2,0,1,0,0,0,0.0
한화,강재민,5.94,164,0,0,0,7,10,13,34,163.2,58,53,704,136,23,1,12,73,12,9,151,2,4,1.36
한화,김규연,-0.05,12,0,0,0,0,0,0,1,13.2,11,8,70,16,5,0,2,12,0,0,11,0,2,0.06
한화,김기중,0.12000000000000002,20,0,0,15,2,6,0,0,65.2,42,36,323,77,12,1,8,47,2,5,44,2,0,-1.2
한화,김기탁,-0.39,24,0,0,0,0,0,0,4,19.1,20,15,98,27,8,1,1,12,0,1,15,0,0,-0.33999999999999997
한화,김도현,-0.6300000000000001,32,0,0,20,2,8,0,0,90.2,74,73,448,110,19,0,11,66,0,9,54,0,6,-1.79
한화,김민우,7.23,84,1,0,82,25,31,0,0,450.29999999999995,225,212,1966,395,79,3,46,232,12,22,378,3,28,0.24
한화,김범수,1.36,158,0,0,10,10,22,1,36,191.2,114,105,867,187,35,4,16,119,9,8,183,1,11,-3.47
한화,김재영,-0.37,30,0,0,1,0,2,0,1,30.0,25,18,137,33,13,0,1,12,2,7,16,0,2,-0.66
한화,김종수,0.33,155,0,0,0,5,6,2,19,141.2,93,80,633,127,36,4,18,79,2,8,126,1,7,-2.16
한화,김진영,1.6800000000000002,78,0,0,0,3,4,0,9,72.1,34,28,312,64,7,0,8,36,2,3,64,0,6,-0.21000000000000002
한화,김진욱,0.3,22,0,0,6,3,4,1,0,44.2,29,28,206,50,12,1,9,25,0,5,29,0,3,-1.07
한화,남지민,-1.35,25,0,0,23,2,12,0,0,96.1,74,69,459,118,21,1,10,52,0,6,44,0,5,-2.26
한화,노시환,-0.05,1,0,0,0,0,0,0,0,1.0,2,2,5,1,0,0,1,0,0,1,0,0,0,0.0
한화,라미레즈,1.02,13,0,0,13,2,6,0,0,65.1,33,30,285,52,6,0,4,37,0,7,47,1,0,0.13
한화,류희운,0.13,7,0,0,0,0,0,0,0,6.0,2,2,30,5,1,0,0,6,0,2,5,0,2,0.0
한화,문동욱,0.38,20,0,0,0,0,1,1,1,19.1,10,9,89,13,2,0,2,18,1,2,11,0,2,-0.07
한화,문동주,0.0,13,0,0,4,1,3,0,2,28.2,19,18,127,28,5,1,5,14,0,1,36,1,2,0.23
한화,박상원,1.26,76,0,0,0,1,0,1,14,70.0,39,33,309,73,15,1,8,26,4,4,68,1,3,-0.15000000000000002
한화,박윤철,-0.09,11,0,0,7,0,3,0,0,33.1,22,17,164,41,7,0,5,23,0,2,16,1,2,-0.7
한화,박주홍,-0.64,13,0,0,6,1,6,0,0,27.2,28,27,135,32,6,0,5,25,0,0,22,0,3,-1.59
한화,박준영,-0.46,5,0,0,2,0,1,0,0,11.0,13,13,53,13,0,0,1,8,0,0,10,0,0,-0.48
한화,배동현,0.23,20,0,0,4,1,3,0,0,38.0,21,19,177,34,9,1,3,25,0,4,26,2,1,-0.76
한화,서균,0.26,10,0,0,0,0,0,0,0,8.299999999999999,2,2,44,9,0,0,0,6,0,3,1,0,0,-0.22
한화,서폴드,1.3,28,1,1,28,10,13,0,0,165.0,107,90,734,203,30,3,19,42,0,13,97,0,10,-1.5
한화,송윤준,0.72,46,0,0,0,0,0,0,3,39.3,19,19,182,38,9,1,2,21,1,5,27,0,3,-0.23
한화,신정락,-0.72,80,0,0,0,2,4,1,6,79.0,61,52,374,92,19,3,9,38,4,12,51,0,4,-1.33
한화,신지후,-0.09,2,0,0,0,0,0,0,0,0.1,2,0,3,0,0,0,0,1,0,0,0,0,0,-0.01
한화,안영명,0.29,39,0,0,0,1,1,0,1,45.2,32,30,201,51,8,1,9,18,1,2,34,0,0,-0.83
한화,오동욱,-0.52,38,0,0,1,0,2,0,2,35.0,36,30,177,43,13,0,6,23,0,7,18,0,0,-0.71
한화,윤규진,-0.1,2,0,0,0,0,0,0,0,3.2,5,3,19,7,0,0,1,1,0,0,4,0,0,-0.05
한화,윤대경,2.33,123,0,0,23,11,14,0,14,203.3,114,105,911,227,42,2,17,76,5,16,147,0,9,-0.76
한화,윤산흠,1.03,42,0,0,0,1,1,0,3,36.2,14,12,174,30,7,0,1,32,4,4,48,0,6,0.09
한화,윤호솔,0.19000000000000003,113,0,0,0,6,6,0,15,96.30000000000001,63,51,445,92,22,3,11,64,4,3,79,0,7,-0.67
한화,이도윤,-0.1,2,0,0,0,0,0,0,0,1.1,3,3,8,4,3,0,0,0,0,0,0,0,0,0.0
한화,이민우,0.07,24,0,0,4,1,0,0,0,40.2,26,24,182,50,8,2,3,14,0,1,22,0,1,-0.58
한화,이승관,-1.1800000000000002,15,0,0,2,0,2,0,0,10.3,26,23,72,19,4,1,1,20,0,1,8,0,1,-0.57
한화,이재민,-0.35,2,0,0,0,0,0,0,0,2.0,8,8,15,3,1,0,0,5,0,1,0,0,0,-0.06
한화,이충호,-0.6,22,0,0,0,2,0,0,0,20.3,22,19,112,27,3,2,2,18,0,4,15,0,1,-0.54
한화,이태양,-0.01,7,0,0,0,0,0,0,0,8.2,7,7,39,11,2,1,1,5,1,0,8,0,1,-0.22
한화,이현호,0.02,16,0,0,0,0,2,0,0,15.1,12,11,75,18,0,0,4,10,0,1,15,1,3,-0.84
한화,임준섭,-1.1,28,0,0,1,0,2,0,1,21.599999999999998,32,27,131,42,11,0,2,15,0,5,17,1,4,-0.54
한화,장민재,2.51,68,0,0,41,9,17,0,0,212.4,115,102,926,244,44,4,24,60,2,6,120,0,5,-1.44
한화,장시환,0.34,109,1,0,42,4,30,14,10,264.4,180,159,1225,284,53,4,23,155,6,15,229,0,19,-3.98
한화,장웅정,0.12,6,0,0,2,0,1,0,0,14.3,11,11,73,22,5,0,4,8,0,0,9,0,2,0.0
한화,정우람,1.4,123,0,0,0,4,10,32,8,116.4,66,63,513,128,21,1,10,38,4,10,105,0,2,0.08000000000000002
한화,정인욱,-0.02,8,0,0,1,0,0,0,0,9.1,6,5,44,6,1,0,2,10,0,0,6,0,0,-0.19
한화,정진호,0.06,3,0,0,0,0,0,0,0,1.2,0,0,6,1,0,0,0,1,0,0,0,0,0,0.0
한화,주현상,0.5700000000000001,92,0,0,0,2,3,1,7,105.2,64,62,465,115,24,6,11,35,3,6,66,0,7,-0.74
한화,채드벨,0.16,16,0,0,16,2,8,0,0,77.0,54,51,346,85,11,0,10,35,1,5,61,0,3,-1.01
한화,카펜터,2.65,35,0,0,34,5,13,0,0,188.0,96,80,825,169,26,3,17,78,0,20,194,1,8,0.73
한화,킹엄,4.13,28,0,0,28,11,10,0,0,160.1,64,56,661,132,24,1,12,46,1,6,149,2,4,1.78
한화,페냐,0.58,13,0,0,13,5,4,0,0,67.2,33,28,293,63,10,2,4,30,0,4,72,0,4,0.15
한화,한승주,-0.22000000000000003,8,0,0,3,0,0,0,0,16.4,14,14,86,28,3,0,1,6,0,3,14,0,0,-0.33
한화,황영국,-0.5700000000000001,39,0,0,0,0,2,0,6,33.3,32,31,172,45,5,0,3,24,1,3,32,0,5,-0.83
