순위,이름,팀,WAR,타격,도루,주루,수비,Rep.Wins,Pos.Wins,WAA_투수_선발,WAA_투수_구원,Rep.wins_선발,Rep.wins_구원,WAR_투수_선발,WAR_투수_구원
210,하준영,22NP,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,0.00,0.52,0.00,0.32
,장시환,22한P,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.53,0.00,0.85,0.00,0.32
,장원준,22두P,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.23,0.00,0.32
213,김민,22KP,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.10,0.00,0.31
214,조수행,22두LF,0.30,-0.49,0.15,0.19,0.02,0.56,-0.13,0.00,0.00,0.00,0.00,0.00,0.00
,안상현,22S2B,0.30,-0.29,0.04,0.07,0.27,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,임지열,22키LF,0.30,-0.17,0.01,0.04,0.05,0.62,-0.25,0.00,0.00,0.00,0.00,0.00,0.00
217,김동혁,22키P,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.36,0.00,0.29
218,이형범,22두P,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.13,0.00,0.41,0.00,0.28
,송은범,22LP,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,0.00,0.36,0.00,0.28
220,송찬의,22L2B,0.27,-0.00,-0.00,-0.03,0.02,0.32,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
221,서동민,22SP,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.28,0.00,0.26
,한재승,22NP,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.14,0.00,0.26
223,이지강,22LP,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.21,-0.10,0.07,0.08,0.27,-0.02
,고종욱,22KDH,0.25,0.13,0.02,-0.04,-0.15,0.47,-0.18,0.00,0.00,0.00,0.00,0.00,0.00
225,허도환,22LC,0.24,-0.33,-0.00,0.02,-0.05,0.38,0.22,0.00,0.00,0.00,0.00,0.00,0.00
226,이승민,22삼P,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.07,0.00,0.23
,김강률,22두P,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,0.00,0.33,0.00,0.23
228,채지선,22LP,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.04,0.00,0.22
,장운호,22한RF,0.22,-0.35,-0.09,0.10,0.13,0.61,-0.17,0.00,0.00,0.00,0.00,0.00,0.00
230,서호철,22N2B,0.21,-1.27,0.01,0.13,0.38,0.89,0.07,0.00,0.00,0.00,0.00,0.00,0.00
,김태진,22K1B,0.21,-0.88,-0.08,0.04,-0.02,1.15,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
232,김대우,22삼P,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.06,0.00,0.20
233,박시영,22KP,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.21,0.00,0.19
,이승현,22삼P,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.44,0.00,0.64,0.00,0.19
,임창민,22두P,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,0.00,0.36,0.00,0.19
,이병헌,22삼C,0.19,0.15,-0.00,-0.00,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00
237,윤중현,22KP,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.53,0.00,0.72,0.00,0.18
,조원태,22LP,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.05,0.00,0.18
,최주환,22S2B,0.18,-0.87,-0.01,0.14,-0.34,1.39,-0.13,0.00,0.00,0.00,0.00,0.00,0.00
,최충연,22삼P,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,0.00,0.51,0.00,0.18
241,김재혁,22삼LF,0.17,-0.10,0.08,0.04,0.03,0.16,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
,장진혁,22한RF,0.17,-0.51,-0.01,0.00,0.28,0.55,-0.14,0.00,0.00,0.00,0.00,0.00,0.00
243,오선진,22삼3B,0.16,-0.77,-0.06,-0.09,-0.37,1.27,0.17,0.00,0.00,0.00,0.00,0.00,0.00
244,장지수,22KP,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.03,0.00,0.15
245,김도현,22한P,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.08,0.07
,박상언,22한C,0.14,-0.50,-0.13,0.06,-0.18,0.63,0.27,0.00,0.00,0.00,0.00,0.00,0.00
,이형종,22LDH,0.14,-0.15,-0.00,0.05,0.12,0.26,-0.13,0.00,0.00,0.00,0.00,0.00,0.00
,조민석,22NP,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.21,0.00,0.14
249,권광민,22한LF,0.13,-0.11,-0.05,0.03,-0.02,0.36,-0.09,0.00,0.00,0.00,0.00,0.00,0.00
,이영준,22키P,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,0.00,0.28,0.00,0.13
,윤호솔,22한P,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.43,0.00,0.56,0.00,0.13
,조민성,22삼1B,0.13,0.14,0.02,-0.05,-0.01,0.07,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
253,이재용,22NC,0.12,0.07,-0.00,0.02,-0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김대우,22롯P,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.13,0.00,0.12
255,라모스,22KRF,0.11,-0.04,0.04,-0.04,-0.11,0.33,-0.08,0.00,0.00,0.00,0.00,0.00,0.00
,임준섭,22한P,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.05,0.00,0.11
,김성윤,22삼CF,0.11,-0.16,0.12,0.00,-0.05,0.20,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
258,변우혁,22한1B,0.10,-0.03,-0.00,0.00,-0.04,0.25,-0.09,0.00,0.00,0.00,0.00,0.00,0.00
,박주혁,22삼P,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.09,0.00,0.10
,신용수,22롯RF,0.10,-0.03,0.02,0.07,-0.19,0.30,-0.07,0.00,0.00,0.00,0.00,0.00,0.00
,류진욱,22NP,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.52,0.00,0.62,0.00,0.10
,오석주,22LP,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.00,0.10
263,이병헌,22두P,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.07,0.00,0.09
,박웅,22두P,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.08,0.00,0.09
,최경모,22S3B,0.09,-0.19,0.04,-0.09,-0.03,0.31,0.05,0.00,0.00,0.00,0.00,0.00,0.00
,강효종,22LP,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.07,0.00,0.09,0.00
,박준영,22N3B,0.09,-0.63,0.05,-0.02,-0.44,1.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00
,전사민,22NP,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.11,0.00,0.09
,문경찬,22롯P,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.45,0.00,0.54,0.00,0.09
,강백호,22KDH,0.09,-0.38,-0.01,0.01,0.07,1.10,-0.69,0.00,0.00,0.00,0.00,0.00,0.00
,이정현,22KP,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.05,0.00,0.09
272,백정현,22삼P,0.08,0.00,0.00,0.00,0.00,0.00,0.00,-1.58,0.00,1.66,0.00,0.08,0.00
273,손주영,22LP,0.07,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,0.00,0.17,0.00,0.07,0.00
,김태오,22KP,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.06,0.00,0.07
,안영명,22KP,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.04,0.00,0.07
,이승재,22KP,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.01,0.00,0.07
,이상우,22KP,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.00,0.07
278,김주완,22LP,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.01,0.00,0.05
,김선우,22KDH,0.05,0.03,-0.00,0.01,-0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김웅빈,22키DH,0.05,-0.31,-0.09,0.10,0.10,0.56,-0.31,0.00,0.00,0.00,0.00,0.00,0.00
,박주홍,22키LF,0.05,-0.15,-0.00,0.01,0.06,0.24,-0.10,0.00,0.00,0.00,0.00,0.00,0.00
282,지명성,22KP,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.04
,최준우,22S2B,0.04,-0.02,-0.00,0.00,-0.01,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김현수,22KP,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.04
,김동진,22삼2B,0.04,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,이수민,22삼P,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.06,0.00,0.04
,김태근,22두CF,0.04,0.14,-0.04,-0.00,-0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,양현,22키P,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.45,0.00,0.49,0.00,0.04
,전민재,22두SS,0.04,-0.20,0.06,0.03,-0.09,0.19,0.04,0.00,0.00,0.00,0.00,0.00,0.00
,유상빈,22한LF,0.04,0.00,-0.04,0.05,-0.11,0.20,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
291,장필준,22삼P,0.03,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-0.15,0.06,0.34,-0.16,0.19
,이정범,22SRF,0.03,-0.06,-0.00,0.03,0.02,0.05,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,박동수,22NP,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,0.00,0.20,0.00,0.03
,권혁경,22KC,0.03,0.02,-0.00,0.00,-0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,이명종,22키P,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,0.00,0.36,0.00,0.03
,문상철,22K1B,0.03,-0.10,0.02,0.02,-0.05,0.22,-0.08,0.00,0.00,0.00,0.00,0.00,0.00
,송윤준,22한P,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,0.00,0.06,0.00,0.03
298,조현우,22KP,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,0.00,0.16,0.00,0.02
,조무근,22롯P,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.03,0.00,0.02
,노건우,22삼P,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.03,0.00,0.02
,이영빈,22L2B,0.02,-0.53,-0.00,0.10,0.09,0.35,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,하준수,22NP,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.04,0.00,0.02
,김유영,22롯P,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.66,0.00,0.68,0.00,0.02
,박정준,22삼P,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,0.00,0.13,0.00,0.02
,송승기,22LP,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.11,0.00,0.02
,권휘,22두P,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,0.00,0.12,0.00,0.02
307,최용제,22두DH,0.01,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,박세웅,22삼P,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.04,0.00,0.01
,문승원,22SP,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.32,0.00,0.33,0.00,0.01
,이우성,22KLF,0.01,0.10,-0.11,0.04,-0.43,0.57,-0.17,0.00,0.00,0.00,0.00,0.00,0.00
,김창훈,22롯P,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.02,0.00,0.01
,노수광,22한LF,0.01,-0.89,0.08,-0.34,0.03,1.50,-0.38,0.00,0.00,0.00,0.00,0.00,0.00
313,박용택,22LLF,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,강현구,22두LF,-0.00,0.06,-0.00,0.00,-0.08,0.02,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,고명성,22KDH,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,박재욱,22LC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김재유,22롯DH,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,문상준,22KSS,0.00,0.02,0.00,0.00,-0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,박정우,22KCF,-0.00,-0.00,-0.00,-0.05,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,장재혁,22KP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.04,0.00,0.00
,문동주,22한P,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,-0.21,0.23,0.16,0.05,-0.05
,하재훈,22SLF,0.00,-0.24,0.02,-0.00,-0.14,0.47,-0.11,0.00,0.00,0.00,0.00,0.00,0.00
,강상원,22한DH,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
324,이재홍,22키3B,-0.01,-0.03,-0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,예진원,22키LF,-0.01,-0.12,-0.00,-0.02,0.09,0.06,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,박정우,22KDH,-0.01,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,백용환,22한DH,-0.01,-0.03,0.00,-0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
328,김주형,22키SS,-0.02,-0.39,0.02,0.01,-0.35,0.54,0.15,0.00,0.00,0.00,0.00,0.00,0.00
,이재원,22SC,-0.02,-1.45,0.01,-0.01,-0.29,1.16,0.57,0.00,0.00,0.00,0.00,0.00,0.00
,박승규,22삼CF,-0.02,-0.77,0.04,0.05,0.33,0.35,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,김준완,22키LF,-0.02,-1.25,-0.04,-0.11,0.11,1.66,-0.39,0.00,0.00,0.00,0.00,0.00,0.00
,나지완,22KDH,-0.02,-0.03,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,전경원,22SDH,-0.02,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김기연,22LC,-0.02,-0.09,-0.00,-0.00,0.01,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00
,박민,22KSS,-0.02,-0.05,0.00,0.01,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
336,최민창,22LLF,-0.03,-0.06,-0.00,0.01,0.01,0.02,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,오준혁,22SRF,-0.03,-0.37,-0.00,0.02,0.09,0.28,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
,오영수,22N1B,-0.03,-0.34,-0.23,0.05,-0.12,1.08,-0.48,0.00,0.00,0.00,0.00,0.00,0.00
,김재호,22두SS,-0.03,-1.29,-0.10,-0.08,0.03,1.10,0.30,0.00,0.00,0.00,0.00,0.00,0.00
,전진영,22KRF,-0.03,-0.00,-0.00,0.02,-0.04,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,박승욱,22롯SS,-0.03,-1.25,0.07,-0.14,0.11,0.95,0.24,0.00,0.00,0.00,0.00,0.00,0.00
,안주형,22삼2B,-0.03,-0.34,-0.00,0.02,0.19,0.10,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,박유연,22두C,-0.03,-0.08,-0.00,0.00,-0.04,0.08,0.02,0.00,0.00,0.00,0.00,0.00,0.00
344,이명기,22키DH,-0.04,-0.03,-0.00,-0.02,0.00,0.02,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,임석진,22K3B,-0.04,-0.11,-0.00,0.01,-0.00,0.07,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,신준우,22키SS,-0.04,-0.36,-0.00,0.03,-0.05,0.22,0.10,0.00,0.00,0.00,0.00,0.00,0.00
,정성종,22롯P,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.06,0.00,-0.04
,안익훈,22LDH,-0.04,-0.05,-0.00,-0.00,0.01,0.02,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,강로한,22롯DH,-0.04,0.00,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
350,김규연,22한P,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.23,0.00,0.18,0.00,-0.05
,진명호,22롯P,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.27,0.00,0.22,0.00,-0.05
,전민수,22NDH,-0.05,-0.12,-0.00,-0.03,0.01,0.17,-0.08,0.00,0.00,0.00,0.00,0.00,0.00
,이현승,22두P,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,0.00,0.12,0.00,-0.05
,박주성,22키P,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.00,0.17,0.00,-0.05
,류승현,22KDH,-0.05,-0.08,0.00,0.00,0.02,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,정성곤,22SP,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.04,0.00,-0.05
,김호은,22L1B,-0.05,-0.06,0.00,0.00,0.00,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,정구범,22NP,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.02,0.00,-0.05
,윤태현,22SP,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.03,0.00,-0.05
,박준표,22KP,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.36,0.00,0.31,0.00,-0.05
,문상인,22KDH,-0.05,-0.08,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
362,오태양,22NDH,-0.06,-0.05,-0.04,0.02,-0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,석정우,22S2B,-0.06,-0.09,-0.04,0.00,0.03,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,신헌민,22SP,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.01,0.00,-0.06
,김민수,22롯3B,-0.06,-0.51,-0.05,-0.02,-0.10,0.65,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,한승택,22KC,-0.06,-0.96,-0.01,0.00,0.15,0.50,0.26,0.00,0.00,0.00,0.00,0.00,0.00
,박시후,22SP,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,0.00,0.01,0.00,-0.06
,정진기,22NCF,-0.06,-0.30,0.02,-0.01,0.03,0.25,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
369,강민국,22키SS,-0.07,-0.05,-0.00,0.00,-0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,정훈,22롯1B,-0.07,-1.13,0.02,-0.01,0.18,1.42,-0.56,0.00,0.00,0.00,0.00,0.00,0.00
,최승민,22NCF,-0.07,-0.05,-0.01,0.07,-0.24,0.14,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,허관회,22한DH,-0.07,-0.16,0.02,0.02,-0.02,0.10,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,김세민,22롯2B,-0.07,-0.05,-0.00,0.00,-0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,조형우,22SC,-0.07,-0.11,-0.00,0.02,-0.05,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,한석현,22LRF,-0.07,-0.12,-0.04,-0.01,0.07,0.04,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,강윤구,22롯P,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.36,0.00,0.28,0.00,-0.07
,권민석,22두3B,-0.07,-0.08,0.00,0.03,-0.03,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,전영준,22SP,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,-0.04,0.03,0.04,-0.06,-0.01
379,손호영,22L2B,-0.08,0.06,-0.13,-0.00,-0.39,0.34,0.04,0.00,0.00,0.00,0.00,0.00,0.00
,한승주,22한P,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,-0.16,0.11,0.10,-0.01,-0.07
,신범수,22KC,-0.08,-0.08,0.00,-0.01,-0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
382,정범모,22NC,-0.09,-0.11,-0.00,0.00,-0.02,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김수윤,22N1B,-0.09,-0.15,-0.00,0.00,0.00,0.08,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,김영웅,22삼3B,-0.09,-0.17,-0.00,0.02,-0.01,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,신민재,22LCF,-0.09,-0.08,-0.04,0.02,0.01,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김지용,22두P,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,0.26,0.00,-0.09
,서건창,22L2B,-0.09,-0.81,0.03,0.04,-0.36,1.03,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김서준,22삼P,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,0.00,0.04,0.00,-0.09
,박윤철,22한P,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.05,0.35,0.10,-0.25,0.15
,김민수,22롯RF,-0.09,-0.11,-0.00,0.02,-0.02,0.03,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,조대현,22KDH,-0.09,-0.11,0.00,0.00,-0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김민성,22L3B,-0.09,-0.74,-0.05,0.07,-0.07,0.65,0.04,0.00,0.00,0.00,0.00,0.00,0.00
,이천웅,22LDH,-0.09,-0.13,-0.00,0.01,-0.05,0.10,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
394,김종수,22한P,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.70,0.00,0.60,0.00,-0.10
,최승용,22두P,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,-1.30,-0.05,0.86,0.38,-0.44,0.33
,박치국,22두P,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.25,0.00,0.16,0.00,-0.10
,홍상삼,22KP,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.39,0.00,0.29,0.00,-0.10
,전유수,22KP,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.25,0.00,0.15,0.00,-0.10
,안중열,22롯C,-0.10,-0.46,-0.05,0.00,-0.11,0.35,0.16,0.00,0.00,0.00,0.00,0.00,0.00
,임찬규,22LP,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,-1.48,0.00,1.38,0.00,-0.10,0.00
,신성현,22두LF,-0.10,-0.29,0.02,0.01,0.09,0.10,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
402,이건욱,22SP,-0.11,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,0.00,0.04,0.00,-0.11,0.00
,주승우,22키P,-0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.10,-0.25,0.03,0.02,0.13,-0.24
,김주온,22SP,-0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,0.00,0.05,0.00,-0.11
405,유준규,22KDH,-0.12,-0.15,-0.00,-0.01,0.01,0.07,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,이태훈,22삼DH,-0.12,-0.20,-0.00,-0.00,0.03,0.08,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,이상호,22L2B,-0.12,-0.40,-0.07,0.07,-0.06,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김건우,22SP,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,0.02,0.03,0.01,-0.16,0.04
409,임종찬,22한RF,-0.13,-0.41,-0.05,0.01,0.14,0.24,-0.07,0.00,0.00,0.00,0.00,0.00,0.00
,이정훈,22KDH,-0.13,-0.16,-0.00,0.00,0.00,0.04,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,나원탁,22롯P,-0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.08,0.00,-0.13
,김상수,22SP,-0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,0.00,0.11,0.00,-0.13
,도태훈,22N3B,-0.13,-0.83,-0.01,-0.10,0.21,0.68,-0.09,0.00,0.00,0.00,0.00,0.00,0.00
414,더모디,22NP,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,-0.67,0.00,0.53,0.00,-0.14,0.00
,송정인,22키P,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,0.00,0.03,0.00,-0.14
,공민규,22삼1B,-0.14,-0.24,-0.00,0.03,0.00,0.09,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,이승관,22한P,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.07,0.00,-0.14
,이재학,22NP,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,-0.83,-0.53,0.98,0.23,0.15,-0.30
,김수환,22키1B,-0.14,-0.52,-0.01,0.06,-0.07,0.70,-0.30,0.00,0.00,0.00,0.00,0.00,0.00
420,하영민,22키P,-0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.68,0.00,0.52,0.00,-0.15
,김규남,22SRF,-0.15,-0.14,0.00,0.00,-0.02,0.02,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,최하늘,22삼P,-0.15,0.00,0.00,0.00,0.00,0.00,0.00,-0.50,-0.09,0.29,0.16,-0.21,0.06
423,최지강,22두P,-0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,0.00,0.02,0.00,-0.16
,허준혁,22LP,-0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.00,0.06,0.00,-0.16
