순위,이름,팀,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WPA
98,조이현,20S, 0.54 , 35 , 0 , 0 , 7 , 2 , 4 , 0 , 0 , 77.0 , 52 , 51 , 340 , 96 , 18 , 1 , 12 , 25 , 0 , 2 , 38 , 0 , 4 , 5.96 , 5.65 , 1.57 , 80.9 , 86.4 , -0.71 
99,김재웅,20키, 0.51 , 43 , 0 , 0 , 7 , 1 , 4 , 0 , 2 , 59.2 , 36 , 31 , 258 , 64 , 18 , 0 , 7 , 23 , 1 , 2 , 51 , 0 , 4 , 4.68 , 4.58 , 1.46 , 100.9 , 100.9 , -1.56 
100,김건태,20N, 0.50 , 33 , 0 , 0 , 0 , 1 , 1 , 0 , 4 , 35.0 , 19 , 19 , 155 , 29 , 6 , 0 , 4 , 25 , 0 , 2 , 37 , 0 , 3 , 4.89 , 5.24 , 1.54 , 100.0 , 92.4 , -0.26 
101,양지율,20키, 0.50 , 24 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 23.1 , 10 , 10 , 99 , 24 , 3 , 0 , 3 , 10 , 1 , 1 , 12 , 0 , 2 , 3.86 , 5.48 , 1.46 , 122.3 , 84.6 , 0.11 
102,박정수,20KN, 0.49 , 22 , 0 , 0 , 3 , 1 , 1 , 0 , 2 , 33.0 , 17 , 17 , 144 , 25 , 5 , 1 , 4 , 24 , 0 , 6 , 29 , 0 , 1 , 4.64 , 6.10 , 1.49 , 105.0 , 79.2 , -0.29 
103,채지선,20두, 0.46 , 37 , 0 , 0 , 0 , 1 , 0 , 0 , 2 , 33.0 , 18 , 18 , 158 , 34 , 3 , 1 , 3 , 24 , 1 , 5 , 34 , 0 , 11 , 4.91 , 5.22 , 1.76 , 94.4 , 88.7 , -0.09 
104,송윤준,20한, 0.45 , 26 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 23.0 , 11 , 11 , 106 , 23 , 7 , 0 , 1 , 13 , 0 , 1 , 16 , 0 , 3 , 4.30 , 4.56 , 1.57 , 109.8 , 105.2 , -0.22 
105,이준영,20K, 0.39 , 48 , 0 , 0 , 0 , 0 , 2 , 0 , 13 , 23.2 , 14 , 14 , 113 , 31 , 5 , 1 , 1 , 13 , 0 , 0 , 22 , 0 , 3 , 5.32 , 3.89 , 1.86 , 90.2 , 123.9 , -0.43 
106,윤명준,20두, 0.39 , 42 , 0 , 0 , 0 , 0 , 0 , 2 , 7 , 40.0 , 24 , 22 , 180 , 49 , 6 , 1 , 4 , 12 , 1 , 1 , 20 , 0 , 1 , 4.95 , 4.76 , 1.53 , 93.6 , 97.2 , 0.42 
107,이승진,20두, 0.39 , 33 , 0 , 0 , 5 , 2 , 4 , 0 , 5 , 51.1 , 33 , 32 , 228 , 55 , 12 , 2 , 3 , 22 , 1 , 2 , 54 , 0 , 0 , 5.61 , 3.56 , 1.50 , 82.6 , 130.7 , -0.66 
108,김명신,20두, 0.38 , 16 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 15.1 , 6 , 6 , 72 , 20 , 4 , 0 , 3 , 4 , 0 , 3 , 11 , 0 , 0 , 3.52 , 6.03 , 1.57 , 131.5 , 75.4 , 0.19 
109,박진형,20롯, 0.38 , 53 , 0 , 0 , 0 , 1 , 4 , 0 , 17 , 42.2 , 27 , 27 , 194 , 56 , 15 , 2 , 7 , 13 , 2 , 4 , 50 , 0 , 3 , 5.70 , 4.40 , 1.62 , 85.5 , 109.3 , -1.18 
110,김사윤,20S, 0.36 , 57 , 0 , 0 , 0 , 1 , 1 , 1 , 10 , 47.1 , 30 , 27 , 226 , 37 , 8 , 1 , 5 , 45 , 1 , 8 , 42 , 0 , 6 , 5.13 , 6.45 , 1.73 , 94.0 , 75.4 , -0.14 
111,서균,20한, 0.35 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7.1 , 0 , 0 , 34 , 7 , 0 , 0 , 0 , 6 , 0 , 1 , 1 , 0 , 0 , 0.00 , 6.15 , 1.77 ,  , 78.0 , -0.03 
112,노건우,20삼, 0.34 , 45 , 0 , 0 , 0 , 2 , 3 , 0 , 10 , 36.1 , 23 , 18 , 166 , 28 , 5 , 0 , 3 , 29 , 1 , 2 , 34 , 0 , 7 , 4.46 , 5.23 , 1.57 , 110.0 , 92.7 , -0.37 
113,문동욱,20한, 0.32 , 19 , 0 , 0 , 0 , 0 , 1 , 1 , 1 , 18.0 , 10 , 9 , 83 , 12 , 2 , 0 , 2 , 17 , 1 , 2 , 9 , 0 , 2 , 4.50 , 7.00 , 1.61 , 105.1 , 68.5 , -0.07 
114,김종수,20한, 0.32 , 54 , 0 , 0 , 0 , 1 , 1 , 1 , 7 , 50.0 , 34 , 33 , 228 , 54 , 11 , 3 , 6 , 26 , 1 , 3 , 43 , 0 , 4 , 5.94 , 5.08 , 1.60 , 79.6 , 94.4 , 0.02 
115,샘슨,20롯, 0.30 , 25 , 0 , 0 , 25 , 9 , 12 , 0 , 0 , 130.0 , 87 , 78 , 590 , 167 , 25 , 1 , 14 , 36 , 0 , 6 , 87 , 2 , 8 , 5.40 , 4.59 , 1.56 , 90.2 , 104.6 , -1.07 
116,문성현,20키, 0.30 , 10 , 0 , 0 , 2 , 1 , 1 , 0 , 0 , 15.0 , 7 , 7 , 63 , 13 , 1 , 0 , 1 , 11 , 0 , 0 , 13 , 0 , 0 , 4.20 , 4.89 , 1.60 , 112.3 , 95.6 , 0.03 
117,김진욱,20한, 0.30 , 22 , 0 , 0 , 6 , 3 , 4 , 1 , 0 , 44.2 , 29 , 28 , 206 , 50 , 12 , 1 , 9 , 25 , 0 , 5 , 29 , 0 , 3 , 5.64 , 6.89 , 1.68 , 83.8 , 69.6 , -1.07 
118,장필준,20삼, 0.30 , 31 , 0 , 0 , 2 , 0 , 3 , 0 , 4 , 36.0 , 24 , 23 , 170 , 46 , 9 , 0 , 6 , 16 , 0 , 0 , 26 , 0 , 5 , 5.75 , 5.61 , 1.72 , 85.3 , 87.5 , -0.94 
119,안영명,20한, 0.29 , 39 , 0 , 0 , 0 , 1 , 1 , 0 , 1 , 45.2 , 32 , 30 , 201 , 51 , 8 , 1 , 9 , 18 , 1 , 2 , 34 , 0 , 0 , 5.91 , 5.88 , 1.51 , 80.0 , 81.5 , -0.83 
120,양창섭,20삼, 0.28 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6.2 , 2 , 2 , 29 , 6 , 1 , 0 , 1 , 3 , 1 , 0 , 4 , 0 , 0 , 2.70 , 5.21 , 1.35 , 181.7 , 94.7 , 0.22 
121,이현승,20두, 0.25 , 62 , 0 , 0 , 0 , 2 , 1 , 2 , 9 , 42.1 , 27 , 25 , 195 , 48 , 9 , 2 , 2 , 21 , 0 , 2 , 42 , 1 , 3 , 5.31 , 3.82 , 1.63 , 87.2 , 122.4 , -0.55 
122,장웅정,20한, 0.25 , 2 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 7.2 , 3 , 3 , 35 , 7 , 1 , 0 , 0 , 6 , 0 , 0 , 5 , 0 , 1 , 3.52 , 4.60 , 1.70 , 134.3 , 104.3 , 0.09 
123,박희수,20S, 0.25 , 28 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 24.2 , 16 , 15 , 112 , 28 , 6 , 0 , 4 , 10 , 1 , 0 , 26 , 0 , 2 , 5.47 , 4.65 , 1.54 , 88.1 , 105.7 , -0.21 
124,김세현,20S, 0.24 , 42 , 0 , 0 , 0 , 2 , 0 , 1 , 7 , 42.0 , 28 , 27 , 187 , 44 , 7 , 0 , 7 , 22 , 0 , 1 , 35 , 0 , 1 , 5.79 , 5.70 , 1.57 , 83.4 , 85.9 , -0.95 
125,김기훈,20K, 0.23 , 22 , 0 , 0 , 7 , 0 , 4 , 0 , 1 , 52.0 , 35 , 31 , 238 , 58 , 11 , 1 , 8 , 31 , 0 , 2 , 39 , 0 , 3 , 5.37 , 5.96 , 1.71 , 89.5 , 80.4 , -1.26 
126,조성운,20키, 0.23 , 42 , 0 , 0 , 0 , 1 , 1 , 0 , 1 , 45.0 , 30 , 27 , 201 , 48 , 11 , 1 , 6 , 19 , 1 , 2 , 29 , 0 , 2 , 5.40 , 5.33 , 1.49 , 87.4 , 86.8 , -0.78 
127,차우찬,20L, 0.21 , 13 , 0 , 0 , 13 , 5 , 5 , 0 , 0 , 64.0 , 39 , 38 , 287 , 71 , 14 , 1 , 8 , 28 , 1 , 2 , 51 , 0 , 1 , 5.34 , 4.95 , 1.55 , 86.6 , 92.8 , -0.01 
128,남호,20L, 0.21 , 6 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 18.1 , 9 , 8 , 82 , 13 , 3 , 1 , 1 , 12 , 0 , 1 , 14 , 0 , 0 , 3.93 , 4.87 , 1.36 , 117.8 , 96.1 , -0.16 
129,박종기,20두, 0.19 , 8 , 0 , 0 , 5 , 1 , 2 , 0 , 0 , 26.0 , 16 , 16 , 117 , 30 , 6 , 0 , 3 , 14 , 0 , 0 , 20 , 0 , 1 , 5.54 , 5.13 , 1.69 , 83.6 , 89.9 , 0.11 
130,김상수,20키, 0.18 , 60 , 0 , 0 , 0 , 3 , 3 , 5 , 11 , 51.1 , 33 , 27 , 226 , 52 , 12 , 0 , 3 , 21 , 1 , 3 , 48 , 0 , 1 , 4.73 , 3.79 , 1.42 , 99.7 , 123.1 , -0.11 
131,채드벨,20한, 0.16 , 16 , 0 , 0 , 16 , 2 , 8 , 0 , 0 , 77.0 , 54 , 51 , 346 , 85 , 11 , 0 , 10 , 35 , 1 , 5 , 61 , 0 , 3 , 5.96 , 5.18 , 1.56 , 79.3 , 92.5 , -1.01 
132,이상화,20K, 0.16 , 18 , 0 , 0 , 0 , 1 , 1 , 0 , 1 , 15.0 , 9 , 9 , 65 , 11 , 2 , 0 , 2 , 10 , 2 , 0 , 7 , 0 , 1 , 5.40 , 5.96 , 1.40 , 89.0 , 79.8 , -0.12 
133,유희관,20두, 0.15 , 27 , 0 , 0 , 27 , 10 , 11 , 0 , 0 , 136.1 , 91 , 76 , 622 , 190 , 37 , 5 , 14 , 39 , 4 , 3 , 56 , 0 , 1 , 5.02 , 4.91 , 1.68 , 92.3 , 94.3 , -2.34 
134,문경찬,20KN, 0.15 , 56 , 0 , 0 , 0 , 0 , 5 , 10 , 11 , 52.0 , 35 , 29 , 225 , 51 , 10 , 1 , 11 , 15 , 0 , 2 , 44 , 0 , 0 , 5.02 , 5.59 , 1.27 , 96.6 , 86.5 , -0.63 
135,고효준,20롯, 0.15 , 24 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 15.2 , 10 , 10 , 77 , 14 , 3 , 0 , 3 , 11 , 0 , 3 , 11 , 0 , 1 , 5.74 , 7.32 , 1.60 , 84.8 , 65.5 , -0.46 
136,김유영,20롯, 0.14 , 12 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7.1 , 4 , 4 , 31 , 4 , 0 , 0 , 0 , 7 , 2 , 0 , 5 , 0 , 1 , 4.91 , 4.24 , 1.50 , 99.2 , 112.5 , -0.22 
137,권휘,20두, 0.13 , 14 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 13.2 , 8 , 8 , 63 , 16 , 2 , 0 , 1 , 6 , 0 , 2 , 10 , 0 , 2 , 5.27 , 4.80 , 1.61 , 87.9 , 96.9 , -0.47 
138,박진우,20N, 0.13 , 43 , 0 , 0 , 1 , 2 , 2 , 0 , 7 , 43.0 , 29 , 25 , 194 , 47 , 7 , 0 , 2 , 13 , 1 , 6 , 22 , 0 , 0 , 5.23 , 4.39 , 1.40 , 93.4 , 109.5 , -0.38 
139,윤희상,20S, 0.12 , 4 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 3.0 , 1 , 1 , 11 , 1 , 0 , 0 , 0 , 2 , 0 , 0 , 2 , 0 , 0 , 3.00 , 4.22 , 1.00 , 160.8 , 113.4 , -0.03 
140,고영창,20K, 0.12 , 48 , 0 , 0 , 0 , 1 , 1 , 1 , 2 , 58.0 , 46 , 44 , 275 , 88 , 19 , 0 , 3 , 17 , 2 , 5 , 23 , 2 , 6 , 6.83 , 4.47 , 1.81 , 70.3 , 106.9 , -0.63 
141,송승준,20롯, 0.10 , 22 , 0 , 0 , 1 , 2 , 2 , 0 , 1 , 24.2 , 17 , 17 , 119 , 30 , 5 , 2 , 2 , 14 , 2 , 3 , 25 , 0 , 3 , 6.20 , 4.41 , 1.78 , 78.5 , 108.6 , -1.18 
142,백정현,20삼, 0.10 , 11 , 0 , 0 , 11 , 4 , 4 , 0 , 0 , 59.0 , 43 , 34 , 258 , 67 , 15 , 2 , 13 , 17 , 0 , 1 , 46 , 0 , 1 , 5.19 , 5.78 , 1.42 , 94.6 , 85.6 , -0.87 
143,김현수,20K, 0.10 , 15 , 0 , 0 , 4 , 1 , 2 , 0 , 0 , 32.1 , 27 , 26 , 167 , 41 , 7 , 3 , 3 , 31 , 0 , 2 , 19 , 0 , 1 , 7.24 , 6.65 , 2.23 , 66.3 , 72.1 , -0.12 
144,김동혁,20키, 0.10 , 8 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 8.2 , 5 , 5 , 36 , 8 , 1 , 1 , 1 , 1 , 0 , 1 , 6 , 0 , 1 , 5.19 , 4.36 , 1.04 , 90.9 , 106.2 , -0.12 
145,한승혁,20롯, 0.10 , 9 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 7.0 , 4 , 4 , 31 , 8 , 1 , 0 , 0 , 4 , 0 , 0 , 3 , 0 , 0 , 5.14 , 4.41 , 1.71 , 94.7 , 108.1 , -0.00 
146,서동민,20S, 0.10 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8.1 , 5 , 5 , 38 , 10 , 2 , 0 , 2 , 4 , 0 , 0 , 7 , 0 , 0 , 5.40 , 6.44 , 1.68 , 89.3 , 76.4 , -0.01 
147,성재헌,20L, 0.09 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4.1 , 2 , 2 , 20 , 6 , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 0 , 4.15 , 4.48 , 1.62 , 111.4 , 106.0 , 0.06 
148,황인준,20K, 0.08 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4.0 , 2 , 2 , 18 , 6 , 1 , 0 , 1 , 2 , 0 , 0 , 1 , 0 , 0 , 4.50 , 7.81 , 2.00 , 106.7 , 61.1 , 0.00 
149,손정욱,20N, 0.07 , 16 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 12.0 , 8 , 7 , 58 , 16 , 2 , 0 , 1 , 5 , 0 , 1 , 5 , 0 , 0 , 5.25 , 5.31 , 1.75 , 93.1 , 90.9 , 0.14 
150,홍정우,20삼, 0.07 , 30 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 30.0 , 23 , 22 , 139 , 37 , 4 , 1 , 5 , 12 , 0 , 1 , 29 , 0 , 1 , 6.60 , 5.09 , 1.63 , 74.3 , 96.7 , -0.23 
151,손동현,20K, 0.07 , 23 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 20.1 , 14 , 12 , 91 , 21 , 5 , 0 , 5 , 10 , 1 , 0 , 12 , 0 , 3 , 5.31 , 6.90 , 1.53 , 90.5 , 68.7 , -0.06 
152,김태경,20N, 0.07 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0.00 , 4.56 , 1.00 ,  , 105.4 , 0.04 
153,강동연,20N, 0.06 , 22 , 0 , 0 , 0 , 1 , 2 , 0 , 1 , 24.0 , 17 , 16 , 106 , 27 , 6 , 0 , 3 , 11 , 1 , 1 , 17 , 0 , 0 , 6.00 , 5.14 , 1.58 , 81.4 , 94.3 , -0.62 
154,신민혁,20N, 0.06 , 17 , 0 , 0 , 7 , 2 , 3 , 0 , 0 , 42.0 , 27 , 27 , 196 , 57 , 7 , 0 , 10 , 13 , 0 , 3 , 26 , 0 , 0 , 5.79 , 6.56 , 1.67 , 84.4 , 74.3 , -0.70 
155,김성훈,20K, 0.05 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 1 , 1 , 13 , 1 , 0 , 0 , 0 , 4 , 0 , 0 , 3 , 0 , 0 , 3.00 , 5.56 , 1.67 , 160.2 , 86.0 , -0.01 
156,이승헌,20롯, 0.05 , 8 , 0 , 0 , 8 , 3 , 2 , 0 , 0 , 36.2 , 25 , 19 , 157 , 34 , 2 , 1 , 1 , 11 , 1 , 2 , 34 , 1 , 2 , 4.66 , 3.04 , 1.23 , 104.5 , 157.3 , -0.30 
157,안인산,20N, 0.05 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00 , 3.56 , 0.00 ,  , 134.3 , 0.03 
158,오주원,20키, 0.05 , 25 , 0 , 0 , 0 , 3 , 1 , 0 , 2 , 18.1 , 12 , 11 , 78 , 22 , 2 , 0 , 6 , 0 , 0 , 0 , 13 , 1 , 0 , 5.40 , 6.39 , 1.20 , 87.4 , 70.6 , -0.24 
159,이상민,20삼, 0.05 , 17 , 0 , 0 , 1 , 0 , 1 , 0 , 1 , 14.0 , 10 , 10 , 69 , 17 , 2 , 0 , 4 , 11 , 1 , 1 , 13 , 0 , 2 , 6.43 , 7.77 , 2.00 , 76.3 , 63.7 , -0.62 
160,홍원표,20삼, 0.05 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 6 , 1 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 1 , 0.00 , 9.56 , 2.00 ,  , 50.4 , 0.00 
161,차재용,20키, 0.04 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00 , 3.56 , 0.00 ,  , 134.3 , 0.01 
162,남재현,20K, 0.04 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 15.2 , 12 , 7 , 79 , 20 , 5 , 1 , 1 , 11 , 0 , 1 , 8 , 0 , 0 , 4.02 , 5.66 , 1.98 , 119.4 , 84.7 , -0.16 
163,김영규,20N, 0.04 , 20 , 0 , 0 , 13 , 2 , 2 , 0 , 1 , 67.2 , 47 , 41 , 296 , 83 , 9 , 2 , 12 , 14 , 0 , 2 , 55 , 2 , 5 , 5.45 , 4.95 , 1.43 , 89.6 , 98.5 , -1.22 
164,박주성,20키, 0.03 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.0 , 1 , 1 , 11 , 2 , 0 , 0 , 0 , 3 , 0 , 0 , 1 , 0 , 0 , 4.50 , 7.06 , 2.50 , 104.9 , 67.2 , 0.01 
165,이강준,20K, 0.03 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5.2 , 4 , 4 , 33 , 9 , 1 , 1 , 1 , 5 , 0 , 3 , 3 , 0 , 0 , 6.35 , 9.03 , 2.47 , 75.6 , 52.3 , -0.05 
166,소이현,20N, 0.03 , 13 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 12.1 , 9 , 9 , 59 , 8 , 2 , 0 , 1 , 14 , 0 , 1 , 8 , 0 , 1 , 6.57 , 6.96 , 1.78 , 74.4 , 69.3 , -0.10 
167,이현호,20한, 0.02 , 16 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 15.1 , 12 , 11 , 75 , 18 , 0 , 0 , 4 , 10 , 0 , 1 , 15 , 1 , 3 , 6.46 , 7.14 , 1.83 , 73.2 , 67.1 , -0.84 
168,이호중,20N, 0.02 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4.1 , 3 , 3 , 23 , 7 , 0 , 0 , 1 , 2 , 0 , 1 , 3 , 0 , 0 , 6.23 , 7.25 , 2.08 , 78.4 , 67.1 , -0.03 
169,이찬혁,20L, 0.02 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.1 , 2 , 2 , 17 , 4 , 0 , 0 , 1 , 3 , 0 , 1 , 1 , 0 , 1 , 5.40 , 10.46 , 2.10 , 85.7 , 43.7 , 0.00 
170,최세창,20두, 0.02 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 2 , 1 , 15 , 5 , 0 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 3.00 , 7.22 , 1.67 , 154.4 , 62.0 , -0.01 
171,류진욱,20N, 0.01 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 2 , 2 , 14 , 4 , 1 , 0 , 1 , 1 , 0 , 0 , 3 , 0 , 0 , 6.00 , 6.89 , 1.67 , 81.4 , 71.2 , 0.05 
172,배창현,20두, 0.01 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.1 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0.00 , 21.56 , 6.00 ,  , 21.9 , 0.00 
173,황윤호,20K, 0.01 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00 , 3.56 , 0.00 ,  , 134.3 , 0.00 
174,변시원,20K, 0.00 , 4 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 5.0 , 4 , 2 , 25 , 8 , 1 , 0 , 0 , 3 , 0 , 0 , 1 , 0 , 0 , 3.60 , 4.96 , 2.20 , 133.3 , 96.7 , 0.01 
175,이동원,20두, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 2 , 2 , 2 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  , -0.00 
,한승지,20K, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 4 , 4 , 6 , 4 , 1 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 0 ,  ,  ,  ,  ,  , -0.02 
,임형원,20N, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 1 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  , -0.01 
178,강지광,20S, -0.00 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.2 , 3 , 2 , 20 , 7 , 0 , 0 , 1 , 1 , 0 , 0 , 4 , 0 , 0 , 4.91 , 5.74 , 2.18 , 98.3 , 86.4 , -0.24 
179,김승범,20K, -0.01 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 1 , 1 , 5 , 1 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 1 , 9.00 , 9.56 , 3.00 , 53.3 , 50.2 , 0.00 
180,임창민,20N, -0.01 , 44 , 0 , 0 , 0 , 7 , 2 , 0 , 11 , 37.2 , 26 , 22 , 179 , 39 , 10 , 1 , 4 , 23 , 1 , 2 , 44 , 0 , 3 , 5.26 , 4.51 , 1.65 , 92.9 , 107.4 , -1.60 
181,양선률,20S, -0.01 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 1 , 1 , 5 , 1 , 0 , 0 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 9.00 , 22.56 , 3.00 , 53.6 , 21.8 , -0.01 
182,이주엽,20두, -0.01 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.1 , 3 , 3 , 19 , 3 , 1 , 0 , 0 , 7 , 0 , 0 , 2 , 0 , 1 , 8.10 , 8.66 , 3.00 , 57.2 , 54.6 , -0.01 
183,이창재,20K, -0.01 , 10 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 8.0 , 6 , 5 , 38 , 10 , 3 , 0 , 0 , 4 , 0 , 0 , 7 , 0 , 0 , 5.63 , 3.31 , 1.75 , 85.4 , 145.2 , 0.09 
184,진명호,20롯, -0.02 , 37 , 0 , 0 , 0 , 0 , 1 , 0 , 2 , 31.1 , 25 , 25 , 146 , 29 , 5 , 1 , 3 , 22 , 0 , 2 , 32 , 0 , 1 , 7.18 , 5.06 , 1.63 , 67.8 , 94.7 , -1.29 
185,이승헌,20N, -0.02 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.0 , 2 , 2 , 11 , 3 , 0 , 0 , 1 , 1 , 0 , 1 , 2 , 0 , 0 , 9.00 , 11.06 , 2.00 , 54.3 , 44.3 , -0.05 
186,강동호,20롯, -0.02 , 7 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 11.0 , 9 , 9 , 51 , 13 , 1 , 0 , 3 , 6 , 0 , 0 , 8 , 0 , 0 , 7.36 , 7.28 , 1.73 , 66.2 , 66.1 , 0.09 
187,정인욱,20삼, -0.03 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5.1 , 5 , 5 , 26 , 5 , 0 , 0 , 1 , 4 , 0 , 1 , 3 , 0 , 0 , 8.44 , 7.68 , 1.69 , 58.1 , 63.7 , -0.01 
188,우규민,20삼, -0.03 , 52 , 0 , 0 , 0 , 3 , 3 , 7 , 11 , 48.0 , 34 , 33 , 210 , 61 , 10 , 1 , 3 , 9 , 1 , 1 , 30 , 0 , 0 , 6.19 , 3.68 , 1.46 , 79.3 , 131.8 , 0.05 
189,서덕원,20K, -0.04 , 11 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 12.2 , 12 , 12 , 59 , 14 , 2 , 0 , 5 , 4 , 0 , 3 , 6 , 0 , 1 , 8.53 , 9.40 , 1.42 , 56.3 , 50.7 , -0.03 
190,노시환,20한, -0.05 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 2 , 2 , 5 , 1 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 18.00 , 19.56 , 1.00 , 26.3 , 24.6 , 0.00 
191,김태현,20N, -0.05 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.1 , 2 , 1 , 10 , 2 , 1 , 0 , 0 , 4 , 0 , 0 , 1 , 0 , 1 , 6.75 , 11.06 , 4.50 , 72.4 , 43.5 , -0.00 
192,배민서,20N, -0.05 , 13 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 13.1 , 12 , 11 , 64 , 17 , 3 , 0 , 4 , 7 , 0 , 0 , 9 , 0 , 0 , 7.43 , 7.68 , 1.80 , 65.8 , 63.6 , -0.03 
193,하준호,20K, -0.06 , 42 , 0 , 0 , 1 , 0 , 3 , 0 , 5 , 41.2 , 30 , 28 , 189 , 38 , 6 , 0 , 1 , 27 , 1 , 2 , 26 , 0 , 2 , 6.05 , 4.64 , 1.56 , 79.4 , 102.9 , -1.00 
194,한선태,20L, -0.06 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 2 , 2 , 7 , 3 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 1 , 18.00 , 9.56 , 5.00 , 25.7 , 49.5 , -0.00 
195,이상동,20K, -0.06 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6.0 , 6 , 6 , 30 , 11 , 5 , 0 , 0 , 3 , 0 , 0 , 3 , 0 , 1 , 9.00 , 4.06 , 2.33 , 53.4 , 117.9 , -0.03 
